Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Doppelsalto B,20191007-1524-FRANKFURT_1-01-252,32.634,32.612,-15.206,1.638,-4.806,51.794,407.274,-34.421,84.388,672.67,-57.471,89.592,681.79,81.66
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-253,45.893,45.672,-24.803,-0.157,-1.952,72.277,-204.254,362.251,117.0,-327.552,578.327,242.895,653.956,661.014
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-264,38.216,38.55,-22.823,1.141,-0.073,65.618,-201.25,331.918,109.399,-337.508,550.059,278.653,694.689,595.528
Doppelsalto B,20191007-1524-FRANKFURT_1-01-265,35.501,35.477,-16.72,2.249,-5.434,62.279,405.434,-18.008,103.302,678.742,-27.467,120.33,699.276,87.984
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-266,47.45,47.645,-28.041,1.341,-3.652,55.524,-208.089,376.571,86.163,-323.583,586.963,252.471,668.185,657.209
Salto B,20191007-1524-FRANKFURT_1-01-267,19.663,19.861,-3.417,0.502,4.508,20.319,218.036,-12.571,31.937,349.605,-24.644,52.702,393.476,96.222
Fliffis B,20191007-1524-FRANKFURT_1-01-268,35.911,36.267,-20.196,5.124,-1.85,-43.637,-248.591,148.011,-65.269,-371.18,221.725,169.954,687.695,283.996
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-276,38.972,39.172,-23.079,1.304,1.75,116.384,-226.719,330.023,194.498,-380.052,550.684,297.271,732.893,592.179
Doppelsalto B,20191007-1524-FRANKFURT_1-01-277,32.873,33.041,-15.889,2.019,-4.995,59.438,403.556,-22.628,97.956,673.577,-39.71,109.758,689.607,74.582
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-278,46.794,47.007,-27.622,2.758,-2.373,69.359,-180.092,373.054,108.264,-278.983,588.242,278.255,651.333,649.098
Salto B,20191007-1524-FRANKFURT_1-01-279,18.495,18.839,-3.445,0.505,3.848,29.582,204.986,-18.254,48.533,324.782,-30.423,74.282,399.219,75.569
Fliffis B,20191007-1524-FRANKFURT_1-01-280,38.422,38.373,-21.099,4.472,-0.547,-37.17,-235.911,167.192,-56.615,-356.646,256.695,162.302,685.547,298.361
Doppelsalto C,20191007-1524-FRANKFURT_1-01-281,33.84,33.996,-19.987,1.762,0.22,56.672,435.631,-51.8,86.033,675.794,-82.908,97.543,705.167,114.918
Barani A,20191007-1534-FRANKFURT_2-01-28,17.739,17.92,-1.785,0.855,3.359,-72.737,43.749,117.919,-120.439,72.455,196.116,131.016,262.11,209.434
Barani A,20191007-1534-FRANKFURT_2-01-30,17.685,17.877,-1.846,0.36,3.157,-71.484,40.275,113.848,-118.137,66.739,188.307,133.554,261.798,218.821
Barani A,20191007-1534-FRANKFURT_2-01-32,18.221,18.425,-2.604,0.906,3.336,-64.972,42.144,114.658,-107.718,70.539,190.579,110.984,267.003,219.118
Barani A,20191007-1534-FRANKFURT_2-01-34,17.64,17.844,-2.22,1.096,3.247,-64.222,38.922,118.467,-105.856,64.763,196.493,118.756,276.214,224.988
Barani A,20191007-1534-FRANKFURT_2-01-36,17.875,18.208,-3.022,0.839,3.123,-67.594,45.555,114.946,-110.816,74.959,188.549,116.436,272.482,213.927
Barani A,20191007-1534-FRANKFURT_2-01-38,17.005,17.339,-0.903,0.347,2.741,-68.558,33.736,125.258,-112.08,55.799,205.767,114.252,250.057,224.842
Barani A,20191007-1534-FRANKFURT_2-01-46,17.836,18.125,-2.286,0.077,3.294,-63.742,20.666,119.903,-105.514,33.829,198.055,119.521,270.085,212.694
Barani A,20191007-1534-FRANKFURT_2-01-48,17.673,17.863,-2.334,0.303,3.469,-55.251,41.524,113.668,-91.471,68.652,188.434,99.925,279.275,217.301
Barani A,20191007-1534-FRANKFURT_2-01-50,17.878,18.044,-2.115,0.185,3.569,-82.363,28.96,109.925,-136.644,47.856,182.491,139.159,255.404,198.991
Barani A,20191007-1534-FRANKFURT_2-01-52,18.373,18.474,-2.763,0.865,3.727,-51.608,53.645,120.05,-85.676,89.563,198.586,109.359,283.564,215.633
Barani A,20191007-1534-FRANKFURT_2-01-54,18.113,18.489,-2.46,0.384,2.632,-62.222,26.27,129.752,-99.056,42.304,205.485,111.263,274.857,216.699
Fliffis B,20191007-1534-FRANKFURT_2-01-65,32.483,33.414,-16.663,1.928,0.11,-20.754,-247.713,164.296,-34.191,-401.719,266.846,72.533,680.721,280.809
Fliffis B,20191007-1534-FRANKFURT_2-01-75,34.544,35.011,-18.733,2.775,0.026,-36.004,-189.997,148.361,-59.225,-313.144,243.675,90.223,693.541,269.174
Salto B,20191007-1534-FRANKFURT_2-01-76,19.613,19.339,-4.002,0.877,4.9,8.52,206.194,-4.16,14.451,347.684,-6.817,31.895,408.097,52.246
Fliffis C,20191007-1534-FRANKFURT_2-01-77,39.575,40.13,-22.431,0.569,-5.108,-33.294,-231.196,145.62,-52.743,-365.111,229.44,74.947,679.22,262.283
Salto A,20191007-1534-FRANKFURT_2-01-78,16.509,16.182,0.185,0.042,4.634,-17.541,210.654,-22.157,-28.48,346.718,-35.649,35.584,349.516,48.481
Barani A,20191007-1534-FRANKFURT_2-01-79,17.224,17.525,-2.122,0.132,3.133,-64.85,41.472,117.259,-105.436,66.328,189.483,114.042,272.309,209.676
Schraubensalto A,20191007-1534-FRANKFURT_2-01-80,17.418,17.391,-3.91,-0.25,4.545,55.601,117.097,215.798,91.308,191.744,353.822,172.528,262.831,368.128
Fliffis B,20191007-1534-FRANKFURT_2-01-90,32.64,33.286,-17.492,1.63,0.542,-11.365,-230.413,153.644,-18.927,-379.231,253.138,56.216,692.771,279.569
Salto B,20191007-1534-FRANKFURT_2-01-91,19.683,19.382,-3.595,0.679,5.055,4.694,205.353,-13.237,8.448,351.589,-23.042,36.962,417.37,69.902
Fliffis C,20191007-1534-FRANKFURT_2-01-92,39.586,39.987,-21.864,0.979,-4.406,-43.526,-212.655,136.908,-70.725,-342.643,220.685,73.079,682.964,246.863
Salto A,20191007-1534-FRANKFURT_2-01-93,16.216,15.987,-0.637,-0.496,4.761,-20.02,209.458,-15.381,-32.526,345.131,-25.272,41.157,345.131,42.109
Barani A,20191007-1534-FRANKFURT_2-01-94,17.173,17.642,-2.365,-0.12,2.742,-59.579,33.198,115.763,-96.579,52.011,187.774,105.86,275.052,209.589
Schraubensalto A,20191007-1534-FRANKFURT_2-01-95,17.29,17.186,-4.109,-0.52,4.614,49.022,105.839,205.885,80.874,175.114,339.385,156.179,275.227,356.372
Barani A,20191007-1534-FRANKFURT_2-01-103,17.478,18.014,-2.214,0.155,2.517,-60.451,36.287,121.345,-97.634,57.518,196.552,103.513,279.086,213.745
Schraubensalto A,20191007-1534-FRANKFURT_2-01-104,17.788,17.404,-3.369,-0.159,5.21,53.962,114.872,204.232,89.035,190.669,335.873,171.395,266.508,355.733
Barani C,20191007-1534-FRANKFURT_2-01-105,18.842,19.16,-3.248,0.379,3.515,-45.884,-21.606,122.185,-74.211,-36.021,197.903,82.305,300.314,208.86
Salto C,20191007-1534-FRANKFURT_2-01-106,18.532,18.506,-4.097,0.481,4.046,10.743,212.051,-12.329,17.723,345.604,-20.358,34.085,363.527,56.305
1 3/4 Salto vw B,20191007-1534-FRANKFURT_2-01-107,30.991,30.558,-18.115,1.09,0.224,-41.546,-386.217,42.805,-68.922,-638.631,70.758,74.632,665.27,105.998
Baby- Fliffis C,20191007-1534-FRANKFURT_2-01-108,27.329,28.302,-13.234,0.148,-0.04,-50.576,-46.054,128.371,-73.731,-68.43,185.998,80.735,378.713,199.57
Barani A,20191007-1534-FRANKFURT_2-01-117,17.634,18.061,-1.711,-0.198,2.921,-66.707,24.585,114.138,-110.096,42.034,181.531,115.763,271.371,190.972
Schraubensalto A,20191007-1534-FRANKFURT_2-01-118,17.991,17.607,-2.523,-0.16,5.805,40.685,105.88,192.674,68.613,182.909,319.169,157.994,267.251,332.821
Barani C,20191007-1534-FRANKFURT_2-01-119,18.144,18.711,-3.589,0.588,3.02,-29.132,-22.161,134.943,-46.222,-35.487,211.697,67.965,306.184,223.353
Salto C,20191007-1534-FRANKFURT_2-01-120,18.731,18.561,-3.883,0.041,4.455,7.148,219.0,-14.411,11.243,348.086,-29.182,29.434,358.74,48.842
1 3/4 Salto vw B,20191007-1534-FRANKFURT_2-01-121,30.85,30.671,-19.129,0.381,0.067,-15.063,-409.043,43.765,-24.537,-652.476,61.932,47.133,697.157,92.922
Fliffis B,20191007-1534-FRANKFURT_2-01-132,33.518,34.029,-18.094,1.579,-0.198,-27.395,-202.58,143.736,-45.846,-336.276,232.122,70.005,681.233,253.353
Salto B,20191007-1534-FRANKFURT_2-01-133,19.219,19.052,-3.524,0.419,4.76,6.443,206.254,-2.366,10.106,345.94,-7.509,39.939,404.451,56.578
Fliffis C,20191007-1534-FRANKFURT_2-01-134,39.112,39.47,-21.92,1.55,-4.483,-39.077,-235.362,150.413,-63.238,-377.827,234.026,88.663,674.518,252.025
Salto A,20191007-1534-FRANKFURT_2-01-135,15.745,15.622,-0.484,-0.454,4.114,-8.439,213.631,-12.493,-14.203,344.947,-23.688,25.594,344.968,33.724
Barani A,20191007-1534-FRANKFURT_2-01-136,18.348,18.591,-3.144,-0.17,3.113,-59.999,37.623,116.365,-97.353,57.084,182.901,102.174,286.058,206.997
Schraubensalto A,20191007-1534-FRANKFURT_2-01-137,18.861,18.58,-4.489,-0.123,5.386,54.832,117.713,210.842,88.772,190.65,339.554,144.74,284.336,355.131
Barani C,20191007-1534-FRANKFURT_2-01-138,18.669,18.767,-2.821,0.264,4.112,-41.385,-22.442,125.2,-67.896,-39.239,197.182,73.309,307.396,210.24
Salto C,20191007-1534-FRANKFURT_2-01-139,17.957,17.924,-3.725,0.764,4.449,20.261,214.531,-6.901,32.221,350.307,-15.952,45.095,368.467,47.379
1 3/4 Salto vw B,20191007-1534-FRANKFURT_2-01-140,30.462,30.187,-18.338,0.356,-1.126,-24.869,-386.649,47.808,-42.056,-644.861,75.624,55.432,681.777,126.531
Baby- Fliffis C,20191007-1534-FRANKFURT_2-01-141,24.466,25.393,-12.739,0.654,1.918,-28.205,-83.04,130.764,-43.775,-129.296,195.209,68.233,387.484,209.393
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-42,14.369,13.845,4.231,-0.202,3.925,1.642,169.809,-16.469,2.671,306.031,-35.872,25.889,307.888,45.598
Cody C,20191007-1150-FRANKFURT_2-01-43,23.852,24.666,-0.986,-0.646,-2.703,-3.562,245.222,-8.997,-6.33,392.339,-18.43,35.2,441.681,70.467
Salto B,20191007-1150-FRANKFURT_2-01-45,20.562,20.383,-3.953,-0.248,3.343,19.09,211.628,-14.537,30.515,344.063,-29.881,43.315,393.199,53.512
Barani A,20191007-1150-FRANKFURT_2-01-46,18.216,18.124,-1.086,-0.144,3.112,-73.278,26.475,109.538,-118.257,40.872,172.014,141.356,254.15,185.14
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-56,14.701,13.955,4.333,0.17,4.369,7.14,172.718,-13.764,12.482,313.652,-31.048,26.115,315.521,47.312
Cody C,20191007-1150-FRANKFURT_2-01-57,23.796,24.835,-1.058,0.422,-2.686,12.249,244.398,6.034,19.432,390.756,5.864,42.35,430.968,53.052
Salto B,20191007-1150-FRANKFURT_2-01-59,19.663,19.45,-3.386,-0.125,3.489,16.937,214.444,-8.375,26.961,344.77,-18.673,34.688,393.159,40.673
Barani A,20191007-1150-FRANKFURT_2-01-60,17.569,17.617,-0.793,-0.179,2.775,-71.272,28.645,107.285,-113.436,43.316,166.186,131.283,253.873,184.151
Salto B,20191007-1150-FRANKFURT_2-01-69,19.606,19.589,-3.641,-0.297,3.579,23.07,208.707,-8.949,37.79,339.096,-17.752,46.318,393.309,52.563
Barani A,20191007-1150-FRANKFURT_2-01-70,18.55,18.543,-1.813,-0.192,2.998,-65.119,39.459,109.955,-103.996,59.938,167.831,126.35,279.985,190.488
Schraubensalto A,20191007-1150-FRANKFURT_2-01-71,18.21,18.184,-4.983,-0.68,3.683,78.384,114.599,223.541,124.458,180.242,351.427,158.517,319.803,358.226
Salto A,20191007-1150-FRANKFURT_2-01-72,15.695,15.677,-0.79,-0.598,3.464,9.177,212.485,-11.504,14.459,344.419,-23.875,27.475,344.419,36.459
Salto B,20191007-1150-FRANKFURT_2-01-83,19.498,19.427,-3.56,-0.26,3.673,14.82,206.574,-2.743,24.887,341.677,-8.921,35.812,401.699,43.872
Barani A,20191007-1150-FRANKFURT_2-01-84,17.206,17.574,-0.85,0.148,2.281,-56.404,35.816,116.17,-89.969,53.674,178.261,118.81,274.533,192.243
Schraubensalto A,20191007-1150-FRANKFURT_2-01-85,17.411,17.232,-3.549,-0.938,4.032,72.547,129.963,206.43,117.424,207.993,329.37,170.356,312.966,341.114
Salto A,20191007-1150-FRANKFURT_2-01-86,15.989,15.862,-1.346,-0.241,3.321,8.084,211.512,-1.458,13.369,344.752,-6.79,35.769,344.752,44.169
Salto B,20191007-1150-FRANKFURT_2-01-95,19.188,19.173,-2.727,-0.401,3.356,23.646,198.848,-16.976,40.282,338.841,-34.498,55.422,396.96,59.393
Barani A,20191007-1150-FRANKFURT_2-01-96,17.212,17.55,-1.628,-0.072,2.858,-61.083,42.796,116.729,-99.573,66.229,186.035,137.888,270.436,193.189
Schraubensalto A,20191007-1150-FRANKFURT_2-01-97,17.969,17.846,-4.567,-0.87,4.11,56.081,120.406,208.192,91.423,196.536,335.908,156.303,306.926,349.557
Salto A,20191007-1150-FRANKFURT_2-01-98,15.514,15.577,0.261,-0.5,3.271,-5.967,197.443,-11.657,-10.218,328.206,-23.877,40.666,328.206,51.732
Salto B,20191007-1150-FRANKFURT_2-01-107,19.562,19.515,-3.054,-0.16,3.251,14.743,207.413,3.568,24.618,344.258,0.635,36.763,403.398,40.229
Barani A,20191007-1150-FRANKFURT_2-01-108,17.856,17.965,-0.893,0.266,3.241,-61.377,42.795,111.114,-100.361,66.459,175.853,134.667,262.265,180.14
Schraubensalto A,20191007-1150-FRANKFURT_2-01-109,17.458,17.423,-3.974,-0.986,3.471,60.579,122.6,219.697,98.187,197.375,352.07,173.777,299.436,360.162
Salto A,20191007-1150-FRANKFURT_2-01-110,16.471,16.448,-1.228,-0.405,3.229,12.161,217.755,-4.553,19.35,353.164,-11.94,25.739,353.918,33.695
Barani A,20191007-1150-FRANKFURT_2-01-117,17.708,17.96,-2.311,0.066,3.058,-67.568,38.259,111.565,-110.807,59.342,177.191,134.319,283.604,184.995
Schraubensalto A,20191007-1150-FRANKFURT_2-01-118,17.671,17.7,-4.472,-1.064,4.049,63.893,113.637,212.917,104.23,183.743,344.243,176.381,282.189,351.028
Salto A,20191007-1150-FRANKFURT_2-01-119,15.806,15.771,-0.577,-0.445,3.153,6.042,210.077,-10.927,9.488,345.321,-22.667,26.013,345.77,37.022
Rudi,20191007-1150-FRANKFURT_2-01-120,24.543,24.546,-9.513,0.72,6.334,63.559,17.949,358.814,102.043,26.09,573.0,162.202,316.341,591.305
Barani A,20191007-1150-FRANKFURT_2-01-129,17.594,17.774,-1.283,-0.344,3.123,-68.077,46.031,104.085,-113.418,73.457,167.753,135.908,277.233,179.949
Schraubensalto A,20191007-1150-FRANKFURT_2-01-130,17.297,17.37,-3.798,-1.07,3.21,38.026,127.75,215.822,62.37,209.397,352.371,194.868,271.955,361.816
Salto A,20191007-1150-FRANKFURT_2-01-131,16.094,16.073,0.015,-0.413,3.275,7.31,207.404,-6.792,11.718,342.652,-16.266,26.063,343.328,36.698
Rudi,20191007-1150-FRANKFURT_2-01-132,23.175,23.735,-9.743,1.214,4.781,47.337,33.126,368.334,75.717,50.187,584.638,158.13,299.828,597.035
Salto C,20191007-1150-FRANKFURT_2-01-133,18.481,18.074,-2.508,0.247,4.344,28.911,204.825,-12.179,47.816,338.783,-25.117,57.689,368.024,54.765
Salto A,20191007-1150-FRANKFURT_2-01-141,15.903,15.765,-0.368,-0.257,3.934,11.026,205.337,-5.532,18.114,338.489,-12.927,27.392,338.597,31.502
Rudi,20191007-1150-FRANKFURT_2-01-142,24.406,24.437,-8.844,1.54,5.301,34.707,12.984,364.697,54.118,15.813,572.368,147.243,289.389,592.484
Salto C,20191007-1150-FRANKFURT_2-01-143,17.29,17.364,-1.608,-0.213,2.466,31.615,217.633,-11.088,52.173,355.782,-21.471,53.645,372.435,53.826
Fliffis C,20191007-1150-FRANKFURT_2-01-144,40.857,41.227,-21.98,3.391,-5.237,-58.311,-247.782,129.795,-94.28,-401.769,203.7,148.358,651.038,238.241
Salto A,20191007-1150-FRANKFURT_2-01-151,16.343,16.161,-0.65,-0.39,4.192,8.895,201.154,0.004,14.502,335.633,-4.473,24.088,337.155,32.916
Rudi,20191007-1150-FRANKFURT_2-01-152,22.854,23.183,-8.418,1.163,4.492,45.878,25.838,362.73,73.812,39.244,580.56,160.529,272.941,599.751
Salto C,20191007-1150-FRANKFURT_2-01-153,17.463,17.437,-2.539,-0.426,3.373,10.939,214.317,-12.645,17.992,353.24,-25.748,27.187,370.576,47.95
Fliffis C,20191007-1150-FRANKFURT_2-01-154,41.569,41.996,-23.06,2.659,-3.724,-42.332,-261.997,127.393,-67.787,-416.028,197.618,110.348,662.286,228.696
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-164,14.469,13.835,3.814,-0.166,4.492,8.753,172.405,-10.947,15.384,312.975,-24.402,27.983,314.36,39.149
Cody C,20191007-1150-FRANKFURT_2-01-165,24.683,25.484,-0.521,-0.395,-2.698,6.946,242.0,-2.936,11.217,390.631,-7.839,36.122,448.196,61.811
Salto B,20191007-1150-FRANKFURT_2-01-167,19.548,19.617,-3.938,-0.203,3.014,21.003,208.695,-9.296,34.597,340.351,-19.47,40.683,404.828,44.253
Barani A,20191007-1150-FRANKFURT_2-01-168,18.522,18.513,-1.01,0.023,3.339,-67.669,40.508,113.042,-110.553,62.434,178.337,135.362,273.123,180.953
Schraubensalto A,20191007-1150-FRANKFURT_2-01-169,17.769,17.639,-4.483,-1.145,4.22,59.37,121.719,226.184,97.243,197.265,366.914,156.224,308.554,368.228
Salto A,20191007-1150-FRANKFURT_2-01-170,15.493,15.516,-0.514,-0.426,3.295,9.756,206.723,-2.373,15.336,343.081,-8.702,24.737,344.489,45.555
Rudi,20191007-1150-FRANKFURT_2-01-171,23.82,23.903,-8.704,1.295,5.948,44.856,8.393,357.834,72.593,10.141,577.195,167.423,309.458,590.387
Salto C,20191007-1150-FRANKFURT_2-01-172,17.213,17.228,-2.684,-0.33,3.718,0.878,207.293,-17.166,1.47,342.596,-32.398,41.521,366.668,69.533
Fliffis C,20191007-1150-FRANKFURT_2-01-173,41.61,41.899,-23.367,1.451,-4.367,-39.769,-270.877,135.813,-63.953,-431.339,210.935,99.944,663.599,228.415
Fliffis B,20191007-1150-FRANKFURT_2-01-180,36.264,36.946,-21.126,2.951,-0.141,-10.616,-266.544,131.884,-17.186,-433.721,209.527,110.237,711.617,237.46
Fliffis B,20191007-1150-FRANKFURT_2-01-188,35.979,36.767,-20.863,3.256,-0.875,-28.509,-236.096,132.133,-46.104,-383.706,209.69,128.679,711.547,236.233
Fliffis B,20191007-1150-FRANKFURT_2-01-196,33.82,34.317,-19.436,2.152,1.02,3.273,-236.265,123.132,5.056,-395.573,199.815,121.06,720.705,222.995
Salto B,20191007-1150-FRANKFURT_2-01-197,18.326,18.332,-3.331,-0.353,3.076,16.245,213.001,-12.418,27.355,360.396,-26.244,37.073,419.293,55.435
Fliffis C,20191007-1150-FRANKFURT_2-01-198,40.549,40.943,-22.076,2.702,-4.019,-64.434,-241.322,129.264,-106.493,-400.36,208.564,127.986,669.965,224.803
Fliffis B,20191007-1150-FRANKFURT_2-01-212,34.868,35.499,-20.517,2.993,-0.562,-9.411,-221.424,122.067,-15.46,-364.076,194.511,121.174,715.222,224.161
Salto B,20191007-1150-FRANKFURT_2-01-213,18.42,18.171,-4.072,0.033,4.521,20.682,211.041,-7.371,34.641,353.157,-17.331,47.473,438.63,49.978
Fliffis C,20191007-1150-FRANKFURT_2-01-214,40.383,40.906,-23.218,2.19,-4.878,-58.263,-263.756,122.595,-93.13,-419.396,189.693,117.027,655.991,219.76
Fliffis B,20191007-1150-FRANKFURT_2-01-222,35.48,35.95,-20.765,3.316,0.46,-21.477,-234.822,133.038,-35.926,-393.47,216.47,116.939,718.088,239.527
Salto B,20191007-1150-FRANKFURT_2-01-223,18.314,18.38,-3.602,-0.142,4.672,15.219,205.427,-7.9,24.97,341.175,-17.281,40.928,417.738,46.097
Fliffis C,20191007-1150-FRANKFURT_2-01-224,39.859,40.199,-21.624,3.19,-5.189,-68.224,-251.545,121.076,-109.305,-404.877,188.511,144.733,651.542,209.969
Salto A,20191007-1150-FRANKFURT_2-01-225,16.011,15.708,-0.187,0.019,3.662,22.351,214.984,6.346,36.819,355.424,6.142,38.857,355.887,37.025
Fliffis B,20191007-1150-FRANKFURT_2-01-233,35.685,36.158,-21.0,3.256,-0.744,-32.81,-214.188,124.169,-54.283,-354.216,197.96,123.09,724.583,228.245
Salto B,20191007-1150-FRANKFURT_2-01-234,18.322,18.324,-3.757,-0.167,3.892,20.454,207.754,-5.384,33.533,338.323,-12.357,36.703,393.007,36.91
Fliffis C,20191007-1150-FRANKFURT_2-01-235,40.113,40.468,-22.406,2.559,-5.588,-55.521,-257.762,126.947,-88.25,-411.504,195.737,129.058,653.011,217.16
Salto A,20191007-1150-FRANKFURT_2-01-236,15.907,16.054,0.297,-0.23,2.989,26.266,214.784,8.392,42.753,350.254,9.881,44.876,350.254,40.299
Salto C,20191007-1159-FRANKFURT_1-01-8,18.252,18.347,-2.972,-0.773,4.77,4.29,208.554,7.525,6.772,355.758,12.747,35.629,397.237,44.135
Salto C,20191007-1159-FRANKFURT_1-01-9,17.744,17.818,-2.52,-0.829,4.616,-5.85,209.632,-4.198,-9.954,358.686,-7.325,31.787,402.237,41.046
Salto C,20191007-1159-FRANKFURT_1-01-10,19.861,19.898,-3.684,-1.167,4.094,-9.978,205.754,-0.947,-16.317,346.571,-1.015,31.967,418.064,43.442
Salto C,20191007-1159-FRANKFURT_1-01-11,20.345,20.399,-4.087,-1.165,4.079,-7.791,210.86,12.906,-13.588,354.622,21.698,46.766,432.788,52.712
Salto C,20191007-1159-FRANKFURT_1-01-19,17.767,17.805,-3.481,-0.831,4.978,-0.045,208.139,-4.934,-0.328,356.285,-8.483,46.783,382.294,48.114
Salto C,20191007-1159-FRANKFURT_1-01-20,17.72,17.809,-3.409,-1.064,4.41,-3.745,212.8,3.183,-6.304,357.293,5.777,38.1,396.456,52.423
Salto C,20191007-1159-FRANKFURT_1-01-21,19.225,19.215,-3.848,-0.971,4.503,-8.514,204.662,-2.943,-13.526,336.65,-5.324,30.003,404.572,46.135
Salto C,20191007-1159-FRANKFURT_1-01-33,19.734,19.808,-2.784,-0.061,4.537,9.851,200.935,-1.541,16.495,350.256,-2.657,45.226,382.541,71.289
Salto C,20191007-1159-FRANKFURT_1-01-34,17.781,17.801,-2.724,-0.604,4.876,-13.249,203.045,-0.158,-22.907,353.893,0.155,36.624,398.926,53.159
Salto C,20191007-1159-FRANKFURT_1-01-35,18.957,19.033,-4.573,-0.558,3.793,-1.327,208.396,-1.156,-2.078,356.851,-2.093,31.495,437.527,60.062
Salto C,20191007-1159-FRANKFURT_1-01-36,18.757,18.961,-3.871,-0.254,5.426,11.246,203.58,-2.107,18.623,344.117,-3.768,52.507,425.177,61.134
Salto C,20191007-1159-FRANKFURT_1-01-59,17.081,17.113,-3.453,-0.55,5.698,-1.029,203.578,-0.828,-1.863,355.302,-1.585,40.345,385.193,39.173
Salto C,20191007-1159-FRANKFURT_1-01-60,17.2,17.314,-2.404,-0.635,4.748,-5.713,203.444,-0.063,-9.698,354.735,-0.136,27.305,389.937,39.279
Salto C,20191007-1159-FRANKFURT_1-01-61,15.81,16.011,-2.921,-0.049,4.632,11.76,213.689,3.947,19.417,356.236,6.7,31.787,356.236,34.264
Barani B,20191007-1159-FRANKFURT_1-01-74,20.162,20.062,-5.151,-0.144,4.376,34.13,-28.591,124.308,57.158,-46.207,205.775,100.652,363.464,242.351
Barani B,20191007-1159-FRANKFURT_1-01-91,19.211,19.491,-5.152,-0.683,3.705,16.239,-19.095,107.019,26.839,-29.636,176.383,49.778,358.044,220.759
Barani B,20191007-1159-FRANKFURT_1-01-107,19.097,19.097,-4.341,-0.675,6.243,27.47,-13.165,108.798,45.553,-22.432,179.017,63.911,373.172,212.405
Barani B,20191007-1159-FRANKFURT_1-01-116,18.776,18.77,-3.429,-0.403,6.266,15.824,-8.562,109.369,25.795,-14.108,181.112,54.281,344.593,220.19
Barani B,20191007-1159-FRANKFURT_1-01-117,18.505,18.728,-3.287,-0.555,5.941,28.611,-22.652,99.773,47.476,-36.977,163.669,57.152,357.718,200.542
Barani B,20191007-1159-FRANKFURT_1-01-118,17.38,17.38,-1.756,-0.388,4.88,-39.107,37.499,105.304,-65.493,61.318,174.894,80.992,289.887,226.771
Barani B,20191007-1159-FRANKFURT_1-01-126,19.449,19.361,-4.306,-0.988,5.537,18.193,-17.747,117.697,27.94,-27.653,181.399,49.997,346.837,207.219
Barani B,20191007-1159-FRANKFURT_1-01-130,19.454,19.567,-4.191,-0.182,5.576,-10.452,-46.787,126.706,-16.119,-72.857,195.952,51.075,335.611,215.29
Barani B,20191007-1159-FRANKFURT_1-01-140,19.112,19.281,-4.318,-0.784,5.217,8.467,-14.057,109.848,13.685,-22.875,174.913,61.364,356.82,211.991
Barani B,20191007-1159-FRANKFURT_1-01-151,19.284,19.349,-3.634,-0.871,5.876,28.245,0.876,106.4,45.477,1.863,171.755,64.632,342.043,213.509
Barani B,20191007-1159-FRANKFURT_1-01-152,17.804,18.086,-3.434,-0.671,5.22,57.282,-11.897,107.986,90.925,-19.172,170.665,95.365,353.367,233.224
Barani B,20191007-1159-FRANKFURT_1-01-164,20.304,20.68,-3.178,-1.43,5.221,7.078,-38.239,120.695,12.215,-64.618,200.63,80.733,337.175,243.562
Barani B,20191007-1159-FRANKFURT_1-01-177,19.249,19.524,-4.924,-1.025,3.708,-3.792,-26.653,106.081,-6.025,-42.551,177.757,63.112,362.639,200.533
Barani B,20191007-1159-FRANKFURT_1-01-189,19.254,19.415,-3.991,-0.797,5.942,14.184,-6.773,106.581,22.636,-11.292,170.358,67.271,358.93,204.996
Barani B,20191007-1159-FRANKFURT_1-01-200,19.291,19.5,-3.631,-0.719,5.189,23.45,-22.679,115.066,39.232,-37.577,191.22,54.007,334.383,218.781
Barani B,20191007-1159-FRANKFURT_1-01-213,19.074,19.094,-4.405,-0.24,3.918,-3.206,-18.531,111.591,-6.064,-29.348,184.188,74.472,355.536,199.499
Barani B,20191007-1159-FRANKFURT_1-01-227,18.754,18.831,-3.158,-0.27,5.833,8.881,-23.006,112.905,13.962,-36.252,179.237,45.079,347.619,203.456
Barani B,20191007-1159-FRANKFURT_1-01-228,18.942,19.179,-3.444,-0.198,5.125,16.153,-21.044,118.047,25.103,-32.581,183.473,49.12,334.495,210.096
