SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
0110-MORITZ-01-20,Voll- ein- Rudi- aus B,35.739,19.399,-210.693,235.08,-91.872,397.401,-273.3,289.655,-210.734,229.715,-90.922,386.4,-273.001,279.396,-375.875,-164.755,-487.503,375.875,164.755,487.503,404.751,626.73,528.65,-34.604,-150.26,-99.669,-242.238,-87.802,-169.005,-83.987,-86.856,-194.581,-15.046,160.163,-24.25,34.604,150.26,99.669,242.238,87.802,169.005,83.987,86.856,194.581,15.046,-160.163,24.25,49.016,153.685,106.744,242.238,187.971,170.746,83.987,124.912,194.581,29.51,160.163,56.578
0110-MORITZ-01-21,Voll- ein- doppel- aus A,37.464,16.904,-235.132,260.02,151.036,319.765,-422.957,332.086,-234.685,248.128,150.654,300.957,-423.515,320.195,-385.354,247.876,-693.226,385.354,247.876,693.226,429.381,519.804,710.183,-118.868,102.261,-140.692,-108.988,57.442,-278.523,-126.518,-61.977,-249.239,-30.98,150.151,-24.772,118.868,102.261,140.692,108.988,57.442,278.523,126.518,-61.977,249.239,30.98,150.151,24.772,122.136,122.328,141.023,145.154,121.593,278.523,126.673,125.237,249.239,35.417,150.646,41.399
0110-MORITZ-01-30,Salto C,14.96,23.956,0.474,19.825,164.98,151.498,10.129,23.827,0.348,16.84,164.054,144.637,10.055,16.825,1.028,343.449,21.089,1.028,343.449,21.089,27.238,370.561,38.493,-6.5,67.119,0.468,-0.831,153.704,13.75,3.848,76.255,4.826,4.512,46.371,2.044,6.5,67.119,0.468,0.831,153.704,13.75,-3.848,76.255,4.826,-2.455,46.371,2.044,12.041,89.053,11.373,4.692,153.704,13.75,3.901,76.255,4.826,6.604,51.549,8.543
0110-MORITZ-01-31,Fliffis- Rudi B,34.876,23.029,-89.616,201.425,-124.479,371.677,-250.304,273.366,-89.668,196.207,-123.705,364.401,-250.225,268.026,-180.021,-250.518,-503.015,180.021,250.518,503.015,312.031,624.722,550.583,-2.335,-274.133,10.427,-139.84,-42.969,-233.783,-42.596,-62.818,-230.662,4.75,129.402,-48.996,2.335,274.133,10.427,139.84,42.969,212.929,42.596,62.818,230.662,-4.75,-129.402,48.996,24.807,274.165,31.519,139.84,120.064,234.637,129.142,101.09,230.662,18.242,129.402,53.765
0110-MORITZ-01-32,Doppelsalto B,27.743,22.909,-24.411,30.837,358.827,266.713,15.437,30.588,-24.348,27.958,358.074,260.821,15.21,21.879,-48.397,710.776,30.621,48.397,710.776,30.621,64.73,736.188,54.019,-3.738,49.431,2.0,-27.042,296.613,10.522,-14.699,263.176,11.261,-2.918,101.557,6.837,3.738,49.431,2.0,27.042,296.613,10.522,14.699,263.176,11.261,2.918,101.557,6.837,11.401,74.843,17.566,27.042,296.613,12.076,15.809,263.176,12.055,10.478,101.557,12.323
0110-MORITZ-01-33,Fliffis B,30.325,23.302,39.79,98.132,-129.861,393.104,-87.599,129.731,39.937,91.734,-128.893,389.467,-87.353,123.5,78.479,-256.83,-172.618,78.479,256.83,172.618,146.75,643.517,219.341,22.257,-232.1,3.787,-9.282,-215.052,-49.835,69.039,67.67,-114.733,-3.535,122.651,-11.836,22.257,232.1,3.787,-9.282,215.052,42.261,69.039,-67.67,114.733,-3.535,-122.651,11.836,27.422,234.603,25.663,20.921,218.045,53.046,85.303,68.218,114.733,13.105,122.651,25.898
0110-MORITZ-01-34,Voll- ein- voll- aus B,34.604,20.761,-223.268,236.321,43.526,364.027,-345.954,299.974,-223.304,229.107,43.255,351.418,-345.729,292.741,-426.426,82.997,-660.736,426.426,82.997,660.736,444.134,601.233,693.971,-119.904,62.755,-176.31,-231.644,-40.713,-278.335,-73.699,-87.351,-192.767,-1.179,148.306,-13.324,119.904,62.755,176.31,231.644,-40.713,278.335,73.699,43.267,192.767,1.179,17.688,13.324,127.665,120.139,176.31,231.644,177.856,278.335,73.699,154.932,192.767,11.127,148.306,46.559
0110-MORITZ-01-45,Strecksprung,10.99,26.24,-2.438,14.718,4.117,63.354,5.354,29.786,-2.431,13.028,4.129,56.898,5.542,23.439,-5.026,8.407,11.39,5.026,8.407,11.39,24.963,90.066,43.374,6.587,24.216,10.775,1.053,-21.364,3.058,-5.18,-0.827,2.005,-7.486,6.382,-4.448,6.587,24.216,10.775,1.053,-21.364,3.058,-5.18,-0.827,2.005,2.567,6.382,-4.448,7.065,28.066,11.949,5.174,22.585,16.706,5.223,2.154,3.67,7.5,37.262,11.05
0110-MORITZ-01-46,Salto C,15.589,24.569,-0.739,21.095,163.628,177.555,8.507,20.942,-0.888,18.412,163.14,170.158,8.325,14.767,-1.458,341.381,17.676,1.458,341.381,17.676,29.253,378.707,33.255,-1.983,44.305,4.265,-3.207,182.197,10.896,1.731,60.835,1.796,2.002,54.044,0.719,1.983,44.305,4.265,3.207,182.197,10.896,-1.731,60.835,1.796,-2.002,54.044,0.719,11.487,81.224,11.409,9.241,182.197,12.157,2.823,60.835,2.23,5.702,54.451,7.459
0110-MORITZ-01-47,Fliffis- Rudi B,34.751,22.833,-90.275,185.472,-134.573,377.983,-246.519,286.768,-90.228,181.014,-134.096,370.44,-246.746,281.674,-182.138,-272.584,-497.903,182.138,272.584,497.903,289.358,642.09,560.496,3.323,-261.237,16.882,-133.24,-74.532,-214.82,-48.602,-82.032,-246.314,-3.619,145.216,-53.65,3.323,261.237,16.882,126.594,74.532,181.056,48.602,82.032,246.314,3.619,-145.216,53.65,23.854,262.975,30.57,133.24,138.304,218.467,117.566,95.595,246.314,14.698,145.216,65.145
0110-MORITZ-01-48,Doppelsalto C,28.061,22.472,-0.843,28.052,366.499,226.212,4.626,27.954,-0.876,26.031,366.325,222.454,4.691,14.905,-1.644,709.809,8.697,1.644,709.809,8.697,47.736,713.618,37.216,-5.823,77.423,-3.816,-14.694,309.726,7.537,4.726,213.854,5.598,14.147,108.805,-0.622,5.823,77.423,3.816,14.694,309.726,-0.095,-4.726,213.854,5.598,-14.147,108.805,-0.622,9.636,81.232,9.438,14.694,309.726,7.537,9.043,213.854,6.029,14.363,108.805,14.213
0110-MORITZ-01-49,Salto A,14.94,21.19,-15.378,18.513,200.857,66.595,-7.401,14.593,-15.233,16.775,200.997,64.678,-7.328,10.689,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246
0110-MORITZ-01-59,Strecksprung,11.269,26.997,0.466,15.352,3.301,64.235,5.849,29.393,0.544,12.711,3.407,57.894,5.88,21.915,1.003,6.83,12.468,1.003,6.83,12.468,21.694,96.0,42.051,6.258,26.912,10.248,-4.413,-17.757,-1.248,1.979,-5.139,2.662,-2.821,2.813,0.805,6.258,26.912,10.248,-4.413,-17.757,-1.248,1.979,-5.139,2.662,-2.821,2.813,0.805,8.941,28.694,18.265,4.842,17.757,12.92,2.752,5.68,2.961,5.16,43.869,7.905
0110-MORITZ-01-60,Salto C,14.444,22.191,-8.487,19.23,166.223,169.12,6.869,23.111,-8.602,16.147,165.616,162.167,6.992,16.553,-17.478,342.948,14.208,17.478,342.948,14.208,28.864,380.436,34.252,-4.518,67.003,7.326,-6.023,160.545,4.824,-3.438,75.558,2.307,-3.499,39.842,-0.248,4.518,67.003,7.326,6.023,160.545,4.824,3.438,75.558,2.307,3.499,39.842,-0.248,11.543,99.383,15.083,9.525,160.545,6.863,3.44,75.558,2.457,4.356,44.95,9.849
0110-MORITZ-01-61,Fliffis- Rudi B,33.203,22.942,-160.176,213.237,-147.386,376.596,-214.849,269.031,-160.144,209.418,-146.972,369.999,-215.001,262.316,-320.349,-295.033,-429.683,320.349,295.033,429.683,341.586,657.988,494.171,-2.446,-254.305,17.839,-140.715,-110.819,-184.279,-159.122,-82.295,-221.847,-18.066,152.386,-41.396,2.446,254.305,17.839,140.715,110.819,148.601,159.122,82.295,221.847,18.066,-152.386,41.396,18.716,256.023,28.238,140.715,135.269,191.437,161.628,114.309,221.847,20.528,152.386,52.649
0110-MORITZ-01-62,Doppelsalto B,25.337,21.049,-20.407,30.472,353.653,230.111,6.476,27.915,-20.448,28.038,353.099,226.015,6.545,18.735,-40.334,699.183,12.868,40.334,699.183,12.868,55.494,703.967,40.447,0.136,45.485,1.145,-24.29,263.263,3.221,-15.562,267.514,10.56,-0.618,122.92,-2.06,0.136,45.485,1.145,24.018,263.263,3.221,15.562,267.514,10.56,0.618,122.92,-2.06,6.472,50.27,9.665,24.29,263.263,6.991,18.139,267.514,12.945,6.593,122.92,10.847
0110-MORITZ-01-63,Fliffis B,31.549,24.653,-0.688,52.337,-128.075,394.052,-91.001,169.022,-0.752,48.273,-127.651,390.707,-91.136,165.024,-1.416,-250.449,-177.825,1.416,250.449,177.825,80.262,660.25,239.463,6.751,-223.643,12.301,-23.61,-223.751,-46.8,11.287,76.925,-150.088,4.156,120.019,6.762,6.751,223.643,12.301,10.109,223.751,22.198,-11.287,-76.925,150.088,-4.156,-120.019,-6.762,18.194,231.158,23.527,23.61,223.751,50.434,25.14,85.322,150.088,13.317,120.019,15.414
0110-MORITZ-01-69,Strecksprung,11.389,22.487,0.207,16.581,1.882,65.365,5.808,16.744,0.16,14.91,1.981,60.796,5.859,13.444,0.37,2.749,9.824,0.37,2.749,9.824,19.0,81.957,24.343,5.586,12.703,0.787,2.783,-13.418,0.545,-1.732,-9.636,3.706,-6.268,13.1,4.786,5.586,12.703,0.787,2.783,-11.989,0.545,-1.732,9.636,3.706,-6.268,-7.602,4.786,7.265,19.814,5.491,2.977,13.418,8.022,1.798,9.636,4.391,6.96,39.089,6.439
0110-MORITZ-01-73,Strecksprung,10.981,25.333,-1.125,14.968,0.279,61.065,4.109,19.434,-1.116,13.915,0.295,56.252,4.11,15.657,-2.298,0.348,8.5,2.298,0.348,8.5,24.471,97.03,31.129,5.164,28.038,6.261,0.333,-15.53,5.305,-2.187,-14.104,-2.72,-5.608,1.945,-0.345,5.164,28.038,6.261,0.333,-15.53,5.305,-2.187,-10.911,-2.72,-1.013,-1.249,-0.345,8.748,29.032,11.885,6.253,16.307,8.841,3.448,14.284,4.819,6.022,37.406,5.583
0110-MORITZ-01-77,Salto C,15.402,24.06,-4.056,19.551,164.818,174.201,2.612,20.17,-4.124,17.121,164.3,166.486,2.659,13.666,-8.441,341.835,5.332,8.441,341.835,5.332,27.64,392.149,29.465,-3.255,56.67,0.021,-6.374,167.24,0.887,-0.593,75.888,-0.012,1.78,42.037,4.436,3.255,56.67,0.021,6.374,167.24,0.887,0.593,75.888,-0.012,-1.78,42.037,4.436,12.087,98.942,11.339,9.477,167.24,6.474,1.398,75.888,1.761,4.678,50.079,9.891
0110-MORITZ-01-78,Fliffis- Rudi B,34.609,22.994,-93.572,200.868,-126.124,376.142,-242.487,283.63,-93.617,196.335,-125.876,368.089,-242.771,279.15,-189.137,-255.338,-490.297,189.137,255.338,490.297,306.829,635.627,541.337,-10.3,-269.519,13.178,-152.974,-57.716,-240.87,-24.674,-60.233,-227.221,-1.189,132.13,-35.384,10.3,269.519,13.178,152.974,57.716,214.514,24.674,60.233,227.221,1.189,-132.13,35.384,12.021,273.167,17.907,152.974,114.742,243.605,121.384,115.587,227.221,20.45,132.13,52.604
0110-MORITZ-01-79,Doppelsalto B,26.196,22.02,-14.654,29.587,351.363,275.542,12.084,28.873,-14.79,26.708,350.517,267.911,12.221,20.854,-28.997,691.489,24.211,28.997,691.489,24.211,49.845,731.034,46.52,-2.031,47.757,-1.054,-26.613,328.557,11.15,-2.085,215.498,7.399,1.733,99.677,6.715,2.031,47.757,1.054,26.613,328.557,9.042,2.085,215.498,7.399,-1.733,99.677,6.715,10.698,87.301,13.467,26.613,328.557,13.573,4.443,215.498,8.63,8.09,99.677,10.85
0110-MORITZ-01-80,Fliffis B,31.727,25.422,15.154,59.27,-139.873,386.758,-89.897,132.185,15.31,54.133,-138.528,384.386,-90.038,128.633,30.932,-285.781,-183.246,30.932,285.781,183.246,89.033,666.053,220.036,3.981,-180.994,3.646,-4.091,-275.067,-25.817,30.424,42.04,-147.028,0.618,128.239,-14.046,3.981,180.994,3.646,-3.872,275.067,18.526,30.205,-42.04,147.028,0.618,-128.239,14.046,13.453,205.356,17.767,12.723,275.067,33.512,51.147,57.391,147.028,11.709,128.239,21.729
0110-MORITZ-01-81,Voll- ein- voll- aus B,33.817,17.641,-271.57,228.441,20.811,386.205,-374.164,312.457,-271.502,221.811,19.895,372.034,-373.961,303.302,-489.396,37.171,-674.305,489.396,37.171,674.305,493.191,591.975,699.949,-121.743,62.086,-158.437,-242.417,-22.46,-295.071,-103.464,-149.15,-195.448,-21.772,146.695,-25.349,121.743,62.086,158.437,242.417,-22.46,295.071,103.464,69.898,195.448,21.772,-72.353,25.349,121.814,113.921,158.437,242.417,158.378,295.071,103.464,172.98,195.448,25.496,146.695,50.993
0110-MORITZ-01-83,Strecksprung,12.129,23.972,-0.517,17.177,0.994,21.375,3.651,14.692,-0.436,15.288,0.94,18.128,3.764,12.231,-0.923,1.726,6.051,0.923,1.726,6.051,21.905,28.005,18.5,3.319,-1.923,-0.746,-3.036,-3.551,-2.534,2.96,4.264,3.314,-4.165,2.936,6.016,3.319,1.923,0.746,-3.036,3.551,2.534,2.96,-4.264,-3.245,-2.32,0.516,6.016,10.027,10.651,5.603,3.722,3.952,2.725,2.96,4.818,3.359,5.196,8.585,6.813
0110-MORITZ-01-94,Salto C,16.384,25.081,-7.49,22.979,165.628,174.836,8.729,24.496,-7.466,20.166,165.128,167.246,8.64,17.578,-15.702,346.747,18.375,15.702,346.747,18.375,36.918,384.858,37.828,-4.34,50.146,2.833,-7.985,181.552,9.238,-4.834,77.637,0.811,1.457,37.411,5.492,4.34,50.146,2.833,7.985,181.552,9.238,4.834,77.637,0.811,-1.457,37.411,5.492,14.204,86.902,10.396,11.397,181.552,11.381,5.051,77.637,2.52,6.266,38.767,13.531
0110-MORITZ-01-95,Fliffis- Rudi B,32.079,22.549,-185.496,251.184,-139.373,375.5,-184.078,272.673,-185.507,247.927,-138.882,369.568,-184.199,264.69,-369.952,-278.251,-367.028,369.952,278.251,367.028,398.33,656.914,470.406,-11.874,-258.851,33.928,-183.137,-120.911,-173.123,-174.999,-49.918,-201.511,0.058,151.43,-26.322,11.874,258.851,33.928,183.137,120.911,105.268,174.999,49.918,201.511,-0.058,-151.43,26.322,30.122,258.941,38.231,183.137,140.78,186.464,175.918,105.763,201.511,9.154,151.43,44.201
0110-MORITZ-01-96,Doppelsalto B,27.473,21.234,-32.565,39.068,368.212,267.445,16.149,40.696,-32.913,35.503,367.264,262.776,16.168,34.474,-62.118,702.034,30.968,62.118,702.034,30.968,80.82,721.401,67.155,-3.043,47.732,-3.313,-31.045,291.565,6.593,-20.128,273.401,14.769,-7.903,89.337,12.919,3.043,47.732,3.313,31.045,291.565,-0.032,20.128,273.401,14.769,7.903,89.337,12.919,10.7,67.099,16.248,31.045,291.565,10.159,21.178,273.401,20.462,17.898,89.337,20.285
0110-MORITZ-01-97,Fliffis B,32.054,23.894,7.299,70.197,-169.042,396.837,-89.68,132.159,7.644,63.373,-168.09,393.292,-89.954,128.437,14.258,-329.281,-174.461,14.258,329.281,174.461,103.326,664.244,229.412,5.484,-178.698,1.424,-20.632,-303.964,-10.143,19.478,14.323,-134.906,9.928,139.058,-30.836,5.484,178.698,1.424,9.664,303.964,7.296,-10.818,-14.323,134.906,9.928,-139.058,30.836,15.214,190.489,19.672,25.569,303.964,35.428,48.866,30.732,134.906,13.678,139.058,39.406
0110-MORITZ-01-98,Voll- ein- voll- aus B,34.434,18.424,-240.439,223.139,27.768,372.901,-360.77,295.927,-240.652,215.28,27.095,359.999,-360.147,288.438,-445.976,50.988,-668.863,445.976,50.988,668.863,457.33,593.327,698.491,-125.74,65.793,-170.355,-221.471,-14.526,-282.838,-85.589,-142.184,-169.899,-13.177,141.906,-45.772,125.74,65.793,170.355,221.471,-14.526,282.838,85.589,39.651,169.899,13.177,-39.93,45.772,126.032,113.011,170.355,221.471,165.841,282.838,85.589,172.569,169.899,24.239,141.906,75.399
0110-MORITZ-01-110,Salto C,15.237,24.325,-1.832,20.527,163.861,160.589,11.416,25.589,-2.045,17.489,163.15,153.828,11.34,19.969,-3.688,340.263,23.784,3.688,340.263,23.784,26.905,368.901,41.317,-5.629,54.846,7.944,0.118,165.618,13.735,0.981,61.036,-0.616,0.843,58.763,2.721,5.629,54.846,7.944,-0.118,165.618,13.735,-0.981,61.036,-0.616,-0.843,58.763,2.721,10.532,83.483,15.756,8.283,165.618,14.221,2.286,61.036,1.895,5.804,58.763,9.445
0110-MORITZ-01-111,Fliffis B,28.74,24.237,29.737,86.025,-163.85,369.92,-95.669,127.643,29.913,81.682,-163.22,365.78,-95.433,122.102,59.525,-328.364,-191.439,59.525,328.364,191.439,120.449,627.547,226.021,12.995,-233.127,-6.181,-7.412,-243.65,-14.922,56.834,41.684,-141.219,-2.893,106.729,-29.117,12.995,233.127,6.181,-7.412,243.65,14.922,56.834,-41.684,141.219,-2.893,-106.729,29.117,20.712,234.145,21.872,9.314,243.65,23.148,75.713,43.022,141.219,14.71,106.729,39.783
0110-MORITZ-01-112,Voll- ein- voll- aus B,32.507,21.562,-262.251,220.26,-34.312,353.939,-326.402,304.698,-262.298,214.808,-34.621,345.098,-326.596,295.684,-517.724,-67.879,-644.413,517.724,67.879,644.413,533.625,588.47,663.256,-124.78,38.594,-181.322,-258.261,-72.645,-241.708,-106.712,-160.043,-178.233,-27.971,126.215,-43.151,124.78,38.594,181.322,258.261,-4.543,241.708,106.712,160.043,178.233,27.971,-126.215,43.151,135.92,99.091,181.322,258.261,184.311,241.728,106.712,178.853,179.109,32.732,126.215,61.097
0110-MORITZ-01-113,Voll- ein- halb- aus B,31.961,20.534,-220.244,241.123,-144.215,372.863,-255.713,251.637,-220.118,236.302,-143.811,364.425,-255.931,243.013,-419.064,-275.474,-486.594,419.064,275.474,486.594,441.437,640.42,500.698,-40.138,-149.833,-117.458,-263.576,-142.327,-136.978,-86.326,-124.947,-181.978,-29.024,141.633,-50.18,40.138,149.833,117.458,263.576,142.327,136.978,86.326,124.947,181.978,29.024,-141.633,50.18,62.081,153.205,120.272,263.576,207.56,139.384,86.326,138.023,181.978,29.454,141.633,59.063
0110-MORITZ-01-114,Voll- ein- voll- aus A,34.498,19.569,-131.715,239.406,136.8,288.346,-379.909,284.786,-131.929,229.95,136.467,274.373,-379.685,279.2,-242.143,251.246,-698.23,242.143,251.246,698.23,364.478,530.678,714.8,-112.82,75.002,-158.162,-110.299,58.165,-292.629,-12.554,-17.406,-236.666,-6.471,135.485,-10.773,112.82,75.002,158.162,110.299,58.165,292.629,12.554,-17.406,236.666,6.471,135.485,10.773,113.622,123.906,158.162,142.706,129.281,292.629,93.97,142.006,236.666,14.18,135.485,27.343
0110-MORITZ-01-116,Strecksprung,11.697,21.734,-2.875,31.926,2.88,44.771,-3.099,51.746,-2.736,30.673,2.793,42.699,-3.004,49.925,-4.783,4.878,-5.254,4.783,4.878,5.254,46.611,64.825,73.697,3.811,7.049,-9.935,3.933,-22.219,-23.604,3.009,6.37,6.252,-15.536,13.677,22.033,3.811,7.049,9.935,3.933,8.121,23.604,3.009,-6.37,-6.252,-5.97,-3.922,-22.033,12.892,17.691,9.984,8.348,22.219,23.604,9.547,8.09,15.484,15.823,16.825,24.625
0110-MORITZ-01-125,Salto C,15.242,23.662,-1.967,23.919,170.225,168.972,6.338,17.701,-1.935,21.605,169.563,162.324,6.01,10.565,-4.086,350.582,13.067,4.086,350.582,13.067,34.005,376.2,27.503,-3.073,59.077,3.612,-5.478,173.364,4.901,1.445,75.081,-0.098,3.021,43.059,4.651,3.073,59.077,3.612,5.478,173.364,4.901,-1.445,75.081,-0.098,-3.021,43.059,4.651,17.3,78.443,9.51,9.696,173.364,6.731,2.317,75.081,2.828,4.692,49.311,8.434
0110-MORITZ-01-126,Fliffis B,29.265,22.933,58.816,100.949,-117.212,371.792,-91.367,111.949,58.754,98.671,-116.434,367.078,-91.458,107.212,118.251,-236.207,-183.311,118.251,236.207,183.311,152.579,610.169,217.863,-0.844,-261.779,4.377,0.954,-138.243,-53.743,107.269,33.846,-113.581,10.871,129.968,-20.364,0.844,261.779,4.377,-0.733,138.243,44.989,107.269,-33.846,113.581,10.871,-129.968,20.364,10.961,262.141,16.355,19.686,143.623,54.933,107.269,74.437,113.581,14.663,129.968,32.994
0110-MORITZ-01-127,Voll- ein- voll- aus B,34.34,19.701,-199.562,258.707,18.036,370.471,-352.337,302.104,-199.734,251.167,17.129,357.085,-351.847,293.603,-382.033,33.98,-674.412,382.033,33.98,674.412,463.021,592.735,691.761,-126.34,49.635,-199.372,-238.548,-64.83,-267.733,-39.892,-72.412,-171.997,22.746,121.587,-35.31,126.34,49.635,199.372,238.548,-34.441,267.733,39.892,72.412,171.997,-22.746,-53.627,35.31,126.34,118.736,199.372,238.548,207.043,267.733,72.737,145.368,171.997,25.396,121.587,52.659
0110-MORITZ-01-128,Voll- ein- halb- aus C,35.289,23.282,-195.807,270.24,-100.907,345.959,-203.694,285.627,-195.828,266.19,-99.532,337.577,-204.297,273.879,-374.912,-193.974,-389.186,374.912,193.974,389.186,432.076,592.608,489.079,-60.158,-164.629,-89.17,-291.921,-108.919,-96.887,-24.053,-47.353,-184.31,1.22,126.927,-18.82,60.158,164.629,89.17,291.921,108.919,96.887,24.053,47.353,184.31,-1.22,-126.927,18.82,60.63,170.02,107.684,291.921,171.904,146.098,59.568,123.757,184.31,19.957,126.927,50.987
0110-MORITZ-01-129,Voll- ein- voll- aus C,33.997,16.228,-264.949,236.931,109.888,318.282,-378.418,326.938,-264.74,230.486,108.845,303.391,-377.82,316.546,-454.114,188.111,-648.452,454.114,188.111,648.452,455.637,518.328,665.714,-133.493,51.309,-173.735,-188.232,60.902,-227.354,-104.887,-70.992,-226.624,-27.502,146.892,-20.739,133.493,51.309,173.735,188.232,60.902,227.354,104.887,-70.992,226.624,27.502,146.892,20.739,134.269,112.451,173.735,188.232,122.599,227.354,105.168,136.386,226.624,27.967,146.892,38.001
0110-MORITZ-01-139,Salto C,15.577,24.707,-1.981,16.641,164.83,174.69,5.601,17.851,-2.046,14.632,164.352,167.656,5.411,13.742,-4.069,343.596,11.744,4.069,343.596,11.744,23.336,382.934,28.024,-1.133,46.548,4.673,-4.208,177.611,6.351,1.596,70.013,0.325,-0.324,49.425,0.395,1.133,46.548,4.673,4.208,177.611,6.351,-1.596,70.013,0.325,0.324,49.425,0.395,10.424,81.987,9.725,7.211,177.611,7.401,1.681,70.013,0.965,4.02,53.324,9.932
0110-MORITZ-01-140,Fliffis B,27.515,21.663,59.483,77.931,-135.707,369.912,-94.221,117.216,59.226,75.366,-136.034,363.941,-94.747,113.552,118.7,-271.72,-187.394,118.7,271.72,187.394,134.893,613.114,217.377,12.827,-238.899,6.779,1.859,-167.766,-45.96,89.639,16.945,-124.097,14.375,118.0,-24.117,12.827,238.899,6.779,1.859,167.766,32.401,89.639,-16.945,124.097,14.375,-118.0,24.117,19.421,243.514,17.972,11.438,172.082,47.175,89.639,79.518,124.097,14.396,118.0,28.132
0110-MORITZ-01-141,Voll- ein- voll- aus B,32.682,21.644,-222.06,244.735,-12.703,362.069,-337.872,276.047,-222.103,238.104,-12.841,350.0,-337.354,268.686,-441.146,-25.947,-670.845,441.146,25.947,670.845,481.422,599.145,687.3,-102.657,74.162,-146.299,-262.909,-42.69,-299.742,-87.5,-174.794,-165.892,11.92,117.376,-58.912,102.657,74.162,146.299,262.909,-42.69,299.742,87.5,111.851,165.892,-11.92,-117.376,58.912,107.573,107.268,146.299,262.909,182.64,299.742,87.5,191.861,165.892,23.44,117.376,75.367
0110-MORITZ-01-142,Voll- ein- halb- aus B,33.853,23.312,-165.608,262.064,-103.246,380.819,-246.967,233.01,-165.319,256.108,-102.641,369.972,-247.14,224.455,-324.883,-202.875,-484.424,324.883,202.875,484.424,421.333,644.096,500.342,-14.419,-141.069,-99.247,-264.516,-127.932,-166.468,-49.757,-77.933,-176.892,3.81,144.058,-41.817,14.419,141.069,99.247,264.516,127.932,166.468,49.757,77.933,176.892,-3.81,-144.058,41.817,74.182,153.674,103.832,264.516,211.286,166.468,68.011,135.077,176.892,14.625,144.058,53.15
0110-MORITZ-01-143,Voll- ein- voll- aus C,32.555,20.74,-198.651,222.774,75.779,289.982,-329.481,282.026,-198.632,216.558,75.939,279.507,-329.104,274.155,-381.61,145.293,-632.575,381.61,145.293,632.575,416.147,517.193,652.446,-107.347,49.822,-163.73,-129.001,66.249,-245.266,-134.541,-104.414,-182.466,-10.721,133.635,-41.113,107.347,49.822,163.73,129.001,66.249,245.266,134.541,-104.414,182.466,10.721,133.635,41.113,114.226,110.309,163.73,136.432,139.359,245.266,139.942,133.891,182.561,25.547,133.635,60.889
