SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
0827-BK1-01-115,Salto A,14.723,23.693,5.435,12.175,175.052,53.326,-1.495,23.284,5.492,8.969,174.741,46.869,-1.372,14.829,10.932,351.933,-3.012,10.932,351.933,3.012,20.012,351.933,29.542,1.105,73.307,-2.675,1.537,102.1,-2.52,3.645,102.4,-0.638,4.646,74.126,2.822,1.105,73.307,2.675,1.537,102.1,2.52,3.645,102.4,0.638,4.646,74.126,-2.822,5.07,73.307,13.455,4.923,102.1,4.425,3.647,102.4,1.585,6.373,74.126,10.078
0827-BK1-01-117,Salto A,14.635,23.802,2.81,14.273,175.898,52.905,3.087,24.579,2.861,11.437,175.547,45.208,3.139,16.108,5.584,349.568,5.926,5.584,349.568,5.926,22.83,349.568,31.417,-2.506,73.533,5.173,4.258,102.654,0.647,4.218,101.568,-0.535,-0.387,71.814,0.641,2.506,73.533,5.173,-0.754,102.654,0.647,4.218,101.568,-0.535,-0.387,71.814,0.641,7.929,73.533,17.185,6.474,102.654,4.662,4.218,101.568,0.993,4.208,71.814,8.577
0827-BK1-01-119,Salto A,14.432,23.027,10.59,14.647,176.775,50.044,-1.724,24.915,10.369,11.891,176.53,41.932,-1.818,17.406,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
0827-BK1-01-121,Salto A,14.574,23.263,-2.938,14.433,180.322,52.427,-3.945,23.999,-3.091,11.922,179.748,44.891,-3.599,17.736,-5.759,350.96,-7.668,5.759,350.96,7.668,24.471,351.24,35.448,1.422,74.12,-0.904,-0.506,104.324,-8.002,-5.062,94.347,-2.71,-1.613,78.169,3.949,1.422,74.12,0.904,-0.506,104.324,8.002,3.23,94.347,2.71,1.613,78.169,-3.949,5.538,74.4,10.836,6.411,104.324,8.926,5.062,94.347,3.877,7.46,78.169,11.809
0827-BK1-01-123,Salto A,14.208,22.095,4.382,16.872,181.921,50.852,-0.984,23.603,4.154,14.187,181.616,44.117,-0.791,17.082,8.582,351.171,-1.781,8.582,351.171,1.781,26.557,351.171,31.552,-2.379,74.077,1.457,4.066,101.017,-0.68,3.347,100.196,-1.715,3.549,75.881,-0.842,2.379,74.077,1.457,-0.693,101.017,-0.68,3.347,100.196,0.161,3.549,75.881,0.842,10.355,74.077,11.306,6.152,101.017,7.361,4.532,100.196,2.663,5.518,75.881,10.223
0827-BK1-01-125,Salto A,14.445,22.86,4.241,10.298,177.293,58.32,-1.447,19.53,4.189,8.326,176.846,52.15,-1.484,14.252,8.226,342.509,-2.774,8.226,342.509,2.774,15.39,342.909,27.733,1.341,72.707,5.668,4.33,102.24,-5.636,1.288,99.255,-2.506,1.268,68.307,-0.3,1.341,72.707,5.668,4.33,102.24,-5.636,1.288,99.255,2.442,1.268,68.307,0.3,4.838,73.108,9.791,4.655,102.24,6.551,1.75,99.255,2.781,4.148,68.307,8.61
0827-BK1-01-127,Salto A,13.962,22.845,5.258,12.287,183.078,56.321,-1.743,19.413,5.182,9.937,182.838,47.37,-1.669,13.778,10.106,349.964,-3.198,10.106,349.964,3.198,20.431,349.964,23.761,0.196,81.49,2.589,4.313,95.413,-4.39,0.514,95.095,-0.322,5.084,77.965,-1.074,0.196,81.49,2.589,4.313,95.413,-0.787,0.514,95.095,0.322,5.084,77.965,1.074,5.617,81.49,7.913,6.029,95.413,5.994,3.045,95.095,2.423,5.74,77.965,7.431
0827-BK1-01-129,Salto A,14.994,22.603,-4.877,15.747,179.326,68.05,-0.928,19.431,-4.729,12.05,179.044,59.213,-1.095,11.883,-9.395,348.904,-1.781,9.395,348.904,1.781,23.799,354.519,24.463,1.464,70.761,-0.757,-3.718,106.058,-1.575,-0.734,101.674,0.196,-6.407,70.411,0.355,1.464,70.761,0.757,0.79,106.058,1.575,0.734,101.674,-0.196,6.407,70.411,-0.355,6.468,76.376,10.784,7.681,106.058,5.231,1.472,101.674,1.939,8.178,70.411,6.509
0827-BK1-01-131,Salto A,15.738,23.569,1.758,12.727,181.619,63.159,-4.031,28.927,1.902,9.722,181.407,54.763,-4.096,21.204,3.451,356.255,-7.894,3.451,356.255,7.894,19.485,356.263,42.613,-1.393,71.426,0.42,2.32,100.07,-1.029,4.51,107.081,-4.12,-1.985,77.678,-3.166,1.393,71.426,0.42,-0.467,100.07,0.188,4.51,107.081,4.12,-1.985,77.678,3.166,5.494,71.433,19.962,5.441,100.07,7.572,4.516,107.081,5.381,4.034,77.678,9.698
0827-BK2-01-1,Strecksprung,10.42,21.973,-3.198,9.314,-8.489,76.354,-15.582,12.163,-3.166,8.205,-8.399,73.461,-15.728,9.281,-5.721,-15.739,-27.957,5.721,15.739,27.957,12.856,107.87,31.461,0.694,5.409,-7.86,-1.626,-38.287,-9.875,-1.39,-13.153,-3.803,-3.4,30.291,-6.42,0.694,5.409,7.86,0.237,27.468,9.875,1.39,13.153,3.803,3.4,-30.291,6.42,3.511,24.769,7.891,2.227,38.287,9.875,2.297,14.024,5.6,4.822,30.79,8.094
0827-BK2-01-4,Salto C,16.111,24.407,6.824,16.434,172.835,181.081,-6.823,19.049,6.858,13.746,172.535,173.799,-6.72,15.36,13.396,345.043,-13.697,13.396,345.043,13.697,26.512,367.629,29.852,1.975,30.884,-3.292,6.823,192.55,-3.156,1.123,47.339,-9.529,3.475,74.27,2.28,1.975,30.884,3.292,6.823,192.55,3.156,1.123,47.339,9.529,3.475,74.27,-2.28,7.949,53.47,8.619,8.042,192.55,5.515,4.844,47.339,9.642,5.678,74.27,6.076
0827-BK2-01-7,Salto C,14.412,22.517,3.968,16.438,166.489,186.378,-9.375,23.014,3.973,14.102,166.162,179.225,-9.544,17.512,7.833,335.385,-18.831,7.833,335.385,18.831,26.509,370.53,40.149,4.638,39.63,-6.026,5.902,189.296,-3.434,-0.728,39.466,-6.792,-1.979,66.992,-2.579,4.638,39.63,6.026,5.902,189.296,3.434,-0.728,39.466,6.792,-1.979,66.992,2.579,7.943,74.776,15.021,8.595,189.296,8.362,5.221,39.466,7.231,4.75,66.992,9.536
0827-BK2-01-10,Salto C,15.579,24.605,-0.127,24.381,163.67,167.091,-0.651,26.495,0.079,20.904,163.396,159.592,-0.685,20.548,-0.494,331.426,-1.235,0.494,331.426,1.235,38.409,349.547,38.421,3.073,34.638,2.693,-1.609,179.646,-1.873,0.024,41.344,-3.962,-1.982,75.798,1.906,3.073,34.638,2.693,-1.609,179.646,-1.873,0.024,41.344,2.321,-0.994,75.798,-1.906,13.238,52.758,14.732,14.467,179.646,11.702,5.154,41.344,6.298,5.55,75.798,5.69
0827-BK2-01-12,Strecksprung,9.97,24.208,-2.504,13.687,1.734,36.967,-13.885,30.271,-2.566,11.581,1.945,34.548,-13.935,27.51,-5.259,3.344,-28.398,5.259,3.344,28.398,22.136,53.835,52.57,-2.319,13.788,-1.241,2.496,-11.445,-17.335,-3.401,-7.443,-1.069,-2.036,8.444,-8.753,2.319,13.788,1.241,-2.141,-11.445,17.335,3.046,2.757,1.069,2.036,-1.756,8.753,9.021,16.608,9.062,5.076,11.445,24.705,3.69,7.461,7.594,4.348,18.322,11.209
0827-BK2-01-13,Salto C,15.67,25.214,-1.893,20.559,164.96,183.152,-4.416,24.931,-1.786,18.49,164.599,175.467,-4.526,19.796,-4.152,337.023,-9.089,4.152,337.023,9.089,33.322,374.239,41.195,-0.707,27.275,-0.058,6.206,197.864,-7.066,-9.585,37.683,-6.462,-0.066,74.202,4.497,0.707,27.275,0.058,4.791,197.864,7.066,-1.412,37.683,6.462,0.066,74.202,-4.497,8.934,64.49,13.881,7.581,197.864,11.869,9.585,37.683,7.599,7.222,74.202,7.846
0827-BK2-01-16,Salto C,16.205,25.065,3.344,18.389,164.417,192.948,-5.101,27.867,3.554,14.204,164.138,184.4,-5.449,22.378,6.716,334.967,-10.616,6.716,334.967,10.616,28.523,370.937,44.115,1.749,26.614,-0.08,3.286,198.797,-4.587,2.834,50.152,-7.294,-1.153,59.404,1.346,1.749,26.614,0.08,3.286,198.797,4.587,2.834,50.152,7.294,-1.153,59.404,-1.346,8.121,62.584,12.872,12.054,198.797,15.299,3.459,50.152,7.45,4.889,59.404,8.493
0827-BK2-01-18,Strecksprung,11.368,26.189,-3.798,12.533,3.086,43.778,-14.698,26.417,-3.828,10.144,3.362,41.376,-14.661,22.892,-7.897,6.183,-30.533,7.897,6.183,30.533,22.876,67.597,53.113,-0.521,23.032,-2.18,-0.6,-13.557,-10.6,-5.181,-8.238,-14.166,-1.595,4.945,-3.587,0.521,23.032,2.18,0.6,-13.557,10.6,5.181,-8.238,14.166,1.595,4.945,3.587,6.639,24.414,11.036,6.466,13.728,17.233,5.181,8.238,14.166,4.59,21.217,10.678
0827-BK2-01-19,Salto C,16.171,24.979,9.483,22.323,166.359,187.499,-7.686,24.29,9.537,20.199,166.046,179.506,-7.901,18.848,19.344,342.134,-15.91,19.344,342.134,15.91,35.4,381.519,40.589,5.649,31.776,-0.216,10.134,194.93,-6.93,4.046,60.61,-8.866,-0.484,54.817,0.102,5.649,31.776,0.216,10.134,194.93,6.93,4.046,60.61,8.866,-0.484,54.817,-0.102,11.922,71.161,10.729,15.829,194.93,14.863,4.282,60.61,9.023,3.368,54.817,5.973
0827-BK2-01-20,Strecksprung,10.686,25.904,-3.254,12.436,-17.984,46.595,-15.154,23.767,-3.285,11.283,-17.939,40.984,-14.98,22.46,-6.743,-37.258,-31.304,6.743,37.258,31.304,21.173,82.969,46.591,2.101,-0.926,-2.6,-7.077,-15.793,-17.211,-2.935,-17.733,-16.413,1.168,-2.807,4.921,2.101,0.926,2.6,2.875,15.793,17.211,2.935,17.733,16.413,-1.168,2.807,-4.921,6.946,15.76,5.156,7.077,15.793,17.211,4.463,17.733,16.624,2.688,33.684,7.6
0827-BK2-01-22,Salto C,16.227,25.596,0.542,19.227,164.69,178.848,-12.345,22.304,0.601,17.088,164.369,172.195,-12.42,18.517,1.013,341.46,-25.545,1.013,341.46,25.545,31.502,375.964,44.52,3.274,25.502,-4.193,8.718,206.601,-9.12,-5.203,52.525,-12.329,-5.777,56.831,0.097,3.274,25.502,4.193,8.718,206.601,9.12,-5.203,52.525,12.329,-5.777,56.831,-0.097,10.925,60.007,12.87,8.734,206.601,12.701,5.3,52.525,12.329,6.542,56.831,6.62
0827-BK2-01-25,Salto C,18.468,27.716,7.213,19.123,162.408,185.286,-7.47,23.141,7.113,15.762,162.755,177.641,-7.434,18.709,15.065,341.579,-15.697,15.065,341.579,15.697,34.245,372.429,39.089,4.184,14.768,-2.127,5.746,218.987,-3.206,5.442,53.481,-4.191,-0.308,54.342,-6.173,4.184,14.768,2.127,5.746,218.987,3.206,5.442,53.481,4.191,-0.308,54.342,6.173,11.868,45.618,11.24,11.149,218.987,12.35,5.442,53.481,5.027,5.786,54.342,10.473
0827-BK2-01-28,Salto C,15.728,24.491,0.438,20.665,165.792,181.697,-6.655,23.853,0.442,17.913,165.56,175.451,-6.798,19.137,0.737,336.06,-13.467,0.737,336.06,13.467,33.94,360.351,38.477,-0.671,29.777,-5.66,0.092,205.672,1.637,-0.308,40.145,-3.357,1.623,60.467,-6.087,0.671,29.777,5.66,-0.092,205.672,-1.637,0.308,40.145,3.357,-0.149,60.467,6.087,9.472,54.068,16.045,9.431,205.672,8.335,5.557,40.145,4.117,9.48,60.467,9.981
0827-BK2-01-31,Salto C,16.349,24.602,13.849,22.424,165.526,186.528,-7.545,23.217,13.936,19.557,165.217,177.064,-7.607,17.887,27.948,334.579,-15.228,27.948,334.579,15.228,38.941,368.864,37.632,6.879,25.904,-1.15,13.127,192.666,-3.805,4.995,53.668,-5.359,2.946,62.341,-4.915,6.879,25.904,1.15,13.127,192.666,3.805,4.995,53.668,5.359,2.946,62.341,4.915,11.78,59.579,10.667,16.145,193.276,13.141,6.375,53.668,6.006,4.64,62.341,7.818
0827-BK2-01-34,Salto C,16.594,25.049,12.056,26.004,167.328,180.265,-7.682,27.734,12.062,23.758,167.027,172.091,-7.839,22.804,24.156,337.847,-15.427,24.156,337.847,15.427,41.911,369.5,42.265,2.587,19.677,-2.426,8.021,201.937,-9.184,7.712,53.222,2.188,5.836,63.011,-6.004,2.587,19.677,2.426,8.021,201.937,9.184,7.712,53.222,-2.188,5.836,63.011,6.004,9.731,51.331,15.956,17.739,201.937,13.387,8.387,53.222,4.534,6.053,63.011,8.388
0827-BK2-01-37,Salto C,17.14,25.67,-0.551,14.822,168.155,187.549,-12.606,21.919,-0.628,13.103,168.048,179.626,-12.699,18.544,-1.128,339.912,-25.452,1.128,339.912,25.452,24.472,371.06,42.939,2.504,28.272,-2.577,3.311,202.989,-9.806,-1.944,56.059,-9.732,-4.999,52.592,-3.337,2.504,28.272,2.577,3.311,202.989,9.806,-1.944,56.059,9.732,-2.742,52.592,3.337,8.561,59.42,15.964,6.91,202.989,10.957,3.145,56.059,9.732,5.856,52.592,6.286
0827-BK2-01-40,Salto C,16.987,25.576,1.98,19.657,165.988,183.043,-9.863,22.346,1.986,17.27,165.762,175.373,-9.781,17.954,3.955,335.515,-19.96,3.955,335.515,19.96,30.393,358.96,35.763,2.549,25.299,-5.985,4.396,200.157,-4.434,2.065,56.936,-7.998,-5.056,53.123,-1.544,2.549,25.299,5.985,4.396,200.157,4.434,2.065,56.936,7.998,-5.056,53.123,1.544,10.529,48.744,15.596,8.216,200.157,7.295,4.502,56.936,8.018,7.146,53.123,4.854
0827-BK2-01-43,Salto C,16.318,24.957,0.612,18.903,166.685,194.487,-9.955,23.828,0.685,15.893,166.386,187.333,-10.156,18.376,1.139,339.86,-20.315,1.139,339.86,20.315,28.499,371.937,39.984,2.088,24.673,-2.941,4.732,213.539,-11.905,-5.306,39.523,-5.211,-0.376,62.126,-0.259,2.088,24.673,2.941,4.732,213.539,11.905,-5.306,39.523,5.211,-0.376,62.126,0.259,6.363,56.749,15.817,9.938,213.539,12.672,5.928,39.523,6.521,6.27,62.126,4.973
0827-BK2-01-46,Salto C,16.988,24.949,-5.807,22.996,168.603,191.464,-12.256,27.406,-5.731,20.125,168.352,182.747,-12.184,23.163,-11.938,341.449,-24.963,11.938,341.449,24.963,40.185,382.606,51.974,4.606,22.776,-4.21,2.457,198.894,-9.859,-8.344,61.465,-15.508,-10.657,58.314,4.614,4.606,22.776,4.21,2.457,198.894,9.859,-5.783,61.465,15.508,10.657,58.314,-4.614,10.59,63.933,13.856,6.98,198.894,12.932,10.256,61.465,15.508,12.358,58.314,9.678
0827-BK2-01-57,Salto B,17.137,24.479,-0.307,12.76,167.32,217.994,-7.429,21.138,-0.254,10.621,167.225,211.635,-7.509,15.694,-0.614,342.934,-15.148,0.614,342.934,15.148,19.915,431.755,35.336,2.802,-14.978,-0.225,0.149,241.008,-2.273,-1.074,50.358,-8.579,-2.493,66.547,-4.071,2.802,14.978,0.225,0.149,211.051,2.273,-1.074,50.358,8.579,-1.264,66.547,4.071,7.899,73.77,7.352,4.995,241.08,11.524,3.544,50.358,8.579,3.477,66.547,7.881
0827-BK2-01-59,Salto B,16.29,21.789,0.2,19.744,169.355,211.534,-20.273,31.231,0.341,16.988,168.966,205.833,-20.327,26.307,0.378,339.65,-40.681,0.378,339.65,40.681,31.77,413.625,56.939,1.832,-11.677,-3.424,8.713,237.632,-15.224,-2.547,51.722,-18.363,-7.62,61.973,-3.67,1.832,11.677,3.424,8.713,214.278,15.224,-2.547,51.722,18.363,-7.62,61.973,3.67,7.178,62.298,14.694,11.048,237.632,17.944,5.876,51.722,18.363,7.668,61.973,5.938
0827-BK2-01-61,Salto B,17.017,24.614,6.662,20.208,166.074,201.983,-6.361,23.781,6.668,18.126,165.943,196.126,-6.272,19.687,13.637,340.719,-13.143,13.637,340.719,13.143,31.86,408.597,37.092,4.806,-9.803,1.75,8.587,229.393,-9.078,-0.897,65.911,-2.409,1.141,55.218,-3.406,4.806,9.803,1.75,8.587,209.786,5.577,-0.897,65.911,2.409,1.141,55.218,3.406,9.933,58.059,8.555,11.706,229.393,13.794,7.28,65.911,8.021,2.941,55.234,6.721
0827-BK2-01-63,Salto B,17.432,24.915,4.556,25.628,168.007,203.311,-13.06,26.184,4.516,22.369,167.866,197.216,-12.809,21.884,9.047,340.104,-26.341,9.047,340.104,26.341,38.985,410.294,45.642,-0.295,-9.09,-4.518,4.522,224.123,-7.903,4.401,57.194,-8.742,0.418,67.877,-5.177,0.295,9.09,4.518,3.933,205.943,7.903,4.401,57.194,8.742,0.418,67.877,5.177,14.834,59.924,11.895,7.159,225.299,13.531,8.496,57.194,9.3,8.496,67.877,10.916
0827-BK2-01-65,Salto B,17.207,24.583,0.106,17.479,167.836,203.42,-2.575,16.997,0.276,14.749,167.617,197.702,-2.795,12.619,0.119,337.803,-5.277,0.119,337.803,5.277,27.719,400.917,28.376,3.17,-9.227,-1.845,-1.418,229.109,-0.342,-2.127,60.789,-0.845,0.494,57.131,-2.244,3.17,9.227,1.845,-1.418,210.656,0.342,-1.378,60.789,0.845,-0.256,57.131,2.244,8.699,53.888,7.591,7.006,229.109,7.712,6.873,60.789,6.821,5.141,57.131,6.252
0827-BK2-01-67,Salto B,17.476,24.911,6.991,26.261,167.462,197.512,-14.399,25.81,6.901,24.075,167.22,191.194,-14.433,21.796,14.006,337.835,-29.041,14.006,337.835,29.041,42.419,404.135,50.74,4.584,-7.597,-4.413,13.095,221.183,-3.481,3.375,65.058,-17.636,-7.048,59.192,-3.511,4.584,7.597,4.413,13.095,205.988,3.481,3.375,65.058,17.636,-7.048,59.192,3.511,8.979,58.467,14.535,15.663,221.418,11.979,8.614,65.058,18.096,9.162,59.192,6.129
0827-BK2-01-69,Salto B,16.575,22.864,-2.899,23.418,173.254,189.781,-9.573,20.828,-2.709,20.642,172.483,183.032,-9.643,14.03,-5.621,341.53,-18.826,5.621,341.53,18.826,34.429,392.469,36.282,0.131,5.075,-1.852,3.964,211.779,-3.128,-4.263,58.306,-6.067,-5.453,66.37,-7.779,0.131,5.075,1.852,3.964,211.779,3.128,-3.925,58.306,6.067,5.453,66.37,7.779,14.407,55.894,10.099,6.838,211.899,10.393,4.424,58.306,7.293,8.76,66.37,8.497
0827-BK2-01-71,Salto B,17.748,24.19,-7.514,23.088,170.05,215.31,-16.002,30.663,-7.521,19.678,169.864,208.868,-16.095,25.689,-15.082,339.292,-31.876,15.082,339.292,31.876,39.973,418.45,54.791,0.958,-14.485,-4.316,-8.147,231.604,-13.649,-2.868,56.516,-12.686,-5.025,65.656,-1.226,0.958,14.485,4.316,6.23,202.635,13.649,2.868,56.516,12.686,5.025,65.656,1.226,8.371,64.51,20.262,9.94,231.768,14.478,13.548,56.516,14.76,8.115,65.656,5.291
0827-BK2-01-73,Salto B,16.211,22.055,-10.84,18.74,172.524,214.022,-13.876,26.169,-10.728,15.93,172.377,207.824,-13.833,20.096,-21.234,336.676,-27.055,21.234,336.676,27.055,35.702,407.456,43.186,0.657,-12.725,-7.804,-5.241,228.284,-14.204,-7.67,54.303,-7.349,-8.98,66.814,2.302,0.657,12.725,7.804,3.927,202.833,14.204,7.67,54.303,7.349,8.98,66.814,-2.302,8.178,58.055,13.411,9.349,228.284,14.857,7.67,54.303,8.19,10.504,66.814,6.729
0827-BK2-01-75,Salto B,17.421,24.742,-6.652,28.62,167.705,203.251,-12.125,37.767,-6.48,25.538,167.537,196.507,-11.979,31.725,-13.265,334.716,-24.091,13.265,334.716,24.091,38.182,409.714,59.103,1.132,-12.331,-1.098,-11.844,217.396,-16.937,1.094,62.653,-0.913,-3.647,66.998,-5.144,1.132,12.331,1.098,9.58,192.735,16.937,-1.094,62.653,0.913,3.647,66.998,5.144,9.033,62.483,15.251,19.364,217.58,26.442,4.631,62.653,9.446,5.154,66.998,7.965
0827-BK2-01-77,Salto B,16.84,23.145,2.402,16.682,169.877,203.996,-9.267,21.768,2.41,14.345,169.478,198.85,-9.09,16.604,4.684,331.54,-18.133,4.684,331.54,18.133,25.737,387.763,36.741,2.942,-6.928,-5.225,5.312,215.479,-2.21,-0.134,34.534,-8.694,-3.436,88.454,-2.004,2.942,6.928,5.225,5.312,201.624,2.21,-0.134,34.534,8.694,-3.436,88.454,2.004,7.574,49.295,9.103,8.13,215.479,10.143,5.337,34.534,11.842,4.696,88.454,5.653
0827-BK2-01-79,Salto B,19.337,25.874,3.839,19.757,172.162,209.872,-4.664,25.47,3.714,15.38,172.251,203.12,-4.693,20.129,7.531,341.838,-9.284,7.531,341.838,9.284,31.582,406.116,41.531,4.139,1.013,0.468,6.354,204.266,-4.442,-1.185,65.981,-5.551,-1.777,70.578,0.241,4.139,1.013,0.468,6.354,204.266,3.506,-1.185,65.981,5.551,-1.777,70.578,-0.241,8.379,51.749,13.775,10.628,217.809,10.433,5.387,65.981,9.424,7.188,70.578,7.899
0827-BK2-01-81,Salto B,15.608,20.975,7.422,22.913,172.96,199.34,-13.642,26.336,7.501,20.269,172.552,193.305,-13.673,19.662,14.138,331.784,-26.273,14.138,331.784,26.273,34.019,390.567,43.397,3.248,-8.47,-5.444,10.419,215.338,-6.07,1.7,58.017,-8.542,-1.229,66.899,-6.216,3.248,8.47,5.444,10.419,198.398,6.07,1.7,58.017,8.542,-1.229,66.899,6.216,11.721,50.313,13.0,10.455,215.338,10.825,4.243,58.017,8.616,7.6,66.899,10.957
0827-BK2-01-83,Salto B,19.466,26.097,7.432,30.024,165.446,194.383,-5.283,24.573,7.538,27.807,165.742,188.705,-5.296,20.086,14.615,331.224,-10.644,14.615,331.224,10.644,48.44,382.296,41.21,2.843,5.476,-2.698,10.938,182.883,-10.974,-8.311,58.333,3.622,9.146,84.533,-0.594,2.843,5.476,2.698,10.938,182.883,10.974,-8.311,58.333,-3.622,9.146,84.533,0.594,5.835,44.29,9.117,13.497,195.14,11.103,19.309,58.333,12.403,9.799,84.533,8.587
0827-BK2-01-85,Salto B,17.237,23.906,0.37,21.882,170.327,200.482,-11.552,28.959,0.427,20.166,170.022,194.585,-11.493,24.815,0.587,331.304,-22.524,0.587,331.304,22.524,36.455,384.778,48.086,-0.355,4.57,-2.599,7.585,213.004,-5.119,1.418,54.674,-15.359,-8.06,59.056,0.553,0.355,4.57,2.599,6.874,213.004,5.119,1.418,54.674,15.359,-8.06,59.056,-0.553,10.745,55.646,14.791,8.932,215.403,11.22,7.363,54.674,15.359,9.414,59.056,6.716
0827-BK2-01-93,Strecksprung,9.542,21.531,-0.977,13.147,-10.396,58.077,-16.154,21.273,-1.085,11.847,-10.552,52.279,-16.025,17.84,-1.732,-19.405,-29.675,1.732,19.405,29.675,18.589,80.146,38.245,4.763,3.125,-3.852,-5.951,-14.337,-13.361,-0.686,-17.536,-6.597,0.143,9.343,-5.865,4.763,3.125,3.852,-3.574,8.088,13.361,0.686,17.536,6.597,-0.143,-9.343,5.865,6.327,15.845,9.172,5.964,14.337,13.361,3.338,17.536,6.866,2.959,32.428,8.846
0827-BK2-01-96,Salto A,13.454,21.881,-0.532,18.295,172.523,55.397,-13.96,14.417,-0.419,16.515,171.994,51.813,-13.939,11.482,-1.032,341.14,-27.604,1.032,341.14,27.604,29.26,341.14,34.021,6.746,65.201,-2.509,0.074,117.06,-12.617,-1.075,88.91,-5.386,-6.778,69.969,-7.092,6.746,65.201,2.509,0.074,117.06,12.617,-1.075,88.91,5.386,-4.713,69.969,7.092,7.962,65.201,7.299,5.313,117.06,12.617,8.977,88.91,5.386,7.008,69.969,8.719
0827-BK2-01-98,Salto A,13.952,22.901,1.754,16.333,169.459,55.762,-8.49,17.972,1.731,14.206,168.888,50.526,-8.34,15.244,3.521,339.176,-16.974,3.521,339.176,16.974,25.662,339.259,30.719,7.819,61.38,-1.35,-2.342,109.91,-7.379,2.358,90.981,-4.9,-4.314,76.906,-3.345,7.819,61.38,1.35,-2.342,109.91,7.379,2.358,90.981,4.9,-4.314,76.906,3.345,7.878,61.463,9.464,7.244,109.91,10.667,6.106,90.981,5.562,4.434,76.906,5.026
0827-BK2-01-100,Salto A,13.343,22.727,-1.0,17.596,166.41,55.126,-18.537,17.772,-0.967,15.948,166.165,49.337,-18.285,13.835,-2.068,333.689,-37.17,2.068,333.689,37.17,28.181,333.689,46.956,6.986,67.268,-6.037,2.23,111.978,-11.69,-3.653,85.412,-11.384,-7.63,69.032,-8.058,6.986,67.268,6.037,2.23,111.978,11.69,-3.653,85.412,11.384,-3.494,69.032,8.058,8.045,67.268,13.667,5.847,111.978,11.694,5.363,85.412,11.384,8.926,69.032,10.211
0827-BK2-01-102,Salto A,13.884,23.518,0.443,20.702,169.09,66.368,-14.464,18.691,0.623,18.649,168.425,60.437,-14.676,15.593,0.959,340.813,-29.088,0.959,340.813,29.088,28.501,340.813,41.777,8.582,61.43,-5.486,1.931,118.383,-12.638,-4.972,78.923,-8.37,-4.582,82.076,-2.595,8.582,61.43,5.486,1.931,118.383,12.638,-4.972,78.923,8.37,-4.582,82.076,2.595,12.602,61.43,13.155,5.269,118.383,12.638,5.988,78.923,8.42,4.643,82.076,7.565
