SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
20190930-1247-FRANKFURT_2-01-76,Salto C,-6.831,-0.412,2.555,0.976,251.738,-0.663,1.49,-0.293,5.71,-0.509,129.618,8.664
0110-MORITZ-01-60,Salto C,-2.472,-0.778,3.465,-10.349,219.305,11.528,3.846,-1.004,5.7,-7.041,108.939,1.783
0115-MORITZ-03-188,Salto C,-4.169,-0.739,4.2,11.074,221.714,14.195,3.07,-1.377,6.093,10.461,105.464,-0.351
20190930-1616-FRANKFURT_1-01-274,Barani C,-0.911,2.586,3.732,-77.397,-170.282,123.692,0.853,-0.518,4.628,-76.621,69.84,110.908
0827-BK2-01-124,Salto A,-0.127,-0.2,6.69,9.829,167.73,-14.869,1.149,0.556,4.929,-12.375,160.529,-20.785
20190930-1616-FRANKFURT_1-01-200,Fliffis C,-28.45,2.582,-4.272,-33.187,-522.628,30.942,-2.977,-0.578,-1.072,-66.365,139.287,143.004
20191007-1534-FRANKFURT_2-01-141,Baby- Fliffis C,-23.652,2.3,1.604,-30.099,-329.042,115.328,-1.786,-0.983,2.191,-26.167,163.983,146.799
20191008-1207-FRANKFURT_2-01-361,Fliffis B,-28.838,9.469,-2.758,-150.295,-586.669,175.472,-8.767,0.675,-1.742,-2.877,187.865,181.0
0827-BK2-02-135,Salto A,0.198,0.973,5.938,6.765,205.251,-36.698,-0.099,0.233,4.837,7.197,157.734,-22.488
0609-1-01-791,Bauchsprung,1.065,-0.323,8.975,-2.454,-52.604,-3.639,8.431,0.052,4.626,-3.72,6.218,-6.178
0110-MORITZ-01-63,Fliffis B,-23.623,-1.941,2.43,-18.874,-467.096,-42.69,-5.28,-0.632,-1.167,17.6,205.198,-141.798
20191008-1207-FRANKFURT_2-01-266,Fliffis C,-29.804,-1.151,-8.254,14.647,-586.875,54.953,-6.926,-0.763,-4.85,-45.077,133.384,200.585
0609-1-01-713,Von Bauch in Stand,8.904,0.469,5.556,4.87,-5.15,-0.659,3.599,-0.431,7.394,-2.949,52.826,11.096
20191008-1157-FRANKFURT_1-01-261,Salto C,-4.834,-0.437,1.602,-9.257,295.424,-0.157,1.375,-0.484,8.387,-2.88,121.776,-1.926
20191001-1148-FRANKFURT_1-01-181,Fliffis aus B,-25.661,-5.367,3.48,109.611,-591.178,-21.973,-11.059,0.493,2.924,106.377,129.183,214.68
0827-BK2-02-81,Salto B,-5.046,1.22,4.147,-5.245,204.514,-23.957,1.851,0.496,5.153,10.354,152.019,-28.261
0609-1-01-201,Von Bauch in Stand,9.315,0.766,5.095,4.382,0.555,1.548,3.472,-0.558,7.398,5.395,52.001,12.899
0609-4-01-452,Salto C,-2.109,-0.108,3.727,-6.769,248.976,7.193,3.348,-0.279,6.245,9.15,113.286,2.861
0110-MORITZ-01-49,Salto A,-0.128,-1.56,5.666,-3.944,177.876,-11.297,-0.47,-1.43,4.779,-26.402,220.375,-3.508
20191007-1159-FRANKFURT_1-01-140,Barani B,-6.055,0.771,4.749,28.483,-225.166,139.855,-2.586,-2.347,5.651,-11.657,197.458,80.537
0115-CHARI-05-76,Fliffis- Rudi B,-25.171,4.479,5.374,100.558,-446.433,219.031,-13.403,-2.552,-0.702,102.443,128.325,330.565
20191003-1152-FRANKFURT_1-01-103,Salto A,-2.21,-0.377,5.505,-4.031,221.137,8.438,-2.078,-0.679,2.163,-15.548,212.107,-6.662
20190930-1247-FRANKFURT_2-01-87,Salto B,-7.385,0.016,3.099,9.883,227.016,4.869,-0.317,0.055,6.428,-0.834,160.561,8.595
20190930-1247-FRANKFURT_2-01-29,Salto B,-7.392,-0.446,1.566,-0.304,234.38,-1.477,-1.572,-0.279,6.386,1.77,178.219,3.48
0609-1-01-670,Doppelsalto C,-21.74,-1.298,-5.508,-5.951,461.552,-18.936,-8.744,-0.114,-3.513,10.48,357.977,-19.712
0827-BK2-01-79,Salto B,-4.577,0.604,3.517,8.889,218.438,-4.956,0.801,0.712,6.154,-2.534,131.883,-5.427
20191007-1159-FRANKFURT_1-01-342,Barani A,-1.679,0.458,3.435,-56.172,-133.544,164.296,-3.611,-1.944,5.331,-12.104,225.803,51.797
20191007-1159-FRANKFURT_1-01-307,Schraubensalto A,-9.862,0.977,10.244,179.979,-132.1,440.396,-4.203,-1.86,3.814,135.871,185.48,200.754
20191007-1150-FRANKFURT_2-01-69,Salto B,-4.251,-0.47,3.652,21.285,193.196,-19.199,-3.069,-0.122,3.456,24.887,225.083,1.224
20191007-1150-FRANKFURT_2-01-70,Barani A,-1.16,1.38,3.452,-102.531,-124.207,139.175,-2.47,-1.765,2.505,-27.996,203.36,81.229
0609-4-01-75,Salto C,0.576,-0.34,3.441,-1.839,220.433,6.994,3.538,-0.559,5.61,-0.426,132.175,-0.446
20191008-1207-FRANKFURT_2-01-162,Schraubensalto A,-4.409,0.503,6.369,115.23,-4.653,209.652,-4.23,-1.364,3.124,2.4,171.425,181.25
0609-1-01-474,Doppelsalto B,-16.177,-1.416,2.988,-21.102,382.311,-15.879,-7.641,-0.51,-3.874,14.906,357.519,-23.376
0609-1-01-702,Doppelsalto C,-23.746,-1.204,-4.792,-4.682,470.344,-36.589,-11.621,-0.525,-4.476,14.163,376.586,-17.104
20191008-1207-FRANKFURT_2-01-47,Salto B,-7.918,0.967,0.094,15.008,235.683,-14.662,-1.621,0.652,7.459,30.027,174.865,-14.755
20190930-1247-FRANKFURT_2-01-31,Salto B,-6.679,-0.354,2.374,11.4,220.588,-11.115,-0.264,-0.023,5.153,5.622,176.464,0.439
0115-JANEIKE-01-132,Triffis B,-39.881,12.205,-3.349,-205.687,-684.877,28.787,-13.49,0.801,-1.323,12.566,-58.297,-218.993
0609-4-01-168,Schraubensalto C,-4.178,0.31,7.272,102.711,24.81,285.247,-0.784,-1.411,3.875,-22.343,141.335,138.644
0609-1-01-608,Salto C,-5.213,-0.479,3.083,8.152,268.152,-15.906,2.643,-0.222,6.129,7.72,113.468,-10.268
20191001-1202-FRANKFURT_2-01-63,Cody C,5.286,-3.741,-8.561,-42.153,-334.715,-9.569,-1.072,-1.314,4.718,-17.862,-162.267,-30.726
0115-JANEIKE-01-111,Triffis B,-40.608,14.116,-2.873,-232.26,-683.721,39.339,-14.907,0.584,-2.099,11.788,-53.174,-218.466
20191008-1207-FRANKFURT_2-01-185,Salto C,-8.154,-0.043,0.383,3.886,232.042,-14.422,-0.365,-0.378,7.717,2.647,171.051,-2.789
20191007-1524-FRANKFURT_1-01-143,Salto B,-5.505,0.638,1.124,9.585,207.445,-27.297,-2.636,0.083,5.656,22.673,211.817,-27.589
0110-MORITZ-01-129,Voll- ein- voll- aus C,-20.333,0.744,-4.161,-367.245,130.472,-462.925,-17.928,0.852,-8.552,-156.843,88.399,-285.546
0609-1-01-78,Fliffis C,-27.406,3.631,-7.438,-86.286,-489.261,-43.758,-1.115,0.339,-3.585,144.887,102.625,-173.243
20190930-1247-FRANKFURT_2-01-342,Rudi,-4.355,2.526,8.11,75.659,-107.204,311.011,-5.067,-2.671,5.305,89.313,150.013,267.137
0609-4-01-259,Fliffis C,-20.175,1.387,-3.112,-33.089,-403.907,104.016,-3.553,-1.612,-1.767,-90.666,174.774,142.197
20190930-1153-FRANKFURT_1-01-221,Rudi,-6.503,1.849,7.172,0.987,-91.755,368.654,-4.098,-2.427,3.266,0.059,47.417,262.778
20191007-1524-FRANKFURT_1-01-35,Barani A,-1.694,2.266,4.273,-122.25,-117.622,108.676,-2.247,-1.606,3.484,-66.783,193.541,68.418
20190930-1247-FRANKFURT_2-01-195,Barani C,-2.444,1.767,5.181,-73.071,-175.164,85.454,0.459,-1.42,3.609,-65.835,108.37,107.15
0609-1-01-291,Von Bauch in Stand,8.554,0.025,6.764,2.67,-11.63,2.686,3.757,-0.512,6.751,2.413,53.304,5.034
0609-4-01-413,Fliffis B,-16.484,1.275,2.644,-29.604,-355.47,104.699,-4.499,-2.266,-3.912,-99.313,240.454,125.22
20191007-1524-FRANKFURT_1-01-267,Salto B,-4.146,0.413,2.124,8.681,213.933,-4.616,-2.744,0.59,6.838,32.063,222.992,-20.611
20191007-1524-FRANKFURT_1-01-177,Fliffis- Rudi B,-28.409,3.475,0.353,48.639,-569.621,183.566,-21.776,-3.688,3.791,214.663,130.919,490.371
20191007-1524-FRANKFURT_1-01-76,Doppelsalto C,-21.122,2.064,-5.696,25.59,437.869,-42.613,-9.256,0.958,-1.433,61.347,360.024,-45.099
20191008-1157-FRANKFURT_1-01-321,Salto A,-0.065,-0.455,3.923,-19.435,220.153,-6.397,-0.628,-0.392,5.366,-1.651,185.882,-1.963
20191007-1159-FRANKFURT_1-01-419,Baby- Fliffis C,-23.585,0.699,-2.756,-5.235,-313.508,75.522,-2.574,-2.077,1.252,10.965,171.189,168.046
0827-BK2-02-28,Salto C,-5.802,0.896,3.819,16.117,249.066,-34.556,2.116,0.629,6.98,-0.702,105.841,-19.506
20190930-1247-FRANKFURT_2-01-319,Salto A,1.129,-0.399,5.233,14.927,202.079,-0.281,-0.208,-0.586,3.256,0.937,184.45,-9.428
0609-1-01-774,Von Bauch in Stand,8.427,0.375,6.403,-0.158,-23.392,7.702,3.288,-0.391,7.464,11.447,68.573,1.959
0609-4-01-578,Barani C,-4.733,1.383,5.959,-4.953,-203.056,151.869,0.578,-0.729,5.072,1.493,130.743,114.135
20191008-1157-FRANKFURT_1-01-238,Barani A,-2.431,0.287,3.923,-71.045,-120.147,161.868,-3.261,-1.487,5.349,-20.079,213.633,48.806
0609-1-01-678,Bauchsprung,1.002,-0.207,9.684,-2.21,-61.399,-3.65,8.291,0.292,5.095,-6.481,17.816,-3.711
0609-1-01-326,Salto C,-5.464,-0.369,2.838,7.209,270.968,-8.918,1.382,-0.052,6.445,13.716,124.412,-6.767
0115-CHARI-05-21,Salto B,-6.35,0.301,3.608,-14.207,217.545,-5.463,-0.219,0.833,6.483,-4.665,142.003,-10.81
20191001-1148-FRANKFURT_1-01-93,40<,-2.045,-1.512,1.801,-19.635,220.172,-1.547,-1.754,-0.962,7.067,-16.708,188.004,12.023
0609-4-01-294,Fliffis C,-22.524,0.571,-2.481,-10.148,-476.296,80.923,-4.077,-0.827,-1.119,-45.42,160.208,168.54
20191007-1159-FRANKFURT_1-01-341,Salto B,-3.01,-0.461,1.956,-2.221,217.465,-13.288,-1.036,-0.276,7.196,-6.905,189.537,-5.889
0609-4-01-453,Fliffis B,-16.535,1.507,3.04,-27.264,-369.835,92.682,-5.017,-1.916,-3.724,-98.732,213.213,137.946
20191008-1207-FRANKFURT_2-01-242,Doppelsalto C,-21.983,0.466,-6.929,13.365,426.025,-9.563,-15.805,0.069,-5.349,33.44,454.227,-16.381
20191001-1148-FRANKFURT_1-01-184,40/,-1.934,-1.012,3.096,-18.922,244.635,10.065,-2.945,-0.33,5.017,3.598,213.367,-10.784
0827-BK2-02-145,Salto A,1.361,0.81,5.659,1.769,185.068,-33.832,-0.08,0.221,4.296,5.42,183.367,-25.885
0827-BK2-02-57,Salto B,-5.408,0.528,3.247,14.908,234.238,-37.456,1.455,0.677,6.587,10.631,124.411,-22.015
0609-4-01-278,Fliffis C,-22.422,1.469,-3.756,-34.66,-429.293,103.066,-3.382,-1.057,-0.18,-73.714,170.552,147.287
0609-1-01-573,Doppelsalto B,-16.371,-0.642,3.434,-21.114,377.394,-19.688,-8.793,-0.617,-3.742,22.842,374.316,-19.788
0115-MORITZ-03-164,Voll- ein- voll- aus B,-23.877,5.066,2.754,-352.209,-13.73,-509.031,-7.682,0.292,-6.208,77.164,149.77,-190.291
20191001-1148-FRANKFURT_1-01-75,40/,0.51,-0.101,3.894,-4.082,222.501,-9.946,0.724,-0.179,5.614,-3.493,180.597,-11.901
20191008-1157-FRANKFURT_1-01-236,Fliffis C,-30.817,-4.084,-4.463,74.816,-584.354,50.456,-6.925,-1.374,0.644,-42.414,193.872,178.897
0827-BK2-02-59,Salto B,-5.612,0.852,3.859,10.6,225.638,-30.456,1.752,0.683,6.79,13.355,130.546,-24.344
0110-MORITZ-01-19,Voll- ein- voll- aus B,-24.827,4.457,2.38,-366.625,23.802,-526.11,-14.638,-0.161,-4.186,-86.878,19.995,-254.451
0609-4-01-596,Barani C,-4.492,0.465,6.155,12.521,-220.209,121.391,1.092,-1.146,4.649,-0.731,121.987,127.634
20191008-1157-FRANKFURT_1-01-89,Salto A,-0.626,-0.685,4.517,-5.159,192.906,0.153,-1.924,-0.68,5.475,-15.342,216.901,-14.479
20191008-1207-FRANKFURT_2-01-340,Fliffis C,-30.762,5.382,-8.705,-93.32,-562.161,158.971,-7.559,-1.146,-5.305,-40.661,150.568,188.662
20190930-1616-FRANKFURT_1-01-296,Doppelsalto C,-25.074,1.662,-5.008,5.657,450.027,8.204,-8.337,0.27,-2.155,7.118,322.821,0.637
20191008-1207-FRANKFURT_2-01-119,Salto A,-2.267,1.125,5.394,10.109,188.43,-31.247,-3.198,0.395,3.956,24.663,234.14,-16.834
20190930-1153-FRANKFURT_1-01-80,Salto A,-1.082,-0.258,5.094,20.962,186.295,3.494,1.284,-1.185,3.48,6.764,175.994,-12.796
20191007-1159-FRANKFURT_1-01-177,Barani B,-7.176,0.161,4.241,28.224,-215.123,158.244,-2.672,-2.224,3.143,-35.929,162.384,54.42
0609-1-01-880,Doppelsalto C,-24.447,-1.337,-5.034,-8.441,459.649,-9.654,-12.065,-0.85,-4.695,15.143,394.677,-27.644
20190930-1247-FRANKFURT_2-01-220,Barani C,-4.017,1.958,5.174,-53.887,-192.966,104.025,1.047,-1.201,4.52,-62.658,95.129,108.131
0115-MORITZ-03-189,Fliffis- Rudi C,-25.98,-4.931,-1.731,-86.497,-341.832,-233.571,-9.164,3.353,0.177,-29.71,74.282,-284.332
20191007-1524-FRANKFURT_1-01-212,Doppelsalto B,-22.313,1.39,-6.483,27.208,430.179,-38.175,-11.138,0.806,-0.491,52.817,377.561,-15.657
0609-1-01-554,Salto C,-3.712,0.122,3.269,28.728,251.644,-21.629,1.531,0.27,6.41,7.621,129.041,-14.959
0609-4-01-227,Schraubensalto C,-3.721,0.193,7.321,101.015,30.699,284.339,-0.785,-1.76,3.777,-41.333,155.604,130.746
0110-MORITZ-01-47,Fliffis- Rudi B,-22.997,-6.36,3.994,-133.604,-335.431,-201.737,-11.314,3.373,-0.747,-48.928,63.937,-296.566
20191007-1159-FRANKFURT_1-01-433,Barani A,1.524,0.117,8.232,-3.464,-53.972,48.241,5.675,0.181,6.684,6.974,39.611,0.735
20191008-1157-FRANKFURT_1-01-8,Salto A,-1.255,-0.943,5.102,-7.831,158.02,6.709,-2.605,0.003,5.644,-18.052,244.307,-7.84
0609-1-01-639,Von Bauch in Stand,9.701,0.239,5.73,0.032,-16.063,1.049,4.048,-0.368,7.062,4.706,61.924,5.624
20190930-1247-FRANKFURT_2-01-148,3/4 Salto rw A,0.757,-0.293,7.129,7.974,123.961,1.472,6.6,-0.459,2.13,28.181,191.643,-6.335
20190930-1153-FRANKFURT_1-01-76,Salto C,-5.648,0.115,3.347,27.461,241.042,5.961,1.658,-0.809,6.495,10.74,110.727,-3.638
0609-4-01-510,Salto C,1.323,-0.172,2.793,1.376,216.536,12.365,0.463,-0.311,1.793,16.305,217.717,8.902
0115-JANEIKE-01-89,Salto B,-4.4,0.382,3.983,28.239,232.82,-15.741,0.651,-0.197,7.124,27.104,126.342,-13.924
0827-BK1-01-74,Salto B,-2.98,-0.566,3.669,-16.028,210.578,21.206,2.405,-0.543,6.109,6.944,134.011,9.053
0110-JANEIKE-01-143,Schraubensalto,-4.292,0.414,7.662,-104.749,25.467,-271.224,-2.167,1.205,2.532,66.159,82.831,-205.126
20191008-1207-FRANKFURT_2-01-338,Fliffis B,-30.295,8.715,-2.559,-148.516,-597.881,187.595,-9.084,1.433,-1.523,10.849,190.796,189.594
20191003-1152-FRANKFURT_1-01-17,Salto B,-5.214,-0.437,2.003,-16.388,206.494,9.378,-3.82,-0.074,3.905,-7.71,218.233,7.005
0115-CHARI-05-75,Salto B,-5.344,0.933,3.76,1.765,216.395,-10.702,0.592,0.807,6.961,-4.355,126.621,-23.385
20190930-1153-FRANKFURT_1-01-164,Barani A,0.203,0.834,5.08,-68.782,-128.098,91.16,-0.405,-1.905,1.81,-55.331,134.889,119.309
20191001-1202-FRANKFURT_2-01-65,Salto B,2.057,-1.25,0.946,-21.225,-248.644,-1.112,-0.458,-1.182,5.103,-20.821,-170.6,-16.617
0609-1-01-390,Doppelsalto B,-17.771,-0.838,2.124,-10.51,411.515,-0.775,-7.95,0.25,-1.97,28.926,333.192,-12.904
0115-MORITZ-03-190,Doppelsalto C,-25.544,-1.468,-0.169,-16.777,449.446,15.398,-4.112,-0.75,2.776,23.484,248.778,15.689
0609-4-01-602,Barani C,-4.489,0.939,5.907,8.712,-222.701,126.863,0.211,-1.386,4.755,-3.598,119.085,130.867
0609-1-01-160,Von Bauch in Stand,9.08,0.322,6.251,7.98,-1.205,4.733,4.022,-0.422,6.894,1.181,41.298,6.909
20191007-1524-FRANKFURT_1-01-37,Barani A,-0.821,2.853,4.388,-145.072,-81.89,112.362,-1.655,-1.339,3.479,-34.087,201.909,60.523
20191007-1524-FRANKFURT_1-01-182,Doppelsalto C,-17.46,1.758,-6.365,18.206,426.195,-35.455,-11.567,0.562,-4.557,39.953,416.663,-17.202
0609-4-01-281,Salto C,-0.652,-0.145,3.486,-2.957,226.309,9.001,2.711,-0.247,6.119,6.432,136.166,3.089
0115-MORITZ-03-113,Salto C,-2.447,-1.397,3.984,4.881,215.881,1.354,3.727,-0.991,5.805,20.046,110.745,8.201
0827-BK2-01-104,Salto A,0.486,0.298,6.178,8.784,172.599,-6.58,-0.051,0.739,5.24,7.255,162.687,-10.312
0827-BK2-01-85,Salto B,-4.395,0.989,3.508,7.355,227.322,-7.925,2.106,0.186,6.694,-6.897,112.634,-14.745
0609-1-01-697,Doppelsalto C,-23.397,-0.361,-4.842,2.2,472.842,-13.028,-9.074,0.63,-3.097,17.971,358.421,-8.287
20190930-1247-FRANKFURT_2-01-79,Barani C,-4.814,2.413,4.637,-78.863,-209.511,109.486,0.151,-1.008,4.583,-60.419,96.345,119.643
20190930-1616-FRANKFURT_1-01-26,Salto C,-6.13,-0.282,2.678,-0.82,249.108,21.642,1.067,-0.651,5.964,2.755,151.663,7.467
0609-4-01-594,Barani C,-3.738,0.954,5.583,-2.208,-196.632,138.861,0.272,-1.062,4.603,-22.869,125.312,125.768
0609-1-01-884,Von Bauch in Stand,9.226,0.622,5.319,1.108,5.492,0.124,3.026,-0.65,7.784,0.36,48.686,11.889
20190930-1153-FRANKFURT_1-01-240,Salto A,-0.144,-0.72,4.919,30.601,193.662,7.623,0.087,-0.645,4.054,24.557,176.529,-5.259
0609-1-01-533,Doppelsalto B,-15.402,-0.04,1.948,-3.699,382.669,-3.077,-5.294,0.777,-5.478,33.696,348.681,-11.91
0110-MORITZ-01-16,Fliffis- Rudi B,-25.255,-3.852,2.585,-162.654,-376.487,-185.128,-12.884,2.965,-0.888,-144.067,114.728,-276.384
20191007-1159-FRANKFURT_1-01-305,Barani A,-1.726,0.625,4.266,-74.937,-153.824,126.714,-3.159,-2.226,4.205,-31.874,222.301,82.303
0609-1-01-822,Von Bauch in Stand,8.489,0.606,5.94,8.824,-2.162,18.02,2.871,-0.08,7.571,5.547,50.261,-1.612
0609-4-01-132,Schraubensalto C,-3.735,-0.04,7.487,102.251,22.373,268.168,0.635,-1.731,2.495,-33.786,130.221,148.625
0609-1-01-761,Von Bauch in Stand,8.841,0.375,5.917,0.977,-21.158,3.435,4.076,-0.715,6.851,3.319,63.63,7.279
20191007-1534-FRANKFURT_2-01-92,Fliffis C,-35.965,2.45,-6.871,-39.782,-622.034,105.512,-7.746,-0.479,-1.976,-47.337,196.685,168.702
20190930-1247-FRANKFURT_2-01-246,Salto C,-3.899,-0.022,2.889,-10.469,259.945,-2.304,3.158,-0.021,5.588,-4.805,121.681,7.814
20190930-1616-FRANKFURT_1-01-150,Fliffis C,-30.48,2.749,-6.664,-31.967,-552.87,20.567,-2.488,0.261,-1.833,-66.395,98.017,168.136
20191008-1207-FRANKFURT_2-01-228,Barani A,-2.902,1.532,3.604,-93.072,-172.432,98.703,-3.805,-1.69,3.671,-48.187,183.598,133.116
0609-1-01-660,Doppelsalto C,-24.529,-1.047,-5.377,-10.775,472.59,-10.032,-8.683,-0.334,-1.78,12.265,349.502,-10.232
0609-4-01-31,Salto C,-0.133,-0.437,3.411,-3.954,225.317,9.169,3.157,-0.524,5.837,4.806,135.009,1.831
0609-1-01-355,Doppelsalto B,-17.192,-0.622,3.486,-11.902,379.618,-8.742,-11.129,0.26,-4.864,17.618,391.205,-0.085
0827-BK2-02-73,Salto B,-5.085,0.936,3.595,10.499,226.915,-28.973,1.092,0.507,6.755,3.486,143.283,-30.658
0115-JANEIKE-01-20,Fliffis- Rudi B,-25.704,1.224,2.132,-159.008,-405.806,-191.371,-16.499,2.154,-2.638,-0.024,70.122,-423.144
20191008-1157-FRANKFURT_1-01-112,Salto A,-0.316,0.182,4.118,-7.191,187.024,-16.308,-2.002,0.443,5.935,-8.989,224.085,5.623
0110-MORITZ-01-140,Fliffis B,-19.821,-2.776,2.0,19.638,-406.588,-44.27,-2.881,0.58,-2.814,96.283,148.055,-146.723
0115-CHARI-05-30,Salto B,-5.072,0.314,3.144,-15.419,221.487,-9.81,-0.333,0.624,6.14,-13.696,138.768,-22.513
20191007-1150-FRANKFURT_2-01-45,Salto B,-5.161,-0.059,1.894,21.894,218.575,-22.39,-2.777,-0.438,4.743,16.29,205.36,-6.71
20191008-1157-FRANKFURT_1-01-181,Rudi,-11.723,2.617,7.363,98.227,-136.982,509.858,-4.178,-2.267,4.683,7.132,197.905,188.575
0609-1-01-687,Doppelsalto C,-25.07,-0.477,-7.29,3.361,495.126,-9.839,-9.927,0.439,-2.51,29.132,337.39,-13.877
0827-BK2-01-112,Salto A,0.064,0.141,5.629,9.191,183.571,-21.088,0.212,0.465,5.29,2.966,156.311,-13.439
20191008-1207-FRANKFURT_2-01-11,Salto A,-4.133,0.222,4.52,0.861,172.839,-22.956,-1.847,0.427,7.107,9.252,223.659,-33.982
0609-1-01-282,Von Bauch in Stand,9.142,0.399,5.659,5.599,6.882,16.288,3.651,0.005,7.363,-1.55,38.929,-13.306
20191003-1152-FRANKFURT_1-01-89,Salto A,-0.169,-0.297,5.534,-1.386,220.741,6.209,-1.29,-0.376,2.052,-8.853,209.803,1.775
20190930-1616-FRANKFURT_1-01-56,Salto C,-6.494,-0.233,2.22,-0.979,261.396,1.779,1.129,-0.021,5.961,-8.3,136.422,8.227
20191007-1524-FRANKFURT_1-01-216,Salto C,-15.994,1.508,3.659,46.024,298.829,-28.621,-18.946,2.655,-5.762,105.191,518.47,-54.398
0609-4-01-586,Barani C,-4.49,1.14,6.045,5.188,-209.01,139.028,1.0,-1.304,4.494,-10.678,121.026,122.851
20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-23.201,1.771,-4.632,-34.644,-293.194,114.612,-2.296,-1.673,3.418,-51.987,144.005,166.358
20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,0.608,-0.45,7.202,4.219,140.379,-0.206,7.342,-0.598,2.187,10.149,164.356,-8.503
0609-4-01-550,Barani C,-4.115,0.978,5.791,-3.899,-205.302,123.475,0.496,-0.99,4.43,-13.43,113.167,133.665
20190930-1616-FRANKFURT_1-01-242,Barani A,0.217,1.404,5.201,-96.078,-116.5,81.921,0.889,-1.37,3.478,-38.097,139.196,96.107
0609-1-01-901,Von Bauch in Stand,8.845,-0.046,6.581,-0.009,-33.298,7.597,3.679,-0.402,6.985,1.483,75.701,-1.554
0609-1-01-374,Salto C,-4.591,0.027,3.077,10.543,263.89,-14.24,2.099,-0.335,6.299,2.545,122.534,-8.067
20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,-2.992,0.609,6.663,92.908,56.849,217.498,-1.922,-2.545,4.932,-55.707,157.303,170.425
20191001-1202-FRANKFURT_2-01-43,Cody C,4.923,-2.821,-8.69,-38.238,-331.478,-10.085,-1.462,-1.108,4.239,-26.334,-167.987,-16.036
20191008-1157-FRANKFURT_1-01-201,Salto A,0.198,-0.179,4.934,-9.405,223.35,-8.821,-0.65,-0.484,5.559,-12.182,182.884,-15.931
20191001-1202-FRANKFURT_2-01-29,Barani A,-0.891,-2.573,3.134,91.334,125.57,121.162,2.022,0.811,4.094,39.213,-192.025,90.766
0609-4-01-304,Salto C,-1.335,-0.566,3.789,-5.261,235.567,10.868,2.941,-0.393,6.063,5.665,125.943,-0.194
0609-4-01-436,Salto C,2.612,-0.346,4.532,-1.235,162.46,28.525,1.189,-0.233,1.422,22.693,239.627,-0.294
0609-1-01-891,Doppelsalto C,-21.582,-0.736,-2.915,4.416,441.535,-10.761,-11.231,0.477,-1.863,24.445,368.536,-25.656
20191001-1202-FRANKFURT_2-01-109,Barani A,-0.638,-2.736,4.058,76.179,134.812,131.489,3.474,0.679,0.658,32.985,-192.57,117.526
0827-BK2-01-75,Salto B,-3.687,0.028,3.997,-10.727,208.106,-17.43,1.682,0.018,6.358,-3.314,127.328,-7.891
0609-1-01-614,Salto C,-3.16,-0.059,4.088,12.675,245.793,-9.851,1.068,0.253,6.301,15.145,140.777,-9.168
20191008-1157-FRANKFURT_1-01-243,Salto C,-2.794,-0.05,2.366,12.163,270.226,-12.348,0.663,-0.091,7.138,-2.141,131.058,-10.225
20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,-31.11,6.116,-9.714,-97.58,-565.217,134.989,-24.957,-3.397,2.355,208.459,149.093,619.032
20191007-1524-FRANKFURT_1-01-214,Salto B,-6.626,0.773,0.266,16.642,237.574,-7.048,-0.076,0.563,7.033,29.886,165.893,-3.565
0609-1-01-896,Von Bauch in Stand,9.309,0.948,4.737,1.156,-22.025,9.782,3.681,-0.914,6.775,2.482,75.497,-2.439
0609-1-01-617,Salto C,-1.835,0.51,3.517,12.881,251.314,-13.003,1.653,0.191,5.655,11.347,134.625,-9.68
20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-0.017,0.079,6.717,-6.007,142.379,9.905,5.693,0.103,2.876,-17.995,207.015,4.96
0609-1-01-838,Doppelsalto C,-22.263,-0.891,-3.603,9.075,434.703,-17.156,-14.873,0.533,-5.483,36.277,425.279,-10.298
20191008-1157-FRANKFURT_1-01-19,Salto B,-4.334,-0.76,3.029,16.007,206.548,2.094,-2.432,-0.037,5.169,20.283,203.817,-15.033
0609-4-01-329,Salto C,1.308,-0.396,2.943,-18.013,210.475,13.541,-0.606,-0.356,2.748,6.83,230.189,19.135
20190930-1247-FRANKFURT_2-01-30,Salto A,-1.007,-0.172,3.647,16.768,197.041,1.832,-1.786,-0.092,4.179,13.63,207.91,0.376
20190930-1616-FRANKFURT_1-01-345,Doppelsalto C,-23.266,-0.236,-3.266,-5.414,435.687,11.551,-9.121,0.441,-1.486,6.82,333.406,-8.226
0110-MORITZ-01-98,Voll- ein- voll- aus B,-21.716,3.594,2.731,-373.982,39.798,-482.496,-15.555,0.642,-2.614,-100.396,14.994,-228.12
20191008-1157-FRANKFURT_1-01-70,Salto B,-4.824,-1.237,4.01,-1.022,177.541,0.585,-4.082,-0.328,6.482,-13.687,230.974,-12.583
20191008-1157-FRANKFURT_1-01-280,Salto C,-3.837,-0.052,0.504,4.269,279.649,-4.649,0.171,-0.329,7.724,-22.477,126.654,-12.782
