SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2,Acc_x_Fil_avg_3,Acc_y_Fil_avg_3,Acc_z_Fil_avg_3,Gyro_x_Fil_avg_3,Gyro_y_Fil_avg_3,Gyro_z_Fil_avg_3,Acc_x_Fil_avg_4,Acc_y_Fil_avg_4,Acc_z_Fil_avg_4,Gyro_x_Fil_avg_4,Gyro_y_Fil_avg_4,Gyro_z_Fil_avg_4
20190930-1616-FRANKFURT_1-01-295,Barani A,0.181,2.207,17.998,-48.328,-126.58,78.792,-0.806,0.447,-8.367,-170.287,-102.124,130.049,-1.649,-2.579,-7.32,-113.749,116.615,138.023,0.299,0.512,13.681,-17.19,204.831,18.52
20190930-1247-FRANKFURT_2-01-110,Barani C,-5.418,2.197,18.028,-53.226,-272.61,33.214,-3.866,2.132,-8.567,-61.023,-120.542,146.247,-0.955,-1.625,-5.487,-108.066,39.516,146.052,3.699,-1.469,14.059,-42.224,169.636,61.21
20191007-1159-FRANKFURT_1-01-61,Salto C,-1.454,-0.301,14.171,-4.373,168.808,6.114,-4.698,-0.172,-7.337,11.352,253.901,24.654,-5.242,-0.177,-4.798,23.373,198.838,2.302,-0.283,0.453,16.447,16.69,232.951,-17.338
20191007-1150-FRANKFURT_2-01-222,Fliffis B,-23.642,5.052,9.788,-102.197,-616.564,50.97,-39.768,3.561,-6.572,-55.785,-612.123,29.83,-13.471,4.836,-13.805,26.754,-23.889,386.995,-6.16,-0.216,12.331,45.008,314.482,64.566
0609-1-01-846,Doppelsalto C,-2.186,-0.273,10.577,8.034,166.63,-18.778,-45.44,-2.739,-19.928,-23.302,732.347,-43.224,-26.906,-1.649,-20.157,23.064,586.887,-36.202,1.436,-0.251,12.494,1.64,202.734,-12.253
0609-4-01-135,Schraubensalto C,2.444,1.966,17.036,104.929,175.589,169.346,-12.502,-4.127,-3.536,107.916,-83.674,475.845,-4.193,-1.939,-5.696,-40.011,152.75,188.004,2.145,-0.005,16.251,23.926,158.188,33.963
0609-1-01-532,Salto C,1.788,0.514,14.881,6.122,76.481,-18.685,-10.076,-0.039,-8.76,25.714,442.021,-6.991,-0.408,-0.393,-2.531,11.974,110.725,-18.07,4.535,0.038,14.857,-3.492,133.687,-3.305
20191008-1207-FRANKFURT_2-01-252,Salto B,-3.126,0.6,16.122,8.897,-6.681,-15.637,-11.545,-0.06,-14.333,21.409,452.888,-5.056,-2.931,-0.269,-1.46,19.881,157.088,-12.578,3.35,-0.034,16.043,34.952,173.248,-9.868
0609-4-01-180,Schraubensalto C,2.354,1.873,18.12,93.457,161.237,142.694,-10.408,-2.175,-2.636,123.035,-89.05,435.271,-4.992,-2.29,-6.559,-71.13,155.264,223.52,3.827,-0.104,14.283,20.85,160.953,26.916
0609-1-01-262,Von Bauch in Stand,18.244,1.215,10.179,6.951,-9.641,12.872,-0.14,-0.288,0.082,9.367,18.121,-18.111,0.076,-0.049,-0.423,-0.902,5.919,6.803,7.918,0.494,14.666,5.934,71.299,15.388
20191008-1207-FRANKFURT_2-01-229,Salto A,-1.613,0.87,15.089,11.201,161.775,-11.952,-2.901,-0.926,-7.355,12.971,211.235,-16.668,-3.659,-1.224,-6.25,6.245,202.782,-22.795,-4.249,0.206,14.827,11.589,263.487,-25.147
20191008-1157-FRANKFURT_1-01-319,Salto B,-4.775,-0.807,15.567,7.384,40.087,19.278,-4.726,-1.508,-12.45,12.798,376.334,-37.546,-4.809,-0.925,-2.945,-10.033,201.153,-19.614,3.325,0.158,15.906,-35.645,162.412,-15.501
20191001-1148-FRANKFURT_1-01-123,41°,-4.497,-0.57,16.284,18.898,-339.917,42.229,-5.002,1.241,-8.906,-67.572,-85.154,271.404,-3.746,-3.101,-4.652,1.479,134.925,153.572,-1.0,0.033,16.554,2.464,258.718,-20.476
0609-1-01-751,Doppelsalto C,-0.868,-0.814,10.312,-0.444,169.427,-16.381,-43.672,-1.095,-18.172,-9.789,752.488,4.325,-19.543,0.488,-16.362,51.666,496.256,-9.414,5.054,0.245,9.481,14.918,203.687,-19.423
20191001-1202-FRANKFURT_2-01-143,Salto A,-6.085,-1.911,16.922,-3.504,-209.306,-1.04,3.754,0.008,-8.088,-4.36,-232.002,-23.737,5.121,-0.27,-7.054,-7.433,-203.184,0.184,0.084,-2.056,12.224,-28.871,-249.184,-30.639
0609-1-01-245,Von Bauch in Stand,18.207,1.395,12.032,-2.326,-25.503,7.222,-0.205,-0.245,-0.092,-0.591,20.385,-2.161,0.217,-0.13,-0.505,0.254,12.659,-2.02,6.944,-0.456,14.698,6.371,76.057,15.501
0609-1-01-106,Von Bauch in Stand,19.463,-1.586,11.364,14.214,-5.96,-6.549,-0.191,-0.293,-0.139,2.497,11.78,4.309,0.248,-0.185,-0.587,-7.687,10.173,-10.098,6.398,-0.893,15.321,-4.708,83.601,20.193
0609-1-01-428,Doppelsalto B,-2.426,0.629,12.193,2.978,131.794,-20.434,-31.162,-2.09,-11.297,-36.353,692.873,-16.729,-16.25,0.19,-16.85,58.511,479.921,-7.822,2.391,0.111,10.833,22.282,193.947,-12.559
0115-JANEIKE-01-139,Fliffis- Rudi B,-25.252,6.589,10.566,-144.066,-583.608,28.294,-35.264,-1.568,-7.52,-227.254,-392.74,-367.024,-32.068,6.081,-8.293,-196.845,-168.009,-814.383,-7.924,1.745,3.744,107.674,284.541,-154.549
0115-MORITZ-03-84,1/2 ein 1/2 aus C,-4.161,3.988,15.07,-255.12,106.304,-152.948,-32.641,8.606,-23.425,-311.236,-448.073,-39.968,-5.518,2.524,-15.016,193.152,156.319,-232.205,0.808,-0.984,11.279,20.864,223.387,-12.252
0609-1-01-836,Bauchsprung,3.127,0.22,19.317,0.259,-23.948,-2.118,-0.757,-0.304,-0.055,-2.588,-73.442,2.205,0.185,-0.037,-0.767,6.168,-56.266,4.239,16.324,0.099,10.438,-3.317,59.913,-10.673
20191008-1207-FRANKFURT_2-01-343,Salto C,0.223,4.919,13.752,-16.03,75.273,-19.525,-13.102,1.616,-8.472,104.547,455.433,-56.983,-1.626,-0.873,-3.117,14.469,97.693,-26.541,3.594,3.414,15.252,44.55,184.734,-43.556
0115-MORITZ-03-98,Salto C,2.396,-1.528,14.348,3.303,113.461,4.842,-9.281,-0.305,-6.227,-3.497,333.782,20.425,-1.238,-0.347,-2.779,12.046,137.767,11.382,7.075,-2.089,14.826,11.503,66.317,4.646
0115-CHARI-05-22,Doppelsalto B,-3.819,0.893,13.815,-11.405,111.585,3.756,-30.691,1.72,-7.585,15.359,615.106,-7.739,-21.966,1.555,-16.485,1.468,486.276,-13.196,2.219,0.405,7.56,-35.828,236.213,-17.681
0609-4-01-388,Fliffis B,-11.469,0.723,16.294,-22.413,-474.923,13.073,-22.815,1.25,-8.363,25.867,-321.799,106.903,-7.185,-2.683,-14.122,-183.799,76.554,275.594,-1.743,0.27,7.068,-0.599,265.812,43.729
0609-1-01-869,Doppelsalto C,-0.267,-1.452,11.828,18.5,172.186,-11.572,-43.159,-1.632,-18.021,-13.268,695.314,-35.966,-25.617,-3.116,-19.244,-16.691,552.755,-36.907,1.395,0.286,7.663,3.796,263.491,-12.381
0110-MORITZ-01-114,Voll- ein- voll- aus A,-8.061,-1.706,13.828,-244.437,159.734,-348.473,-31.755,-1.469,-18.259,-240.229,124.129,-634.174,-24.677,4.757,-23.39,-33.12,-36.15,-514.045,-2.555,-0.988,5.705,-13.036,294.667,-26.301
20191001-1202-FRANKFURT_2-01-186,Salto A,-5.668,-3.164,18.597,-7.583,-205.737,-3.351,4.373,0.332,-8.026,-3.244,-203.31,-29.493,6.624,0.297,-7.489,26.616,-252.814,-14.739,-2.789,-1.246,16.004,3.33,-209.888,-18.41
0609-4-01-205,Schraubensalto C,2.524,2.346,17.091,98.822,169.772,150.273,-11.581,-2.337,-2.677,129.018,-93.682,457.156,-4.891,-2.384,-6.304,-50.016,157.779,206.025,3.486,-0.511,14.224,8.474,172.873,24.861
20190930-1153-FRANKFURT_1-01-162,Cody C,13.554,0.546,-5.285,12.818,101.026,39.777,-13.038,1.498,-9.474,63.302,396.67,6.238,-2.073,-0.619,-5.408,5.761,170.265,-2.346,1.962,-0.848,13.002,35.423,193.528,-1.14
0609-1-01-217,Doppelsalto B,-1.258,0.26,12.5,16.831,144.317,-19.19,-29.595,0.028,-5.949,-9.205,586.176,-4.118,-26.688,1.012,-22.506,48.875,625.267,15.337,3.537,0.499,7.286,23.36,213.126,-17.72
20191007-1150-FRANKFURT_2-01-59,Salto B,-1.03,1.12,16.686,3.131,70.995,8.153,-7.037,-0.994,-12.957,30.076,366.963,-28.85,-8.834,-0.451,-6.566,13.515,252.711,-19.163,3.258,-0.184,16.56,21.194,166.613,6.42
20190930-1616-FRANKFURT_1-01-50,Barani C,-0.691,1.886,18.047,-50.166,-231.54,35.262,-6.791,1.611,-7.346,-49.386,-185.736,202.533,-3.062,-2.129,-5.434,-61.626,103.08,167.46,5.469,-0.529,14.143,-35.249,169.961,30.14
20191001-1202-FRANKFURT_2-01-144,Salto A,-4.684,-1.845,17.872,-5.078,-189.436,14.017,3.892,-0.571,-7.698,-7.049,-218.354,-9.536,5.18,-0.734,-6.241,-20.802,-195.828,-1.908,-2.943,-1.114,8.543,-14.685,-259.23,-23.493
20191008-1207-FRANKFURT_2-01-75,Barani A,-1.053,4.619,14.882,-45.718,-180.4,100.727,-3.994,-0.987,-9.636,-112.09,-119.637,233.678,-4.182,-3.145,-7.361,-70.393,171.371,165.355,-3.472,0.87,13.916,-14.209,250.398,9.668
0827-BK1-01-92,Salto B,2.792,-0.588,17.895,1.241,14.43,-0.506,-10.75,-0.278,-10.272,-45.825,410.738,48.88,-2.298,-0.142,-2.817,-8.495,148.176,18.625,7.153,-1.205,13.602,-3.962,130.328,3.325
0609-1-01-141,Bauchsprung,3.942,-0.413,18.809,5.374,-0.001,4.049,-0.728,-0.228,0.124,-13.731,-66.642,-12.026,-0.137,-0.242,-0.881,22.977,-84.962,12.051,17.112,0.121,10.06,-15.042,59.637,-15.514
0609-1-01-444,Salto C,2.316,-0.033,14.509,6.404,85.456,-19.975,-11.302,0.067,-8.687,17.968,442.284,-1.729,-0.244,-0.466,-2.632,18.26,112.65,-8.192,5.095,0.707,14.72,0.338,120.001,-5.542
20190930-1247-FRANKFURT_2-01-199,Salto C,-0.756,1.72,17.233,-5.342,29.977,-1.79,-12.963,-1.237,-11.639,-18.57,480.322,-54.071,-0.735,-0.631,-3.854,-11.364,118.212,17.577,3.998,0.468,16.654,7.308,132.55,12.094
0609-1-01-151,Bauchsprung,2.786,-0.571,18.351,-3.58,-2.417,-0.171,-0.205,-0.122,0.106,-5.331,-58.748,-2.884,-0.199,-0.123,-0.405,13.949,-73.958,-13.855,17.408,-1.514,9.583,-5.122,39.655,12.409
20191007-1159-FRANKFURT_1-01-364,Fliffis C,-22.151,-3.44,14.579,54.712,-567.243,-6.506,-41.433,0.474,-25.515,10.374,-656.088,103.57,-9.647,-1.166,-13.001,-19.669,68.627,340.871,-4.849,-1.213,15.61,0.565,311.107,-7.892
0609-1-01-261,Bauchsprung,2.656,-0.679,19.004,-6.358,12.317,3.241,-0.466,-0.171,0.059,-3.707,-75.797,-1.297,-0.095,-0.144,-0.63,8.015,-68.694,-13.915,16.645,0.614,11.525,-14.584,44.848,-9.7
0609-1-01-675,Doppelsalto C,-0.377,-0.215,10.531,17.001,170.313,-20.3,-42.278,0.064,-20.665,19.308,718.27,-27.714,-25.566,0.623,-21.634,60.723,568.9,-25.419,-0.635,0.8,10.117,6.454,238.91,-26.406
0827-BK1-01-117,Salto A,5.896,-0.513,16.041,-4.386,150.83,11.204,-3.616,-0.206,-5.248,8.299,208.671,0.236,-3.183,0.095,-4.503,8.431,201.298,-1.381,4.856,-1.004,15.117,0.131,141.248,3.696
0609-1-01-423,Doppelsalto B,-1.968,0.493,13.689,5.055,118.021,-25.663,-31.006,-1.456,-5.296,-26.391,645.42,8.242,-22.766,-0.608,-17.803,38.39,560.802,-21.547,3.3,-0.229,12.626,-4.081,183.247,-5.974
20190930-1247-FRANKFURT_2-01-318,Schraubensalto,1.762,0.685,17.774,55.404,176.341,118.654,-5.2,-0.979,-1.943,210.611,-37.114,281.698,-7.108,-3.324,-6.846,18.332,53.254,340.65,0.408,-1.119,12.823,-35.424,239.534,55.488
0609-4-01-266,Salto C,7.52,-0.62,11.62,0.033,135.595,-2.871,-9.42,-0.77,-4.454,-4.395,357.654,1.064,-1.174,-0.585,-2.649,-1.123,116.012,-3.0,8.132,-0.421,14.721,-1.262,113.385,-6.551
0609-1-01-589,Doppelsalto B,-2.163,-0.147,12.755,7.639,131.403,-30.788,-32.523,-1.27,-10.482,-16.812,691.208,16.204,-17.938,0.713,-17.622,38.597,508.042,-4.721,0.24,-0.037,11.887,11.625,186.018,0.818
20191003-1152-FRANKFURT_1-01-102,Barani A,1.905,-0.423,16.226,27.883,-183.605,-40.185,-0.769,-3.146,-9.116,187.026,-109.779,-121.949,-1.947,0.239,-8.965,175.617,69.902,-157.58,-0.791,1.099,10.84,12.833,213.304,-35.995
20191007-1150-FRANKFURT_2-01-212,Fliffis B,-24.226,3.597,10.246,-78.33,-618.487,40.036,-39.132,4.308,-7.297,-69.555,-587.564,31.001,-14.33,5.22,-13.835,41.008,-17.451,377.24,-4.375,-1.193,8.562,68.976,340.082,39.849
0609-1-01-802,Von Bauch in Stand,18.055,1.988,12.161,5.394,-22.302,22.16,-0.028,-0.287,-0.403,6.601,9.887,-1.41,-0.016,-0.15,-0.713,-4.006,26.056,-2.903,7.497,-0.291,14.42,5.013,70.564,5.243
20191003-1152-FRANKFURT_1-01-62,Cody C,15.564,1.632,-0.091,-1.667,20.182,21.031,-21.876,-1.979,-11.56,-40.398,545.658,4.043,-2.729,-0.748,-6.415,-16.638,170.253,4.559,0.543,-0.845,13.481,-21.817,209.206,-14.268
20190930-1153-FRANKFURT_1-01-185,Salto C,0.747,-0.623,13.681,-0.788,88.009,-6.017,-10.665,0.936,-9.491,67.934,405.07,3.405,-1.893,-0.73,-3.638,3.374,125.062,1.855,5.459,-0.443,16.158,13.011,109.491,-18.157
20191008-1207-FRANKFURT_2-01-99,Salto A,3.304,2.711,17.763,16.372,169.74,-25.08,-3.473,-1.056,-6.652,10.747,214.465,-34.949,-3.237,-1.028,-5.398,4.591,183.472,-11.951,1.74,1.08,17.667,34.239,235.2,-13.731
0609-1-01-706,Von Bauch in Stand,17.053,1.395,12.826,9.357,-31.466,7.939,0.189,-0.073,-0.352,4.12,22.623,4.065,-0.12,-0.463,-0.654,4.792,17.145,-5.432,7.322,-0.096,14.951,-15.913,83.006,10.772
20191001-1202-FRANKFURT_2-01-172,Salto A,-3.211,-1.336,14.773,-9.58,-175.501,4.163,3.097,-0.441,-7.442,-6.611,-248.233,-15.815,4.35,-0.568,-7.24,-22.361,-173.767,8.954,-0.308,-1.764,11.409,-37.755,-260.727,-33.019
0115-MORITZ-03-74,Salto C,3.286,-1.772,14.428,-6.945,101.403,9.37,-9.871,-0.68,-6.195,-5.12,351.32,23.895,-1.288,-0.503,-2.621,-2.507,135.496,3.416,6.473,-2.144,14.791,5.695,74.727,10.439
20191007-1150-FRANKFURT_2-01-143,Salto C,2.219,-0.446,11.485,26.452,105.73,-13.155,-11.133,-0.302,-12.366,40.949,461.545,-42.912,-2.942,-0.377,-4.14,20.056,156.36,4.501,5.417,0.275,14.85,38.91,146.953,7.32
0609-4-01-336,Fliffis B,-14.862,0.782,15.976,-16.241,-505.689,8.195,-24.367,0.496,-9.176,26.433,-335.825,120.129,-8.607,-1.59,-15.426,-170.138,66.927,304.274,-1.394,-0.674,12.402,-3.817,244.134,58.335
20190930-1247-FRANKFURT_2-01-341,Salto A,2.543,1.434,18.412,10.07,188.487,-18.631,-0.34,-1.039,-5.605,4.441,199.465,-8.496,-1.753,-1.104,-6.212,-2.474,149.594,-7.83,3.36,-0.288,12.606,1.908,205.547,-5.106
20191008-1207-FRANKFURT_2-01-287,Fliffis Rudi C,-26.694,8.015,9.256,-104.933,-588.291,176.159,-34.798,4.897,-24.861,-91.414,-335.024,465.918,-30.259,-13.464,-6.641,215.025,27.258,851.023,-5.516,3.513,11.153,129.452,339.842,21.983
0115-CHARI-05-102,Doppelsalto B,-3.58,1.012,13.519,-24.842,133.747,6.636,-33.257,0.699,-12.729,-11.344,662.478,-6.767,-18.388,0.985,-16.403,18.22,436.874,-19.41,-1.726,0.816,10.168,-2.775,267.057,-36.164
0827-BK1-01-19,Salto C,4.142,-0.106,14.382,-0.442,106.619,8.645,-9.942,0.408,-5.85,8.559,339.02,23.303,-1.68,0.059,-2.051,17.879,131.73,5.35,5.914,-1.032,15.258,5.177,125.151,-7.236
0827-BK1-01-121,Salto A,6.209,-1.105,15.354,3.492,155.725,-1.523,-4.073,-0.557,-5.181,-1.942,215.348,-17.255,-3.901,-0.34,-4.112,-10.367,191.518,-4.664,6.572,-1.585,14.655,-2.838,154.835,9.395
0609-1-01-560,Salto C,2.096,-0.437,14.034,5.573,96.694,-20.885,-10.087,0.475,-8.737,29.724,427.842,12.8,-0.242,-0.257,-2.802,20.522,121.472,-9.762,4.852,-0.184,15.33,11.204,110.702,-6.202
0115-MORITZ-03-12,Voll- ein- Rudi- aus B,-10.025,-6.141,10.983,-123.003,-264.115,-335.385,-23.475,6.485,-11.946,-534.33,-234.992,-453.023,-24.786,4.225,-5.858,-432.983,-85.716,-639.492,-5.164,-1.885,3.233,-36.13,319.454,-107.861
0609-1-01-504,Salto C,2.244,-0.664,14.349,5.456,94.177,-27.791,-9.851,-0.015,-8.977,27.334,433.265,-1.134,0.36,-0.483,-2.899,19.975,128.23,-7.771,5.26,0.361,14.466,1.847,95.297,-5.73
20191007-1150-FRANKFURT_2-01-173,Fliffis C,-17.716,1.992,14.837,-50.152,-516.414,38.931,-56.051,2.809,-19.545,-45.457,-674.504,34.635,-16.713,4.492,-23.245,-81.92,-159.98,372.987,-3.006,-3.483,10.359,18.171,267.787,97.752
20191001-1148-FRANKFURT_1-01-164,40°,-0.654,-1.6,15.068,-4.969,36.27,28.056,-10.854,-0.688,-8.191,24.014,548.664,-17.146,-2.818,-0.68,-2.791,-2.712,90.024,-17.873,2.696,-0.428,19.839,-20.174,153.672,-9.244
0115-JANEIKE-01-88,Triffis B,-28.384,6.91,10.795,-123.102,-602.604,46.089,-48.782,19.146,-14.185,-317.613,-751.456,8.732,-30.33,0.193,-10.715,-71.279,-419.638,-310.466,-6.541,1.966,6.709,68.81,251.889,-151.457
0827-BK2-01-71,Salto B,1.948,-0.571,18.336,2.685,-27.19,-10.197,-11.387,0.5,-10.598,-14.835,459.733,-26.438,-1.679,0.194,-2.218,-6.987,115.205,-25.731,3.667,-0.209,15.048,-10.548,131.177,-2.512
0609-1-01-673,Bauchsprung,4.169,-0.679,18.371,-10.295,-31.9,4.068,-0.952,-0.342,-0.08,-1.525,-85.068,-17.35,0.291,0.035,-1.027,12.675,-57.159,-6.378,15.862,0.08,11.362,-13.314,89.277,1.802
20191008-1207-FRANKFURT_2-01-341,Salto A,2.704,4.471,16.641,38.778,232.811,-39.93,-1.263,-1.879,-7.575,49.606,185.709,-44.774,-3.409,-1.753,-6.948,28.566,163.281,-66.417,-0.217,2.474,14.009,44.068,254.776,-61.722
0827-BK2-02-149,Salto A,2.253,1.5,17.216,6.496,165.255,-54.329,-2.344,0.079,-5.48,2.366,203.079,-30.233,-2.932,-0.295,-4.863,-4.415,175.895,-47.755,3.746,0.921,11.514,-7.658,186.887,-28.033
0609-4-01-497,Fliffis B,-16.669,-0.329,16.956,9.731,-516.507,12.509,-23.951,0.423,-8.199,22.94,-311.02,138.896,-10.202,-1.547,-16.781,-153.829,84.257,316.082,-3.983,-0.313,11.17,11.137,270.5,41.022
0115-MORITZ-03-118,Voll- ein- halb- aus B,-10.453,-7.129,9.424,-94.132,-345.488,-234.128,-31.235,15.146,-17.162,-572.39,-239.188,-352.628,-24.204,3.356,-14.162,-175.819,-228.262,-425.96,-8.033,-1.518,4.948,-28.157,343.496,-90.468
20190930-1247-FRANKFURT_2-01-244,Salto A,1.641,0.3,17.999,5.779,196.12,-2.355,-0.741,-1.094,-6.68,2.977,211.447,-14.537,-2.177,-1.073,-6.387,-4.242,181.632,-6.906,1.701,-0.044,14.661,9.769,173.993,-0.672
0110-MORITZ-01-96,Doppelsalto B,0.327,-1.183,14.049,-8.017,110.848,-5.585,-34.824,-3.664,0.423,-68.134,631.191,16.777,-26.169,-2.302,-12.172,-36.208,527.064,24.308,3.857,-3.27,12.475,-19.162,169.475,21.023
20191001-1202-FRANKFURT_2-01-30,Salto A,-3.332,-2.614,12.831,-19.103,-195.728,-11.875,4.645,-0.557,-8.112,-12.079,-245.773,8.123,5.051,-1.447,-7.121,-50.323,-221.841,5.927,-4.682,-2.298,15.538,-35.733,-181.09,-26.819
20190930-1247-FRANKFURT_2-01-175,Salto C,-0.793,1.512,17.564,-2.765,34.693,-9.754,-10.406,-0.321,-7.522,14.613,386.56,-37.799,-3.242,-0.644,-3.131,-4.325,163.99,4.958,6.555,0.681,14.908,15.792,171.082,2.764
20191001-1148-FRANKFURT_1-01-76,43/,-4.733,5.292,14.743,-11.018,-238.164,302.429,-14.688,-2.056,-0.302,248.83,-71.816,651.522,-10.539,-4.273,-5.167,98.599,147.146,345.901,-1.464,0.298,19.096,28.78,247.959,8.551
0827-BK2-02-32,Salto C,1.928,0.684,15.417,9.712,57.962,-32.292,-14.769,0.77,-8.15,14.594,463.725,-37.659,-0.554,0.374,-2.123,12.994,106.063,-37.823,4.557,0.393,16.105,-8.17,102.809,-12.852
20191007-1534-FRANKFURT_2-01-94,Barani A,-0.723,2.188,15.671,-6.072,-190.14,78.682,-3.268,-0.333,-10.341,-155.075,-71.549,235.952,-4.666,-3.236,-8.279,-80.193,166.092,167.944,-0.836,0.879,13.822,3.166,229.068,-19.737
20191007-1159-FRANKFURT_1-01-366,Barani A,0.996,0.691,17.757,16.312,-159.257,57.585,-3.256,-0.642,-8.472,-118.381,-70.42,273.956,-4.656,-3.181,-6.014,-21.035,177.341,86.352,-2.082,-0.991,16.526,-16.508,281.957,-26.364
20190930-1616-FRANKFURT_1-01-165,Fliffis C,-19.808,1.471,14.873,-9.853,-532.204,27.991,-32.07,3.2,-9.078,-67.838,-548.336,69.091,-7.669,2.132,-12.147,-100.415,30.929,263.394,-2.307,-1.038,9.749,-32.212,239.17,79.828
20191001-1202-FRANKFURT_2-01-62,3/4 Salto rw A,-4.026,-1.573,15.507,-2.239,-139.593,11.673,1.524,-0.365,-3.88,1.622,-165.703,-16.703,1.489,-0.158,-4.696,0.409,-194.245,-6.775,-16.475,-2.557,5.15,-5.645,-187.897,-41.382
20191007-1524-FRANKFURT_1-01-55,Barani A,-0.907,4.078,16.08,-51.941,-147.885,80.001,-1.352,-0.304,-7.658,-138.14,-110.303,145.137,-2.892,-3.749,-6.024,-97.784,99.547,184.925,-3.131,-0.001,12.174,9.668,286.722,-0.956
0827-BK2-02-139,Salto A,2.506,0.946,17.593,20.968,181.703,-53.924,-2.174,0.042,-5.485,4.02,201.261,-21.58,-2.609,0.383,-4.936,4.816,184.307,-27.265,3.903,0.473,14.182,7.863,170.524,-12.07
0110-MORITZ-01-126,Fliffis B,-18.726,-0.117,11.067,-2.671,-533.218,9.838,-19.458,-3.461,-8.139,6.17,-268.458,-110.19,-5.969,1.671,-17.416,212.001,70.445,-225.891,-1.637,0.827,9.084,21.299,260.084,-41.645
0115-MORITZ-03-143,Salto C,2.439,-1.942,14.726,-3.757,95.146,8.239,-9.414,-0.586,-6.534,2.316,342.789,23.299,-1.187,-0.509,-2.61,11.323,136.245,6.8,8.062,-1.999,14.48,8.56,82.955,4.626
0609-1-01-696,Von Bauch in Stand,19.223,0.724,10.138,8.339,-9.426,13.274,-0.33,-0.085,-0.361,-0.723,-8.077,-3.982,0.55,-0.583,-0.845,14.072,6.058,1.77,8.886,-0.043,13.842,-15.455,104.434,-0.894
0609-1-01-516,Doppelsalto B,-3.089,-0.362,12.598,14.288,128.03,-27.717,-31.777,-1.727,-12.744,-37.841,699.588,12.745,-13.26,0.565,-14.608,67.086,436.784,-22.256,3.023,-1.013,10.842,-0.331,198.734,-19.338
0827-BK2-01-106,Salto A,4.813,-0.729,16.35,14.631,130.837,-3.219,-3.716,1.419,-5.052,13.354,227.079,-2.044,-2.835,1.146,-4.627,13.579,177.383,-1.077,2.491,0.544,16.094,5.937,143.015,-7.168
20191007-1524-FRANKFURT_1-01-93,Fliffis- Rudi C,-25.396,1.221,11.159,-4.342,-578.379,64.189,-39.678,3.88,-25.677,-18.429,-539.725,313.946,-38.613,-8.725,2.947,446.581,29.562,939.93,-10.044,-1.426,8.976,85.578,419.721,108.772
20191007-1150-FRANKFURT_2-01-85,Schraubensalto A,2.315,3.702,16.977,129.168,192.144,80.547,-8.123,-1.015,-4.039,178.677,-94.808,383.433,-8.286,-4.42,-9.841,-52.66,140.852,325.463,-0.182,-2.023,12.881,34.908,280.33,37.449
0609-1-01-124,Bauchsprung,2.439,-0.677,18.694,-0.798,5.814,5.709,-0.212,-0.048,-0.029,-8.357,-64.845,-8.512,-0.207,-0.117,-0.462,7.894,-67.25,-13.235,16.8,-0.616,10.715,-3.274,42.233,-0.653
20191007-1534-FRANKFURT_2-01-30,Barani A,-1.052,4.643,16.079,-32.336,-178.616,110.561,-2.504,-1.227,-8.984,-149.585,-45.249,204.315,-3.395,-3.523,-7.398,-113.991,132.089,155.853,-0.456,1.511,12.782,9.889,253.064,-14.999
20191008-1157-FRANKFURT_1-01-218,Salto A,1.747,-0.459,16.315,-8.636,279.422,-11.947,0.793,-0.897,-7.49,-8.575,189.473,4.607,-3.166,-0.616,-6.094,-2.433,146.584,-3.673,1.214,-0.26,16.984,-10.288,203.334,-14.781
0110-MORITZ-01-80,Fliffis B,-15.556,-1.21,12.352,5.971,-459.006,14.139,-29.19,-2.665,-4.467,-9.608,-484.474,-72.535,-8.025,-1.735,-11.497,66.038,91.619,-282.464,-0.927,0.081,9.479,0.461,254.962,-26.505
20191008-1157-FRANKFURT_1-01-369,Salto A,-0.471,0.803,15.414,-10.924,243.918,-31.072,-0.483,-0.74,-7.531,-19.334,211.819,9.795,-2.637,-0.999,-5.927,1.856,146.621,-0.113,4.555,0.441,17.246,-8.12,193.556,-19.414
20191007-1534-FRANKFURT_2-01-50,Barani A,-2.148,3.22,17.723,-22.981,-196.262,88.307,-2.468,-0.486,-8.678,-147.362,-43.776,195.299,-2.677,-3.082,-7.94,-130.568,109.962,154.309,-1.182,1.064,13.017,-28.596,246.093,2.377
0115-MORITZ-03-179,1/2 ein 1/2 aus C,-4.597,4.675,12.674,-307.283,94.505,-197.443,-38.343,13.988,-20.001,-328.289,-564.486,-79.377,-12.1,-0.597,-13.207,7.776,78.191,-362.076,1.856,-1.678,9.466,-6.2,231.445,-30.931
0609-4-01-37,Fliffis B,-14.377,0.315,16.951,-11.425,-508.526,15.71,-20.709,1.215,-8.996,-7.138,-270.602,133.574,-6.875,-2.142,-16.617,-210.706,80.974,259.217,-1.401,-1.283,9.638,-14.059,246.005,52.608
20190930-1616-FRANKFURT_1-01-12,Salto B,1.435,-0.384,16.293,-1.07,10.877,17.597,-13.033,-0.172,-11.323,13.41,445.115,6.509,-3.014,-0.429,-2.283,-5.155,154.722,0.474,3.328,-0.971,15.008,-4.259,168.429,4.664
