SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
0609-4-01-62,Salto C,-1.816,362.073,10.414,1.816,362.073,10.414,29.146,373.344,35.931,-5.821,81.345,7.224,6.114,146.089,5.376,1.16,72.567,-1.711,-3.27,62.072,-0.476,5.821,81.345,7.224,-5.527,146.089,5.376,1.16,72.567,-1.711,0.362,62.072,-0.476,7.738,92.616,15.158,7.783,146.089,9.209,2.165,72.567,2.812,11.46,62.072,8.752,26.946,31.695,-11.595,15.145,162.041,174.361,14.391,36.141,-11.409,11.404,160.705,155.959,14.609,24.088,10.071,5.884,12.18,17.045,291.014,109.396,10.709,22.748,11.996,13.178,291.971,104.936,10.369,19.047,3.549,0.474,2.311,4.957,144.556,24.399,-3.408,5.521,2.116,4.638,144.307,23.668,-3.359,4.737,10.188,14.142,-6.4,25.893,124.808,95.005,-1.187,25.319,-6.646,19.93,120.693,80.649,-0.785,19.642
0609-4-01-63,Fliffis B,-109.351,-153.861,244.87,109.351,153.861,244.87,143.026,616.93,263.761,-6.95,-228.851,7.882,-7.232,-134.19,68.655,-90.95,66.98,144.408,-4.219,142.2,23.924,6.95,228.851,7.882,7.232,134.19,68.655,90.95,-66.98,144.408,4.219,-142.2,23.924,15.025,244.581,21.48,24.752,135.377,68.655,90.95,94.772,144.408,12.3,142.2,29.219,51.936,33.302,-13.521,34.096,-445.235,334.965,15.336,68.465,-13.11,26.454,-440.207,302.414,15.073,34.142,23.44,9.372,-14.847,70.358,-261.856,228.442,134.842,111.943,-15.361,67.422,-261.899,217.375,135.205,108.893,19.701,3.745,-177.083,55.94,132.59,156.435,281.233,91.441,-176.054,55.198,131.376,153.894,280.222,89.762,27.457,26.471,-8.031,25.118,275.87,99.405,45.961,43.209,-8.965,23.205,274.492,86.27,46.389,41.451
0609-4-01-69,Salto C,10.848,364.49,8.393,10.848,364.49,8.393,35.108,375.596,34.027,-5.972,81.245,8.546,12.077,154.708,6.281,4.064,70.84,-1.186,0.679,57.696,-5.248,5.972,81.245,8.546,0.133,154.708,6.281,4.064,70.84,-1.186,0.679,57.696,-5.248,10.82,92.351,12.427,12.935,154.708,11.524,4.065,70.84,1.795,7.288,57.696,8.28,28.641,33.53,-11.858,25.831,158.201,172.454,16.655,25.884,-12.008,18.968,157.391,155.659,17.042,20.193,10.421,6.948,23.801,17.963,305.593,127.391,12.517,24.283,23.506,14.293,305.879,123.111,12.281,16.763,3.393,0.342,8.043,5.56,139.582,17.907,-2.311,3.708,8.072,5.005,139.466,18.007,-2.306,3.242,10.453,15.601,1.453,19.202,114.67,110.217,-10.636,20.692,1.231,11.976,110.123,93.897,-10.33,13.992
0609-4-01-70,Fliffis B,-98.94,-92.144,244.098,98.94,92.144,244.098,146.607,598.934,279.85,5.115,-228.597,1.674,-12.382,-106.486,90.074,-79.358,99.262,131.795,-12.315,143.677,20.556,5.115,228.597,1.674,2.151,106.486,90.074,79.358,-99.262,131.795,12.315,-143.677,20.556,11.323,241.59,27.025,39.8,106.486,95.765,79.358,107.181,131.795,16.126,143.677,25.264,53.082,33.656,10.231,35.16,-457.194,320.281,3.347,86.572,10.732,25.484,-450.43,291.088,2.596,55.646,21.764,5.574,-24.863,97.17,-213.827,147.52,180.871,143.441,-25.47,94.33,-214.224,142.984,181.89,139.341,19.844,3.679,-159.353,61.767,199.321,129.059,264.649,114.487,-158.759,60.427,196.941,127.622,263.779,112.223,18.209,11.067,-24.63,23.579,290.896,77.178,40.714,36.539,-25.433,20.506,286.433,63.397,41.539,31.499
0609-4-01-75,Salto C,-1.051,363.074,8.572,1.051,363.074,8.572,30.189,373.789,30.211,-0.296,69.518,4.38,-1.177,156.397,3.324,2.743,69.193,3.615,-2.32,67.966,-2.746,0.296,69.518,4.38,1.177,156.397,3.324,-0.204,69.193,3.615,-0.219,67.966,-2.746,8.132,80.233,10.972,10.289,156.397,9.015,6.335,69.193,3.7,5.433,67.966,6.524,28.47,33.551,-0.583,18.609,136.846,153.982,8.622,23.966,-1.154,15.522,137.419,138.768,8.854,18.403,10.826,6.305,-2.316,25.443,307.869,160.037,6.543,19.63,-2.378,20.364,307.039,154.488,5.908,13.548,3.4,0.358,5.386,12.807,136.099,14.083,7.087,5.329,5.396,11.739,135.739,13.9,7.191,4.635,10.295,15.496,-4.557,13.821,135.261,92.95,-5.69,23.382,-4.556,9.655,131.517,79.246,-4.885,15.792
0609-4-01-76,Fliffis B,-107.274,-47.608,239.303,107.274,47.608,239.303,165.934,601.14,262.495,-2.804,-225.693,7.406,-27.613,-91.143,101.888,-87.12,134.591,116.949,10.263,134.636,13.061,2.804,225.693,7.406,27.613,91.143,101.888,87.12,-134.591,116.949,-10.263,-134.636,13.061,16.407,239.823,19.727,45.606,91.884,102.769,87.12,134.797,116.949,16.801,134.636,23.05,53.512,33.739,-5.541,36.938,-446.033,337.675,14.637,55.547,-5.461,27.156,-440.429,304.562,14.011,33.14,22.522,5.549,-54.571,121.279,-180.124,180.754,201.359,130.194,-54.816,117.465,-180.235,172.768,201.244,126.352,21.025,4.034,-171.649,89.207,266.031,117.301,230.538,94.921,-171.307,87.693,263.748,116.306,230.183,93.626,20.749,16.99,20.724,33.189,266.508,62.028,25.119,44.739,19.44,30.392,261.647,49.758,25.948,38.859
0609-4-01-78,Salto C,-1.354,362.409,6.412,1.354,362.409,6.412,15.843,362.409,29.093,2.538,117.605,2.766,-5.824,67.794,-1.136,0.052,90.457,9.19,1.88,86.553,-4.408,2.538,117.605,2.766,0.747,67.794,-1.136,-0.052,90.457,9.19,-1.88,86.553,-4.408,4.32,117.605,9.098,5.824,67.794,3.529,2.338,90.457,9.19,3.361,86.553,7.276,21.634,27.327,5.92,10.713,271.119,69.899,6.56,25.496,5.877,8.906,268.798,63.406,6.716,21.89,6.194,0.898,-13.463,5.203,157.316,41.751,-2.774,10.837,-13.318,3.263,158.259,39.281,-2.69,9.275,6.961,0.164,0.146,6.629,209.333,8.094,21.219,3.862,0.084,6.295,209.276,7.636,20.747,3.668,20.714,25.387,4.209,8.496,199.574,53.96,-10.358,17.511,4.095,6.472,198.329,49.528,-10.316,10.554
0609-4-01-80,Strecksprung,6.756,13.233,16.795,6.756,13.233,16.795,22.819,59.659,36.164,4.013,-5.852,10.385,-3.768,-12.531,11.669,-2.486,8.172,-1.401,8.997,23.444,-3.858,4.013,5.852,10.385,-3.768,12.531,11.669,1.996,-8.172,-1.401,4.515,3.022,-3.858,4.661,15.454,11.089,3.773,12.531,11.669,4.716,8.23,6.669,9.67,23.444,6.736,22.646,28.423,9.646,9.6,-14.068,37.528,24.964,15.029,9.754,7.761,-14.005,35.537,25.122,12.923,1.218,0.411,-9.056,6.202,-30.122,18.976,28.052,8.294,-9.045,6.204,-29.934,18.185,27.929,7.254,1.389,0.335,-5.977,12.104,19.644,12.343,-3.367,17.121,-5.799,11.76,19.814,12.437,-3.143,16.868,17.964,24.23,21.598,13.234,56.852,17.314,-9.561,19.825,21.422,11.777,58.469,14.693,-9.827,17.025
0609-4-01-84,Schraubensalto C,108.514,184.187,398.401,108.514,184.187,398.401,167.623,281.966,409.052,54.776,72.37,67.686,47.536,-46.125,219.691,-17.346,67.678,94.073,23.548,90.264,16.951,54.776,72.37,67.686,47.536,-46.125,219.691,-17.346,67.678,94.073,23.548,90.264,16.951,54.776,72.37,67.686,71.852,51.654,219.691,17.346,67.678,94.073,23.65,90.264,27.602,24.14,29.985,117.545,59.018,155.3,77.437,145.249,59.516,117.944,58.567,154.685,70.174,146.756,58.338,14.54,2.383,102.008,156.788,-98.98,82.397,471.441,49.895,101.055,151.941,-97.689,77.18,468.453,45.387,7.87,1.987,-37.382,26.184,145.858,37.224,202.743,79.431,-37.107,25.232,144.844,37.352,203.408,78.636,20.608,27.926,50.501,28.269,193.976,67.234,36.183,62.379,49.151,26.657,192.472,55.65,36.152,57.547
0609-4-01-86,Strecksprung,0.745,5.595,4.656,0.745,5.595,4.656,14.49,43.763,22.906,-0.472,12.477,5.381,-0.663,-8.168,-0.006,0.008,-4.137,1.375,1.872,5.423,-2.094,0.472,12.477,5.381,0.663,-8.168,-0.006,-0.008,-4.137,1.375,-0.382,5.423,-2.094,6.584,14.75,8.692,2.641,8.182,7.017,2.396,4.198,3.301,2.869,16.633,3.897,20.07,30.678,-1.008,18.005,26.66,30.527,11.498,17.342,-1.126,13.471,26.816,28.725,11.148,11.423,0.792,0.414,-1.417,6.966,-17.453,8.228,-0.013,17.371,-1.286,5.618,-17.338,6.984,-0.112,16.057,1.046,0.277,0.018,5.805,-8.839,6.639,2.939,9.911,0.062,5.074,-8.903,5.886,2.905,7.704,17.653,27.704,4.028,7.105,11.984,48.436,-4.408,9.497,4.212,4.211,11.703,44.886,-4.25,6.155
0609-4-01-88,Schraubensalto C,88.31,180.868,399.809,88.31,180.868,399.809,155.628,280.357,400.177,44.296,74.657,61.808,62.189,-44.468,212.098,-25.71,66.758,107.264,7.534,83.921,18.639,44.296,74.657,61.808,62.189,-44.468,212.098,-25.71,66.758,107.264,7.534,83.921,18.639,44.296,74.657,61.808,77.581,54.998,212.098,25.71,66.78,107.264,8.041,83.921,19.006,24.803,31.45,95.879,44.069,161.595,63.446,133.784,46.97,96.173,44.396,160.518,56.887,134.474,40.578,13.762,2.853,134.609,144.778,-96.251,94.117,459.086,65.244,133.415,140.376,-94.109,90.262,456.648,63.161,8.772,2.795,-55.71,25.491,145.173,50.663,232.516,106.955,-55.153,24.777,143.616,50.878,233.197,105.698,11.448,13.682,16.586,13.81,182.817,49.596,40.199,26.209,16.118,11.31,179.487,38.999,39.465,21.594
0609-4-01-89,Strecksprung,4.304,-9.468,8.475,4.304,9.468,8.475,15.284,88.341,25.41,-0.854,15.571,-1.876,3.5,-15.301,0.859,2.812,-21.895,8.506,-1.154,12.157,0.987,0.854,15.571,1.876,1.792,-15.301,-0.859,2.812,21.354,6.472,-1.154,-12.157,0.987,5.275,24.014,8.342,3.618,15.301,3.725,3.162,21.895,8.506,3.229,27.132,4.838,33.144,39.125,-1.722,13.436,31.393,55.52,-3.782,20.896,-1.643,11.168,34.604,51.388,-3.116,10.7,0.801,0.254,7.057,4.663,-30.848,10.18,1.731,7.868,7.087,4.443,-30.82,10.006,1.863,7.528,1.112,0.247,5.692,5.235,-44.321,7.601,17.219,3.744,5.793,4.896,-43.916,6.307,16.994,3.09,19.529,29.23,-2.325,7.402,25.069,74.598,1.99,12.191,-2.502,5.387,24.467,69.779,1.884,9.355
0609-4-01-91,Schraubensalto C,109.35,179.147,406.754,109.35,179.147,406.754,157.456,283.383,410.726,40.085,73.003,69.101,67.013,-48.298,217.167,-17.828,69.813,104.171,20.08,84.629,16.314,40.085,73.003,69.101,67.013,-48.298,217.167,-17.828,69.813,104.171,20.08,84.629,16.314,40.158,73.003,69.101,79.064,55.939,217.167,18.155,69.813,104.171,20.08,84.629,20.286,25.622,32.747,82.821,49.69,150.833,77.577,142.771,41.647,83.722,50.721,149.281,69.772,142.809,36.612,13.924,3.503,138.161,138.912,-99.701,89.724,450.498,74.69,136.629,134.488,-97.798,86.01,448.586,73.293,8.03,3.038,-36.669,21.293,145.305,42.768,214.687,108.445,-36.358,19.585,143.842,42.861,215.269,107.222,18.859,26.942,41.529,28.168,175.012,53.227,33.331,36.426,41.058,25.207,174.235,43.177,32.979,33.841
0609-4-01-94,Schraubensalto C,98.103,173.422,394.209,98.103,173.422,394.209,150.987,287.719,398.253,39.595,73.784,62.906,72.419,-52.914,204.969,-21.75,68.235,111.017,7.839,84.316,15.317,39.595,73.784,62.906,72.419,-52.914,204.969,-21.75,68.235,111.017,7.839,84.316,15.317,39.595,73.784,62.906,81.147,60.906,204.969,21.75,68.712,111.017,8.495,84.316,19.361,23.524,30.685,85.335,44.659,159.018,69.235,135.572,52.423,86.112,44.815,157.084,57.411,135.806,46.804,12.726,2.768,156.075,131.981,-114.039,95.881,441.744,60.625,154.619,127.961,-112.037,91.636,439.719,59.916,9.122,2.863,-46.888,26.286,147.713,60.706,239.637,106.416,-46.562,25.137,146.104,60.645,240.153,105.2,11.087,13.468,17.306,15.905,183.128,51.834,32.675,33.354,17.37,14.548,178.984,40.065,32.979,30.822
0609-4-01-97,Schraubensalto C,42.096,149.812,391.232,42.096,149.812,391.232,185.489,264.845,391.499,38.223,74.39,62.448,55.797,-49.304,177.484,-60.385,53.758,124.539,8.462,70.967,26.761,38.223,74.39,62.448,55.797,-49.304,177.484,-60.385,53.758,124.539,8.462,70.967,26.761,38.342,74.751,62.448,71.946,59.444,177.484,60.385,59.683,124.539,14.816,70.967,27.028,25.483,32.07,82.377,40.704,160.324,83.972,134.586,58.094,82.9,40.43,159.24,72.611,134.581,54.731,10.352,3.167,120.772,125.93,-106.718,98.112,384.165,56.853,119.314,122.706,-104.846,94.96,383.278,56.07,10.648,3.624,-130.704,33.277,116.36,80.893,269.566,107.667,-129.603,32.689,114.726,80.004,269.56,106.056,11.031,12.742,18.395,31.296,153.968,51.622,57.719,39.581,17.474,30.328,150.938,38.313,57.794,38.16
0609-4-01-104,Schraubensalto C,80.242,160.623,404.248,80.242,160.623,404.248,167.193,273.965,404.686,46.8,72.196,66.05,55.252,-52.626,203.073,-31.316,58.886,107.97,9.505,82.167,27.156,46.8,72.196,66.05,55.252,-52.626,203.073,-31.316,58.886,107.97,9.505,82.167,27.156,46.8,72.196,66.05,75.313,59.499,203.073,31.316,60.102,107.97,13.763,82.167,27.593,23.597,31.029,100.862,50.431,155.595,93.514,142.349,47.734,101.68,49.8,153.634,83.657,143.231,42.968,12.956,2.682,119.594,150.085,-113.908,85.19,439.552,63.718,118.139,145.223,-111.5,82.499,437.73,60.632,8.856,2.94,-67.783,21.077,127.458,62.549,233.701,91.761,-67.545,20.041,125.988,62.383,234.364,90.752,11.662,13.031,20.527,25.952,178.107,47.574,58.642,40.256,19.988,24.226,174.954,38.414,57.4,37.917
0609-4-01-107,Schraubensalto C,102.198,172.482,408.252,102.198,172.482,408.252,148.206,281.397,408.895,38.151,77.386,60.498,70.032,-49.626,214.256,-18.422,62.102,112.419,12.437,82.62,21.08,38.151,77.386,60.498,70.032,-49.626,214.256,-18.422,62.102,112.419,12.437,82.62,21.08,38.193,77.386,60.498,79.12,59.151,214.256,18.422,62.24,112.419,12.471,82.62,21.722,24.941,32.707,81.87,52.286,166.066,80.567,129.824,54.159,82.632,52.323,165.248,73.432,131.148,51.002,14.345,3.316,150.283,136.045,-106.494,98.267,459.777,71.039,148.722,131.827,-104.466,94.098,457.525,67.364,8.869,3.569,-39.702,33.118,133.84,48.284,242.282,108.995,-39.189,31.374,132.301,49.031,242.857,108.767,10.964,12.787,26.817,21.926,178.354,44.506,45.458,20.335,25.86,19.847,175.115,30.693,46.444,16.364
0609-4-01-109,Strecksprung,2.143,15.535,6.706,2.143,15.535,6.706,25.019,65.178,38.903,-2.679,18.659,-3.716,4.417,-15.899,-1.094,-0.427,6.342,9.541,0.831,6.433,1.975,2.679,18.659,3.716,-0.94,-15.899,1.094,-0.427,6.342,-0.08,0.831,6.433,1.975,6.44,18.943,7.151,9.025,21.922,9.112,4.414,6.776,10.27,5.14,17.536,12.37,24.306,34.123,-5.68,14.841,39.836,26.162,-8.008,21.318,-5.49,11.616,40.745,21.883,-7.893,17.109,1.844,0.655,9.355,23.064,-33.795,41.09,-2.261,24.926,8.801,21.543,-33.247,38.311,-2.464,20.624,1.352,0.54,-0.902,11.979,13.487,11.742,20.335,23.5,-0.642,11.227,12.443,10.674,20.408,20.388,8.423,14.194,1.631,15.494,15.544,66.757,4.158,40.834,2.358,9.998,14.834,55.657,2.736,17.837
0609-4-01-110,Schraubensalto C,68.496,161.899,382.058,68.496,161.899,382.058,185.364,275.061,405.113,35.533,75.848,52.453,77.803,-39.456,173.841,-48.496,43.221,135.894,3.656,82.285,19.87,35.533,75.848,52.453,77.803,-39.456,173.841,-48.496,43.221,135.894,3.656,82.285,19.87,36.158,75.848,54.846,82.368,61.306,173.841,48.496,55.621,135.894,18.342,82.285,40.532,34.141,36.603,72.312,35.794,155.052,67.873,106.763,52.178,72.419,33.208,155.581,57.889,108.9,38.576,9.032,2.896,160.237,101.396,-79.958,112.364,355.12,76.999,158.597,98.553,-78.857,108.833,354.438,75.787,10.073,3.311,-99.274,18.778,87.69,87.002,279.163,113.318,-98.156,18.315,86.511,85.753,278.985,111.591,15.825,22.483,7.421,45.386,168.878,63.404,40.545,83.837,6.363,41.683,167.035,53.752,41.479,79.553
0609-4-01-114,Schraubensalto C,50.163,140.433,406.173,50.163,140.433,406.173,161.608,274.807,406.954,31.48,78.781,68.385,59.212,-60.753,188.565,-45.991,48.479,126.346,5.462,73.927,22.877,31.48,78.781,68.385,59.212,-60.753,188.565,-45.991,48.479,126.346,5.462,73.927,22.877,31.48,78.781,68.385,72.449,68.127,188.565,45.991,53.972,126.346,11.688,73.927,23.658,24.341,31.66,66.98,40.779,167.619,82.346,145.499,51.709,67.144,39.749,166.167,75.88,146.132,51.273,11.248,2.963,125.983,124.131,-129.262,96.252,401.203,49.803,124.995,120.428,-127.339,92.768,399.711,49.242,9.658,2.82,-97.852,29.87,103.147,72.58,268.821,88.494,-97.117,28.701,101.914,72.156,268.501,88.365,10.443,12.983,11.606,25.384,158.437,50.804,48.884,28.008,11.1,24.202,155.375,38.856,49.313,26.91
0609-4-01-117,Schraubensalto C,74.787,170.049,394.961,74.787,170.049,394.961,169.154,285.099,397.777,47.893,78.081,68.876,57.888,-56.128,203.949,-36.634,76.574,103.623,5.641,71.522,18.513,47.893,78.081,68.876,57.888,-56.128,203.949,-36.634,76.574,103.623,5.641,71.522,18.513,47.941,78.081,68.876,74.485,58.761,203.949,36.634,76.574,103.623,10.094,71.682,21.329,24.891,32.782,98.141,45.815,160.002,71.704,141.14,56.127,98.366,43.634,158.22,66.866,141.391,53.555,12.14,2.502,118.622,137.715,-115.017,80.426,417.928,51.753,117.648,134.176,-113.002,77.623,415.756,51.945,8.462,2.24,-75.07,20.202,156.915,55.813,212.343,88.825,-74.743,19.056,155.727,54.895,212.776,88.954,20.776,29.088,11.591,20.676,146.451,62.851,37.926,31.796,11.397,18.059,145.663,47.321,38.921,22.671
0609-4-01-119,Strecksprung,5.689,12.569,5.913,5.689,12.569,5.913,18.019,44.861,25.3,-0.545,3.308,-1.884,3.873,-7.367,5.786,-0.413,2.966,7.595,2.773,13.662,-5.584,0.545,3.308,1.884,2.784,0.751,2.018,-0.413,-2.966,7.595,2.773,11.476,-5.584,10.15,20.302,3.99,3.873,7.367,5.947,1.103,3.152,9.496,2.893,14.039,5.867,23.032,32.684,-1.229,25.775,7.43,49.977,-4.119,9.777,-1.684,23.134,7.261,47.229,-3.769,6.954,0.964,0.224,8.492,4.827,-16.259,8.65,12.621,5.495,8.536,4.236,-16.234,6.406,12.341,4.568,1.093,0.144,-0.867,3.038,6.575,6.838,16.504,15.275,-0.714,2.826,6.614,6.642,16.415,14.222,16.666,26.409,6.121,3.536,29.966,15.732,-12.306,7.797,5.945,2.451,29.63,11.957,-12.229,4.615
0609-4-01-126,Schraubensalto C,73.091,181.313,400.411,73.091,181.313,400.411,160.14,272.233,400.709,44.04,73.579,67.781,58.829,-42.707,211.109,-29.431,63.974,99.132,-0.348,86.466,22.388,44.04,73.579,67.781,58.829,-42.707,211.109,-29.431,63.974,99.132,-0.348,86.466,22.388,44.04,73.579,67.781,80.629,47.931,211.109,29.431,64.256,99.132,6.041,86.466,22.687,24.278,31.029,96.579,44.541,161.357,79.9,148.643,46.902,97.592,44.801,159.989,70.022,149.013,38.074,14.533,3.828,129.58,158.921,-94.067,76.338,464.998,90.207,128.271,153.364,-92.466,72.745,462.905,86.715,8.656,2.63,-64.825,18.976,140.912,60.334,218.353,85.951,-64.955,16.766,139.463,59.267,218.961,85.624,11.936,12.947,-0.748,15.916,190.53,48.591,49.047,27.668,-1.045,14.731,187.665,38.275,48.933,24.822
0609-4-01-128,Strecksprung,1.915,21.633,6.332,1.915,21.633,6.332,30.516,80.069,36.628,-3.048,23.338,-0.158,-0.723,-18.85,-0.578,3.173,1.477,3.949,2.513,15.668,3.119,3.048,23.338,0.158,0.723,-18.85,0.578,-3.173,1.477,2.476,1.317,15.668,3.119,8.956,25.809,10.432,4.147,19.666,7.455,9.318,4.72,6.919,8.094,29.874,11.821,22.572,32.395,-6.324,23.3,48.419,51.084,-0.328,28.154,-6.648,19.525,47.407,42.953,-0.723,23.769,1.493,0.613,-1.5,9.801,-39.108,38.423,-1.2,20.526,-1.087,8.523,-38.399,34.259,-0.854,15.008,1.141,0.369,6.611,22.476,3.078,12.073,8.228,15.357,6.427,20.954,2.899,10.6,8.295,12.642,18.529,29.043,5.273,21.682,33.037,88.862,6.687,30.44,5.623,16.745,33.653,77.903,7.065,20.482
0609-4-01-129,Schraubensalto C,94.198,179.284,408.017,94.198,179.284,408.017,159.828,286.303,408.246,43.83,77.548,69.174,61.378,-50.63,216.142,-25.65,70.417,100.037,14.639,81.948,22.664,43.83,77.548,69.174,61.378,-50.63,216.142,-25.65,70.417,100.037,14.639,81.948,22.664,43.83,77.548,69.174,75.708,56.39,216.142,25.65,70.417,100.037,14.639,81.948,22.893,23.825,31.272,94.057,53.093,166.413,91.357,148.441,53.758,94.65,52.719,165.036,84.154,149.463,47.74,14.387,2.419,131.713,142.335,-108.647,88.387,463.824,57.9,130.441,138.007,-106.272,84.503,461.427,53.086,8.077,2.555,-54.807,23.551,151.122,39.219,214.205,86.04,-54.4,21.884,149.583,39.203,214.867,84.887,11.155,15.363,31.681,17.932,176.458,69.989,48.31,35.275,30.707,16.839,173.56,55.883,47.784,33.455
0609-4-01-130,Strecksprung,-3.933,-10.56,2.184,3.933,10.56,2.184,18.639,74.917,27.229,-2.849,10.961,-3.82,3.751,-11.778,10.58,-2.708,-16.168,0.753,-2.127,6.425,-5.329,2.849,10.961,3.82,-1.947,-10.144,2.939,0.904,16.168,0.753,2.127,-6.425,-5.329,7.802,14.781,6.128,3.925,11.778,10.58,2.729,16.168,4.149,4.183,32.19,6.373,32.751,39.536,-5.814,17.91,22.369,39.72,-7.796,13.286,-5.181,15.998,25.173,41.531,-7.119,8.092,0.852,0.219,7.655,5.692,-24.036,7.008,21.591,15.571,7.609,5.038,-23.89,6.882,21.432,14.672,0.935,0.163,-5.524,4.146,-32.896,11.652,1.455,9.674,-5.381,3.505,-32.805,11.102,1.486,9.334,18.897,28.618,-4.407,8.685,14.21,83.931,-10.965,11.774,-4.151,6.709,13.838,77.519,-10.921,8.281
0609-4-01-132,Schraubensalto C,66.284,145.956,398.21,66.284,145.956,398.21,178.724,256.813,425.197,36.73,72.267,72.755,62.326,-50.106,180.706,-49.03,49.077,128.638,16.259,74.718,16.111,36.73,72.267,72.755,62.326,-50.106,180.706,-49.03,49.077,128.638,16.259,74.718,16.111,37.457,72.267,72.755,72.757,57.428,180.706,49.03,52.4,128.638,19.479,74.718,43.098,22.633,30.189,76.71,42.983,152.075,86.429,152.461,47.712,77.224,42.986,150.471,78.158,152.792,46.63,9.98,2.883,132.685,117.532,-105.045,86.031,380.424,56.528,131.021,114.982,-103.405,83.117,379.182,55.783,9.344,3.141,-103.419,36.27,102.827,64.295,272.083,89.238,-102.305,35.234,101.52,63.481,271.963,88.527,18.565,26.499,34.188,44.823,157.987,82.296,33.736,91.6,33.514,41.526,156.958,71.904,35.483,85.728
0609-4-01-135,Schraubensalto C,93.973,191.077,415.272,93.973,191.077,415.272,159.479,284.794,417.885,44.99,83.28,73.48,60.124,-42.586,222.209,-22.168,66.998,98.655,11.029,83.385,20.928,44.99,83.28,73.48,60.124,-42.586,222.209,-22.168,66.998,98.655,11.029,83.385,20.928,45.029,83.28,73.48,78.816,51.131,222.209,22.173,66.998,98.655,13.462,83.385,23.541,23.389,30.241,97.804,57.94,181.043,76.616,159.739,70.977,98.426,57.943,179.884,68.72,160.854,72.058,15.519,1.857,130.704,161.064,-92.577,90.333,483.064,50.591,129.198,155.93,-90.608,85.354,480.191,41.413,7.866,2.053,-48.402,43.545,146.284,23.051,215.403,88.786,-48.258,42.045,145.386,24.341,215.772,89.038,10.918,13.289,23.946,27.722,181.813,44.298,45.218,29.704,23.126,25.139,178.4,19.762,44.918,23.265
