Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
114.95,-60.12,-6.28,-103.2,-49.55,-25.11,-32.41,20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133
35.06,73.0,720.68,43.44,72.35,698.07,50.31,20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133
6.296,2.28,189.44,-15.8,3.65,201.34,-12.58,20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133
7.042,-2.24,98.4,-0.32,-2.62,101.89,4.6,20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133
84.219,-12.36,49.04,-59.32,9.27,-37.04,21.34,20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477
8.033,-77.72,-63.68,153.28,-82.99,-71.22,156.02,20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477
13.812,-173.96,88.36,262.48,-185.93,85.78,276.8,20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477
10.2,-38.92,160.76,32.88,-36.21,163.1,35.12,20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477
90.77,-169.28,508.8,662.2,-12.71,-175.15,-26.3,20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905
8.689,-13.8,-122.88,-4.2,-14.33,-132.85,-7.77,20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905
7.159,7.16,-208.44,-8.88,6.04,-204.91,-9.21,20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905
7.503,20.68,-167.2,-3.2,20.08,-170.06,-3.96,20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905
99.008,18.8,40.08,25.12,15.63,60.95,16.58,0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033
8.05,8.88,164.88,-0.24,14.41,155.11,0.9,0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033
6.366,28.16,213.84,-14.4,26.02,215.75,-8.65,0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033
5.258,21.76,144.48,-17.04,20.91,144.69,-16.29,0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033
79.324,-18.92,71.04,12.84,-16.56,79.28,-7.35,20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142
0.78,16.96,33.4,-13.4,15.11,25.54,-10.52,20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142
1.115,12.16,-1.4,-5.04,9.04,-1.83,-5.93,20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142
0.991,-25.16,37.24,57.36,-25.48,36.68,53.92,20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142
79.465,-12.04,98.72,-28.6,-35.46,100.26,-10.96,20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367
5.906,79.48,-124.52,-56.8,80.72,-126.84,-53.85,20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367
11.176,261.0,-28.52,-205.84,256.83,-31.14,-205.12,20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367
9.651,17.48,196.6,-95.84,15.27,193.76,-95.34,20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367
97.496,-0.0,-83.96,-73.64,20.72,-73.44,0.71,20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343
7.677,-75.44,-127.28,99.24,-74.06,-133.94,104.1,20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343
10.4,-152.08,71.16,313.32,-149.26,63.4,314.21,20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343
10.069,-6.64,162.48,42.92,-10.79,168.17,40.24,20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343
96.593,25.76,193.28,-13.04,-5.91,142.69,23.9,20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2
9.447,-41.36,-55.88,72.36,-41.0,-62.14,75.61,20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2
10.159,-260.44,-14.76,220.52,-254.62,-26.66,220.12,20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2
7.82,-15.44,186.28,90.36,-16.32,183.36,89.17,20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2
87.166,11.96,145.36,14.16,12.75,182.82,-48.39,20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507
16.37,-0.44,-196.8,15.08,20.46,-194.62,4.64,20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507
23.223,52.04,498.44,-13.44,41.59,484.27,-3.48,20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507
6.216,4.4,87.48,16.96,9.39,92.41,12.11,20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507
87.454,-31.52,110.88,-20.28,-20.84,110.04,-24.28,20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517
1.509,2.2,21.24,15.32,-0.07,29.73,19.02,20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517
0.822,-7.16,-54.96,21.32,-5.18,-54.63,20.53,20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517
1.044,11.44,-65.28,-12.08,10.35,-65.72,-10.5,20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517
102.396,27.92,179.6,11.52,33.61,175.02,10.73,0609-1-01-386,Salto C,22.372,364.65,-15.41,22.372,364.65,15.41,38.55,388.485,43.868,4.444,37.81,-12.095,4.107,226.423,-0.196,9.777,48.153,-3.253,4.044,52.264,0.133,4.444,37.81,12.095,4.107,226.423,0.196,9.777,48.153,3.253,4.044,52.264,-0.133,7.793,61.645,17.401,11.99,226.423,9.612,9.777,48.153,6.215,8.989,52.264,10.639
15.913,-47.28,529.36,7.84,-34.58,502.29,-24.95,0609-1-01-386,Salto C,22.372,364.65,-15.41,22.372,364.65,15.41,38.55,388.485,43.868,4.444,37.81,-12.095,4.107,226.423,-0.196,9.777,48.153,-3.253,4.044,52.264,0.133,4.444,37.81,12.095,4.107,226.423,0.196,9.777,48.153,3.253,4.044,52.264,-0.133,7.793,61.645,17.401,11.99,226.423,9.612,9.777,48.153,6.215,8.989,52.264,10.639
2.201,30.32,198.4,-4.4,29.09,198.6,-0.3,0609-1-01-386,Salto C,22.372,364.65,-15.41,22.372,364.65,15.41,38.55,388.485,43.868,4.444,37.81,-12.095,4.107,226.423,-0.196,9.777,48.153,-3.253,4.044,52.264,0.133,4.444,37.81,12.095,4.107,226.423,0.196,9.777,48.153,3.253,4.044,52.264,-0.133,7.793,61.645,17.401,11.99,226.423,9.612,9.777,48.153,6.215,8.989,52.264,10.639
4.038,21.6,68.32,-10.48,19.05,65.45,-12.82,0609-1-01-386,Salto C,22.372,364.65,-15.41,22.372,364.65,15.41,38.55,388.485,43.868,4.444,37.81,-12.095,4.107,226.423,-0.196,9.777,48.153,-3.253,4.044,52.264,0.133,4.444,37.81,12.095,4.107,226.423,0.196,9.777,48.153,3.253,4.044,52.264,-0.133,7.793,61.645,17.401,11.99,226.423,9.612,9.777,48.153,6.215,8.989,52.264,10.639
95.224,4.6,110.76,63.68,11.86,131.4,18.59,0110-MORITZ-01-49,Salto A,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246
6.742,3.36,163.8,-3.52,4.99,162.53,-4.78,0110-MORITZ-01-49,Salto A,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246
8.66,-20.28,280.52,-14.2,-21.8,278.57,-13.77,0110-MORITZ-01-49,Salto A,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246
7.656,-19.0,240.6,-3.76,-21.18,245.17,1.79,0110-MORITZ-01-49,Salto A,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246
77.857,-8.12,156.6,3.68,-2.64,159.17,-3.71,0609-4-01-163,Strecksprung,-1.449,1.819,-1.752,1.449,1.819,1.752,10.418,86.703,15.229,-2.157,22.536,-2.12,-1.117,-20.96,1.992,1.935,-9.752,-0.881,-0.11,9.995,-0.743,2.157,22.536,2.12,1.117,-20.96,-1.992,-1.935,6.599,0.881,0.11,-6.357,0.743,4.347,26.485,4.312,1.362,20.96,2.244,2.335,9.752,3.986,2.374,29.506,4.687
0.802,-10.24,-13.36,-5.96,-9.71,-16.86,-3.97,0609-4-01-163,Strecksprung,-1.449,1.819,-1.752,1.449,1.819,1.752,10.418,86.703,15.229,-2.157,22.536,-2.12,-1.117,-20.96,1.992,1.935,-9.752,-0.881,-0.11,9.995,-0.743,2.157,22.536,2.12,1.117,-20.96,-1.992,-1.935,6.599,0.881,0.11,-6.357,0.743,4.347,26.485,4.312,1.362,20.96,2.244,2.335,9.752,3.986,2.374,29.506,4.687
1.055,5.68,-48.48,19.0,4.51,-48.08,16.99,0609-4-01-163,Strecksprung,-1.449,1.819,-1.752,1.449,1.819,1.752,10.418,86.703,15.229,-2.157,22.536,-2.12,-1.117,-20.96,1.992,1.935,-9.752,-0.881,-0.11,9.995,-0.743,2.157,22.536,2.12,1.117,-20.96,-1.992,-1.935,6.599,0.881,0.11,-6.357,0.743,4.347,26.485,4.312,1.362,20.96,2.244,2.335,9.752,3.986,2.374,29.506,4.687
0.852,7.24,-25.68,-5.08,7.58,-24.3,-8.06,0609-4-01-163,Strecksprung,-1.449,1.819,-1.752,1.449,1.819,1.752,10.418,86.703,15.229,-2.157,22.536,-2.12,-1.117,-20.96,1.992,1.935,-9.752,-0.881,-0.11,9.995,-0.743,2.157,22.536,2.12,1.117,-20.96,-1.992,-1.935,6.599,0.881,0.11,-6.357,0.743,4.347,26.485,4.312,1.362,20.96,2.244,2.335,9.752,3.986,2.374,29.506,4.687
74.171,-0.32,107.16,-9.52,4.02,131.57,-12.82,20191008-1207-FRANKFURT_2-01-192,Strecksprung,-3.845,-1.53,2.896,3.845,1.53,2.896,21.67,101.903,39.956,2.807,12.134,8.307,0.621,-29.332,-6.517,2.737,-15.574,3.149,-10.01,31.241,-2.043,2.807,12.134,8.307,0.621,5.063,-6.517,2.737,15.574,3.149,-2.319,-31.241,-2.043,4.969,23.23,14.48,3.882,29.332,8.95,2.794,15.574,4.267,10.026,33.769,12.259
