Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-56,24.461,20.11,14.612,3.157,21.648,11.492,56.556,26.055
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-174,23.478,19.795,14.944,7.653,24.916,228.812,179.878,194.815
Schraubensalto,20190930-1153-FRANKFURT_1-01-183,24.905,22.262,8.833,2.194,26.413,87.343,155.167,111.83
Salto C,0609-4-01-402,26.044,22.213,15.725,1.488,23.539,15.82,121.881,13.679
Von Bauch in Stand,0609-1-01-769,23.977,24.158,16.115,1.32,18.219,14.069,57.652,14.98
Barani C,0609-4-01-580,23.524,21.526,12.386,1.802,24.368,20.16,207.933,107.432
Salto C,0609-1-01-468,23.698,21.824,11.128,1.189,25.253,31.86,187.832,23.471
Salto C,0609-1-01-394,23.439,21.562,11.7,1.189,24.91,24.238,196.194,22.352
Bauchsprung,0609-1-01-739,22.868,20.069,14.096,1.322,18.652,12.476,81.85,17.92
Fliffis C,0609-1-01-89,26.244,24.298,23.591,4.34,29.479,150.812,367.727,106.75
Fliffis B,20191008-1207-FRANKFURT_2-01-264,22.831,19.867,16.357,5.066,27.534,90.565,436.127,143.677
Schraubensalto A,20191007-1534-FRANKFURT_2-01-118,22.933,19.715,8.395,4.295,25.474,116.282,147.453,149.653
Salto C,0609-4-01-4,25.275,21.759,15.71,1.505,22.846,12.027,128.263,13.093
Schraubensalto C,0609-4-01-243,21.234,19.486,9.438,3.137,24.171,113.389,143.54,173.039
Fliffis C,0609-4-01-252,25.204,23.876,22.905,2.812,27.523,84.827,368.728,119.185
Salto B,20191007-1534-FRANKFURT_2-01-76,23.507,20.445,10.625,3.94,26.202,24.292,217.737,35.643
Salto C,0609-4-01-361,26.071,22.302,14.738,1.45,24.299,14.473,132.16,14.746
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-264,22.335,18.537,16.582,9.188,28.906,221.099,420.661,364.647
Schraubensalto A,20191007-1159-FRANKFURT_1-01-344,22.116,20.305,11.404,3.409,24.271,174.258,247.013,266.666
Fliffis C,20190930-1247-FRANKFURT_2-01-344,24.737,22.19,25.999,5.009,27.981,59.414,376.775,130.579
Salto A,20190930-1616-FRANKFURT_1-01-31,23.005,20.957,7.207,1.407,24.297,13.568,45.384,27.15
Voll- ein- halb- aus B,0115-JANEIKE-01-137,20.971,19.196,19.516,12.439,29.854,225.108,362.883,300.898
Schraubensalto C,0609-4-01-158,22.883,20.3,10.476,2.252,24.254,104.54,131.947,156.073
Salto B,20191007-1150-FRANKFURT_2-01-197,20.905,18.281,10.404,1.409,23.456,19.148,190.324,29.244
Salto A,0827-BK1-01-127,24.024,21.923,12.342,1.258,23.266,9.572,46.595,13.88
Barani C,0609-4-01-618,23.674,21.348,13.961,2.473,23.882,60.984,179.583,87.998
Doppelsalto C,20191008-1207-FRANKFURT_2-01-308,23.383,19.335,20.183,7.492,28.29,89.373,250.22,46.016
Schraubensalto,20190930-1247-FRANKFURT_2-01-132,23.692,21.551,6.319,2.408,25.51,110.272,145.366,110.942
Salto C,20191007-1159-FRANKFURT_1-01-19,24.349,21.394,4.75,1.2,26.774,33.018,211.308,25.655
Salto C,0609-4-01-251,25.508,21.859,14.976,1.226,23.893,12.128,126.266,13.179
Von Bauch in Stand,0609-1-01-837,23.177,23.502,16.878,0.98,16.474,15.841,51.904,14.955
Fliffis C,20190930-1616-FRANKFURT_1-01-240,25.756,23.613,22.991,4.539,29.299,64.667,364.475,115.774
Barani A,20191008-1207-FRANKFURT_2-01-186,25.869,23.158,3.44,2.767,27.962,85.16,186.897,71.073
Bauchsprung,0609-1-01-705,23.958,20.993,14.414,1.155,19.61,11.595,73.79,18.012
Von Bauch in Stand,0609-1-01-686,22.793,23.168,15.353,1.462,17.149,14.379,70.249,12.456
Doppelsalto B,0609-1-01-395,24.075,20.691,18.515,2.004,28.234,38.998,270.488,28.273
Schraubensalto C,0609-4-01-174,23.423,21.053,10.012,3.077,24.851,105.872,121.257,168.21
Salto C,0609-4-01-46,25.443,22.386,16.425,2.323,22.605,20.931,127.747,17.152
Salto A,20191008-1207-FRANKFURT_2-01-49,24.441,20.987,6.25,3.845,26.227,20.407,84.875,28.538
Salto C,0827-BK1-01-22,25.591,23.796,13.251,1.471,25.061,10.606,148.629,10.965
Salto A,20191008-1157-FRANKFURT_1-01-239,22.424,20.125,6.464,1.995,24.35,15.907,55.745,23.41
Fliffis B,0609-4-01-11,24.637,22.08,19.99,2.789,27.57,81.598,356.549,117.021
Salto B,20191007-1150-FRANKFURT_2-01-234,20.668,18.121,9.143,1.054,23.653,14.168,190.031,20.954
Schraubensalto C,0609-4-01-209,23.295,21.061,10.364,2.569,24.812,109.01,129.998,146.938
Salto A,20191008-1207-FRANKFURT_2-01-35,23.462,20.805,5.401,3.386,25.041,17.686,65.772,22.514
Barani A,20190930-1616-FRANKFURT_1-01-258,22.962,22.192,10.275,3.993,24.089,58.286,136.499,49.058
Salto C,0609-4-01-21,26.362,22.638,16.228,1.901,23.673,12.906,137.876,16.56
Doppelsalto C,0609-1-01-788,22.054,19.627,21.85,2.059,26.97,37.296,275.501,27.965
Salto A,20191008-1207-FRANKFURT_2-01-76,23.923,21.134,5.528,5.118,25.476,16.19,98.468,24.961
Barani A,20191008-1157-FRANKFURT_1-01-128,24.38,22.236,8.305,1.913,26.664,75.804,184.411,120.075
Doppelsalto B,0609-1-01-441,23.285,20.418,17.946,1.567,28.472,36.881,278.865,31.159
Salto C,0827-BK2-02-35,24.412,22.424,11.665,0.881,25.865,13.499,177.104,28.124
Barani C,0609-4-01-560,22.818,21.155,13.685,1.865,23.315,23.293,213.976,90.879
3/4 Salto rw A,20191003-1152-FRANKFURT_1-01-61,24.106,19.948,14.116,1.192,21.2,11.582,77.76,19.805
Barani C,0609-4-01-530,23.13,21.543,12.722,2.15,24.183,41.69,199.768,84.914
Fliffis C,20191003-1152-FRANKFURT_1-01-118,21.461,20.678,23.38,5.783,26.38,80.891,395.095,112.519
Barani C,0609-4-01-538,23.437,21.261,13.136,1.855,24.054,37.557,205.324,101.387
Fliffis C,20190930-1616-FRANKFURT_1-01-78,24.236,21.255,17.22,4.341,29.042,65.661,384.562,125.011
Bauchsprung,0609-1-01-166,25.241,22.165,14.934,1.337,20.5,10.041,75.43,24.965
Bauchsprung,0609-1-01-638,23.537,20.822,14.892,0.888,18.647,12.188,69.819,20.564
3/4 Salto vw A,20191001-1202-FRANKFURT_2-01-113,25.148,21.927,14.381,1.064,21.507,10.614,150.69,27.114
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-158,22.331,19.872,17.075,7.104,23.412,221.422,215.443,198.145
Doppelsalto B,20190930-1616-FRANKFURT_1-01-182,24.343,20.525,20.461,2.826,27.888,30.588,243.479,28.753
Salto C,20191001-1202-FRANKFURT_2-01-95,25.971,20.711,12.619,2.005,23.994,23.93,178.749,29.447
Salto B,0115-CHARI-05-100,24.241,22.22,10.208,1.336,27.384,16.505,184.95,24.045
Salto A,20191008-1157-FRANKFURT_1-01-36,23.535,20.616,5.736,1.349,25.221,16.025,57.957,20.035
Fliffis aus C,20191001-1148-FRANKFURT_1-01-246,22.751,20.356,22.298,4.758,28.459,40.7,452.85,186.729
3/4 Salto vw A,20191001-1202-FRANKFURT_2-01-82,25.211,22.612,14.292,1.485,21.474,11.135,127.056,26.121
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-211,22.064,19.148,16.844,9.423,29.153,203.837,419.954,369.655
Doppelsalto C,0609-1-01-665,22.438,20.237,22.329,1.303,26.494,27.405,262.815,24.787
Voll- ein- voll- aus C,0115-JANEIKE-01-142,18.432,15.467,22.272,9.898,26.823,248.031,366.075,332.964
Doppelsalto B,0609-1-01-565,23.807,20.98,18.35,1.867,27.917,38.901,275.801,23.941
3/4 Salto vw A,20191008-1157-FRANKFURT_1-01-262,28.284,23.004,18.138,1.255,19.123,11.733,130.246,20.7
Salto C,0609-4-01-57,26.407,22.675,15.826,1.072,24.442,13.817,151.311,18.324
Von Bauch in Stand,0609-1-01-797,24.179,23.82,17.501,1.276,17.471,23.687,60.578,31.315
Fliffis- Rudi B,0115-MORITZ-03-114,23.287,21.246,19.34,8.926,28.938,190.086,374.676,274.999
Bauchsprung,0609-1-01-290,25.461,22.842,15.464,0.7,20.291,9.699,64.446,15.402
Fliffis- Rudi B,0110-MORITZ-01-78,23.95,21.744,20.748,9.172,28.805,196.834,368.99,279.356
Fliffis B,0609-4-01-70,24.64,21.819,18.765,2.642,28.054,86.896,350.481,141.404
Barani A,20191001-1202-FRANKFURT_2-01-46,25.221,21.309,12.861,2.758,24.215,69.788,180.599,100.522
Doppelsalto B,0115-CHARI-05-63,21.993,20.586,18.297,1.329,27.707,26.888,266.756,26.991
Doppelsalto B,0609-1-01-238,19.85,17.176,18.063,1.557,25.823,36.177,271.393,33.113
Fliffis B,20191007-1150-FRANKFURT_2-01-180,17.351,16.66,19.024,5.044,25.631,76.972,405.044,172.28
Salto C,20190930-1153-FRANKFURT_1-01-203,24.53,21.668,12.171,1.701,26.005,32.762,170.411,23.04
Fliffis C,20191007-1524-FRANKFURT_1-01-97,23.16,20.101,22.517,6.473,29.437,68.486,394.458,155.109
Salto C,20191007-1159-FRANKFURT_1-01-59,24.534,21.683,5.504,1.014,26.536,25.073,205.092,21.304
Salto B,0827-BK2-02-69,23.247,21.423,11.446,1.565,24.741,29.904,197.511,31.549
Salto B,20191008-1207-FRANKFURT_2-01-117,25.755,21.645,10.357,3.972,28.195,22.542,218.574,32.663
Salto C,20191007-1150-FRANKFURT_2-01-133,22.03,18.92,10.478,1.3,24.791,24.398,170.599,29.695
Salto B,20191001-1202-FRANKFURT_2-01-45,23.214,19.128,13.257,1.161,23.068,17.948,220.507,34.471
3/4 Salto rw A,20190930-1153-FRANKFURT_1-01-236,26.229,23.309,16.588,0.993,21.342,11.842,44.041,17.384
Schraubensalto C,0609-4-01-207,22.867,20.509,10.9,2.048,23.887,113.769,127.523,153.513
Salto C,0609-4-01-62,26.313,22.636,16.455,1.066,23.646,16.02,121.353,20.096
Salto A,0827-BK2-01-96,24.997,23.059,9.544,1.208,26.062,16.347,53.053,11.572
Rudi,20190930-1247-FRANKFURT_2-01-174,22.562,20.555,8.399,4.072,25.402,143.665,192.102,209.043
Fliffis C,20191008-1157-FRANKFURT_1-01-198,23.915,21.638,21.299,5.37,30.735,66.081,435.794,185.098
Salto C,0609-4-01-371,26.061,22.4,15.997,1.164,23.858,11.254,150.004,11.804
Salto C,0609-4-01-36,26.197,22.835,16.319,1.717,23.706,14.268,155.843,20.164
Barani C,0609-4-01-606,22.085,20.465,12.124,1.647,23.903,35.122,208.423,99.473
Salto A,20191008-1157-FRANKFURT_1-01-68,23.076,20.506,4.23,1.096,25.253,17.788,53.55,19.872
Salto C,0609-1-01-605,23.782,21.994,10.547,1.163,25.254,17.232,186.708,19.637
Salto C,20191008-1207-FRANKFURT_2-01-227,24.299,21.199,8.965,2.779,27.328,26.307,218.152,27.227
Baby- Fliffis C,20191001-1202-FRANKFURT_2-01-114,21.846,21.884,18.037,3.952,21.461,80.987,280.285,161.25
Barani A,20191008-1157-FRANKFURT_1-01-179,24.039,21.752,7.52,2.67,26.839,52.203,201.335,125.473
Barani B,20191007-1159-FRANKFURT_1-01-152,21.909,20.362,9.985,2.947,23.701,43.417,265.692,158.641
Salto A,20190930-1247-FRANKFURT_2-01-45,22.871,20.955,6.937,1.592,24.986,19.625,38.396,25.473
Fliffis B,0609-4-01-76,24.9,21.891,18.237,3.125,29.58,106.341,355.116,128.546
Salto A,20190930-1153-FRANKFURT_1-01-91,23.691,21.174,9.713,0.927,24.475,18.01,46.185,34.28
Salto C,0609-1-01-294,19.509,19.034,10.314,1.037,21.702,9.717,84.03,14.979
Fliffis C,20190930-1247-FRANKFURT_2-01-200,25.381,22.761,25.21,6.07,29.146,67.512,374.765,127.627
Salto C,20191007-1159-FRANKFURT_1-01-417,23.263,20.724,7.568,1.28,25.446,19.457,237.147,28.33
Salto C,20191007-1159-FRANKFURT_1-01-399,24.019,21.15,8.062,1.155,25.902,18.269,197.459,19.898
Fliffis B,0609-4-01-16,23.951,21.879,18.903,2.776,28.095,94.727,358.208,128.599
Doppelsalto C,0609-1-01-833,21.553,19.508,22.604,1.758,26.12,28.772,270.345,21.455
Fliffis C,20190930-1616-FRANKFURT_1-01-96,23.173,21.328,17.917,4.496,28.101,60.384,378.188,112.738
Schraubensalto A,20191008-1207-FRANKFURT_2-01-174,24.776,21.441,4.163,4.784,26.382,100.29,164.387,124.34
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-117,22.745,20.248,15.273,7.4,24.111,228.054,204.772,194.803
Doppelsalto B,0609-1-01-542,23.709,20.718,18.007,1.922,28.297,48.611,273.103,24.73
Salto B,20191007-1150-FRANKFURT_2-01-213,20.852,17.934,10.118,1.2,23.525,22.059,210.622,32.592
Salto B,20190930-1153-FRANKFURT_1-01-89,23.739,21.361,11.743,1.219,26.78,29.133,219.007,28.035
Fliffis- Rudi B,0115-MORITZ-03-165,22.815,20.002,18.416,7.388,28.496,243.36,399.067,273.47
Salto C,20191008-1157-FRANKFURT_1-01-298,25.289,21.955,6.138,2.09,27.209,19.053,201.643,37.377
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-253,24.472,18.038,25.109,10.756,30.533,189.877,406.967,414.93
Barani C,0609-4-01-570,24.026,21.961,12.908,1.671,24.816,28.991,206.324,87.399
Salto B,20191007-1524-FRANKFURT_1-01-197,24.467,21.513,10.77,5.264,26.19,39.89,200.841,36.813
Schraubensalto,20190930-1247-FRANKFURT_2-01-221,24.232,21.881,6.305,2.915,25.572,98.203,137.548,127.487
Salto C,0609-4-01-493,25.511,21.798,16.404,0.962,22.564,14.581,129.139,11.79
Bauchsprung,0609-1-01-862,24.791,21.921,14.553,0.627,20.324,12.047,75.924,11.392
Salto C,20190930-1153-FRANKFURT_1-01-107,23.177,21.073,6.126,1.088,24.953,13.867,49.028,19.961
Salto C,20191008-1207-FRANKFURT_2-01-159,24.089,20.617,10.221,2.875,26.725,45.768,213.043,35.953
Salto C,0609-4-01-455,26.064,22.552,15.941,1.153,23.502,19.63,134.063,20.427
Salto C,20191007-1159-FRANKFURT_1-01-11,23.892,20.755,8.845,1.211,27.137,32.344,230.847,26.275
Schraubensalto A,20191007-1150-FRANKFURT_2-01-118,19.929,17.731,6.607,3.332,23.268,112.131,150.343,176.93
Salto A,20191007-1524-FRANKFURT_1-01-116,26.427,22.275,11.095,5.111,25.24,21.807,72.211,45.607
Salto B,20191008-1207-FRANKFURT_2-01-26,24.841,21.955,9.003,3.756,26.811,29.446,208.786,31.149
Salto C,0827-BK2-01-28,25.87,24.007,12.756,1.61,26.019,17.924,175.268,19.08
Salto B,20191007-1159-FRANKFURT_1-01-449,23.204,20.341,8.83,1.555,25.603,39.401,208.931,36.915
Doppelsalto C,0609-1-01-741,23.614,20.869,22.581,1.919,29.029,51.263,292.573,35.849
Salto C,20191008-1207-FRANKFURT_2-01-145,25.581,22.509,8.154,4.559,26.184,32.658,153.457,35.904
Fliffis B,20191007-1524-FRANKFURT_1-01-144,22.549,18.912,18.053,4.936,27.841,80.512,448.735,177.276
Salto A,0827-BK2-02-137,23.078,21.075,8.297,0.761,24.443,13.11,42.962,15.319
Fliffis B,0110-MORITZ-01-157,24.514,22.487,19.708,3.798,27.626,97.021,372.843,111.235
Barani B,20191007-1159-FRANKFURT_1-01-213,23.333,20.513,8.88,3.743,25.633,50.976,254.799,139.096
Barani A,20191008-1157-FRANKFURT_1-01-355,23.328,22.281,8.715,2.901,24.897,80.172,176.825,131.487
Salto C,0609-1-01-21,24.438,22.466,11.767,1.37,25.734,24.57,199.136,17.777
Salto C,0609-4-01-482,25.064,21.695,16.473,1.049,22.156,12.427,162.584,17.125
Doppelsalto C,0609-1-01-885,22.592,20.431,21.952,1.758,26.57,40.832,273.61,27.905
Salto C,0609-4-01-69,26.887,22.962,16.46,1.299,24.075,18.53,132.589,19.469
Salto A,20191007-1534-FRANKFURT_2-01-135,21.871,19.243,5.219,2.091,24.552,15.534,42.97,11.092
Barani A,20191007-1150-FRANKFURT_2-01-108,20.638,19.079,7.29,2.326,24.713,81.632,175.415,90.965
40/,20191001-1148-FRANKFURT_1-01-160,23.936,21.304,7.892,1.004,25.351,21.022,63.9,18.17
Barani C,0609-4-01-562,23.648,21.704,11.814,1.768,24.962,23.445,202.918,95.352
40<,20191001-1148-FRANKFURT_1-01-52,24.938,21.064,11.61,1.464,27.008,19.908,211.582,25.787
Schraubensalto A,20191008-1207-FRANKFURT_2-01-342,23.936,20.45,7.854,8.019,24.282,87.016,160.681,164.003
Bauchsprung,0609-1-01-271,25.392,22.73,16.153,0.955,19.975,16.182,72.391,14.101
Doppelsalto B,20191007-1524-FRANKFURT_1-01-277,23.742,20.359,18.425,3.806,28.981,44.031,251.117,41.589
Doppelsalto B,20190930-1616-FRANKFURT_1-01-257,23.854,20.153,19.775,3.29,29.393,29.422,268.369,22.62
Fliffis B,0609-4-01-483,23.211,20.715,20.592,3.021,26.894,77.287,368.841,137.953
Barani C,0609-4-01-546,22.41,20.988,11.207,2.175,24.372,32.409,207.733,100.807
Salto B,0115-JANEIKE-01-92,23.83,22.141,11.937,1.693,25.171,22.624,131.694,36.744
Fliffis B,20191007-1524-FRANKFURT_1-01-268,20.65,16.823,17.53,5.32,26.21,111.545,444.281,175.008
Fliffis C,0609-1-01-15,24.658,23.66,22.516,5.279,29.105,148.944,376.585,116.2
Schraubensalto A,20191008-1207-FRANKFURT_2-01-102,25.282,21.705,6.749,4.14,26.973,90.594,168.804,140.605
Barani C,0609-4-01-524,24.045,22.048,12.687,2.463,25.066,31.116,202.152,97.207
Salto A,20191008-1207-FRANKFURT_2-01-143,23.856,21.137,4.285,3.961,25.581,26.547,97.015,25.58
Schraubensalto C,0609-4-01-186,23.212,20.449,10.523,3.098,24.692,106.713,126.27,171.687
Barani A,20191008-1207-FRANKFURT_2-01-59,24.557,22.09,5.728,7.88,26.131,72.947,167.969,75.955
Salto C,0609-1-01-389,23.952,22.152,10.314,1.248,25.736,18.549,190.892,22.126
Voll- ein- halb- aus B,0115-JANEIKE-01-18,22.128,18.999,20.715,9.934,29.954,233.225,349.585,257.455
43/,20191001-1148-FRANKFURT_1-01-121,22.917,20.74,9.955,3.578,25.509,132.691,247.207,266.274
Salto C,0609-1-01-334,23.045,21.68,10.11,0.983,25.103,17.105,193.597,16.728
Barani A,20191007-1524-FRANKFURT_1-01-53,25.53,22.535,6.843,5.645,27.484,71.683,185.204,84.636
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-244,20.564,18.821,19.388,6.087,28.045,149.128,354.558,336.849
Salto A,0827-BK1-01-123,23.57,21.836,11.45,1.688,23.683,14.212,43.52,17.162
Fliffis- Rudi B,0115-MORITZ-03-40,22.636,20.263,19.096,9.414,29.817,190.169,378.944,300.209
Salto C,0609-1-01-526,24.035,22.364,10.28,1.06,25.7,17.139,184.062,22.843
Cody C,20191007-1150-FRANKFURT_2-01-43,22.109,21.554,21.14,2.688,21.116,20.987,215.61,39.667
Salto C,0827-BK2-01-31,25.801,23.674,11.311,1.604,26.737,19.542,176.984,17.9
Salto C,20190930-1153-FRANKFURT_1-01-127,22.875,20.742,6.16,1.186,24.759,19.818,54.831,24.555
Salto C,0827-BK2-02-10,24.437,22.766,12.106,1.553,25.35,15.97,184.371,21.183
Schraubensalto,0110-JANEIKE-01-133,22.311,19.616,8.13,1.895,24.972,106.981,157.081,135.573
Fliffis B,0609-4-01-22,24.701,22.122,18.852,2.903,28.374,96.679,352.451,112.941
Doppelsalto C,0609-1-01-143,22.578,20.616,23.164,1.475,25.988,21.695,273.408,21.03
Salto C,0827-BK1-01-41,25.182,23.498,12.819,1.391,25.138,10.322,138.705,12.031
Barani A,20191003-1152-FRANKFURT_1-01-88,20.284,18.917,5.95,2.505,24.378,94.95,160.808,58.588
3/4 Salto vw A,20191001-1148-FRANKFURT_1-01-165,28.967,23.339,17.847,1.167,19.744,12.772,120.401,20.06
Salto C,20191003-1152-FRANKFURT_1-01-159,22.747,20.234,10.457,1.154,25.247,10.185,181.391,17.766
Salto A,20190930-1616-FRANKFURT_1-01-14,23.966,21.254,6.416,0.964,25.446,15.22,45.317,19.507
Fliffis Rudi C,20191008-1207-FRANKFURT_2-01-305,22.803,19.576,21.271,11.333,30.677,165.359,393.083,354.587
Barani C,0609-4-01-522,23.569,21.841,11.786,1.647,24.533,30.451,180.044,97.464
Barani C,20190930-1616-FRANKFURT_1-01-58,23.289,21.332,9.329,2.554,25.574,30.928,217.816,69.183
Salto C,0827-BK2-02-47,23.578,22.053,11.901,1.889,24.725,17.409,189.448,16.252
Bauchsprung,0609-1-01-717,24.134,21.731,15.241,1.514,18.966,9.156,66.704,15.666
Salto B,0115-JANEIKE-01-119,25.0,22.021,12.867,1.751,25.913,30.714,169.763,26.52
Barani C,20190930-1247-FRANKFURT_2-01-171,24.339,22.349,8.11,2.53,26.151,51.0,199.982,53.794
Fliffis B,20191008-1207-FRANKFURT_2-01-241,22.949,20.02,15.788,4.573,27.559,51.937,455.566,153.259
Salto A,20191008-1207-FRANKFURT_2-01-7,24.713,21.039,7.076,4.411,26.019,17.225,84.739,22.093
Fliffis B,0609-4-01-428,24.696,21.875,20.171,2.759,28.311,95.66,351.584,115.271
Fliffis C,20191003-1152-FRANKFURT_1-01-146,22.37,21.258,23.83,6.836,26.822,95.643,388.932,95.637
Doppelsalto C,0609-1-01-633,20.333,17.967,20.703,1.467,26.198,25.436,251.896,22.308
Cody C,20190930-1247-FRANKFURT_2-01-107,26.571,25.124,22.664,1.537,23.022,21.838,246.752,39.724
Von Bauch in Stand,0609-1-01-890,24.01,24.606,16.662,1.821,17.203,12.829,67.376,19.897
Barani A,20191007-1534-FRANKFURT_2-01-46,21.731,20.503,6.652,3.57,25.196,72.764,184.66,92.247
Doppelsalto B,0110-MORITZ-01-62,24.217,21.374,21.638,1.34,24.393,27.877,226.296,19.528
3/4 Salto vw A,20191008-1207-FRANKFURT_2-01-122,29.501,24.26,16.262,5.555,21.013,21.314,110.631,26.071
Salto C,0827-BK1-01-35,24.478,22.517,13.315,1.319,24.893,11.579,156.255,14.398
40°,20191001-1148-FRANKFURT_1-01-124,24.562,20.833,7.316,1.403,26.535,21.236,212.378,31.718
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-163,20.646,17.766,14.958,8.031,29.394,157.914,417.349,360.33
Salto C,0609-4-01-427,26.356,22.765,15.016,1.176,24.299,15.123,145.584,15.903
Fliffis B,0609-4-01-341,24.37,21.958,18.755,2.558,28.624,88.951,359.025,131.328
Barani A,20191007-1524-FRANKFURT_1-01-51,23.995,21.879,7.146,5.187,25.711,44.675,197.611,111.842
Fliffis aus C,0115-MORITZ-03-191,25.895,23.794,22.817,4.075,29.377,71.2,376.54,128.701
Von Bauch in Stand,0609-1-01-192,24.46,24.413,15.675,1.042,18.873,15.084,70.064,19.856
Salto C,20190930-1247-FRANKFURT_2-01-47,21.603,20.002,11.076,1.934,23.113,17.002,123.911,16.768
Doppelsalto B,0609-1-01-403,22.328,19.922,18.042,2.228,26.032,43.045,265.899,31.588
Barani B,20191007-1159-FRANKFURT_1-01-247,22.962,20.676,11.692,2.971,24.45,20.356,249.763,150.093
Fliffis C,20191007-1524-FRANKFURT_1-01-146,23.045,18.368,20.66,5.111,30.569,82.589,425.178,178.55
Salto C,0609-1-01-597,23.858,22.013,8.889,1.013,25.596,13.86,161.238,17.183
Salto C,0609-1-01-541,23.862,21.983,10.723,1.304,25.303,17.843,191.153,18.519
Salto C,0110-MORITZ-01-30,26.549,23.996,12.768,1.391,26.115,16.834,144.762,17.235
Fliffis B,0110-MORITZ-01-111,24.584,22.591,21.396,4.328,26.465,81.775,367.183,122.386
Salto B,0827-BK1-01-62,25.466,23.129,13.892,1.507,25.802,16.883,157.868,22.045
Salto C,20190930-1616-FRANKFURT_1-01-49,23.367,20.998,10.017,1.58,26.193,17.84,192.668,29.092
Salto A,0827-BK1-01-111,24.63,22.732,10.54,2.195,25.267,12.57,52.692,15.996
Salto C,20190930-1247-FRANKFURT_2-01-224,24.641,22.078,8.435,2.777,25.857,19.8,88.681,20.8
Baby- Fliffis C,20191008-1157-FRANKFURT_1-01-263,24.681,23.012,17.801,3.557,20.995,45.001,299.276,128.541
Fliffis aus C,20191001-1148-FRANKFURT_1-01-220,23.031,21.372,22.625,4.465,27.67,37.914,447.624,208.941
Salto A,20191007-1150-FRANKFURT_2-01-86,19.937,17.442,7.755,1.399,22.631,26.179,54.99,33.405
Barani C,20190930-1247-FRANKFURT_2-01-242,24.877,22.727,8.642,3.055,26.885,57.349,200.769,53.805
Baby- Fliffis C,20191007-1159-FRANKFURT_1-01-388,23.247,22.442,17.575,3.172,19.604,49.147,298.19,153.48
Doppelsalto B,0609-1-01-344,22.866,20.092,18.578,1.68,27.544,34.874,274.17,25.513
Doppelsalto C,0609-1-01-864,22.121,20.072,21.998,1.586,26.467,36.674,268.505,30.66
Barani B,20191007-1159-FRANKFURT_1-01-118,23.556,21.265,8.99,2.658,25.418,52.443,200.529,116.908
Barani A,20190930-1153-FRANKFURT_1-01-79,23.698,22.048,6.322,1.603,26.299,78.42,152.91,79.884
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-251,21.502,17.771,18.599,9.132,26.9,188.041,425.615,369.191
Salto C,0609-1-01-59,24.148,22.328,11.986,1.023,25.274,21.292,206.029,20.567
Schraubensalto A,20191007-1150-FRANKFURT_2-01-97,20.489,17.709,5.867,3.995,23.957,104.533,167.996,176.118
3/4 Salto rw A,20191003-1152-FRANKFURT_1-01-42,25.076,20.912,14.348,2.005,21.92,9.014,75.912,18.856
Salto B,20190930-1247-FRANKFURT_2-01-266,24.16,21.386,11.486,1.194,26.355,14.401,199.461,19.555
Salto A,20191007-1159-FRANKFURT_1-01-343,23.322,20.298,7.283,1.129,24.964,12.973,68.989,22.36
Schraubensalto C,0609-4-01-171,23.215,20.917,10.17,2.734,24.57,100.498,128.347,165.561
Doppelsalto C,0609-1-01-651,22.173,20.035,22.263,1.808,25.488,21.694,264.106,28.01
Barani C,0609-4-01-608,22.145,20.336,13.16,1.94,23.55,23.711,227.989,96.247
Barani B,20191007-1159-FRANKFURT_1-01-74,25.502,21.704,10.095,4.435,26.907,58.145,269.008,134.158
Salto A,20191007-1150-FRANKFURT_2-01-170,20.543,18.429,7.563,1.38,22.881,13.535,47.565,26.725
Barani A,20191007-1534-FRANKFURT_2-01-32,22.052,20.569,6.562,6.212,25.05,64.397,187.317,101.389
Fliffis B,0115-JANEIKE-01-141,18.787,17.459,19.921,6.698,26.506,116.57,416.09,165.429
Salto A,20191008-1157-FRANKFURT_1-01-138,23.177,20.351,5.45,1.067,25.318,12.994,72.874,19.476
Salto C,0827-BK1-01-13,25.613,23.529,12.638,1.473,25.597,11.576,148.205,17.417
Doppelsalto C,0609-1-01-692,23.462,21.194,22.473,1.751,28.291,34.968,286.203,24.507
Doppelsalto C,0609-1-01-153,23.258,21.065,23.012,1.291,26.445,30.225,287.134,25.629
Cody C,20190930-1153-FRANKFURT_1-01-140,25.644,24.947,22.864,2.161,20.766,32.535,244.773,33.193
Rudi,20190930-1247-FRANKFURT_2-01-245,24.464,21.936,9.508,4.111,26.167,172.036,201.181,220.063
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-164,23.908,19.873,13.552,2.128,21.764,12.406,56.563,19.121
