SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil
0609-1-01-833,Bauchsprung,73.342,35.058,89.624,39.113,32.117,80.773,31.473,33.871,10.339,-15.635,-16.27,11.325,-11.566,-13.502,4.088,-12.407,-58.887,-30.275,-12.195,-58.169,-25.91,1.55,-19.637,-71.202,3.816,-17.611,-66.88,0.285,0.778,-6.765,-45.907,1.66,-7.847,-46.806,1.211,0.827,-6.176,-42.451,-4.929,-5.56,-43.805,-3.296,0.642,5.82,-55.299,14.259,6.186,-54.106,14.258,0.579,13.1,-57.987,21.453,11.411,-61.642,19.152,0.974,-4.759,-107.42,-9.3,-5.148,-103.054,-7.732,1.678,-20.722,-98.896,-8.244,-18.757,-100.3,-10.08,1.344,-6.509,-96.182,-22.176,-6.541,-94.512,-19.944,1.293,8.229,-82.882,-9.429,6.936,-83.528,-7.994,1.717,3.413,-67.515,15.84,4.627,-62.639,14.337,1.578,15.873,-0.977,20.826,14.827,-10.347,20.851,1.59,10.604,-39.016,14.933,10.058,-32.371,13.065,1.838,-2.902,-10.687,-4.922,-1.38,-10.785,-3.867,2.307,7.829,39.139,1.034,6.716,40.337,4.339,2.722,4.895,122.065,19.289,4.174,118.293,16.528,24.867,7.658,132.713,-54.647,2.958,129.791,-50.623,77.33,-35.309,21.545,-13.064,-29.012,20.804,-19.613
0609-1-01-834,Von Bauch in Stand,82.102,-21.943,-40.332,3.14,-21.726,-36.524,7.711,34.87,-8.449,-7.545,12.515,-4.679,-13.502,11.593,6.753,55.339,-49.184,-12.913,44.204,-44.856,-8.587,4.826,-2.014,1.579,8.281,6.096,7.56,2.853,1.42,16.209,11.737,-3.079,12.296,9.413,-5.318,1.501,-7.5,18.24,-20.111,-3.928,17.128,-19.885,1.123,-4.421,29.409,-32.851,-4.56,28.553,-28.5,1.44,6.81,22.556,-0.987,5.917,22.972,-1.831,0.759,9.61,22.078,19.081,9.586,21.04,17.211,0.955,10.008,13.27,19.627,8.815,15.417,19.209,1.853,-5.228,32.464,12.144,-4.25,31.531,11.811,0.771,-9.489,42.174,-4.224,-9.74,41.044,-2.44,0.538,-12.691,32.453,6.32,-10.725,32.544,6.757,1.261,-2.79,19.822,16.648,-4.676,20.38,16.226,1.692,-7.391,12.972,19.627,-7.51,12.994,18.772,2.161,-8.267,12.254,10.074,-7.93,10.913,9.087,3.405,-12.517,-4.615,-6.747,-13.292,-1.578,-3.749,4.629,-16.117,11.177,7.157,-15.991,13.216,1.024,19.784,-5.649,102.384,0.427,-3.457,107.45,-2.307,56.811,28.57,199.422,-11.805,25.369,193.244,-3.698
0609-1-01-835,Doppelsalto C,70.635,15.42,225.1,3.98,17.44,229.422,-0.056,33.785,13.789,291.589,-16.051,16.826,277.26,-10.492,7.626,50.092,143.94,-35.048,40.364,143.82,-25.831,12.649,-9.61,21.924,-2.539,-1.651,35.638,-15.316,21.831,6.997,107.362,-3.863,4.277,120.25,-7.514,29.049,-14.583,375.522,-23.518,-13.54,379.843,-19.639,45.511,-19.001,727.543,-18.987,-20.043,703.674,-18.737,52.194,-7.497,763.339,-2.789,-5.104,764.422,-3.02,54.079,24.421,795.081,-7.768,23.612,797.484,-10.538,57.435,33.867,841.6,-57.807,30.82,839.217,-53.903,58.854,4.272,850.385,-59.568,10.115,850.541,-52.914,54.299,48.135,840.129,-27.344,43.634,819.836,-29.948,38.497,30.457,629.952,-14.994,34.124,639.944,-23.066,22.369,37.959,478.295,-6.191,35.58,479.86,1.166,15.746,43.516,313.411,42.217,41.738,315.509,37.397,11.291,47.594,217.005,23.979,47.366,220.855,18.755,12.721,41.549,182.731,-24.933,44.551,189.118,-21.835,13.185,53.856,250.498,-45.778,49.226,249.04,-40.203,19.103,16.187,310.968,-15.958,21.59,303.2,-12.44,71.573,37.51,192.096,26.505,34.458,193.254,18.625
0609-1-01-836,Strecksprung,76.781,3.385,89.798,16.994,1.283,89.477,16.062,30.068,-38.53,35.303,-21.804,-33.064,38.985,-18.647,2.631,3.996,9.312,-18.011,1.075,10.022,-16.692,0.962,9.567,-0.661,-3.99,9.123,-0.09,-4.996,0.341,5.314,-6.432,-7.221,5.397,-6.652,-8.42,0.727,7.68,-1.29,-19.674,7.928,-1.509,-15.679,0.861,12.467,-2.469,8.053,11.877,-2.925,3.901,1.195,3.453,-11.027,-2.478,4.323,-12.815,-0.605,0.695,3.312,-38.366,9.065,3.083,-36.715,7.613,0.758,5.819,-44.925,0.33,5.246,-43.524,0.215,0.847,1.002,-28.867,-12.126,0.595,-28.53,-11.238,0.86,-9.217,2.556,-3.903,-8.122,1.557,-2.446,0.468,-8.225,13.349,20.874,-8.975,12.796,18.604,0.554,-16.13,0.996,6.562,-15.585,2.026,6.069,0.762,-18.825,7.362,-13.059,-18.562,7.222,-12.91,0.593,-15.543,15.585,-28.766,-15.447,14.463,-28.172,0.313,-9.413,5.032,-32.496,-9.675,4.977,-32.34,2.062,-3.67,-3.215,-28.528,-3.843,-4.434,-27.488,20.482,-1.909,-7.217,-8.762,-0.598,-8.616,-6.868,63.833,10.375,-24.284,31.554,7.593,-19.745,22.432
0609-1-01-838,Strecksprung,67.828,13.469,-23.347,37.674,12.776,-24.073,37.387,33.067,17.621,-16.021,43.434,15.162,-16.152,40.889,6.457,-2.577,-11.408,14.688,-0.986,-10.391,13.809,1.211,-14.604,-1.105,-20.002,-15.477,-3.53,-17.029,0.642,-32.509,-14.528,-9.806,-30.499,-13.713,-8.2,0.601,-27.341,-22.027,20.653,-27.729,-20.756,17.833,0.509,-23.996,-14.495,12.709,-24.276,-15.743,12.45,0.509,-20.534,-20.426,-0.815,-19.889,-19.662,0.203,0.412,-13.493,-17.24,-1.554,-13.819,-17.226,-1.103,0.55,-9.011,-12.941,3.44,-9.336,-13.005,3.772,0.545,-8.234,-8.752,12.528,-7.587,-8.132,11.946,0.499,-0.815,0.945,15.345,-0.931,0.481,14.559,0.508,6.893,5.44,7.862,6.352,5.602,7.494,0.584,11.4,12.897,-3.912,12.005,13.773,-3.28,0.815,19.528,29.928,-9.495,18.832,29.111,-9.919,0.483,19.219,35.811,-19.703,19.31,33.743,-20.254,0.38,15.486,22.699,-29.215,15.992,22.383,-30.198,2.486,13.274,4.932,-43.689,11.124,5.726,-39.935,21.393,1.459,-3.32,-26.503,3.423,2.496,-26.396,56.662,15.589,53.907,8.219,14.618,46.678,6.85
0609-1-01-839,Strecksprung,68.605,11.792,26.855,10.2,9.715,28.954,9.993,39.787,-16.571,24.968,0.421,-13.783,24.624,-1.213,10.032,-10.672,21.301,-23.229,-10.609,20.857,-22.442,0.744,-3.015,6.04,-36.133,-3.274,6.357,-33.909,0.332,0.333,-0.404,-20.364,-0.261,-0.693,-20.179,0.835,-4.072,-8.757,-0.365,-2.806,-9.125,-2.488,0.662,8.034,-27.743,-5.752,7.848,-26.196,-3.675,0.48,18.08,-26.903,8.339,16.816,-27.058,5.589,0.431,12.017,-24.752,-7.926,12.658,-25.309,-6.971,0.324,13.402,-31.312,-13.328,13.026,-31.008,-12.709,0.374,10.335,-32.291,-11.223,10.522,-29.882,-11.066,0.658,8.657,-10.686,-15.284,9.044,-13.555,-13.894,0.43,9.712,-18.114,-6.251,9.384,-18.183,-5.978,0.293,7.747,-25.844,15.625,7.635,-24.925,14.582,0.514,5.319,-24.33,26.747,4.956,-24.695,25.788,0.412,-0.244,-25.794,25.522,0.322,-25.01,25.05,0.547,-0.861,-17.444,17.131,-1.109,-14.15,17.368,3.653,-4.463,22.152,22.204,-3.573,21.856,17.533,22.224,-2.434,66.973,0.013,-4.074,64.503,6.778,56.116,-9.177,71.44,16.139,-6.746,70.014,16.194
0609-1-01-841,Bauchsprung,70.08,8.049,90.131,28.735,8.467,84.993,23.836,30.424,-3.637,-10.033,-5.883,-3.752,-6.26,-2.67,4.039,-10.467,-43.18,0.605,-10.183,-40.56,1.072,1.356,-5.933,-12.316,6.851,-5.128,-14.107,5.985,0.761,1.198,-19.555,-3.014,-0.636,-22.063,-2.569,1.393,-12.702,-69.678,-10.916,-11.764,-67.25,-11.662,1.419,-11.58,-86.956,-20.987,-10.805,-85.815,-20.501,0.474,-1.574,-79.107,-24.309,-1.26,-82.22,-25.138,0.583,17.293,-105.187,-28.065,16.417,-103.13,-25.436,1.792,23.444,-105.255,1.636,22.356,-103.375,1.598,1.947,12.03,-81.459,28.543,12.232,-82.798,25.263,1.328,2.038,-77.245,15.591,2.457,-75.716,16.6,1.624,-1.7,-38.084,0.841,-3.241,-38.765,0.613,1.696,-13.424,-12.231,-14.585,-10.687,-14.406,-12.979,1.162,0.693,-29.735,6.229,1.296,-27.377,4.727,2.358,16.318,-4.925,0.184,12.935,-2.505,-0.837,2.208,-5.698,53.889,-19.696,-5.453,52.402,-16.192,1.701,-34.371,82.529,-6.669,-32.968,90.851,-8.77,19.501,-51.332,155.738,-42.253,-44.719,140.522,-34.483,71.926,-11.291,50.049,-30.4,-14.335,45.464,-34.446
0609-1-01-842,Von Bauch in Stand,88.526,27.392,-50.653,5.303,24.499,-42.375,0.693,39.077,21.617,-52.859,26.497,19.923,-55.99,27.833,7.018,2.204,-80.707,22.924,3.568,-72.739,18.573,6.848,3.379,-9.888,2.705,3.717,-14.848,5.133,2.289,-3.987,-5.629,24.067,-4.495,-3.268,24.334,1.142,0.625,12.143,24.682,0.507,11.867,25.959,1.55,7.255,24.556,31.933,7.06,24.358,30.535,1.182,10.12,31.16,6.084,10.429,31.074,8.892,0.619,13.952,32.941,18.156,11.924,30.921,18.046,0.78,-18.445,17.405,36.64,-15.739,18.863,34.39,1.343,-14.592,17.069,19.21,-14.289,17.607,18.741,1.004,1.533,21.509,-5.95,1.296,21.99,-5.269,0.796,7.907,31.192,-19.848,5.67,30.247,-18.243,1.046,-7.61,27.762,-13.876,-5.974,28.091,-14.948,1.331,-2.387,27.15,-18.547,-1.528,27.646,-17.871,1.328,11.229,33.832,-18.32,10.38,31.71,-17.24,1.329,16.044,14.021,11.114,17.541,18.26,7.117,3.133,36.695,69.861,-3.377,32.702,62.64,-3.196,21.988,11.48,111.213,-8.105,14.785,119.639,-9.854,62.912,7.85,204.547,-8.505,8.738,204.584,-6.204
0609-1-01-843,Doppelsalto C,67.464,20.353,250.016,-33.372,18.651,250.535,-31.364,27.207,16.24,271.644,-35.602,14.78,263.273,-37.194,5.913,-3.401,125.6,-53.177,-3.031,126.228,-46.883,16.608,0.524,32.12,6.187,-0.22,39.132,4.026,23.364,10.47,117.385,25.255,10.721,140.425,17.907,32.189,1.457,524.225,-51.255,0.411,515.356,-46.338,50.232,-29.789,763.575,-34.359,-27.93,745.0,-35.457,52.033,-33.048,745.604,-36.213,-32.138,748.655,-35.912,54.421,-24.441,775.865,-30.191,-24.673,777.953,-33.397,57.782,-24.757,831.163,-72.687,-27.231,828.88,-62.792,56.048,-23.149,858.636,-28.0,-20.939,852.29,-35.354,50.574,7.612,779.331,-51.175,7.25,776.518,-44.703,34.814,35.655,635.227,-17.933,37.066,631.74,-22.637,21.701,56.271,460.498,-27.914,52.828,458.911,-30.669,13.54,25.81,313.724,-51.09,28.694,318.219,-47.378,10.314,24.702,207.586,-36.597,21.682,212.569,-38.405,10.871,-4.158,158.815,-33.691,-2.443,162.094,-30.07,10.411,-4.199,166.835,13.815,-4.489,173.569,8.148,10.473,-15.89,272.558,-2.28,-12.562,269.497,1.15,58.685,9.602,243.557,-23.321,6.709,231.209,-14.92
0609-1-01-849,Bauchsprung,75.58,11.795,113.351,6.091,12.481,111.084,2.441,40.441,12.565,55.582,-27.911,13.351,53.659,-24.69,5.83,14.907,-31.144,4.924,11.462,-30.073,4.32,2.281,-17.8,-64.891,17.164,-14.853,-61.871,15.673,0.794,-8.929,-56.275,-3.835,-9.603,-54.562,-2.122,1.285,-13.447,-71.053,-10.049,-12.148,-70.846,-12.507,1.162,-4.089,-88.969,-29.571,-5.732,-90.429,-25.709,1.443,-2.007,-114.431,6.647,-0.401,-115.0,6.756,1.914,12.976,-140.615,38.08,12.167,-136.128,34.319,2.396,17.595,-106.69,11.954,17.22,-106.955,11.921,1.317,18.053,-72.124,-10.815,18.48,-72.733,-10.386,1.27,18.229,-44.795,-11.905,16.425,-46.37,-9.417,1.033,-1.078,-33.62,13.4,-0.142,-33.194,10.661,1.48,-10.085,-21.895,3.716,-9.92,-21.706,4.274,0.749,-12.775,-2.784,-0.713,-11.943,-5.182,2.695,1.517,-2.638,-24.715,30.767,-5.394,-21.759,24.47,1.914,-28.693,-4.235,-11.735,-26.837,-2.429,-8.009,1.765,-31.862,51.571,-24.235,-30.138,54.951,-25.102,8.159,0.218,166.495,-54.976,4.329,146.657,-62.198,51.138,19.131,46.598,-107.756,10.646,63.615,-92.653
0609-1-01-850,Von Bauch in Stand,91.408,-31.62,31.064,-17.658,-25.5,23.906,-20.533,60.49,11.635,-42.205,41.18,7.914,-37.547,39.264,15.457,-2.087,-95.149,21.787,-1.143,-83.796,24.567,4.317,-6.77,-20.659,11.86,-10.111,-35.043,4.053,2.238,-34.861,0.753,-0.954,-30.983,3.669,4.213,1.685,-9.5,31.187,21.295,-8.004,27.394,18.308,0.919,14.841,-12.934,1.408,13.511,-11.918,4.025,1.001,19.102,-43.404,8.1,18.225,-42.139,7.756,0.937,10.767,-50.238,15.336,11.147,-48.645,14.443,0.911,4.461,-36.136,16.571,4.237,-34.596,16.667,1.318,2.253,-9.12,14.588,1.633,-11.848,14.79,1.074,-15.479,-7.57,4.567,-12.371,-3.559,4.69,1.029,5.04,27.407,2.391,4.007,25.948,2.415,1.491,20.439,51.916,9.955,18.547,50.122,9.539,1.071,7.777,64.582,11.939,8.154,65.377,12.227,1.692,7.289,68.478,6.439,7.842,68.077,4.875,2.632,10.912,76.858,-14.061,10.068,75.408,-11.607,3.371,-1.944,80.396,-1.573,-1.985,81.648,-1.957,13.232,-4.975,129.299,19.317,-3.485,135.508,13.113,53.835,25.857,231.498,-7.472,25.27,223.777,0.532
0609-1-01-851,Doppelsalto C,76.02,33.798,210.916,6.781,31.635,218.396,-0.125,36.756,4.848,260.693,-49.608,6.911,246.763,-41.577,7.571,-7.589,126.966,-29.627,-7.35,131.22,-39.174,13.328,-4.722,92.608,-39.705,-6.151,93.105,-33.253,21.48,-0.899,102.17,33.103,-3.092,123.808,21.337,30.403,-35.628,427.194,-14.153,-32.333,430.645,-4.034,46.592,-10.063,767.211,33.495,-10.594,742.536,30.733,52.169,-1.663,746.131,-3.661,-1.615,752.476,-0.431,53.968,-3.792,795.088,-3.503,-2.559,793.567,-3.119,55.969,3.821,843.099,-6.053,5.185,840.595,-5.548,52.879,39.358,855.851,-16.985,37.216,850.041,-11.075,43.031,53.859,767.314,-10.189,52.104,757.975,-10.457,28.738,51.318,564.143,-11.331,53.326,571.863,-17.568,17.834,62.069,431.838,-21.048,58.21,429.949,-18.318,8.982,32.72,253.974,-23.3,35.251,257.038,-25.835,8.203,21.088,161.608,-36.015,21.68,166.435,-35.762,8.344,6.295,134.368,-34.042,5.917,137.426,-33.654,9.168,-9.4,169.55,-24.149,-9.529,172.936,-24.481,7.758,-22.842,260.086,-19.68,-22.817,257.397,-18.029,38.732,-32.596,279.954,24.903,-27.208,263.724,23.795
0609-1-01-852,Strecksprung,85.103,6.155,94.855,37.753,0.894,102.829,35.311,48.642,-17.46,26.073,-2.258,-16.043,31.068,-2.55,7.823,-10.958,29.498,-32.378,-10.948,27.76,-28.422,1.103,5.228,-3.788,-6.681,5.011,-0.93,-10.46,1.551,13.298,0.595,-20.096,13.195,-1.546,-17.495,1.064,10.276,-11.635,-10.993,9.936,-10.555,-13.678,0.512,6.5,-17.284,-21.124,6.315,-16.334,-18.209,0.69,-0.805,-3.149,-13.2,-0.722,-4.7,-13.63,0.547,-9.618,-3.216,-5.449,-9.042,-3.273,-4.912,0.395,-6.576,-4.204,14.693,-6.745,-3.436,13.584,0.314,-6.078,-4.495,24.56,-6.074,-4.799,24.25,0.365,-4.635,-6.329,23.765,-4.376,-6.262,22.362,0.548,1.395,-7.729,-0.015,1.579,-7.892,1.258,0.317,10.585,-6.695,-8.036,10.526,-5.921,-6.137,0.333,13.195,2.573,5.742,12.388,2.427,5.248,0.299,4.896,13.26,15.427,5.15,11.992,14.333,0.29,3.545,-1.108,16.862,4.626,-1.206,16.334,1.353,18.375,-17.576,18.662,16.084,-15.003,16.231,19.334,-1.069,35.938,-22.753,-2.157,34.021,-17.381,65.656,-16.865,56.982,-9.516,-13.419,55.421,-10.372
0609-1-01-854,Bauchsprung,75.968,7.052,59.005,18.597,7.757,56.488,15.327,30.304,3.365,-12.099,-1.25,3.031,-5.821,-1.48,3.906,-6.666,-48.696,-17.409,-4.99,-40.735,-14.766,2.323,4.068,-5.176,-11.144,2.253,-17.283,-12.264,0.502,-4.475,-49.028,-2.061,-3.819,-47.208,-2.778,0.595,-10.29,-55.433,-0.071,-9.814,-57.46,-0.373,0.936,-6.532,-89.464,-14.57,-6.624,-87.567,-14.288,1.4,-3.683,-85.017,-26.471,-4.452,-85.044,-26.14,0.94,-13.555,-69.84,-22.777,-11.923,-71.317,-24.093,0.494,0.09,-84.548,-34.565,-0.359,-82.716,-31.384,1.009,8.616,-79.504,-10.44,7.975,-79.018,-11.533,0.956,8.341,-63.299,3.663,8.193,-63.309,3.353,1.113,9.925,-42.325,8.228,10.474,-41.472,8.173,1.152,20.2,-22.953,11.195,20.013,-24.79,10.68,0.775,20.96,-38.181,7.087,19.768,-37.554,7.169,1.098,11.753,-30.179,3.421,13.687,-28.436,3.791,1.885,28.037,14.883,-1.475,25.277,15.103,-1.148,2.261,-4.341,103.847,4.089,-5.207,103.347,4.244,25.436,-40.584,112.92,-2.308,-39.026,111.317,2.241,83.058,-31.228,75.127,17.226,-28.952,69.148,7.557
0609-1-01-855,Von Bauch in Stand,83.685,-22.443,-31.803,-24.104,-22.583,-33.129,-17.52,29.49,2.744,-133.693,5.021,4.882,-127.25,-4.715,6.522,33.633,-73.002,-20.396,30.262,-63.239,-22.124,3.052,13.849,46.214,-3.04,14.21,36.461,8.775,1.259,19.181,36.636,25.864,16.773,37.422,23.242,1.083,-13.95,36.685,13.083,-12.082,36.301,12.618,0.792,-12.525,44.074,3.174,-11.622,44.534,3.593,1.092,5.527,49.364,4.078,5.292,48.95,3.719,0.713,10.835,40.38,-7.129,10.446,40.04,-6.788,0.879,12.082,31.961,-15.991,12.635,33.072,-15.014,1.11,20.567,39.89,-10.623,18.51,38.113,-9.189,0.831,3.873,22.357,11.926,5.03,23.694,10.074,1.069,-1.689,16.869,6.955,-1.871,16.453,7.436,1.02,-6.063,10.726,7.111,-6.253,10.947,6.403,0.769,-12.778,8.305,11.075,-12.066,7.656,10.723,1.298,-14.858,-4.017,3.926,-14.82,-3.897,5.807,1.745,-10.359,-11.196,13.321,-9.724,-7.397,12.714,2.281,-2.055,57.747,13.847,-2.59,48.335,11.899,21.394,6.923,72.573,-5.407,7.465,88.519,-6.926,64.114,23.144,201.395,-6.666,21.959,196.462,-3.136
0609-1-01-856,Doppelsalto C,70.804,28.683,249.351,-1.453,29.042,247.807,-5.158,27.943,24.463,265.431,-36.666,24.643,253.436,-30.804,7.45,20.906,76.651,-49.55,16.615,85.918,-48.952,16.075,-11.589,36.004,-11.351,-4.977,46.903,-15.835,24.913,6.992,190.225,12.132,7.889,199.92,11.631,35.071,33.17,542.164,-28.979,25.964,534.886,-30.47,49.599,-15.064,741.686,-65.963,-10.556,728.976,-60.999,51.897,-14.452,745.693,-22.953,-15.295,748.481,-24.701,54.667,-11.565,807.425,-17.215,-11.104,806.385,-16.557,56.818,-3.775,857.594,16.381,2.666,855.073,12.22,55.224,64.644,873.799,25.552,59.052,863.477,25.152,43.062,80.543,714.547,-9.516,78.971,717.951,-4.804,26.968,82.115,556.484,-10.74,78.875,552.067,-9.624,17.32,44.582,375.529,-30.1,48.513,383.308,-31.408,8.497,47.678,276.231,-32.467,46.03,274.482,-31.88,7.76,27.193,172.748,-26.119,26.696,176.037,-26.388,8.821,-1.715,124.556,-37.232,-3.864,128.43,-36.44,11.738,-43.111,132.96,-6.597,-33.394,138.128,-7.567,10.22,8.419,238.091,10.486,0.436,237.099,5.663,55.081,-22.199,259.412,-39.598,-18.091,248.217,-27.671
0609-1-01-859,Bauchsprung,79.974,8.301,59.059,16.346,7.887,55.051,11.657,35.677,2.057,-17.423,-13.513,1.665,-15.18,-10.9,3.234,-1.07,-42.362,-8.186,-0.972,-41.777,-8.995,1.216,-7.249,-32.026,-12.21,-6.267,-31.993,-10.654,0.54,-0.174,-31.141,2.708,-0.802,-31.636,0.828,0.852,0.428,-41.719,-5.364,0.522,-43.406,-4.424,0.696,-0.141,-66.61,-5.337,-0.249,-65.899,-5.506,1.022,-5.087,-88.485,-0.28,-5.351,-90.401,-0.179,2.072,-15.247,-144.977,-0.064,-15.012,-140.234,-1.998,2.499,-20.885,-122.226,-17.558,-20.143,-121.962,-15.523,2.577,-13.268,-90.678,-1.454,-12.297,-89.345,-1.706,1.489,1.397,-44.65,12.887,-0.04,-46.088,11.86,0.921,1.059,-12.522,10.88,1.259,-16.395,11.713,1.227,6.739,-38.868,14.23,7.428,-36.676,13.755,1.436,13.435,-44.454,4.106,13.1,-41.971,3.381,1.076,18.432,24.007,-9.159,18.806,17.365,-6.07,1.573,28.963,28.223,7.447,26.383,35.552,4.344,3.024,5.802,108.464,-22.546,6.082,109.922,-18.561,16.665,-0.021,158.567,-1.308,1.299,159.401,-4.445,75.14,-6.101,90.824,-22.031,-6.579,75.825,-19.921
0609-1-01-860,Von Bauch in Stand,91.814,-11.075,-28.383,9.801,-12.394,-21.516,7.07,36.989,-17.712,-68.467,1.674,-15.361,-73.93,0.435,4.996,-10.051,-88.105,-45.215,-8.656,-73.758,-45.206,4.382,-6.56,12.039,-10.608,-6.095,3.73,-7.923,1.322,12.845,3.312,11.142,10.232,5.277,10.84,0.832,11.101,8.482,11.526,11.381,9.366,11.928,0.837,7.615,29.353,14.002,7.422,27.494,13.296,0.41,5.495,24.898,6.52,5.587,24.812,6.988,0.771,4.383,14.85,1.875,3.789,16.376,1.415,0.962,-6.679,19.767,1.315,-6.083,20.076,1.741,0.75,-9.613,28.893,12.884,-8.34,28.028,12.838,0.722,2.229,22.925,9.587,1.253,21.123,9.945,1.273,2.102,6.707,3.918,1.722,8.855,2.851,1.172,-2.102,15.473,-6.692,-0.968,15.735,-7.093,1.097,8.363,20.095,-18.566,8.192,18.772,-18.445,1.393,17.09,7.998,-18.396,15.876,8.291,-17.447,1.938,8.251,-2.238,-9.196,7.5,0.564,-6.431,2.759,-7.809,33.16,39.711,-7.12,31.594,36.951,17.054,-8.573,97.347,25.124,-6.037,106.298,29.698,56.148,10.659,236.82,21.393,9.848,228.462,17.943
0609-1-01-861,Doppelsalto C,75.787,27.491,243.307,2.033,26.074,249.43,-2.154,33.914,22.607,301.695,-16.153,23.23,285.415,-4.468,7.913,6.98,125.036,45.187,7.132,126.238,35.483,15.424,-22.738,-11.211,-28.305,-17.929,3.706,-28.165,21.364,16.178,111.353,-30.773,10.282,127.57,-26.21,32.803,-0.413,492.77,-25.135,-1.375,487.101,-26.419,47.486,-20.376,756.523,-10.285,-16.681,739.848,-11.646,52.748,-20.922,767.885,1.329,-21.92,770.85,-0.334,54.412,-31.135,832.916,-28.089,-38.356,825.095,-28.682,54.178,-100.772,821.607,-12.301,-87.986,823.908,-7.172,52.002,-13.472,820.491,63.399,-16.899,805.02,54.027,37.825,46.529,624.784,17.842,48.114,632.525,19.674,23.788,96.193,520.236,5.458,89.156,508.515,6.5,12.86,32.759,300.804,-37.317,33.758,315.393,-35.599,9.028,-11.012,190.156,-53.753,-7.423,194.43,-52.635,9.219,2.795,162.231,-38.14,1.454,166.337,-38.912,9.05,5.424,199.1,-34.224,4.379,200.687,-33.091,10.799,-10.275,265.527,-23.04,-10.101,266.375,-22.59,11.891,-22.707,347.077,-15.358,-23.615,333.389,-11.888,65.378,-9.991,214.18,26.462,-8.312,213.621,21.385
