SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,10-mean_ACC_N,10-std_ACC_N,10-mean_ACC_N_ROT_filtered,10-std_ACC_N_ROT_filtered,10-mean_Acc_x_Fil,10-std_Acc_x_Fil,10-mean_Acc_y_Fil,10-std_Acc_y_Fil,10-mean_Acc_z_Fil,10-std_Acc_z_Fil,10-mean_Gyro_x_Fil,10-std_Gyro_x_Fil,10-mean_Gyro_y_Fil,10-std_Gyro_y_Fil,10-mean_Gyro_z_Fil,10-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,30-mean_ACC_N,30-std_ACC_N,30-mean_ACC_N_ROT_filtered,30-std_ACC_N_ROT_filtered,30-mean_Acc_x_Fil,30-std_Acc_x_Fil,30-mean_Acc_y_Fil,30-std_Acc_y_Fil,30-mean_Acc_z_Fil,30-std_Acc_z_Fil,30-mean_Gyro_x_Fil,30-std_Gyro_x_Fil,30-mean_Gyro_y_Fil,30-std_Gyro_y_Fil,30-mean_Gyro_z_Fil,30-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,70-mean_ACC_N,70-std_ACC_N,70-mean_ACC_N_ROT_filtered,70-std_ACC_N_ROT_filtered,70-mean_Acc_x_Fil,70-std_Acc_x_Fil,70-mean_Acc_y_Fil,70-std_Acc_y_Fil,70-mean_Acc_z_Fil,70-std_Acc_z_Fil,70-mean_Gyro_x_Fil,70-std_Gyro_x_Fil,70-mean_Gyro_y_Fil,70-std_Gyro_y_Fil,70-mean_Gyro_z_Fil,70-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil,90-mean_ACC_N,90-std_ACC_N,90-mean_ACC_N_ROT_filtered,90-std_ACC_N_ROT_filtered,90-mean_Acc_x_Fil,90-std_Acc_x_Fil,90-mean_Acc_y_Fil,90-std_Acc_y_Fil,90-mean_Acc_z_Fil,90-std_Acc_z_Fil,90-mean_Gyro_x_Fil,90-std_Gyro_x_Fil,90-mean_Gyro_y_Fil,90-std_Gyro_y_Fil,90-mean_Gyro_z_Fil,90-std_Gyro_z_Fil
20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76,61.301,24.344,74.251,9.73,4.13,21.476,0.971,1.537,49.836,28.959,-79.907,39.377,-397.41,158.186,21.631,11.042,36.192,2.387,39.063,4.649,-33.208,2.196,5.299,0.825,-10.348,2.983,-116.516,7.987,-633.359,32.41,25.191,3.671,46.502,4.89,40.944,3.996,-45.101,4.258,5.207,0.523,-9.446,0.606,-111.364,16.245,-606.068,25.978,0.247,8.184,55.556,4.721,51.906,1.982,-53.264,3.478,5.081,0.785,-14.311,2.432,-62.445,24.666,-644.934,14.812,-49.326,21.636,62.288,2.337,61.348,2.175,-55.793,3.544,3.739,1.265,-25.851,3.268,-23.362,20.523,-673.822,14.199,30.098,43.141,42.84,9.303,53.211,6.781,-29.158,10.171,8.974,3.743,-28.762,1.805,-97.571,28.464,-378.615,172.488,319.567,108.826,26.236,2.766,30.359,3.984,-9.545,2.66,3.586,4.001,-22.511,3.052,-100.679,55.269,-25.379,52.147,452.964,23.515,18.328,1.706,20.699,2.576,-8.58,2.685,-5.132,0.912,-15.094,0.648,-34.52,18.168,131.339,40.023,306.851,77.079,15.536,4.185,18.348,1.564,-12.454,2.181,-2.193,1.439,-6.684,4.956,-10.855,35.163,282.595,47.673,99.804,21.456,39.055,30.329,18.933,9.307,10.797,10.508,-3.627,1.938,34.395,26.259,54.591,34.557,308.096,72.519,18.923,45.191
20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062,59.584,34.587,80.61,16.429,6.787,11.272,7.632,4.836,47.414,39.445,-47.251,51.121,-211.246,104.787,118.408,32.639,13.021,7.667,21.889,9.626,-3.982,3.951,0.689,1.501,-4.468,3.301,-86.848,25.043,-184.298,69.884,83.176,29.418,7.703,0.876,8.662,0.655,-4.438,1.391,0.673,0.508,-6.083,0.577,-53.897,1.776,-142.42,19.4,42.942,12.523,9.112,1.405,7.955,0.675,-2.968,0.159,0.78,0.584,-8.388,1.151,-100.631,24.381,-174.547,17.486,116.839,39.833,9.743,0.409,9.917,0.154,-2.169,0.237,-0.17,0.76,-9.458,0.233,-156.778,8.14,-80.462,34.049,238.657,18.383,9.091,0.65,9.38,0.216,-2.733,0.389,-2.739,0.621,-8.155,0.368,-120.036,15.84,39.932,34.537,252.504,4.278,9.013,0.42,8.955,0.107,-3.146,0.315,-3.933,0.42,-7.36,0.183,-74.253,11.698,133.441,17.05,198.482,34.251,8.758,0.632,8.758,0.174,-5.152,0.627,-2.694,0.495,-6.723,0.163,-31.174,10.028,191.797,8.903,116.176,20.725,10.742,1.852,10.642,0.804,-8.629,1.721,-2.011,0.727,-2.937,3.504,3.152,18.094,276.542,37.787,45.463,11.168,43.606,43.336,16.879,13.332,5.82,6.448,2.806,4.119,41.964,35.116,50.88,14.43,327.378,98.423,5.507,44.493
20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057,67.282,39.997,87.102,16.725,46.222,26.847,4.559,3.026,35.729,35.383,20.533,20.339,-125.103,46.384,8.978,13.471,21.856,8.569,28.59,7.67,-7.116,3.154,-1.12,0.553,-15.739,2.567,5.769,21.409,-52.362,95.77,32.072,10.197,32.984,8.823,24.182,6.413,-23.076,12.049,-1.619,1.692,-19.754,2.661,-36.946,11.221,529.535,176.683,12.19,10.982,29.881,11.74,37.396,4.373,-27.604,9.6,-3.201,1.314,-10.169,3.287,-46.468,7.315,589.385,72.884,-11.162,10.948,9.616,3.212,14.01,5.158,-6.454,3.148,-1.423,0.2,-6.06,1.065,-43.25,6.899,361.014,66.766,-11.023,8.597,7.905,0.321,7.991,0.088,-2.599,0.463,-1.413,0.101,-7.231,0.338,-31.964,1.845,227.599,23.176,-5.45,3.065,6.876,0.464,7.197,0.377,-2.906,0.04,-1.424,0.204,-6.043,0.222,-26.296,3.369,164.163,12.829,-14.913,3.175,8.575,1.922,7.532,0.876,-4.154,1.234,-1.404,0.285,-7.369,1.059,-19.786,3.373,145.91,11.119,5.185,4.341,7.719,1.944,9.077,0.931,-5.395,1.804,-1.821,0.539,-2.961,3.003,-29.953,3.799,192.642,23.996,2.396,10.227,41.038,31.46,17.693,14.081,13.391,9.723,1.526,3.258,37.534,26.627,-47.151,12.384,217.393,61.597,-28.569,18.909
0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847,59.733,39.735,83.911,19.493,47.808,27.03,0.652,0.968,31.729,25.755,7.638,10.969,-44.934,22.016,-1.192,11.624,6.855,2.934,13.196,8.702,-1.024,3.454,-0.175,1.257,-1.315,0.711,-0.282,19.936,-8.725,40.388,1.739,19.063,2.797,1.112,3.789,1.183,-0.721,0.428,-0.239,0.426,-0.405,0.767,-17.308,4.954,10.42,2.604,4.808,6.427,1.449,0.975,1.606,0.257,0.23,0.173,0.075,0.15,-0.53,0.824,-5.55,8.734,7.315,4.713,6.397,4.347,1.441,0.372,0.982,0.107,0.005,0.17,-0.529,0.348,0.01,0.522,8.793,4.476,18.812,3.474,19.329,1.247,1.696,0.256,1.023,0.103,0.322,0.125,-0.159,0.132,-0.895,0.151,16.411,4.321,28.705,2.448,15.893,4.074,1.859,0.922,1.308,0.269,0.203,0.25,-0.401,0.269,-0.695,0.667,10.867,4.706,33.634,3.915,-13.444,7.871,1.915,0.565,1.264,0.221,-1.072,0.62,-0.236,0.194,-0.474,0.27,9.016,3.47,20.651,5.018,-13.44,4.635,3.611,1.044,2.89,0.828,-2.538,1.596,-0.094,0.442,1.132,0.707,-4.239,2.821,5.85,8.425,22.579,15.27,45.11,29.613,21.44,16.014,22.423,7.239,-1.916,1.281,36.995,27.646,17.316,9.411,144.292,74.606,-0.077,20.512
0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983,49.377,27.33,66.474,12.606,5.287,5.766,0.525,1.638,48.163,24.78,8.349,14.977,32.34,32.116,2.664,20.549,3.191,1.62,10.829,9.212,1.116,1.342,0.494,0.32,0.32,1.738,-4.769,8.388,-25.372,16.528,8.527,10.296,1.861,0.425,2.022,0.525,-1.201,0.269,-0.357,0.242,0.035,0.311,-20.63,4.447,-80.454,21.423,-3.201,5.053,1.913,0.335,1.211,0.138,-0.908,0.072,-0.15,0.11,-0.914,0.239,-13.391,3.034,-115.158,1.73,-9.131,2.052,1.806,0.54,1.556,0.053,-1.038,0.159,-0.242,0.155,-0.01,0.7,-2.585,5.618,-108.404,2.708,-14.648,7.953,1.596,0.414,1.324,0.158,0.645,0.78,0.103,0.07,-0.196,0.254,9.623,0.681,-73.471,13.33,-14.772,7.348,1.713,0.568,1.585,0.064,1.13,0.167,0.019,0.39,-0.389,0.263,-0.746,5.505,-17.308,12.013,0.984,4.552,3.088,1.123,2.095,0.591,-0.637,0.511,-0.535,0.374,-1.888,0.544,18.332,7.137,-16.572,7.887,-0.216,3.43,2.852,1.014,2.44,0.288,-0.057,2.034,-0.721,0.406,-0.732,0.777,-7.18,4.312,90.572,66.508,-5.242,6.985,52.353,34.184,24.273,19.514,37.693,22.121,1.139,2.014,30.852,25.856,-17.479,19.982,102.116,82.758,-10.93,20.507
0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863,54.256,35.7,75.891,18.315,12.464,10.983,4.008,1.935,51.131,32.146,24.352,4.521,101.969,52.304,-39.303,8.597,10.009,2.772,12.949,6.777,-4.892,1.414,-0.17,0.742,-5.894,1.975,-11.67,16.027,-42.323,24.704,-6.407,9.52,17.712,7.987,12.192,4.017,-8.681,9.397,-0.651,0.494,-11.365,3.136,-20.862,4.752,310.875,227.004,-78.261,21.706,24.086,1.379,23.639,0.629,-21.321,1.067,0.132,0.612,-10.102,0.781,-17.301,9.722,584.014,29.948,-30.908,32.808,12.058,7.891,18.351,5.788,-9.442,7.057,0.841,0.912,-1.134,3.845,13.8,5.171,319.035,103.255,-15.902,7.893,2.656,0.932,2.992,1.541,-1.421,0.313,0.322,0.225,-1.283,0.525,13.492,1.685,130.846,18.229,-25.394,7.65,3.178,0.454,2.48,0.095,-0.665,0.314,0.509,0.173,-2.256,0.227,15.431,4.963,105.713,1.505,-24.128,3.337,3.811,0.539,2.825,0.222,-0.964,0.532,0.478,0.361,-2.712,0.188,8.754,2.178,93.985,6.1,-38.537,3.668,5.072,1.007,4.005,0.681,-3.93,1.016,0.038,0.344,-0.569,1.728,-1.409,8.309,73.984,11.037,-16.955,18.209,44.591,39.313,19.418,18.314,15.001,12.644,0.864,0.509,42.853,33.305,-3.223,14.341,125.188,47.785,5.493,10.464
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562,53.617,39.357,77.843,15.476,11.084,8.575,8.512,5.251,49.623,30.6,-5.043,22.789,231.869,72.628,-80.846,22.679,10.268,2.243,15.614,8.215,-1.834,3.891,-1.716,1.44,-7.267,1.914,-1.245,13.283,21.651,26.652,6.98,23.592,10.569,1.959,10.779,0.416,-5.223,1.194,-0.52,0.399,-8.75,0.916,-15.859,13.526,149.005,109.779,-13.909,17.883,12.131,3.242,10.137,1.12,-7.863,2.701,0.024,0.208,-9.636,1.867,35.967,12.298,453.181,37.875,4.618,15.597,21.698,7.638,20.551,3.836,-13.313,5.503,0.087,1.487,-7.439,9.309,75.737,16.989,388.719,81.277,-30.242,29.163,5.481,2.905,10.395,5.679,-2.464,1.403,-0.862,0.623,-3.182,1.716,18.99,13.523,187.604,35.363,-27.985,7.069,4.604,1.286,4.711,0.367,-2.037,0.138,-1.201,0.134,-3.862,0.917,8.57,3.564,136.61,19.616,-21.39,7.326,5.424,0.622,5.054,0.32,-3.178,0.556,-0.801,0.124,-4.234,0.314,2.067,3.785,118.159,1.63,-13.658,9.347,6.46,1.653,6.213,0.576,-3.934,2.542,-0.105,0.637,-1.619,2.915,13.712,8.132,139.281,10.055,-2.159,11.357,44.042,41.191,16.738,13.825,18.788,13.598,5.564,6.546,38.683,31.379,64.165,23.096,200.155,107.644,-14.844,17.128
0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313,51.327,39.71,76.159,24.414,17.795,15.527,-3.939,3.971,46.774,33.235,14.69,14.117,98.382,51.777,-11.71,7.29,10.308,2.575,11.578,3.494,-7.913,2.032,-0.286,1.05,-3.685,2.046,9.022,3.536,-94.719,46.003,12.778,9.097,8.899,6.195,7.152,2.478,2.291,2.973,0.439,0.755,-6.653,6.04,-28.888,11.12,204.641,174.039,10.922,19.025,28.926,9.364,21.041,5.179,-18.491,8.665,0.881,0.874,-20.38,3.101,-15.996,5.014,570.017,31.17,58.197,14.46,18.2,16.36,28.447,11.285,-15.442,12.493,0.193,1.873,0.545,6.627,-6.622,4.248,349.925,139.513,63.359,13.724,4.392,0.433,4.266,0.801,-1.492,0.503,0.206,0.4,-3.222,0.403,14.912,11.586,144.26,6.015,37.071,4.067,3.758,0.287,3.418,0.238,-1.834,0.268,0.231,0.275,-2.597,0.143,43.58,3.389,135.656,9.506,31.483,9.897,3.826,0.43,3.299,0.14,-2.153,0.41,0.498,0.179,-2.572,0.171,33.876,3.981,93.705,11.739,11.442,7.715,5.28,0.967,4.626,0.784,-4.477,1.124,0.477,0.232,0.194,1.616,25.855,3.584,77.539,13.488,-7.026,3.655,44.879,39.257,20.15,18.125,23.516,14.896,-2.006,2.659,37.212,33.572,31.162,13.647,164.014,48.268,-1.809,24.036
0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817,53.264,36.566,75.376,19.175,13.909,12.161,0.289,1.216,49.475,32.543,24.733,12.706,122.036,35.939,-5.723,14.919,9.125,1.946,11.507,6.417,-4.481,1.449,0.069,0.976,-5.918,1.456,-0.819,6.505,-29.98,30.133,-25.275,17.796,13.567,4.216,10.843,1.821,-3.609,4.686,-0.338,0.526,-11.392,2.79,-12.389,11.468,380.215,216.225,-29.351,29.875,22.641,3.509,20.481,2.708,-16.86,2.322,-0.172,0.875,-13.306,1.524,18.192,7.329,518.994,58.425,-11.142,13.236,7.002,4.588,13.19,6.218,-5.363,3.577,0.067,0.673,-0.901,3.102,21.974,8.065,299.545,81.985,-12.717,10.047,2.796,1.291,2.639,0.319,-0.62,0.468,-0.254,0.412,-1.768,0.63,6.961,3.742,132.991,26.795,-15.893,8.114,3.712,0.593,2.74,0.319,-0.41,0.297,-0.234,0.3,-2.857,0.251,6.79,3.1,55.835,18.391,-11.089,2.447,4.753,1.491,3.599,0.548,-0.54,0.442,-0.661,0.534,-3.859,0.754,4.837,3.575,74.975,26.969,-11.343,11.348,6.048,1.915,5.028,0.56,-3.76,1.646,0.027,0.821,-2.217,1.768,-11.092,14.236,131.334,18.004,6.471,32.495,43.829,40.225,18.856,16.962,14.027,12.087,-0.605,1.211,41.509,34.587,11.239,15.318,232.217,58.617,2.819,15.536
0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704,55.236,38.437,77.839,22.369,13.404,10.868,0.793,1.211,51.549,35.606,22.129,11.33,129.67,53.621,7.566,7.758,11.837,3.948,12.805,4.731,-7.972,3.623,0.536,0.679,-3.036,4.63,-4.967,7.287,-134.582,86.044,-4.362,13.647,12.123,4.273,11.319,1.849,0.335,5.515,0.128,0.659,-7.726,5.118,-4.501,6.338,106.832,250.249,-11.85,18.751,21.728,3.572,18.38,2.562,-16.988,3.17,1.476,0.461,-12.413,1.682,3.167,9.874,592.299,19.26,-16.994,20.62,17.35,7.277,21.698,3.929,-14.465,5.342,0.841,0.605,-3.668,7.868,-3.174,4.462,411.783,126.762,12.317,7.884,3.997,1.183,5.534,2.718,-0.558,1.236,0.771,0.644,-2.314,1.66,-0.407,7.857,110.448,19.993,-16.646,4.506,3.73,0.49,3.328,0.28,-1.681,0.21,0.782,0.156,-2.447,0.328,-0.582,4.115,92.448,5.511,-17.921,2.706,3.824,0.45,3.161,0.067,-1.761,0.153,0.73,0.248,-2.555,0.141,-6.325,2.214,83.29,2.458,-0.085,11.898,5.716,1.11,4.243,0.799,-3.393,1.349,0.556,0.471,-3.341,0.494,-0.923,4.087,115.584,16.022,-17.075,8.197,46.36,42.527,20.627,19.923,14.038,17.206,-0.67,0.986,42.892,36.998,-8.152,3.196,165.83,64.657,-10.942,8.23
0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113,47.252,26.751,64.52,11.904,7.499,7.073,-1.544,1.487,45.679,23.754,-0.205,4.132,38.385,46.549,16.292,7.919,3.628,1.886,10.955,9.016,0.603,1.302,-0.079,0.577,-0.389,1.153,-10.973,2.52,-34.38,11.861,8.727,4.046,0.892,0.509,1.492,0.657,-0.379,0.263,0.163,0.28,0.401,0.092,-10.561,1.98,-57.977,20.329,3.652,3.522,1.47,0.291,0.907,0.097,-0.72,0.234,-0.248,0.155,-0.187,0.161,-12.441,2.331,-99.991,1.992,-15.703,4.351,1.403,0.317,1.148,0.066,-0.918,0.133,0.023,0.104,-0.157,0.227,4.349,6.824,-90.885,9.345,9.908,7.436,1.668,0.503,0.979,0.094,-0.142,0.369,-0.307,0.396,-0.657,0.288,7.765,3.235,-71.287,8.318,-5.556,6.697,1.658,0.398,1.131,0.08,0.266,0.3,-0.099,0.336,-0.797,0.16,4.307,4.74,-45.429,3.585,-14.949,8.476,3.635,1.43,2.356,0.589,-0.194,1.319,-0.926,0.623,-1.197,1.098,-6.116,10.211,-38.213,10.536,1.571,8.382,3.955,1.275,3.664,0.227,-1.286,1.072,-0.192,0.596,-1.36,1.425,-30.274,3.744,85.543,61.138,-1.368,12.458,54.4,32.968,26.197,20.426,40.263,20.447,6.608,4.444,34.707,22.431,-0.422,13.619,112.388,110.907,-96.206,32.106
0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814,50.959,36.21,73.302,19.363,11.613,14.033,5.346,4.212,44.628,33.637,1.575,43.105,262.405,65.364,-80.939,17.98,14.275,8.289,13.447,5.81,-6.167,3.264,-0.788,2.158,-9.026,6.162,-18.373,11.841,59.955,91.117,-8.879,21.754,18.583,4.793,18.659,1.356,-16.486,3.978,-0.819,1.267,-6.459,3.671,-53.691,22.155,226.007,213.2,-8.882,36.315,35.243,2.422,29.257,6.106,-34.073,2.551,-4.718,1.283,-3.291,1.24,-68.52,16.604,668.52,31.367,7.282,26.705,39.343,3.933,37.079,0.962,-34.777,0.702,-3.431,1.769,-15.738,7.427,-47.781,31.216,737.402,58.83,20.771,8.965,48.349,5.105,45.902,2.398,-35.229,2.164,-0.56,1.551,-30.824,1.489,39.582,16.865,751.829,82.026,-11.227,13.354,21.137,13.24,33.765,11.801,-17.311,10.305,0.149,0.506,-11.035,6.459,49.958,18.479,505.788,119.185,-50.013,15.912,12.61,1.659,11.122,0.937,-3.978,0.819,-0.942,0.283,-11.033,1.224,19.614,11.239,196.873,31.276,-47.656,15.38,14.597,1.426,13.496,0.698,-8.008,1.717,-1.257,0.433,-10.979,1.421,-20.109,4.119,230.034,37.816,-15.026,21.866,42.989,35.537,21.9,12.051,11.41,15.468,2.051,4.7,34.239,34.464,9.195,20.446,254.664,70.281,-0.928,27.774
0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517,53.877,37.8,76.811,21.938,11.817,10.288,-2.4,2.264,50.504,35.011,13.664,9.271,169.021,40.241,8.514,7.155,8.194,3.437,10.933,5.683,0.605,1.138,0.427,1.242,-4.045,3.448,16.903,9.918,69.765,27.925,-5.436,16.903,8.119,0.715,7.48,0.326,-3.661,1.151,0.689,0.569,-6.158,0.585,15.788,3.978,180.907,36.681,-34.272,7.141,6.481,0.847,6.539,0.747,-3.78,0.738,0.714,0.741,-4.287,0.484,-15.523,13.322,230.055,9.971,-18.045,12.723,6.502,0.407,5.786,0.308,-3.161,0.332,1.186,0.562,-4.779,0.22,-6.742,2.809,215.648,1.601,4.919,8.678,6.076,0.372,5.652,0.158,-2.887,0.138,0.992,0.25,-4.523,0.183,1.925,12.131,201.482,10.564,-0.724,3.411,5.888,0.195,5.285,0.037,-2.745,0.069,0.862,0.194,-4.41,0.074,13.585,8.246,167.466,6.302,-17.145,4.446,5.679,0.284,5.109,0.096,-2.869,0.167,0.73,0.256,-4.11,0.135,-10.144,4.062,147.192,7.042,-13.826,3.601,7.164,0.764,5.982,0.691,-4.926,0.955,0.568,0.551,-4.046,0.587,-4.78,2.955,129.722,8.126,-2.707,5.984,47.865,40.499,22.354,19.707,11.285,16.31,-0.517,0.729,44.039,36.755,-7.163,6.284,165.791,62.197,-4.289,11.085
20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85,48.756,37.895,74.234,19.424,5.288,7.785,12.964,9.435,42.602,34.369,0.329,9.245,207.423,43.982,-89.886,33.071,7.62,4.6,12.237,6.453,-0.604,1.881,-1.221,0.587,-1.348,3.236,-3.149,12.521,97.433,57.649,-24.291,25.299,10.77,1.795,8.928,1.582,-0.986,2.322,-2.043,0.813,-9.428,0.765,-9.887,7.588,74.288,66.351,-1.134,5.107,10.934,1.357,10.791,0.553,-7.208,0.896,-1.108,0.584,-7.58,1.383,18.261,4.829,296.203,44.669,-14.858,33.978,6.676,1.296,8.465,1.58,-5.338,1.309,-0.772,0.815,-3.685,0.224,19.909,5.618,260.02,33.395,-50.665,3.242,4.974,0.434,5.25,0.234,-3.232,0.309,-0.666,0.403,-3.808,0.302,28.309,3.898,176.262,14.508,-41.096,2.87,6.25,0.534,5.791,0.377,-2.789,0.728,-1.75,0.439,-5.192,0.122,2.085,5.538,158.22,5.601,-54.429,7.483,7.538,0.611,7.058,0.412,-4.786,0.29,-0.773,0.398,-5.536,0.282,-11.67,4.071,170.643,7.689,-9.713,22.431,7.307,1.604,7.639,0.235,-5.046,1.145,-2.199,0.639,-3.927,1.522,9.337,18.284,247.189,58.715,6.681,13.756,47.37,43.104,18.663,15.687,8.209,14.265,6.896,9.521,38.58,36.297,57.614,23.912,313.311,123.854,-122.2,72.051
0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208,54.356,37.892,75.409,19.087,12.986,15.286,0.36,1.763,50.697,32.116,52.161,17.153,201.56,63.764,-40.043,24.53,8.608,4.086,11.712,6.572,-4.059,2.587,0.523,0.521,-2.336,3.953,0.175,9.529,-51.027,86.428,-24.922,35.016,8.115,4.217,9.696,2.128,-2.771,4.797,-1.189,0.714,-3.773,2.964,-10.707,3.853,6.459,117.612,-8.307,39.85,20.069,6.16,13.513,6.492,-5.444,10.586,0.562,1.492,-13.695,4.049,-19.027,22.835,433.775,96.077,-22.631,43.587,21.303,4.572,22.835,0.929,-18.137,2.655,-0.379,1.608,-9.3,2.92,38.973,6.618,495.723,40.508,-4.664,35.561,6.989,3.61,11.507,4.78,-5.911,2.802,-0.169,0.333,-0.612,1.771,42.422,8.064,267.071,85.948,-46.908,4.533,4.118,0.926,3.559,0.32,-1.303,0.799,-0.228,0.932,-2.811,0.829,23.833,11.662,107.295,15.917,-18.636,8.549,4.711,0.949,4.059,0.157,-1.14,0.161,-0.545,0.512,-3.655,0.412,-4.855,4.764,120.738,8.478,1.327,6.695,6.776,1.624,5.378,1.097,-4.737,1.488,0.945,0.682,-1.417,2.475,-21.318,9.0,115.555,5.014,7.888,9.592,47.766,40.784,21.126,18.29,23.757,19.799,-1.65,1.782,40.646,32.441,2.731,14.515,136.886,41.359,-14.346,25.821
