SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
0827-BK2-02-67,Salto B,28.573,-1.185,34.534,-26.259,-0.417,34.743,-26.033,17.324,15.373,338.83,-42.072,15.935,336.941,-42.323,9.365,62.788,295.469,-48.432,61.716,295.442,-47.353,4.135,15.19,102.592,-40.989,15.4,103.051,-41.087,22.387,10.543,142.382,-15.113,9.839,141.592,-14.946
20190930-1153-FRANKFURT_1-01-80,Salto A,27.901,4.724,173.988,0.712,4.548,173.833,1.946,7.501,28.482,174.293,15.351,28.363,173.982,15.331,6.519,32.191,229.429,-17.775,32.511,229.266,-17.573,5.708,7.25,163.402,-0.492,7.565,163.716,-0.329,17.901,0.385,173.476,-23.092,0.125,171.191,-21.931
0827-BK2-02-89,Strecksprung,23.26,-4.712,12.456,-17.456,-4.454,12.889,-17.445,0.78,-0.886,-18.314,-11.981,-0.855,-18.335,-11.992,0.559,-3.174,-29.337,-13.74,-3.101,-29.333,-13.752,0.701,-0.347,-21.507,-16.524,-0.375,-21.573,-16.405,26.541,-2.872,11.617,-14.867,-2.943,11.499,-14.93
0609-1-01-429,Salto C,28.388,13.76,40.104,-16.11,13.78,43.054,-16.456,18.048,-6.337,453.094,-26.089,-5.722,448.067,-25.006,4.269,7.743,223.408,-3.892,7.31,224.911,-4.267,3.271,7.993,68.734,-1.88,7.777,69.428,-1.969,26.058,-0.334,176.822,-9.813,-1.016,177.329,-9.233
0827-BK2-01-46,Salto C,36.0,3.671,10.212,-8.782,4.461,12.627,-8.398,18.898,10.48,472.24,-14.097,10.377,463.516,-14.064,4.756,-2.385,128.69,-29.911,-2.675,134.152,-30.033,2.824,-18.87,110.583,-24.593,-19.195,110.697,-24.543,22.401,-21.913,122.501,16.032,-21.612,121.938,16.049
0115-MORITZ-03-130,Voll- ein- voll- aus B,37.165,-232.58,226.817,-281.519,-232.086,223.468,-285.277,40.654,-491.475,93.56,-857.191,-488.766,90.813,-851.392,42.656,-276.401,-430.987,-422.432,-280.45,-419.73,-423.761,24.007,158.246,250.701,-301.619,157.775,245.268,-302.174,21.143,9.776,249.438,5.67,9.723,244.17,4.748
0609-4-01-372,Fliffis B,47.492,-32.412,-524.743,56.552,-32.162,-519.04,56.727,27.237,0.847,-312.6,138.607,-0.539,-314.254,139.814,24.283,-138.187,121.555,387.1,-136.178,121.767,384.292,15.247,-3.279,294.681,83.281,-4.104,294.114,84.509,17.755,21.01,300.063,0.412,20.471,293.496,0.874
20190930-1616-FRANKFURT_1-01-99,Strecksprung,22.443,-44.307,17.869,21.035,-42.442,17.614,21.104,0.915,10.465,-15.514,-20.86,10.004,-15.912,-20.878,0.734,0.508,-24.621,-11.58,0.603,-24.422,-11.452,1.075,-6.419,-2.995,4.326,-6.21,-2.786,4.357,23.155,7.361,7.252,-3.983,7.291,7.01,-4.288
20190930-1247-FRANKFURT_2-01-300,Strecksprung,28.626,-8.105,70.241,17.55,-7.427,70.598,17.266,0.944,8.05,-33.6,4.463,7.847,-33.684,4.727,0.966,6.251,-49.383,-14.541,6.286,-48.893,-14.289,1.045,7.708,-40.866,-10.128,7.653,-40.902,-10.122,20.442,3.239,63.143,-0.93,3.377,62.21,-0.614
20191007-1524-FRANKFURT_1-01-144,Fliffis B,50.589,-51.924,-571.49,56.859,-50.608,-565.38,54.784,41.226,23.023,-691.108,29.463,21.434,-691.508,29.85,29.128,-63.27,-452.0,246.695,-57.351,-452.56,245.431,19.658,44.316,103.679,403.701,40.398,105.159,402.007,32.728,139.552,393.404,-9.342,138.455,402.381,-3.09
0115-CHARI-05-149,1 3/4 Salto vw C,36.983,14.868,-358.688,-3.442,14.506,-358.704,-3.68,40.305,27.937,-610.388,14.723,27.599,-604.551,13.762,8.922,-1.549,-130.371,-10.914,-1.33,-134.996,-10.889,9.848,10.391,-372.429,3.221,10.072,-371.249,3.616,32.496,1.754,-215.838,6.243,2.194,-219.258,6.123
0609-1-01-682,Bauchsprung,23.884,-6.98,-4.721,-2.588,-6.887,-5.091,-2.943,0.497,-1.556,-64.686,-11.928,-1.257,-63.904,-11.533,0.755,0.083,-73.656,0.65,0.06,-74.855,0.497,1.127,0.354,-51.913,-0.25,0.469,-49.629,-0.506,30.739,0.01,86.181,-14.834,-0.074,82.94,-14.471
0609-1-01-546,Salto C,29.391,13.031,56.54,-19.553,13.307,60.423,-19.392,16.835,15.421,455.191,-28.96,15.388,448.893,-27.941,3.318,19.936,196.478,-8.289,19.876,198.837,-8.713,3.36,16.726,108.739,-7.048,16.524,108.435,-7.715,26.349,1.006,123.564,-12.819,0.583,124.88,-12.327
0609-4-01-459,Fliffis B,53.032,-21.405,-356.43,25.881,-20.453,-352.412,26.06,33.041,3.511,-530.798,40.311,3.027,-527.118,42.268,18.682,-89.012,-60.457,284.353,-88.707,-61.786,282.237,16.093,-119.88,214.463,203.562,-119.946,212.897,203.751,34.671,-21.109,307.838,34.254,-20.92,306.004,33.907
0827-BK2-02-79,Salto B,26.164,7.555,39.775,-18.61,7.971,40.07,-18.8,13.056,-13.277,291.176,-48.93,-12.748,289.8,-48.127,13.17,38.643,349.597,-25.985,37.999,349.125,-26.606,3.933,7.836,105.348,-47.203,7.712,105.97,-46.366,27.331,7.64,151.489,2.385,7.426,150.429,2.144
0115-CHARI-05-30,Salto B,38.535,-10.812,45.332,-2.958,-10.414,46.072,-3.082,18.679,-21.526,313.126,-15.454,-20.814,311.726,-16.339,10.854,-12.831,256.309,-19.379,-13.104,257.663,-18.468,5.034,-12.399,147.348,-20.496,-12.461,146.571,-20.662,18.581,-15.498,131.166,-23.615,-15.325,132.225,-23.264
20191007-1524-FRANKFURT_1-01-142,Fliffis- Rudi C,47.142,-31.683,-489.399,23.002,-30.64,-493.465,21.53,54.97,15.296,-672.856,122.243,13.881,-674.526,117.319,40.055,53.333,-209.107,748.742,59.32,-216.011,745.982,41.684,276.169,31.533,865.877,273.584,37.343,863.547,32.554,194.177,326.538,30.934,187.285,337.553,47.115
20191008-1207-FRANKFURT_2-01-91,Barani A,37.534,-61.507,-189.361,98.305,-59.735,-188.856,100.491,8.283,-71.551,-157.077,69.738,-72.297,-157.228,71.931,9.48,-141.381,-33.964,243.6,-140.472,-33.703,241.88,8.879,-56.255,158.359,166.565,-56.562,157.233,165.874,22.937,29.468,292.666,35.944,24.897,301.901,28.183
0827-BK2-01-31,Salto C,34.746,3.747,16.079,1.282,4.737,17.974,1.44,18.064,44.047,462.578,-8.269,43.65,453.404,-10.433,4.553,1.146,128.776,-10.29,1.153,135.119,-8.474,2.874,16.738,88.557,-9.389,16.639,88.867,-9.531,21.568,3.629,131.823,-11.046,3.563,130.871,-11.032
0115-CHARI-05-117,Voll- ein 1 3/4 Salto vw C,32.662,-35.957,-204.881,94.008,-37.079,-204.479,95.25,20.653,-97.303,-50.534,439.202,-93.089,-50.454,435.194,29.764,479.342,-306.033,133.822,474.746,-304.762,136.475,21.441,131.436,-361.188,26.115,132.256,-362.682,24.973,31.075,7.502,-163.771,-1.801,7.406,-162.117,-1.445
0827-BK1-01-121,Salto A,32.82,1.581,149.237,-1.151,1.179,150.821,-1.572,6.671,8.423,200.316,-7.622,8.198,198.372,-7.22,6.399,-12.612,214.784,-21.229,-12.559,214.532,-21.103,5.45,-10.616,176.12,-1.101,-10.702,176.004,-1.066,21.49,-1.513,161.332,11.287,-1.62,159.187,12.877
0609-4-01-499,Salto C,31.773,-4.385,115.331,11.81,-4.311,116.375,11.714,14.882,5.564,354.83,-0.123,5.101,352.643,0.157,5.951,-0.18,220.934,10.793,-0.094,221.666,10.766,3.112,8.302,99.631,-3.268,8.357,99.566,-3.162,12.785,13.735,156.01,-2.554,13.374,150.684,-2.131
0609-1-01-32,Fliffis C,41.344,-52.505,-324.035,-9.87,-52.2,-323.981,-9.444,59.016,-132.685,-801.604,5.844,-131.343,-792.438,5.881,19.619,117.007,-106.509,-205.274,116.809,-113.21,-205.247,13.964,236.626,25.653,-218.632,235.611,25.568,-218.038,19.258,5.03,205.187,-91.595,6.275,201.055,-90.678
0609-1-01-253,Doppelsalto B,29.911,18.177,165.946,-15.335,18.381,165.17,-16.649,22.686,-14.042,386.579,-11.188,-14.523,385.949,-9.502,40.789,-1.622,759.128,9.058,-0.599,758.631,7.774,19.679,37.031,400.059,-16.127,36.052,400.788,-15.128,19.745,-7.032,204.926,-14.08,-5.837,202.321,-13.15
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,36.596,20.667,155.272,-2.106,21.792,158.641,-4.781,36.543,77.014,523.884,-36.747,77.114,523.2,-36.394,50.085,96.031,724.663,14.522,94.638,718.359,13.758,13.711,26.585,289.686,-26.595,27.578,294.353,-26.075,26.172,5.578,218.512,-4.98,5.927,217.837,-4.615
0609-4-01-371,Salto C,30.978,-7.732,84.128,11.575,-7.375,89.287,10.672,14.954,8.116,423.129,-1.551,8.009,414.948,-0.901,3.759,4.185,136.998,5.752,3.89,139.535,5.743,2.992,3.991,106.948,1.457,3.69,106.546,1.387,28.964,3.1,134.723,-9.007,3.413,130.944,-8.726
20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,36.129,-16.764,147.55,5.532,-15.91,150.842,4.933,36.906,3.039,557.027,1.409,4.564,551.829,1.378,48.418,72.576,723.965,-12.179,71.333,721.775,-11.67,14.968,-2.031,285.09,-22.698,-1.689,286.974,-23.625,14.323,-10.715,261.817,-22.358,-11.538,254.516,-12.027
20190930-1247-FRANKFURT_2-01-173,Salto A,32.583,3.235,203.921,17.82,3.837,204.768,18.096,6.882,12.63,195.779,-15.742,11.933,195.083,-16.236,6.645,-11.708,208.432,-20.11,-11.514,208.489,-19.88,6.675,-14.328,156.438,-10.866,-14.579,156.417,-10.756,24.563,-13.147,184.826,4.597,-13.758,182.97,4.832
0827-BK2-02-61,Salto B,27.171,12.661,11.959,-34.178,11.72,13.023,-34.447,18.058,-14.681,358.242,-6.77,-13.966,356.254,-7.113,9.21,26.804,282.265,-47.457,26.607,282.746,-46.582,3.397,-4.4,85.853,-32.081,-4.788,86.03,-32.491,32.428,-16.803,149.69,-12.836,-16.761,149.272,-12.762
20191008-1157-FRANKFURT_1-01-182,Grätschwinkel,23.89,-9.99,52.325,12.687,-9.356,49.904,14.022,5.452,-8.909,-189.947,21.781,-8.988,-186.898,21.129,9.596,-0.76,-54.616,-31.392,-1.129,-54.878,-29.459,5.086,-2.17,160.852,3.748,-1.655,160.079,2.668,25.978,3.127,57.581,5.268,1.789,60.359,7.479
20190930-1616-FRANKFURT_1-01-10,Salto C,33.564,-5.31,4.317,24.814,-4.897,6.61,24.509,17.554,-6.75,398.829,26.688,-6.943,398.399,26.167,9.389,-14.395,274.509,14.716,-14.239,272.87,14.842,4.099,-8.659,93.816,13.855,-8.861,94.013,14.03,26.671,-9.195,208.7,2.409,-9.512,208.266,2.514
20191007-1150-FRANKFURT_2-01-224,Fliffis C,45.557,-90.042,-505.301,16.407,-89.026,-500.85,17.223,54.009,-81.875,-652.242,-8.27,-81.688,-653.201,-6.767,50.583,-152.503,-475.306,205.23,-150.942,-473.108,204.605,19.769,-62.062,56.817,333.95,-64.253,57.407,332.001,24.159,44.738,313.19,58.007,44.64,310.235,58.621
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,42.059,6.981,131.25,-1.033,7.144,135.02,-1.331,29.183,33.012,443.0,0.028,32.939,442.898,0.596,45.302,26.098,687.989,40.439,26.115,686.527,39.64,19.16,16.63,361.139,5.042,16.534,361.94,5.25,20.161,-23.821,206.212,-3.2,-22.604,204.026,-2.684
20190930-1247-FRANKFURT_2-01-31,Salto B,38.322,-9.812,39.512,6.346,-7.507,42.277,8.802,12.781,26.693,193.051,-19.696,25.735,194.525,-20.613,18.402,10.918,455.619,-42.583,11.251,452.912,-42.036,4.845,-10.904,99.79,20.065,-10.607,101.335,19.586,21.762,23.181,199.742,8.632,23.022,199.857,7.321
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,34.89,-14.107,-43.699,-1.236,-12.656,-46.67,0.334,10.347,5.284,-121.24,6.241,5.152,-118.767,5.162,6.192,11.18,119.536,-25.048,11.207,118.008,-24.383,1.708,-5.906,15.604,-2.648,-5.597,15.844,-2.282,20.437,0.44,45.586,14.733,0.07,46.151,13.831
0609-1-01-163,Bauchsprung,23.163,0.495,9.896,0.975,0.265,9.824,1.03,0.909,-4.906,-51.367,-6.355,-4.728,-51.37,-6.673,1.42,-0.492,-106.702,-25.856,-0.498,-106.034,-25.052,1.544,10.117,-39.628,23.594,10.176,-39.309,23.939,28.015,-2.828,80.753,-11.792,-2.644,79.073,-10.931
20191008-1157-FRANKFURT_1-01-295,Strecksprung,19.882,14.864,78.96,29.044,13.917,79.292,28.972,1.438,-2.982,-17.062,-19.076,-1.943,-17.727,-19.166,1.396,-18.259,-57.517,14.344,-17.603,-57.242,14.376,1.465,4.055,-30.222,-0.142,3.745,-29.674,-0.328,28.892,-11.887,63.188,-17.757,-11.887,68.415,-17.03
0827-BK2-02-123,Salto A,24.911,9.913,177.609,-39.813,10.303,179.438,-38.899,6.44,10.208,201.294,-18.919,10.012,199.536,-19.116,5.711,8.456,213.739,-26.239,8.914,213.567,-26.607,6.155,6.347,177.617,-42.543,6.083,177.754,-42.152,21.526,-8.944,153.605,-6.37,-9.327,153.466,-7.316
20190930-1247-FRANKFURT_2-01-79,Barani C,34.474,-61.101,-222.419,50.681,-59.866,-221.91,50.998,14.78,-114.114,-309.941,150.425,-113.104,-307.094,148.624,7.062,-66.327,-0.05,151.897,-67.303,-0.885,153.11,5.464,-86.699,74.204,149.449,-86.061,74.166,149.08,23.334,-20.783,171.65,71.166,-21.502,171.565,70.5
0110-MORITZ-01-81,Voll- ein- voll- aus B,30.709,-217.276,242.965,-268.448,-217.069,236.598,-269.897,38.605,-453.047,33.129,-807.452,-455.389,30.628,-801.757,43.556,-488.12,-511.058,-266.848,-484.262,-499.882,-273.951,25.407,-162.507,-33.577,-527.161,-164.032,-36.344,-520.177,30.755,-35.694,375.549,-1.507,-35.576,371.361,-4.579
20191007-1150-FRANKFURT_2-01-129,Barani A,35.264,-16.212,-201.807,31.232,-15.593,-199.881,34.515,8.953,-118.152,-93.524,149.773,-118.4,-94.662,151.094,12.765,-185.464,67.178,241.6,-183.55,66.759,238.046,10.048,-48.154,157.802,64.365,-49.582,158.821,65.508,17.093,22.726,277.624,34.492,21.29,274.418,34.286
20191007-1159-FRANKFURT_1-01-47,Strecksprung,30.719,-17.081,60.085,40.856,-17.107,60.57,40.488,1.367,8.275,5.048,23.788,7.716,4.407,23.847,1.133,0.195,-64.044,-25.954,0.151,-63.031,-25.399,1.304,-12.887,-59.801,-0.525,-12.726,-59.978,-0.936,20.059,-2.515,58.686,-19.164,-2.037,57.724,-21.624
20190930-1247-FRANKFURT_2-01-174,Rudi,33.671,-18.128,-230.149,80.546,-17.92,-227.409,82.252,12.129,18.596,-92.264,444.417,21.818,-91.729,442.458,16.422,323.085,-6.938,557.01,318.072,-6.837,555.705,10.882,-21.439,96.741,376.36,-19.206,95.809,376.643,17.139,6.495,256.196,89.441,3.842,252.815,90.675
0110-JANEIKE-01-68,Halb ein Triffis C,31.036,-214.75,122.016,-278.028,-216.21,117.332,-273.215,61.169,-529.519,-610.056,117.989,-527.714,-608.13,114.047,78.278,-282.303,-858.111,-21.065,-280.144,-853.652,-22.164,30.155,102.841,-193.775,-372.593,99.887,-196.436,-370.152,26.279,11.591,238.975,-157.426,12.117,234.379,-157.787
0609-4-01-528,Barani C,37.131,2.828,-229.412,39.815,2.6,-228.766,39.778,13.69,4.657,-263.592,126.465,3.22,-263.507,126.637,8.118,-46.417,13.156,256.712,-44.892,14.086,255.97,4.416,-34.49,116.198,134.962,-34.741,114.994,135.163,23.867,5.589,141.121,33.586,5.487,140.586,33.921
20191008-1207-FRANKFURT_2-01-7,Salto A,22.998,-7.037,132.145,-8.18,-6.406,133.256,-7.5,8.689,8.768,186.309,-23.16,8.742,184.261,-22.455,6.939,16.318,237.749,-42.831,16.214,237.222,-42.431,6.531,-7.262,161.058,-37.242,-7.463,161.556,-37.815,23.267,-21.673,278.22,-50.759,-21.246,280.421,-39.775
0609-4-01-446,Fliffis B,55.171,-17.23,-372.477,15.955,-15.948,-367.547,14.372,30.568,26.456,-434.343,57.882,25.307,-434.853,57.709,19.22,-157.544,-64.033,290.646,-156.895,-61.936,290.54,15.945,-132.432,246.323,179.567,-132.671,244.47,179.615,29.04,1.081,284.654,22.297,0.915,282.508,22.653
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,27.645,-5.671,118.001,-11.683,-4.662,117.369,-12.276,4.145,6.856,138.936,-4.494,6.565,139.663,-4.158,4.682,16.137,223.224,-10.733,16.071,222.949,-10.609,5.512,5.218,201.192,-26.541,4.999,202.702,-26.102,22.848,-14.55,179.796,-29.7,-14.541,174.494,-29.592
20191001-1202-FRANKFURT_2-01-79,Hocksprung,33.721,1.049,45.009,18.87,2.584,36.683,4.504,8.453,1.414,75.063,2.967,1.576,75.467,3.031,5.337,-5.473,-115.293,13.791,-5.197,-114.475,12.714,1.539,-4.507,-4.188,2.761,-3.947,-5.075,3.225,17.916,-0.669,-1.683,-22.636,-0.412,-0.332,-16.451
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,49.576,-37.726,-523.162,54.544,-35.704,-515.828,56.372,30.138,-33.029,-658.551,85.77,-32.857,-656.201,85.616,13.049,-17.694,-141.478,33.703,-18.825,-145.265,33.173,15.306,1.013,-353.785,0.758,1.971,-351.545,1.411,34.968,10.689,-368.556,39.632,10.477,-377.021,41.436
20191007-1159-FRANKFURT_1-01-450,Barani A,34.222,-19.904,-240.926,51.942,-19.756,-237.983,53.181,10.597,-46.586,-128.779,237.051,-47.04,-127.596,237.589,9.968,-24.049,137.894,306.222,-23.849,136.771,304.303,8.327,46.907,204.122,32.348,46.415,204.7,33.863,21.438,43.298,256.421,-20.547,43.562,256.064,-25.165
20190930-1247-FRANKFURT_2-01-130,Salto B,33.233,-2.513,15.456,11.251,-2.305,16.467,10.548,13.885,18.117,311.117,-14.983,18.398,310.315,-14.515,17.717,15.913,352.844,-15.802,15.686,352.823,-16.386,5.068,0.931,118.296,2.535,0.856,117.376,3.242,15.294,11.225,171.938,10.638,9.475,169.356,12.116
0609-4-01-11,Fliffis B,52.811,-9.86,-369.157,20.341,-9.36,-363.512,19.219,37.286,3.598,-614.462,30.978,3.489,-606.119,31.765,17.052,-76.406,-60.113,240.144,-76.683,-66.334,239.726,15.54,-151.138,167.655,233.203,-150.673,165.727,232.755,28.661,-1.329,256.144,40.826,-1.534,255.213,42.089
20191001-1202-FRANKFURT_2-01-112,3/4 Salto vw A,34.522,13.713,55.852,26.519,13.103,50.569,24.057,2.768,19.705,19.405,19.861,19.729,20.859,19.516,1.31,32.482,183.444,-20.14,32.304,184.262,-20.17,8.993,27.16,366.303,-13.174,27.132,364.152,-13.19,15.16,16.522,248.857,8.374,16.547,242.197,7.586
20191003-1152-FRANKFURT_1-01-103,Salto A,28.615,1.054,171.175,12.881,0.728,171.61,14.403,9.288,-4.914,182.843,2.525,-4.851,184.036,3.057,7.657,-9.358,311.504,1.92,-9.231,310.201,1.571,7.9,-5.578,151.509,-14.674,-6.034,153.409,-13.403,22.807,-30.081,264.426,1.109,-29.137,262.704,-0.898
20191007-1159-FRANKFURT_1-01-386,Salto C,40.206,-4.851,127.849,17.92,-7.222,126.487,17.472,12.633,3.986,323.572,-8.161,4.145,322.438,-7.492,11.58,-9.469,286.31,-25.906,-9.239,288.475,-25.641,4.312,-14.779,32.349,2.881,-14.727,35.061,2.883,25.546,-31.129,221.605,0.711,-31.099,218.882,0.826
0609-1-01-594,Salto C,29.536,10.573,57.027,-3.905,11.55,60.228,-5.009,15.483,14.476,412.904,-18.122,14.506,409.366,-16.762,4.159,17.757,210.236,-6.323,17.052,210.258,-6.692,3.468,-3.025,74.952,5.422,-2.639,75.575,5.615,25.284,21.021,194.05,-7.795,20.368,195.047,-7.507
0609-1-01-758,Von Bauch in Stand,30.979,-6.29,-41.738,-9.773,-7.027,-39.74,-10.743,1.134,5.833,5.993,8.015,5.82,4.544,8.109,0.873,9.811,-30.794,31.113,9.635,-29.978,30.582,1.474,12.372,52.446,-18.914,12.562,51.155,-18.544,20.047,-12.076,113.881,16.037,-11.028,115.405,16.457
0609-1-01-743,Doppelsalto C,32.499,16.274,169.918,-23.718,16.032,169.9,-25.87,39.838,-10.999,551.703,-4.966,-10.45,552.657,-2.721,51.677,76.032,798.132,-11.079,75.614,794.298,-10.566,14.951,34.119,339.925,-15.624,33.913,342.34,-16.936,18.23,-5.355,212.876,-16.993,-4.71,208.936,-16.038
20190930-1247-FRANKFURT_2-01-145,Strecksprung,30.886,-5.439,80.074,13.044,-5.046,80.329,13.616,0.825,-1.213,-14.908,11.436,-1.291,-14.882,11.327,0.948,-0.121,-37.887,-2.312,-0.178,-37.709,-2.22,1.274,-4.791,-55.462,-6.301,-4.718,-55.855,-6.315,25.717,0.821,39.966,-3.436,0.506,40.276,-3.002
0609-1-01-800,Doppelsalto C,33.828,12.159,151.582,-14.484,13.712,154.021,-15.479,37.942,-4.25,533.597,-13.014,-5.026,532.585,-13.29,50.619,9.249,808.601,-29.116,10.794,801.964,-28.638,16.167,36.715,344.687,-15.486,34.748,350.522,-15.626,22.473,10.689,233.6,-7.692,10.134,230.285,-6.949
20191007-1524-FRANKFURT_1-01-249,Strecksprung,29.048,5.937,82.149,18.499,6.757,81.448,19.186,1.195,1.007,-14.359,29.834,0.157,-13.895,29.897,1.088,-23.429,-54.557,-12.579,-23.308,-54.495,-12.655,0.989,-8.572,-57.696,-20.41,-8.84,-57.862,-20.639,20.434,3.127,34.055,-1.229,3.19,33.831,-0.714
0609-1-01-809,Bauchsprung,30.181,1.109,-3.655,9.154,0.288,-2.9,8.56,1.079,-5.988,-64.541,-19.039,-5.166,-64.774,-18.336,1.097,11.293,-74.026,11.174,10.816,-73.932,10.883,1.087,1.158,-40.461,-6.349,0.673,-39.453,-6.106,28.106,-16.478,93.876,-8.683,-15.38,91.536,-7.672
0609-1-01-636,Von Bauch in Stand,33.41,-1.779,-32.996,2.515,-2.493,-31.799,2.427,1.183,0.984,-7.445,-7.702,1.294,-7.394,-7.876,0.628,2.629,7.667,14.201,2.748,7.832,14.022,1.162,16.704,43.22,-16.259,16.351,42.534,-15.439,29.258,-4.324,117.271,26.254,-3.583,118.675,24.233
0609-1-01-351,Salto C,35.77,7.81,87.236,-10.329,7.799,87.51,-10.805,17.571,-7.912,405.843,-7.804,-7.813,405.049,-8.83,8.291,14.067,277.29,-7.208,14.324,278.716,-5.806,3.06,15.782,104.738,-1.284,15.429,104.884,-1.757,24.791,7.464,103.1,-1.063,7.462,104.34,-1.114
0609-4-01-110,Schraubensalto C,41.673,64.767,169.557,94.911,64.155,169.849,97.618,6.238,195.006,13.708,270.037,193.671,13.66,269.922,12.952,-25.993,-89.887,413.582,-24.781,-88.18,411.75,7.246,-79.379,138.951,177.997,-78.87,137.964,179.21,18.3,20.547,182.341,20.598,18.94,179.635,21.386
0827-BK2-01-100,Salto A,25.073,16.234,125.012,-8.22,16.441,124.832,-8.077,6.457,2.728,221.757,-26.43,2.537,220.381,-26.469,5.188,-1.542,190.996,-22.817,-1.287,191.214,-22.529,4.947,-8.11,156.906,-20.305,-8.223,156.916,-20.499,24.972,-14.328,137.608,-14.961,-14.323,137.706,-13.904
0827-BK2-02-81,Salto B,31.619,5.735,47.902,-32.029,6.183,48.257,-32.951,11.669,-33.065,208.114,-31.7,-31.953,207.163,-31.407,16.06,24.71,407.395,-17.197,23.817,405.981,-16.958,3.336,6.12,91.995,-27.864,6.341,94.489,-27.92,16.881,8.99,145.086,-23.141,8.789,141.431,-22.043
0115-JANEIKE-01-115,Fliffis- Rudi B,51.075,-123.26,-495.078,3.417,-120.91,-491.853,4.615,36.274,-187.321,-581.345,-19.547,-186.992,-580.887,-26.431,34.586,-218.494,-75.829,-769.763,-217.862,-80.556,-761.506,30.941,-29.48,-185.448,-643.594,-31.085,-181.445,-642.642,31.344,88.045,288.266,-86.987,86.352,290.501,-90.321
0609-4-01-129,Schraubensalto C,28.428,72.293,183.082,130.876,72.636,182.945,131.06,11.097,224.611,-59.159,396.147,221.616,-59.11,395.404,13.289,-46.724,7.904,389.32,-44.902,8.315,388.746,6.386,-34.432,166.48,140.846,-34.222,165.445,141.219,12.51,37.468,183.211,36.794,36.523,179.626,36.014
0609-4-01-313,Salto C,33.231,-14.243,83.222,11.62,-13.711,89.789,11.427,12.926,18.385,395.345,17.751,17.465,386.27,17.678,3.822,2.288,136.585,13.997,2.667,138.347,14.027,3.453,14.2,140.337,10.945,14.106,140.001,10.973,12.598,11.003,142.549,-5.512,10.244,137.558,-4.618
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,27.779,89.396,179.646,74.202,89.562,178.977,75.405,6.485,214.376,8.874,279.65,212.304,8.449,279.958,16.401,-4.633,-73.309,496.977,-1.926,-69.227,492.764,11.646,-51.749,151.55,195.519,-52.454,149.633,197.884,17.246,72.8,293.247,35.525,71.782,291.585,35.104
0110-MORITZ-01-153,Strecksprung,27.617,8.798,52.816,29.587,8.726,53.644,29.36,1.192,-1.505,-13.423,1.05,-1.251,-13.395,1.349,0.694,-5.006,-37.06,-4.219,-5.027,-36.975,-4.239,0.713,1.054,-24.301,-3.711,0.984,-24.461,-3.473,22.294,-14.148,16.972,6.13,-14.265,16.769,5.728
20191007-1150-FRANKFURT_2-01-43,Cody C,42.417,9.543,-39.586,37.816,9.253,-34.191,37.743,25.392,18.158,524.074,-28.239,17.715,519.757,-27.416,17.854,-13.093,365.642,-27.196,-11.86,368.03,-28.138,7.866,-1.976,131.413,-9.792,-2.471,133.295,-9.481,19.227,-29.028,231.251,-12.872,-28.408,226.691,-14.443
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,58.691,-44.668,-564.171,77.074,-44.818,-562.05,75.489,38.144,-75.531,-602.678,105.722,-73.536,-599.796,112.879,38.164,369.888,-102.552,902.369,359.694,-102.861,895.153,28.782,-113.917,70.027,579.968,-104.782,67.013,578.463,35.728,131.733,358.708,14.207,129.093,360.516,16.1
20191008-1157-FRANKFURT_1-01-243,Salto C,25.591,11.471,87.312,17.247,10.155,83.349,12.936,13.971,17.452,466.106,-36.42,16.5,462.305,-36.763,8.864,1.768,183.14,-12.244,2.554,185.039,-12.15,4.817,-0.864,100.189,-13.78,-0.939,100.544,-13.127,27.648,-4.62,177.372,-5.508,-3.732,175.587,-6.739
0609-4-01-476,Salto C,32.597,-0.526,112.942,9.722,-0.631,115.117,9.752,14.395,8.468,375.182,6.215,7.777,371.653,6.781,5.587,8.784,212.573,1.543,8.792,212.938,1.458,3.108,3.504,104.769,-8.853,3.473,104.548,-8.751,10.484,10.31,143.159,7.035,10.508,138.178,6.337
