Sprungtyp,SprungID,avg_ACC_N,std_ACC_N,avg_ACC_N_ROT_filtered,std_ACC_N_ROT_filtered,avg_Acc_x_Fil,std_Acc_x_Fil,avg_Acc_y_Fil,std_Acc_y_Fil,avg_Acc_z_Fil,std_Acc_z_Fil,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Salto C,0609-1-01-568,17.149,23.983,16.958,22.196,-1.618,10.468,0.127,1.255,5.267,25.545,13.806,23.559,188.624,189.31,-7.958,18.485,26.068,359.098,-15.204,44.448,382.4,40.433
Von Bauch in Stand,0609-1-01-723,12.221,24.604,12.809,25.127,6.1,16.241,-0.01,1.348,6.919,18.432,3.393,10.873,21.277,51.329,5.458,15.14,6.056,35.314,10.082,17.467,68.16,30.123
Doppelsalto B,0609-1-01-577,30.054,23.086,29.792,20.089,-13.381,18.119,-0.797,2.365,-1.269,27.949,0.196,46.569,384.726,277.542,-16.316,26.22,0.195,705.745,-30.783,74.172,738.26,62.535
Schraubensalto C,0609-4-01-237,16.966,22.727,16.923,20.568,-2.585,9.456,-0.714,2.484,5.419,24.698,33.854,112.053,93.297,122.959,209.931,158.461,63.708,173.571,391.491,169.44,270.461,394.488
Salto B,0827-BK1-01-65,18.138,25.127,18.037,23.233,-0.238,14.934,-0.309,1.469,4.403,24.924,-2.925,23.83,176.799,165.947,8.468,27.115,-5.665,358.437,17.566,37.887,402.698,50.099
Salto C,0609-4-01-486,14.703,22.277,14.775,20.243,0.807,13.996,-0.548,0.722,3.687,20.789,-6.176,9.412,205.912,70.388,8.579,15.249,-11.454,354.315,10.175,18.611,354.315,27.304
Fliffis C,0609-1-01-60,34.342,26.602,34.135,24.228,-14.087,23.66,1.746,4.784,-3.856,30.936,19.851,160.915,-185.745,371.918,-93.503,124.613,36.73,-346.264,-174.223,238.83,568.646,226.046
Salto B,20190930-1153-FRANKFURT_1-01-78,20.089,23.921,20.082,21.675,-2.668,11.561,-0.062,1.446,4.035,26.931,16.854,31.719,181.606,222.935,4.562,30.017,32.564,347.65,2.981,49.497,408.072,53.386
Schraubensalto A,20191007-1159-FRANKFURT_1-01-293,21.814,21.744,22.18,20.349,-6.651,11.975,0.127,4.643,6.541,23.787,127.439,142.163,55.814,229.245,323.881,273.132,209.999,91.277,532.958,217.057,343.563,549.87
Fliffis C,0609-4-01-267,30.717,26.607,30.915,24.035,-11.264,21.984,-0.566,2.605,-2.272,29.43,-61.703,85.712,-130.697,346.917,112.973,106.937,-123.374,-265.298,219.552,151.643,597.444,265.791
1/2 ein 1/2 aus C,20190930-1616-FRANKFURT_1-01-114,31.388,24.798,31.317,21.863,-12.185,18.697,-1.523,7.907,-3.091,30.055,111.622,201.213,-78.818,344.456,122.591,154.402,207.271,-143.23,221.279,320.447,550.741,303.492
Salto A,0827-BK2-01-102,15.16,24.97,14.766,23.133,0.567,9.857,0.203,1.559,5.558,25.544,0.115,18.491,167.867,60.997,-15.114,15.344,0.058,340.308,-30.237,28.613,340.308,42.335
Schraubensalto C,0609-4-01-97,17.121,23.491,17.001,20.968,-1.949,9.695,-0.747,2.539,5.328,25.272,22.561,115.215,80.779,129.298,204.333,145.341,43.405,154.834,390.429,187.041,269.867,391.942
Fliffis C,20191007-1150-FRANKFURT_2-01-235,40.113,21.612,40.468,19.789,-22.406,24.218,2.559,5.109,-5.588,28.374,-55.521,78.455,-257.762,393.192,126.947,162.383,-88.25,-411.504,195.737,129.058,653.011,217.16
Schraubensalto C,0609-4-01-177,16.842,23.434,16.757,21.0,-2.243,11.23,-0.772,2.569,5.868,24.316,44.723,105.893,98.864,123.529,211.373,167.835,85.269,185.797,398.232,158.535,280.098,402.042
Fliffis B,20191007-1534-FRANKFURT_2-01-65,32.483,19.548,33.414,19.825,-16.663,18.828,1.928,4.336,0.11,25.255,-20.754,46.21,-247.713,424.449,164.296,135.685,-34.191,-401.719,266.846,72.533,680.721,280.809
Barani A,20191008-1157-FRANKFURT_1-01-333,17.279,23.475,17.627,21.844,-1.867,7.629,-0.137,3.031,4.189,25.603,-51.222,74.8,64.874,180.793,105.479,117.721,-84.563,109.081,175.661,110.903,282.256,211.321
Barani B,20191007-1159-FRANKFURT_1-01-151,19.284,23.435,19.349,21.648,-3.634,9.866,-0.871,2.904,5.876,25.939,28.245,36.123,0.876,252.782,106.4,172.729,45.477,1.863,171.755,64.632,342.043,213.509
Doppelsalto C,0609-1-01-746,33.339,22.825,32.858,20.463,-15.89,22.541,0.536,1.892,-3.945,27.502,21.944,36.121,408.36,274.103,-13.071,28.69,38.013,706.94,-22.503,59.788,712.196,60.73
Fliffis C,20191007-1159-FRANKFURT_1-01-431,37.3,24.769,37.681,22.867,-21.027,21.649,-2.419,3.726,-1.205,30.134,36.133,42.057,-238.23,438.386,107.624,189.619,59.988,-389.604,170.987,76.326,717.266,237.042
Salto B,20190930-1153-FRANKFURT_1-01-141,20.169,23.305,20.151,21.083,-3.235,11.503,-0.406,2.013,3.446,26.518,17.578,26.742,187.892,211.796,9.224,29.129,33.354,351.205,11.915,45.578,417.924,42.353
Barani A,20191007-1534-FRANKFURT_2-01-54,18.113,20.69,18.489,19.508,-2.46,7.341,0.384,4.227,2.632,24.347,-62.222,68.892,26.27,189.899,129.752,102.981,-99.056,42.304,205.485,111.263,274.857,216.699
Schraubensalto,20190930-1247-FRANKFURT_2-01-172,15.77,23.403,16.076,21.541,-2.827,4.314,-1.072,2.459,4.479,25.519,34.95,120.187,101.815,125.983,196.874,129.042,63.117,184.721,358.064,190.007,265.6,364.74
Bauchsprung,0609-1-01-831,11.497,23.45,10.797,20.825,5.139,15.554,0.051,1.341,6.536,17.879,-4.299,11.931,-25.902,59.675,-4.262,18.589,-7.756,-44.97,-7.533,19.316,108.781,33.488
Schraubensalto C,0609-4-01-229,17.289,22.87,17.18,20.377,-2.101,11.317,-0.821,2.585,5.501,24.059,44.009,110.748,97.126,128.001,208.25,163.574,83.106,180.687,388.086,167.392,280.449,394.79
3/4 Salto vw A,20191001-1148-FRANKFURT_1-01-144,14.799,27.438,14.58,22.638,-5.469,16.89,-0.937,0.824,4.824,19.768,10.937,7.283,-158.158,120.784,9.517,16.516,18.645,-271.139,13.755,21.12,315.755,40.587
Salto A,0827-BK2-01-118,15.389,24.378,15.03,22.559,-0.159,8.471,0.308,1.222,5.71,25.675,5.874,13.217,168.372,53.542,-12.354,13.576,11.57,327.751,-23.68,24.258,328.299,33.813
Doppelsalto C,0609-1-01-714,33.494,23.188,33.156,21.215,-15.542,23.239,-0.406,1.722,-4.649,27.371,17.762,26.54,402.469,288.404,-21.725,24.153,30.664,698.429,-37.754,43.535,703.8,70.047
Bauchsprung,0609-1-01-857,11.836,24.284,11.154,21.652,4.875,15.26,-0.26,0.894,7.204,19.307,0.085,16.176,-21.636,61.571,-4.086,14.782,-0.119,-39.055,-6.86,24.169,109.309,28.946
Bauchsprung,0609-1-01-225,11.708,25.055,11.034,22.12,4.669,16.087,-0.262,0.709,7.006,19.467,-2.359,9.475,-22.332,69.171,-2.917,21.943,-4.606,-42.042,-5.326,19.193,126.13,36.84
Salto A,20190930-1247-FRANKFURT_2-01-269,15.503,24.765,15.366,21.844,0.508,6.193,-0.036,2.564,4.949,26.342,8.264,22.161,189.683,38.906,-11.845,24.167,14.337,346.064,-26.737,38.993,346.064,50.883
Barani A,20191007-1159-FRANKFURT_1-01-263,17.674,23.606,17.91,21.513,-2.702,5.978,-0.605,1.925,4.375,26.5,-51.128,60.973,38.395,206.587,105.768,112.245,-84.6,61.814,173.671,100.383,307.075,200.125
Barani C,20190930-1616-FRANKFURT_1-01-43,17.589,24.648,17.591,22.068,-1.253,9.026,0.301,2.925,4.913,26.369,-53.741,32.736,-54.136,202.519,94.046,70.465,-98.385,-100.037,172.41,100.687,296.149,193.297
Salto B,0827-BK2-01-59,18.716,24.982,18.448,23.02,-1.334,13.309,0.24,1.463,5.167,26.18,0.337,16.912,167.643,204.73,-19.907,26.406,0.68,341.416,-40.534,32.088,415.391,57.596
Barani A,20191008-1207-FRANKFURT_2-01-88,17.428,24.47,17.772,22.374,-0.788,6.031,0.243,4.26,3.262,26.095,-92.928,84.88,35.044,171.569,95.795,61.165,-155.407,54.988,158.666,172.264,254.72,183.281
Fliffis- Rudi C,20191007-1524-FRANKFURT_1-01-111,44.485,23.009,44.916,17.777,-25.935,21.877,-0.725,9.854,-2.948,29.181,92.71,207.659,-196.015,421.409,363.109,389.057,147.961,-313.717,580.895,281.448,680.128,665.574
3/4 Salto rw A,20191003-1152-FRANKFURT_1-01-14,13.359,24.611,12.904,20.224,3.024,13.608,-0.287,1.528,4.63,21.652,-4.67,15.461,172.009,76.099,1.039,27.198,-8.266,317.861,-5.397,25.559,318.915,40.103
1/2 ein 1/2 aus C,20190930-1616-FRANKFURT_1-01-149,32.218,24.153,32.129,21.339,-12.504,20.522,-0.561,8.657,-3.49,29.051,118.033,189.878,-84.458,354.803,116.555,166.082,213.249,-148.835,206.198,296.298,552.271,295.899
1 3/4 Salto vw B,20191007-1534-FRANKFURT_2-01-107,30.991,25.863,30.558,20.268,-18.115,16.211,1.09,2.253,0.224,24.995,-41.546,36.19,-386.217,249.561,42.805,55.974,-68.922,-638.631,70.758,74.632,665.27,105.998
Doppelsalto B,0609-1-01-209,28.864,20.068,28.568,17.152,-13.358,17.587,-0.424,1.486,0.574,25.115,0.901,36.278,394.485,257.917,-1.812,38.416,1.802,709.492,-2.879,54.298,744.003,76.7
Doppelsalto B,0115-CHARI-05-52,30.807,22.173,30.697,20.488,-13.604,19.107,0.932,1.251,-1.184,28.027,2.763,30.023,377.747,266.661,-6.13,34.342,4.779,691.442,-10.979,46.437,717.444,57.749
Fliffis B,20191007-1534-FRANKFURT_2-01-90,32.64,20.621,33.286,20.082,-17.492,17.414,1.63,5.243,0.542,26.495,-11.365,39.552,-230.413,434.906,153.644,130.929,-18.927,-379.231,253.138,56.216,692.771,279.569
Salto C,20190930-1616-FRANKFURT_1-01-223,18.634,25.245,18.659,22.512,-1.022,11.982,-0.207,1.928,4.638,26.345,-1.785,16.48,178.936,187.277,-0.494,30.591,-3.707,350.136,-7.377,26.205,381.894,52.893
Von Bauch in Stand,0609-1-01-783,12.639,24.044,13.089,24.312,6.654,16.984,0.204,2.316,6.384,17.107,2.09,18.046,21.576,62.926,6.015,29.191,3.491,35.788,11.05,25.767,74.028,50.122
Salto B,20190930-1153-FRANKFURT_1-01-126,19.194,23.218,19.378,21.535,-3.471,10.422,0.099,2.018,3.662,26.14,29.144,32.749,188.26,202.823,9.488,25.221,55.521,354.707,12.624,65.989,413.653,43.266
Salto A,20191001-1202-FRANKFURT_2-01-184,16.272,21.651,16.398,18.097,1.169,8.088,-1.034,1.871,2.759,21.748,-8.651,12.105,-221.483,60.5,-7.46,27.864,-13.757,-354.025,-20.691,23.697,354.025,47.444
Fliffis B,0609-4-01-459,30.273,24.212,30.334,21.297,-11.686,19.912,-0.331,2.979,0.669,28.026,-50.971,75.256,-90.449,357.174,121.686,121.175,-100.599,-182.629,234.727,127.02,613.054,241.251
Salto C,0609-1-01-50,17.464,24.092,17.257,22.257,-0.97,10.756,-0.003,1.239,4.719,25.808,19.116,19.272,180.95,189.971,-7.0,20.281,37.306,351.81,-13.939,48.558,389.501,40.511
Fliffis B,0609-4-01-446,29.605,24.859,29.804,22.106,-10.792,18.511,-0.601,2.62,-0.149,28.827,-57.066,93.186,-72.071,353.203,116.139,117.892,-114.176,-148.499,226.718,145.646,600.133,251.192
Salto C,20190930-1247-FRANKFURT_2-01-85,19.086,23.871,19.016,21.097,-2.938,9.605,-0.025,1.455,4.392,26.637,-0.34,18.815,194.523,188.438,5.916,20.704,-0.941,352.989,4.729,28.253,386.181,39.308
Von Bauch in Stand,0609-1-01-177,12.854,25.34,13.255,25.345,6.572,17.456,0.021,2.035,6.561,18.359,3.987,17.794,21.294,61.635,6.303,15.77,7.128,36.617,11.391,28.629,77.024,35.667
Barani A,20191007-1150-FRANKFURT_2-01-168,18.522,20.838,18.513,18.862,-1.01,7.672,0.023,2.669,3.339,24.979,-67.669,76.231,40.508,185.369,113.042,90.533,-110.553,62.434,178.337,135.362,273.123,180.953
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-56,14.701,24.461,13.955,20.11,4.333,14.612,0.17,3.157,4.369,21.648,7.14,11.492,172.718,56.556,-13.764,26.055,12.482,313.652,-31.048,26.115,315.521,47.312
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-174,29.174,23.478,28.954,19.795,-14.332,14.944,-0.809,7.653,-2.425,24.916,90.412,228.812,-219.124,179.878,147.637,194.815,185.104,-421.872,319.866,340.825,495.214,348.671
Schraubensalto,20190930-1153-FRANKFURT_1-01-183,16.685,24.905,16.549,22.262,-1.678,8.833,-1.205,2.194,5.477,26.413,27.036,87.343,46.982,155.167,206.023,111.83,52.497,93.192,390.896,154.099,284.123,399.848
Salto C,0609-4-01-402,16.079,26.044,15.754,22.213,1.679,15.725,-0.06,1.488,4.902,23.539,4.843,15.82,179.624,121.881,6.305,13.679,9.748,363.137,7.016,33.397,376.316,31.371
Von Bauch in Stand,0609-1-01-769,13.057,23.977,13.426,24.158,6.413,16.115,0.119,1.32,6.9,18.219,2.831,14.069,23.319,57.652,4.249,14.98,4.824,37.826,7.349,21.412,78.326,30.249
Barani C,0609-4-01-580,17.637,23.524,17.729,21.526,-1.939,12.386,-0.327,1.802,5.163,24.368,0.557,20.16,-35.711,207.933,117.816,107.432,1.0,-69.986,213.125,34.226,321.013,234.407
Salto C,0609-1-01-468,17.332,23.698,17.047,21.824,-0.964,11.128,-0.496,1.189,4.667,25.253,6.337,31.86,191.663,187.832,-14.205,23.471,12.198,365.083,-26.785,52.823,387.12,43.437
Salto C,0609-1-01-394,17.661,23.439,17.416,21.562,-1.647,11.7,-0.16,1.189,4.906,24.91,11.855,24.238,192.256,196.194,-11.442,22.352,22.454,360.919,-21.724,40.801,390.256,53.26
Bauchsprung,0609-1-01-739,11.961,22.868,11.3,20.069,4.485,14.096,-0.161,1.322,7.251,18.652,-0.733,12.476,-21.752,81.85,-5.765,17.92,-1.337,-37.112,-9.957,22.234,134.274,36.152
Fliffis C,0609-1-01-89,33.165,26.244,33.106,24.298,-13.728,23.591,1.671,4.34,-4.204,29.479,33.576,150.812,-202.537,367.727,-105.019,106.75,61.953,-375.429,-195.424,223.399,569.278,216.836
Fliffis B,20191008-1207-FRANKFURT_2-01-264,34.307,22.831,34.965,19.867,-19.036,16.357,3.839,5.066,-1.466,27.534,-68.004,90.565,-221.268,436.127,153.646,143.677,-108.959,-353.413,244.326,168.781,683.35,264.958
Schraubensalto A,20191007-1534-FRANKFURT_2-01-118,17.991,22.933,17.607,19.715,-2.523,8.395,-0.16,4.295,5.805,25.474,40.685,116.282,105.88,147.453,192.674,149.653,68.613,182.909,319.169,157.994,267.251,332.821
Salto C,0609-4-01-4,15.71,25.275,15.422,21.759,1.491,15.71,-0.246,1.505,4.489,22.846,2.797,12.027,179.877,128.263,-3.072,13.093,5.771,367.996,-5.855,24.782,381.587,24.121
Schraubensalto C,0609-4-01-243,18.452,21.234,18.45,19.486,-4.229,9.438,-0.537,3.137,5.499,24.171,50.294,113.389,96.6,143.54,223.491,173.039,91.662,173.521,401.97,171.396,288.472,406.804
Fliffis C,0609-4-01-252,30.509,25.204,31.002,23.876,-11.82,22.905,-0.149,2.812,-2.585,27.523,-54.629,84.827,-107.114,368.728,116.547,119.185,-106.511,-212.819,221.787,138.992,600.223,257.67
Salto B,20191007-1534-FRANKFURT_2-01-76,19.613,23.507,19.339,20.445,-4.002,10.625,0.877,3.94,4.9,26.202,8.52,24.292,206.194,217.737,-4.16,35.643,14.451,347.684,-6.817,31.895,408.097,52.246
Salto C,0609-4-01-361,15.977,26.071,15.648,22.302,1.322,14.738,-0.159,1.45,4.874,24.299,2.222,14.473,178.26,132.16,8.738,14.746,5.624,366.236,10.545,31.797,395.956,32.863
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-264,38.216,22.335,38.55,18.537,-22.823,16.582,1.141,9.188,-0.073,28.906,65.618,221.099,-201.25,420.661,331.918,364.647,109.399,-337.508,550.059,278.653,694.689,595.528
Schraubensalto A,20191007-1159-FRANKFURT_1-01-344,21.544,22.116,21.824,20.305,-7.285,11.404,0.466,3.409,7.817,24.271,142.323,174.258,31.649,247.013,308.712,266.666,230.697,51.793,492.847,250.323,368.331,498.079
Fliffis C,20190930-1247-FRANKFURT_2-01-344,38.087,24.737,38.428,22.19,-17.971,25.999,0.615,5.009,-3.966,27.981,-51.875,59.414,-243.153,376.775,93.046,130.579,-91.414,-420.939,154.768,120.978,678.332,221.825
Salto A,20190930-1616-FRANKFURT_1-01-31,15.095,23.005,15.23,20.957,-0.45,7.207,-0.159,1.407,3.809,24.297,9.013,13.568,185.08,45.384,2.605,27.15,15.913,331.17,4.29,27.631,331.172,43.675
Voll- ein- halb- aus B,0115-JANEIKE-01-137,40.585,20.971,40.86,19.196,-21.348,19.516,2.243,12.439,-2.275,29.854,-131.611,225.108,-186.537,362.883,-291.471,300.898,-235.07,-335.174,-520.788,342.278,615.53,548.757
Schraubensalto C,0609-4-01-158,16.823,22.883,16.654,20.3,-2.472,10.476,-0.494,2.252,5.539,24.254,42.925,104.54,91.525,131.947,216.282,156.073,80.52,168.904,399.658,170.524,273.138,404.867
Salto B,20191007-1150-FRANKFURT_2-01-197,18.326,20.905,18.332,18.281,-3.331,10.404,-0.353,1.409,3.076,23.456,16.245,19.148,213.001,190.324,-12.418,29.244,27.355,360.396,-26.244,37.073,419.293,55.435
Salto A,0827-BK1-01-127,14.865,24.024,14.553,21.923,1.333,12.342,-0.617,1.258,5.044,23.266,5.403,9.572,183.312,46.595,-1.758,13.88,10.402,351.346,-3.25,20.135,351.346,23.791
Barani C,0609-4-01-618,18.106,23.674,18.035,21.348,0.854,13.961,-0.897,2.473,4.109,23.882,-49.663,60.984,-36.452,179.583,105.548,87.998,-92.667,-71.146,189.624,121.695,261.303,227.797
Doppelsalto C,20191008-1207-FRANKFURT_2-01-308,33.968,23.383,33.676,19.335,-16.735,20.183,3.912,7.492,-4.205,28.29,77.548,89.373,407.282,250.22,-69.627,46.016,127.345,670.578,-115.662,141.183,682.85,129.886
Schraubensalto,20190930-1247-FRANKFURT_2-01-132,16.209,23.692,16.414,21.551,-2.262,6.319,-1.071,2.408,4.335,25.51,34.232,110.272,78.893,145.366,206.109,110.942,61.943,142.414,374.427,176.159,279.4,382.241
Salto C,20191007-1159-FRANKFURT_1-01-19,17.767,24.349,17.805,21.394,-3.481,4.75,-0.831,1.2,4.978,26.774,-0.045,33.018,208.139,211.308,-4.934,25.655,-0.328,356.285,-8.483,46.783,382.294,48.114
Salto C,0609-4-01-251,16.159,25.508,15.788,21.859,1.286,14.976,-0.269,1.226,4.861,23.893,-2.559,12.128,185.177,126.266,6.625,13.179,-5.393,367.915,7.563,24.169,372.166,31.832
Von Bauch in Stand,0609-1-01-837,13.024,23.177,13.577,23.502,6.576,16.878,-0.292,0.98,6.218,16.474,0.085,15.841,24.956,51.904,2.299,14.955,0.32,39.841,3.51,23.825,66.496,34.476
Fliffis C,20190930-1616-FRANKFURT_1-01-240,34.185,25.756,34.557,23.613,-16.233,22.991,1.027,4.539,-2.392,29.299,-50.371,64.667,-213.451,364.475,88.026,115.774,-93.899,-397.088,157.554,116.824,663.298,210.368
Barani A,20191008-1207-FRANKFURT_2-01-186,17.612,25.869,17.871,23.158,-2.193,3.44,-0.257,2.767,4.012,27.962,-70.541,85.16,19.126,186.897,100.032,71.073,-122.399,31.123,173.359,147.258,277.809,197.985
Bauchsprung,0609-1-01-705,12.065,23.958,11.328,20.993,4.668,14.414,0.016,1.155,7.584,19.61,-2.956,11.595,-21.466,73.79,-5.179,18.012,-5.562,-37.119,-9.089,18.862,121.786,30.633
Von Bauch in Stand,0609-1-01-686,12.063,22.793,12.507,23.168,6.056,15.353,0.048,1.462,6.21,17.149,1.973,14.379,22.291,70.249,4.194,12.456,3.355,37.382,7.181,23.575,90.374,24.24
Doppelsalto B,0609-1-01-395,28.824,24.075,28.438,20.691,-12.265,18.515,-0.631,2.004,1.152,28.234,-3.001,38.998,372.963,270.488,-10.053,28.273,-5.94,708.235,-19.092,68.812,727.027,63.643
Schraubensalto C,0609-4-01-174,17.169,23.423,17.148,21.053,-2.804,10.012,-0.7,3.077,5.762,24.851,51.191,105.872,100.468,121.257,211.96,168.21,97.968,188.938,399.839,156.145,282.814,401.568
Salto C,0609-4-01-46,16.252,25.443,16.096,22.386,1.686,16.425,0.214,2.323,4.36,22.605,6.367,20.931,176.862,127.747,6.496,17.152,13.065,366.987,13.197,40.482,384.045,36.774
Salto A,20191008-1207-FRANKFURT_2-01-49,16.996,24.441,16.807,20.987,-2.323,6.25,0.132,3.845,4.711,26.227,8.919,20.407,209.74,84.875,-32.789,28.538,15.231,352.915,-55.914,30.111,373.65,66.751
Salto C,0827-BK1-01-22,16.507,25.591,16.422,23.796,-0.022,13.251,-0.505,1.471,5.094,25.061,2.353,10.606,174.092,148.629,8.206,10.965,4.67,350.898,16.556,21.94,360.096,27.885
Salto A,20191008-1157-FRANKFURT_1-01-239,15.74,22.424,15.881,20.125,-0.653,6.464,-0.223,1.995,4.29,24.35,-10.584,15.907,200.634,55.745,-12.335,23.41,-17.59,333.532,-20.227,29.468,337.193,39.894
Fliffis B,0609-4-01-11,29.712,24.637,29.991,22.08,-11.722,19.99,-0.1,2.789,1.008,27.57,-48.132,81.598,-129.403,356.549,117.261,117.021,-96.271,-260.089,234.114,120.051,621.402,254.007
Salto B,20191007-1150-FRANKFURT_2-01-234,18.322,20.668,18.324,18.121,-3.757,9.143,-0.167,1.054,3.892,23.653,20.454,14.168,207.754,190.031,-5.384,20.954,33.533,338.323,-12.357,36.703,393.007,36.91
Schraubensalto C,0609-4-01-209,16.935,23.295,16.918,21.061,-1.929,10.364,-0.782,2.569,5.191,24.812,24.006,109.01,79.888,129.998,208.21,146.938,46.112,149.429,392.568,171.037,270.602,395.925
Salto A,20191008-1207-FRANKFURT_2-01-35,15.399,23.462,15.495,20.805,-1.338,5.401,0.015,3.386,4.028,25.041,12.697,17.686,200.289,65.772,-22.738,22.514,22.197,341.635,-40.255,30.453,344.626,61.909
Barani A,20190930-1616-FRANKFURT_1-01-258,16.908,22.962,17.364,22.192,1.314,10.275,0.664,3.993,3.207,24.089,-92.705,58.286,1.634,136.499,105.752,49.058,-168.895,4.801,186.387,174.455,225.574,193.412
Salto C,0609-4-01-21,16.17,26.362,15.826,22.638,1.805,16.228,-0.013,1.901,4.805,23.673,3.187,12.906,175.686,137.876,2.761,16.56,6.588,368.304,6.175,26.716,389.7,34.671
Doppelsalto C,0609-1-01-788,33.207,22.054,32.723,19.627,-16.12,21.85,-0.736,2.059,-4.248,26.97,6.074,37.296,412.949,275.501,-10.581,27.965,10.569,707.641,-18.306,60.162,709.372,55.833
Salto A,20191008-1207-FRANKFURT_2-01-76,16.428,23.923,16.449,21.134,-2.586,5.528,0.857,5.118,4.41,25.476,22.712,16.19,204.734,98.468,-33.872,24.961,37.529,341.752,-55.695,38.943,354.322,75.572
Barani A,20191008-1157-FRANKFURT_1-01-128,17.503,24.38,17.588,22.236,-1.331,8.305,-0.506,1.913,5.062,26.664,-46.476,75.804,43.933,184.411,103.864,120.075,-78.605,74.706,176.264,108.569,280.981,208.219
Doppelsalto B,0609-1-01-441,29.553,23.285,29.305,20.418,-12.66,17.946,-0.462,1.567,0.175,28.472,10.379,36.881,372.212,278.865,-18.238,31.159,19.8,710.288,-35.235,59.191,734.351,73.162
Salto C,0827-BK2-02-35,17.442,24.412,17.026,22.424,-1.674,11.665,0.561,0.881,5.332,25.865,12.29,13.499,178.944,177.104,-31.291,28.124,23.237,338.523,-59.407,31.349,356.185,61.815
Barani C,0609-4-01-560,17.869,22.818,17.962,21.155,-1.56,13.685,-0.305,1.865,5.304,23.315,-6.197,23.293,-44.898,213.976,123.234,90.879,-11.396,-85.534,219.314,40.528,311.509,228.335
3/4 Salto rw A,20191003-1152-FRANKFURT_1-01-61,13.733,24.106,13.243,19.948,2.887,14.116,-0.413,1.192,4.609,21.2,-6.827,11.582,169.116,77.76,5.317,19.805,-12.384,308.759,2.235,23.718,315.487,35.836
Barani C,0609-4-01-530,17.866,23.13,17.993,21.543,-1.535,12.722,-0.274,2.15,5.044,24.183,-17.624,41.69,-46.924,199.768,129.821,84.914,-32.625,-91.132,235.65,66.587,288.339,244.429
Fliffis C,20191003-1152-FRANKFURT_1-01-118,36.424,21.461,37.156,20.678,-19.208,23.38,-3.418,5.783,-3.484,26.38,67.692,80.891,-249.829,395.095,-115.547,112.519,110.917,-403.102,-192.643,123.95,631.952,203.461
Barani C,0609-4-01-538,17.615,23.437,17.577,21.261,-0.961,13.136,-0.466,1.855,4.985,24.054,-14.841,37.557,-44.13,205.324,113.368,101.387,-27.425,-85.287,205.066,67.016,301.031,240.374
Fliffis C,20190930-1616-FRANKFURT_1-01-78,31.903,24.236,31.936,21.255,-15.372,17.22,-0.067,4.341,0.101,29.042,-41.566,65.661,-172.981,384.562,100.753,125.011,-76.943,-318.48,179.637,114.408,658.787,225.553
Bauchsprung,0609-1-01-166,11.861,25.241,11.289,22.165,4.437,14.934,-0.505,1.337,7.489,20.5,0.634,10.041,-21.078,75.43,-3.386,24.965,1.302,-39.003,-7.196,19.22,120.725,47.372
Bauchsprung,0609-1-01-638,11.73,23.537,11.055,20.822,4.95,14.892,-0.171,0.888,7.08,18.647,0.089,12.188,-20.035,69.819,-2.967,20.564,0.079,-35.261,-5.321,19.546,117.85,31.916
