SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-91,Barani A,31.7,-60.013,-174.719,86.108,-58.714,-175.573,88.48,8.874,-109.345,-139.942,141.999,-109.032,-138.577,141.923,8.919,-90.586,97.884,212.896,-90.674,97.121,212.57,20.157,18.819,273.677,50.75,14.942,280.896,44.148
0827-BK2-01-31,Salto C,29.904,13.594,51.193,-2.272,13.739,54.631,-2.677,14.635,25.944,380.764,-7.519,26.125,377.039,-7.248,2.919,9.912,106.483,-10.633,9.942,106.386,-10.737,17.886,5.93,123.43,-9.769,5.921,122.581,-9.778
0115-CHARI-05-117,Voll- ein 1 3/4 Salto vw C,29.557,-65.437,-215.644,131.119,-66.843,-214.136,130.838,20.425,176.359,0.865,425.127,175.945,-3.282,422.478,31.092,268.557,-478.671,-7.958,269.47,-475.329,-6.18,27.468,9.883,-176.831,3.425,10.15,-175.982,3.888
0827-BK1-01-121,Salto A,27.627,2.915,151.886,-1.853,2.571,151.952,-1.664,6.646,-1.042,214.659,-16.466,-1.007,214.297,-16.523,5.754,-10.414,194.129,-5.576,-10.453,194.062,-5.781,18.201,-3.232,160.813,8.054,-3.498,158.879,9.51
0609-4-01-499,Salto C,27.449,-3.777,103.951,11.115,-3.968,107.999,11.274,13.338,3.641,387.241,2.076,3.553,382.87,2.038,3.144,8.345,127.225,2.915,8.331,127.237,2.983,10.877,10.225,139.536,-2.818,10.029,135.202,-2.458
0609-1-01-32,Fliffis C,43.8,-72.175,-413.951,4.903,-70.896,-412.986,4.298,46.582,-80.614,-548.28,-75.524,-78.88,-548.692,-74.893,14.528,264.965,-19.728,-227.808,261.875,-18.52,-227.469,17.628,27.246,181.289,-117.29,28.653,178.204,-116.053
0609-1-01-253,Doppelsalto B,27.279,11.8,127.937,-20.981,11.553,130.774,-21.136,28.395,-15.411,586.386,-0.441,-14.714,584.529,-0.475,32.9,33.408,620.152,1.366,32.793,617.518,1.301,17.654,-3.625,199.967,-18.07,-2.702,198.597,-16.994
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,34.594,30.983,182.699,-3.497,32.248,186.997,-5.697,44.602,82.435,635.575,-24.181,81.997,634.529,-23.666,28.304,61.425,496.931,-11.837,61.211,495.123,-11.979,23.052,5.799,214.193,-5.03,6.122,213.032,-4.971
0609-4-01-371,Salto C,27.002,-3.408,152.308,7.37,-3.351,152.123,7.315,11.394,4.585,309.796,1.474,4.54,309.306,1.435,3.203,5.273,123.345,5.868,5.2,123.319,5.664,23.717,2.881,123.239,-8.13,2.915,120.197,-7.875
20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,33.835,-13.513,185.149,0.553,-12.376,186.742,0.161,44.569,41.919,664.711,5.959,41.287,662.102,5.735,28.747,18.466,490.019,-29.014,19.342,490.785,-29.575,13.438,-9.946,240.913,-17.821,-10.8,233.565,-9.227
20190930-1247-FRANKFURT_2-01-173,Salto A,27.39,5.978,196.229,8.491,6.109,196.671,8.72,6.872,3.485,209.796,-18.663,3.442,209.433,-18.811,6.499,-14.812,178.648,-10.068,-14.86,178.837,-10.065,21.081,-13.229,174.773,0.749,-13.883,173.166,0.948
0827-BK2-02-61,Salto B,22.679,3.115,6.989,-28.446,2.518,9.753,-28.293,19.785,12.582,454.007,-21.062,12.371,449.503,-21.18,2.972,2.084,106.528,-40.976,2.506,108.657,-40.983,26.869,-15.081,141.58,-16.049,-15.314,140.651,-16.14
20191008-1157-FRANKFURT_1-01-182,Grätschwinkel,19.286,-7.047,29.051,14.115,-6.615,27.927,15.528,7.986,-12.065,-219.684,2.871,-12.279,-216.368,2.52,7.365,3.435,142.301,-9.41,3.515,139.801,-9.651,21.375,0.696,68.327,1.99,-0.115,70.543,4.178
20190930-1616-FRANKFURT_1-01-10,Salto C,28.657,-0.606,16.569,22.849,-0.783,21.025,22.679,18.434,-13.629,477.419,21.789,-13.439,470.676,22.139,3.731,-11.863,99.488,18.032,-11.804,102.162,17.314,22.224,-9.339,190.19,3.278,-9.527,189.803,3.48
20191007-1150-FRANKFURT_2-01-224,Fliffis C,45.289,-90.595,-535.587,10.739,-89.691,-531.099,12.393,59.469,-87.404,-653.872,20.764,-87.856,-652.214,22.795,27.87,-125.375,-105.073,374.243,-125.199,-106.692,371.079,22.693,29.555,283.138,78.935,29.316,281.28,78.699
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,37.207,7.509,126.389,2.962,8.295,132.761,2.219,37.679,30.782,587.201,9.568,30.351,584.29,10.292,32.345,28.065,571.171,22.133,27.748,568.704,22.063,17.456,-19.306,178.042,-1.701,-18.358,177.715,-1.455
20190930-1247-FRANKFURT_2-01-31,Salto B,33.282,-4.517,3.375,17.788,-2.866,6.424,17.44,17.135,25.703,421.333,-41.246,25.235,418.38,-39.54,7.842,-8.425,181.757,-9.904,-8.106,184.06,-10.281,18.584,19.215,182.488,11.718,19.167,182.665,10.971
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,30.067,-21.705,-86.116,-1.276,-19.513,-86.436,-0.612,8.484,19.625,5.555,-9.069,18.213,4.164,-8.393,3.541,0.478,56.581,-1.294,1.011,57.448,-2.165,16.716,-0.88,36.854,5.275,-1.163,36.727,5.296
0609-1-01-163,Bauchsprung,18.661,-0.995,7.911,2.533,-0.971,7.493,2.145,1.096,-6.394,-87.363,-18.38,-6.244,-86.762,-17.947,1.61,11.176,-67.107,11.928,11.026,-67.216,11.379,22.713,-1.874,61.283,-11.535,-1.75,60.591,-9.636
20191008-1157-FRANKFURT_1-01-295,Strecksprung,16.429,10.642,69.596,12.793,10.462,69.603,14.209,1.146,-9.409,-43.963,3.422,-8.72,-43.696,1.548,1.464,-2.03,-44.706,-0.687,-2.382,-44.716,-0.052,23.462,-10.596,48.995,-10.308,-10.408,53.311,-10.15
0827-BK2-02-123,Salto A,21.163,8.272,167.962,-36.049,8.831,168.997,-35.674,6.189,9.14,224.753,-24.412,9.046,223.815,-23.993,5.849,12.626,190.48,-34.975,12.373,190.441,-34.949,18.594,-9.236,155.794,-11.71,-9.447,155.655,-12.691
20190930-1247-FRANKFURT_2-01-79,Barani C,31.353,-68.422,-271.586,53.704,-67.658,-269.817,54.03,11.629,-89.727,-147.847,164.656,-89.663,-148.595,164.108,5.44,-97.204,35.339,156.964,-96.339,36.284,157.003,19.618,-23.989,155.263,83.759,-24.729,155.217,82.899
0110-MORITZ-01-81,Voll- ein- voll- aus B,30.997,-268.649,139.628,-348.628,-266.852,138.251,-349.961,40.938,-539.062,-48.437,-658.456,-538.064,-50.432,-653.423,35.119,-230.429,-333.097,-433.114,-231.801,-329.458,-433.171,28.209,-48.322,326.721,-56.195,-49.468,322.77,-59.025
20191007-1150-FRANKFURT_2-01-129,Barani A,29.833,-27.344,-179.865,51.483,-26.948,-179.397,53.673,11.041,-158.256,-58.022,197.138,-157.645,-57.472,195.266,10.726,-104.863,141.705,132.567,-104.519,141.702,133.938,15.748,14.993,261.391,35.181,13.167,258.922,35.096
20191007-1159-FRANKFURT_1-01-47,Strecksprung,25.023,-12.014,56.896,43.787,-12.383,56.657,43.063,0.969,6.848,-20.606,3.073,6.791,-20.305,3.145,1.282,-7.741,-76.089,-15.531,-7.832,-75.84,-14.927,16.298,-6.294,39.104,-16.364,-5.769,38.575,-18.406
20190930-1247-FRANKFURT_2-01-174,Rudi,29.444,-30.071,-225.343,125.841,-28.597,-222.771,125.98,13.875,170.896,6.432,509.991,170.138,3.912,510.392,13.426,109.358,-7.65,485.081,109.208,-5.606,482.801,15.487,-2.509,245.397,117.188,-4.705,242.561,118.893
0110-JANEIKE-01-68,Halb ein Triffis C,33.444,-285.16,6.492,-212.476,-285.145,3.838,-209.354,71.274,-455.912,-726.909,103.421,-455.607,-726.297,100.463,52.198,-20.118,-518.122,-253.672,-21.262,-517.506,-252.991,24.592,30.577,197.675,-205.604,31.461,194.657,-204.978
0609-4-01-528,Barani C,33.531,0.589,-281.116,49.401,0.174,-279.896,49.339,10.661,-2.278,-118.631,189.025,-2.383,-118.094,188.653,5.701,-53.225,88.689,191.045,-52.971,87.574,190.961,19.907,0.492,133.847,43.964,0.37,133.142,44.423
20191008-1207-FRANKFURT_2-01-7,Salto A,20.332,-5.445,124.939,-12.904,-5.151,124.582,-11.241,8.057,18.31,234.316,-27.031,18.221,233.29,-27.239,6.438,-2.93,183.248,-39.118,-2.696,183.85,-39.557,19.98,-18.729,253.771,-50.603,-18.587,255.542,-41.838
0609-4-01-446,Fliffis B,52.295,-9.421,-435.456,12.72,-9.137,-430.429,11.448,23.07,-11.433,-256.739,146.435,-12.278,-256.878,147.117,18.733,-195.472,148.095,256.432,-194.147,147.081,255.823,25.908,-7.432,272.403,37.448,-7.888,270.556,37.478
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,22.74,-2.684,113.402,-9.827,-2.19,113.054,-10.099,4.57,11.578,183.599,-4.192,11.545,183.73,-4.049,5.084,10.022,208.093,-21.435,10.058,208.115,-21.441,19.436,-12.507,183.808,-31.059,-12.65,180.832,-30.593
20191001-1202-FRANKFURT_2-01-79,Hocksprung,28.505,-2.37,77.173,19.207,-0.226,69.92,6.692,8.3,-0.314,-40.48,8.674,-0.587,-38.643,8.888,2.234,1.379,-36.218,-0.351,0.792,-37.268,0.176,14.562,-5.23,-1.869,-14.942,-4.286,-0.725,-10.16
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,46.206,-36.962,-570.822,61.818,-35.548,-563.592,63.012,22.914,-26.02,-501.747,79.691,-26.047,-500.442,78.932,11.842,-12.232,-150.602,-7.572,-12.089,-154.473,-6.804,33.522,13.847,-415.054,37.661,13.769,-419.946,39.34
20191007-1159-FRANKFURT_1-01-450,Barani A,29.34,-19.297,-231.526,65.479,-19.711,-227.95,67.111,10.755,-53.235,-28.608,322.213,-53.169,-29.312,319.794,8.819,26.844,190.897,118.711,26.751,190.787,119.941,18.652,45.423,252.142,-20.656,45.594,251.961,-23.677
20190930-1247-FRANKFURT_2-01-130,Salto B,28.26,0.222,-7.125,8.255,0.528,-3.25,8.168,19.982,25.82,493.347,-18.783,25.139,485.67,-18.819,6.608,1.133,127.819,-1.053,1.548,131.153,-1.593,13.242,7.77,161.861,6.449,6.484,159.677,8.207
0609-4-01-11,Fliffis B,49.99,-10.091,-429.014,19.619,-10.055,-422.912,18.174,28.647,5.7,-362.919,85.147,5.477,-364.947,87.131,17.041,-169.955,51.704,287.941,-169.158,52.252,286.278,25.432,-13.554,245.056,59.537,-13.866,244.344,60.711
20191001-1202-FRANKFURT_2-01-112,3/4 Salto vw A,28.252,15.367,48.84,25.307,14.721,45.054,23.247,1.8,24.415,62.435,9.035,24.356,63.375,8.653,6.115,32.245,317.392,-26.768,32.252,316.245,-26.281,13.903,15.749,270.606,9.338,15.833,265.177,8.392
20191003-1152-FRANKFURT_1-01-103,Salto A,24.27,-1.584,147.134,9.473,-1.613,148.317,11.128,9.504,-5.903,294.423,6.498,-6.214,292.375,6.084,7.207,-5.937,178.332,-7.807,-5.906,180.282,-8.189,20.165,-25.762,245.56,-5.074,-25.164,244.865,-5.16
20191007-1159-FRANKFURT_1-01-386,Salto C,34.845,-7.894,61.465,17.399,-8.717,68.674,17.127,15.51,6.89,467.019,-25.653,5.641,459.282,-24.856,3.756,-14.859,78.441,-2.789,-14.515,79.585,-3.065,21.276,-29.123,186.834,0.89,-28.91,185.956,1.124
0609-1-01-594,Salto C,25.667,9.595,80.124,-11.415,9.79,84.325,-10.085,12.776,20.517,418.114,-7.872,20.526,413.045,-8.84,2.847,5.394,85.403,-4.609,5.308,86.551,-4.958,21.003,13.08,176.149,-0.684,12.992,176.898,-0.397
0609-1-01-758,Von Bauch in Stand,25.049,-4.664,-30.772,-4.212,-5.382,-29.757,-5.305,1.032,6.91,-12.018,11.371,7.148,-12.318,11.895,1.031,12.098,9.895,10.752,11.926,10.395,10.146,16.448,-6.59,112.766,3.204,-5.689,112.825,3.889
0609-1-01-743,Doppelsalto C,30.575,11.638,162.219,-23.161,10.858,167.671,-23.78,49.481,20.854,750.163,6.469,21.5,743.955,5.898,29.439,56.537,537.205,-26.101,56.267,537.234,-24.848,16.224,-1.071,208.751,-15.072,-0.404,205.963,-14.931
20190930-1247-FRANKFURT_2-01-145,Strecksprung,24.857,-5.103,66.311,14.372,-4.864,66.35,14.737,0.883,0.108,-27.411,3.727,0.059,-27.23,3.922,1.095,-3.134,-48.982,-3.568,-3.131,-49.085,-3.726,20.842,-0.459,19.349,-4.606,-0.637,19.535,-4.226
0609-1-01-800,Doppelsalto C,31.545,12.882,151.022,-15.195,12.52,155.086,-15.307,47.013,-3.392,729.663,-20.643,-2.525,725.96,-19.764,30.284,26.911,549.868,-16.892,27.347,549.282,-18.286,20.02,15.283,227.499,-11.124,14.196,225.545,-10.654
20191007-1524-FRANKFURT_1-01-249,Strecksprung,23.605,5.851,64.645,22.216,6.16,64.421,22.674,1.067,-8.84,-30.259,11.465,-9.145,-29.769,11.67,1.084,-16.108,-63.231,-21.41,-15.98,-63.302,-21.26,16.572,1.708,21.141,-0.844,1.484,20.49,-0.887
0609-1-01-809,Bauchsprung,24.26,-2.99,-11.596,0.883,-3.341,-11.378,0.913,1.19,8.093,-75.836,-1.576,7.894,-75.435,-1.748,0.936,2.444,-54.306,-4.0,2.29,-54.148,-4.091,22.753,-14.677,70.38,-6.39,-13.864,69.035,-5.297
0609-1-01-636,Von Bauch in Stand,27.068,-3.294,-29.772,2.716,-3.644,-28.733,2.127,0.833,3.514,-3.097,-0.066,3.592,-3.112,0.242,0.801,14.799,32.087,-0.775,14.431,32.257,-0.835,23.867,-3.707,102.976,13.419,-2.983,103.488,12.442
0609-1-01-351,Salto C,30.766,4.988,61.168,-9.265,5.181,66.135,-9.84,17.338,3.918,483.372,-10.72,3.799,478.513,-10.527,2.822,13.712,145.087,1.386,13.613,145.548,1.419,20.66,7.206,92.218,-3.531,7.224,93.491,-3.675
0609-4-01-110,Schraubensalto C,34.141,72.312,155.052,106.763,72.419,155.581,108.9,9.032,160.237,-79.958,355.12,158.597,-78.857,354.438,10.073,-99.274,87.69,279.163,-98.156,86.511,278.985,15.825,7.421,168.878,40.545,6.363,167.035,41.479
0827-BK2-01-100,Salto A,21.768,13.916,133.999,-12.026,14.051,133.7,-11.995,5.597,4.442,223.064,-23.288,4.229,222.356,-23.368,5.013,-7.306,170.823,-22.768,-7.079,170.72,-22.604,20.959,-15.077,137.773,-16.083,-15.095,137.904,-15.191
0827-BK2-02-81,Salto B,27.291,-1.559,23.354,-28.682,-1.127,24.873,-29.648,16.56,-10.15,375.968,-18.594,-10.026,372.998,-18.314,5.543,15.495,195.159,-36.281,15.454,196.484,-36.04,14.258,6.305,126.929,-21.947,6.335,124.513,-20.98
0115-JANEIKE-01-115,Fliffis- Rudi B,50.309,-138.591,-539.589,15.3,-137.367,-536.226,15.71,33.193,-162.954,-377.922,-293.413,-162.411,-376.736,-294.116,33.929,-180.884,-176.372,-783.648,-180.497,-176.282,-778.533,29.932,105.634,254.485,-153.563,103.492,253.998,-158.212
0609-4-01-129,Schraubensalto C,23.825,94.057,166.413,148.441,94.65,165.036,149.463,14.387,131.713,-108.647,463.824,130.441,-106.272,461.427,8.077,-54.807,151.122,214.205,-54.4,149.583,214.867,11.155,31.681,176.458,48.31,30.707,173.56,47.784
0609-4-01-313,Salto C,28.764,-9.153,160.7,13.577,-8.74,159.638,13.791,9.571,12.874,269.152,16.013,12.355,269.905,15.595,3.711,10.507,149.489,13.301,10.487,149.222,13.275,10.689,11.105,139.156,-3.795,10.543,134.896,-3.019
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,22.931,105.036,165.111,98.18,105.575,164.984,98.956,10.399,176.094,-93.985,384.694,174.561,-92.054,385.035,14.486,-88.893,102.628,342.651,-86.873,101.368,340.265,15.799,63.373,272.269,42.82,61.628,271.278,43.456
0110-MORITZ-01-153,Strecksprung,22.33,8.937,44.589,29.88,8.95,45.152,30.065,0.996,-5.778,-30.096,-6.317,-5.708,-29.863,-6.581,0.738,-0.262,-28.401,-3.997,-0.235,-28.302,-3.94,18.018,-11.539,10.154,3.579,-11.669,9.721,3.509
20191007-1150-FRANKFURT_2-01-43,Cody C,37.059,8.239,17.274,29.097,8.193,22.906,28.802,27.804,7.691,549.214,-29.268,8.918,546.369,-30.382,8.13,-3.303,190.775,-14.399,-4.567,191.256,-14.134,17.34,-25.857,212.387,-17.517,-25.261,209.763,-17.547
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,55.905,-54.879,-599.648,66.436,-54.896,-597.788,66.297,34.984,61.168,-377.517,401.487,60.713,-375.782,401.926,35.864,96.367,-37.863,795.921,98.775,-38.264,793.087,32.795,109.988,341.594,79.692,106.624,341.184,81.248
20191008-1157-FRANKFURT_1-01-243,Salto C,21.589,10.927,111.42,13.371,10.018,110.65,9.126,15.832,14.274,441.045,-33.01,14.243,435.697,-33.159,4.183,1.247,89.801,-16.297,0.773,91.668,-15.138,23.101,-6.233,170.338,-4.742,-5.356,168.735,-5.616
0609-4-01-476,Salto C,28.442,0.02,112.811,7.593,-0.611,116.448,7.955,12.214,8.183,385.292,8.543,8.387,380.904,8.566,3.325,8.661,132.9,-7.75,8.516,132.509,-7.617,8.988,7.557,127.802,4.15,7.632,123.985,3.564
0609-1-01-737,Von Bauch in Stand,26.853,-16.233,-34.968,-1.349,-15.678,-33.492,-2.02,0.789,8.253,4.934,0.654,7.079,4.747,0.663,0.958,-6.672,32.313,1.629,-5.944,32.062,2.262,16.708,7.997,81.899,17.9,7.717,82.876,18.295
0609-4-01-211,Schraubensalto C,24.705,92.013,164.245,153.144,92.927,163.393,153.218,12.289,116.87,-114.704,413.419,115.435,-113.075,412.007,9.464,-86.974,126.147,245.781,-86.589,124.837,245.816,20.34,9.705,168.893,35.981,9.038,168.605,36.9
0827-BK2-01-103,Strecksprung,26.738,-4.015,4.259,-8.205,-4.566,5.79,-7.941,1.53,-9.766,-36.878,-7.569,-9.877,-37.011,-7.782,0.771,8.929,-8.363,-24.803,9.09,-8.293,-24.705,20.911,-7.56,26.235,-10.167,-7.863,27.089,-10.351
20191001-1148-FRANKFURT_1-01-126,Baby- Fliffis C,29.412,-2.285,-303.076,-32.19,-2.619,-302.374,-29.744,20.879,-27.668,-340.929,119.026,-26.641,-338.511,119.63,10.229,30.769,54.105,326.987,29.841,53.087,323.697,15.977,23.268,300.536,21.672,22.246,297.277,22.608
0609-4-01-580,Barani C,32.995,7.548,-270.125,34.835,7.541,-268.697,34.74,10.653,1.684,-134.98,210.877,1.497,-134.247,210.481,6.211,-17.218,114.409,202.945,-16.962,112.734,202.586,21.9,8.823,153.604,16.231,8.925,153.269,16.411
20191007-1159-FRANKFURT_1-01-186,Strecksprung,22.812,-1.434,78.559,4.654,-1.071,78.046,3.918,1.152,0.512,-23.364,-17.117,0.825,-22.915,-16.744,1.466,24.359,-66.284,23.436,23.769,-66.509,23.411,20.717,-15.303,7.903,-1.396,-15.169,8.691,-1.58
0609-4-01-239,Schraubensalto C,24.667,78.75,176.864,149.386,79.248,175.786,149.601,13.189,157.903,-91.149,448.539,156.678,-89.642,446.709,9.547,-66.564,132.476,246.53,-66.176,131.278,246.686,20.891,2.219,168.828,32.142,1.829,168.611,32.955
0110-MORITZ-01-127,Voll- ein- voll- aus B,36.808,-264.309,103.84,-417.095,-264.141,106.66,-418.821,45.047,-499.054,-135.627,-560.111,-499.244,-137.487,-557.406,27.805,-82.317,-150.166,-359.184,-82.898,-151.775,-359.187,27.728,46.941,254.801,-72.929,46.856,251.824,-71.945
0609-1-01-592,Doppelsalto B,27.895,4.533,124.373,-23.494,3.809,126.476,-22.755,34.545,-45.888,682.912,4.781,-45.329,678.761,4.378,24.621,60.188,489.811,-9.684,59.964,490.485,-9.864,23.822,5.609,203.258,-14.161,5.755,203.798,-13.674
20191008-1207-FRANKFURT_2-01-267,Strecksprung,30.614,-4.835,71.025,19.403,-2.074,78.024,9.262,1.127,-3.671,-28.004,-16.086,-3.182,-27.569,-16.355,0.83,-1.429,-30.862,0.826,-1.305,-30.681,0.621,19.069,-5.479,8.377,-12.933,-4.819,6.542,-13.392
20191008-1207-FRANKFURT_2-01-59,Barani A,31.102,-69.369,-135.97,122.793,-68.45,-135.495,122.135,8.591,-159.702,-99.383,129.679,-159.364,-98.211,129.823,9.04,-132.243,99.658,171.858,-132.219,98.932,171.701,20.364,-25.52,251.468,35.819,-27.137,249.419,36.791
20191007-1150-FRANKFURT_2-01-165,Cody C,36.201,-0.504,31.642,21.897,0.328,39.507,21.974,27.042,31.259,543.597,-37.228,30.461,535.176,-34.151,7.623,-6.539,152.603,-3.672,-5.966,158.018,-7.185,21.634,3.502,221.695,9.461,2.456,224.425,7.653
0115-MORITZ-03-118,Voll- ein- halb- aus B,46.026,-47.156,-328.31,-156.644,-49.659,-319.907,-158.259,42.35,-578.879,-191.301,-416.864,-575.598,-194.592,-416.119,31.811,-200.505,-279.572,-403.399,-199.585,-278.975,-400.541,28.511,-26.058,336.222,-103.763,-27.936,334.421,-104.045
20190930-1247-FRANKFURT_2-01-84,Strecksprung,23.793,3.47,73.764,20.259,3.461,73.207,19.839,1.789,2.154,-37.866,-25.066,2.112,-37.474,-24.463,1.151,-1.065,-18.542,16.283,-0.828,-18.606,16.027,9.366,4.023,31.917,-3.198,3.394,32.44,-1.718
20191007-1159-FRANKFURT_1-01-291,Barani A,27.758,-16.115,-189.965,81.481,-16.752,-190.064,81.723,10.176,-122.459,-25.556,256.624,-121.578,-24.324,255.923,8.285,-40.86,160.12,93.945,-41.544,160.722,94.513,22.698,-3.757,272.448,-5.651,-3.482,273.332,-5.165
20191008-1207-FRANKFURT_2-01-310,Salto A,25.857,21.75,232.546,-48.579,22.674,234.9,-51.56,7.353,6.899,172.548,-66.775,6.718,172.28,-67.307,7.681,-7.77,172.753,-32.434,-7.587,172.704,-32.5,18.988,38.524,288.087,-61.835,36.989,286.711,-62.396
20191007-1159-FRANKFURT_1-01-34,Salto C,35.976,-6.761,45.974,9.812,-5.926,50.86,9.748,13.612,-30.046,484.713,-19.804,-30.262,476.815,-18.75,3.827,2.177,60.309,-3.243,2.01,62.563,-3.095,22.407,-19.491,211.422,8.993,-19.507,212.86,8.016
20191008-1157-FRANKFURT_1-01-242,Barani C,32.349,4.526,-331.906,31.539,6.194,-333.034,32.575,10.007,-63.672,-62.733,231.435,-63.545,-65.57,231.074,6.638,-39.849,110.813,173.488,-40.51,110.516,173.373,25.72,-17.952,229.996,4.641,-16.454,234.137,8.502
0609-1-01-716,Doppelsalto C,31.056,8.104,150.435,-15.666,7.931,155.769,-15.013,49.67,5.246,775.927,7.468,6.875,770.526,6.735,25.667,94.999,481.773,-36.282,93.484,480.858,-36.452,15.121,-10.915,197.972,-19.295,-11.062,196.44,-18.656
0110-JANEIKE-01-10,Strecksprung,23.978,-7.753,48.622,-21.149,-7.624,49.0,-21.327,0.837,-0.202,-50.189,-6.558,-0.129,-49.676,-6.541,0.882,-2.704,-17.457,-27.208,-2.826,-17.8,-26.933,20.56,-3.735,20.035,0.364,-3.792,19.721,0.588
0609-1-01-558,Doppelsalto B,25.805,2.828,116.149,-25.901,3.578,118.847,-25.621,32.014,-35.767,650.428,19.31,-35.442,648.404,17.931,28.905,56.168,572.833,-8.418,56.097,571.07,-7.887,19.835,0.721,180.262,-16.467,1.058,180.606,-15.862
0827-BK2-01-7,Salto C,25.624,9.203,78.632,-11.957,9.42,79.287,-11.889,12.349,11.711,375.587,-6.813,11.647,374.026,-7.03,2.241,-1.466,78.499,-13.41,-1.409,78.721,-13.176,17.434,-3.576,133.238,-5.319,-3.768,132.614,-6.08
20190930-1153-FRANKFURT_1-01-196,Strecksprung,23.178,6.943,63.947,7.802,6.473,63.721,7.667,0.892,2.463,0.223,9.291,2.46,0.293,9.2,0.865,-16.323,-48.578,7.67,-16.299,-48.787,7.679,22.362,-7.727,-21.345,-12.498,-7.711,-20.925,-13.172
20191007-1159-FRANKFURT_1-01-293,Schraubensalto A,33.377,12.957,-245.101,177.743,15.837,-239.65,180.921,16.578,356.848,59.313,608.013,352.414,55.908,605.098,12.893,98.166,75.43,458.843,98.98,76.769,457.171,19.224,38.249,326.337,43.111,37.8,323.447,43.852
20190930-1247-FRANKFURT_2-01-246,Salto C,37.874,-16.799,74.473,6.453,-15.248,77.321,2.115,18.563,-0.552,439.665,-9.731,-2.879,434.531,-5.256,4.198,-14.418,116.276,6.03,-12.076,120.946,0.902,10.33,-7.939,144.633,5.293,-7.72,141.257,6.168
20191007-1150-FRANKFURT_2-01-153,Salto C,28.645,8.848,86.547,-23.603,10.64,91.118,-23.36,17.357,22.17,462.123,-27.122,22.331,457.486,-27.217,5.177,5.415,152.254,-10.307,4.954,153.429,-9.894,18.23,8.878,160.269,8.671,6.918,155.714,8.261
20190930-1616-FRANKFURT_1-01-115,Fliffis C,44.776,-19.189,-434.975,1.027,-17.857,-434.001,0.237,52.097,-36.205,-648.663,31.445,-35.72,-644.641,33.441,16.697,-127.286,-8.944,247.639,-126.952,-12.301,245.249,24.041,-38.208,227.929,85.614,-39.675,225.205,86.335
0115-MORITZ-03-39,1/2 ein 1/2 aus C,32.585,-220.338,139.037,-183.642,-218.13,136.23,-179.551,42.962,-326.473,-537.953,30.164,-325.666,-532.152,24.256,17.929,153.401,132.246,-281.901,150.769,129.479,-278.284,16.551,22.436,213.855,-27.057,22.943,209.695,-26.67
0115-MORITZ-03-86,Doppelsalto B,29.926,-1.458,105.05,6.395,-1.525,110.117,6.268,38.057,-36.523,615.246,12.96,-36.127,611.771,12.824,35.215,-8.155,578.075,-16.616,-8.52,576.832,-16.282,21.702,-4.867,248.337,15.254,-4.707,246.527,14.672
20190930-1616-FRANKFURT_1-01-56,Salto C,26.095,-3.917,38.859,11.212,-3.875,42.454,11.595,20.115,1.532,486.081,-9.283,1.918,480.338,-8.036,4.393,-13.415,123.176,9.792,-13.99,124.55,8.223,22.242,-1.822,148.842,8.286,-2.098,147.513,8.634
20191007-1524-FRANKFURT_1-01-267,Salto B,32.634,0.616,107.236,15.413,2.829,118.501,6.03,13.437,12.013,285.579,-18.792,12.495,284.647,-18.863,14.124,18.446,307.385,-45.557,18.603,307.323,-43.334,18.687,50.159,187.141,-2.842,48.376,183.466,-0.813
20190930-1616-FRANKFURT_1-01-30,Salto A,33.085,7.455,199.835,12.091,7.275,203.256,10.658,7.093,7.458,195.051,-1.771,7.067,194.542,-1.865,6.794,4.077,183.051,-10.2,4.098,183.271,-9.978,12.374,-7.915,229.037,-10.798,-8.72,225.751,-8.489
0827-BK2-02-77,Salto B,22.38,4.712,9.316,-41.59,4.419,11.208,-40.908,18.953,14.698,438.37,-15.521,14.565,435.462,-15.781,4.269,25.878,147.01,-38.038,26.114,148.208,-37.518,19.718,3.459,154.743,-12.686,3.613,153.949,-13.094
