SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
0827-BK2-01-7,Salto C,14.412,3.968,166.489,-9.375,3.973,166.162,-9.544,7.833,335.385,-18.831,7.833,335.385,18.831,26.509,370.53,40.149,4.638,39.63,-6.026,5.902,189.296,-3.434,-0.728,39.466,-6.792,-1.979,66.992,-2.579,4.638,39.63,6.026,5.902,189.296,3.434,-0.728,39.466,6.792,-1.979,66.992,2.579,7.943,74.776,15.021,8.595,189.296,8.362,5.221,39.466,7.231,4.75,66.992,9.536
0827-BK2-01-10,Salto C,15.579,-0.127,163.67,-0.651,0.079,163.396,-0.685,-0.494,331.426,-1.235,0.494,331.426,1.235,38.409,349.547,38.421,3.073,34.638,2.693,-1.609,179.646,-1.873,0.024,41.344,-3.962,-1.982,75.798,1.906,3.073,34.638,2.693,-1.609,179.646,-1.873,0.024,41.344,2.321,-0.994,75.798,-1.906,13.238,52.758,14.732,14.467,179.646,11.702,5.154,41.344,6.298,5.55,75.798,5.69
0827-BK2-01-12,Strecksprung,9.97,-2.504,1.734,-13.885,-2.566,1.945,-13.935,-5.259,3.344,-28.398,5.259,3.344,28.398,22.136,53.835,52.57,-2.319,13.788,-1.241,2.496,-11.445,-17.335,-3.401,-7.443,-1.069,-2.036,8.444,-8.753,2.319,13.788,1.241,-2.141,-11.445,17.335,3.046,2.757,1.069,2.036,-1.756,8.753,9.021,16.608,9.062,5.076,11.445,24.705,3.69,7.461,7.594,4.348,18.322,11.209
0827-BK2-01-13,Salto C,15.67,-1.893,164.96,-4.416,-1.786,164.599,-4.526,-4.152,337.023,-9.089,4.152,337.023,9.089,33.322,374.239,41.195,-0.707,27.275,-0.058,6.206,197.864,-7.066,-9.585,37.683,-6.462,-0.066,74.202,4.497,0.707,27.275,0.058,4.791,197.864,7.066,-1.412,37.683,6.462,0.066,74.202,-4.497,8.934,64.49,13.881,7.581,197.864,11.869,9.585,37.683,7.599,7.222,74.202,7.846
0827-BK2-01-16,Salto C,16.205,3.344,164.417,-5.101,3.554,164.138,-5.449,6.716,334.967,-10.616,6.716,334.967,10.616,28.523,370.937,44.115,1.749,26.614,-0.08,3.286,198.797,-4.587,2.834,50.152,-7.294,-1.153,59.404,1.346,1.749,26.614,0.08,3.286,198.797,4.587,2.834,50.152,7.294,-1.153,59.404,-1.346,8.121,62.584,12.872,12.054,198.797,15.299,3.459,50.152,7.45,4.889,59.404,8.493
0827-BK2-01-18,Strecksprung,11.368,-3.798,3.086,-14.698,-3.828,3.362,-14.661,-7.897,6.183,-30.533,7.897,6.183,30.533,22.876,67.597,53.113,-0.521,23.032,-2.18,-0.6,-13.557,-10.6,-5.181,-8.238,-14.166,-1.595,4.945,-3.587,0.521,23.032,2.18,0.6,-13.557,10.6,5.181,-8.238,14.166,1.595,4.945,3.587,6.639,24.414,11.036,6.466,13.728,17.233,5.181,8.238,14.166,4.59,21.217,10.678
0827-BK2-01-19,Salto C,16.171,9.483,166.359,-7.686,9.537,166.046,-7.901,19.344,342.134,-15.91,19.344,342.134,15.91,35.4,381.519,40.589,5.649,31.776,-0.216,10.134,194.93,-6.93,4.046,60.61,-8.866,-0.484,54.817,0.102,5.649,31.776,0.216,10.134,194.93,6.93,4.046,60.61,8.866,-0.484,54.817,-0.102,11.922,71.161,10.729,15.829,194.93,14.863,4.282,60.61,9.023,3.368,54.817,5.973
0827-BK2-01-20,Strecksprung,10.686,-3.254,-17.984,-15.154,-3.285,-17.939,-14.98,-6.743,-37.258,-31.304,6.743,37.258,31.304,21.173,82.969,46.591,2.101,-0.926,-2.6,-7.077,-15.793,-17.211,-2.935,-17.733,-16.413,1.168,-2.807,4.921,2.101,0.926,2.6,2.875,15.793,17.211,2.935,17.733,16.413,-1.168,2.807,-4.921,6.946,15.76,5.156,7.077,15.793,17.211,4.463,17.733,16.624,2.688,33.684,7.6
0827-BK2-01-22,Salto C,16.227,0.542,164.69,-12.345,0.601,164.369,-12.42,1.013,341.46,-25.545,1.013,341.46,25.545,31.502,375.964,44.52,3.274,25.502,-4.193,8.718,206.601,-9.12,-5.203,52.525,-12.329,-5.777,56.831,0.097,3.274,25.502,4.193,8.718,206.601,9.12,-5.203,52.525,12.329,-5.777,56.831,-0.097,10.925,60.007,12.87,8.734,206.601,12.701,5.3,52.525,12.329,6.542,56.831,6.62
0827-BK2-01-25,Salto C,18.468,7.213,162.408,-7.47,7.113,162.755,-7.434,15.065,341.579,-15.697,15.065,341.579,15.697,34.245,372.429,39.089,4.184,14.768,-2.127,5.746,218.987,-3.206,5.442,53.481,-4.191,-0.308,54.342,-6.173,4.184,14.768,2.127,5.746,218.987,3.206,5.442,53.481,4.191,-0.308,54.342,6.173,11.868,45.618,11.24,11.149,218.987,12.35,5.442,53.481,5.027,5.786,54.342,10.473
0827-BK2-01-28,Salto C,15.728,0.438,165.792,-6.655,0.442,165.56,-6.798,0.737,336.06,-13.467,0.737,336.06,13.467,33.94,360.351,38.477,-0.671,29.777,-5.66,0.092,205.672,1.637,-0.308,40.145,-3.357,1.623,60.467,-6.087,0.671,29.777,5.66,-0.092,205.672,-1.637,0.308,40.145,3.357,-0.149,60.467,6.087,9.472,54.068,16.045,9.431,205.672,8.335,5.557,40.145,4.117,9.48,60.467,9.981
0827-BK2-01-31,Salto C,16.349,13.849,165.526,-7.545,13.936,165.217,-7.607,27.948,334.579,-15.228,27.948,334.579,15.228,38.941,368.864,37.632,6.879,25.904,-1.15,13.127,192.666,-3.805,4.995,53.668,-5.359,2.946,62.341,-4.915,6.879,25.904,1.15,13.127,192.666,3.805,4.995,53.668,5.359,2.946,62.341,4.915,11.78,59.579,10.667,16.145,193.276,13.141,6.375,53.668,6.006,4.64,62.341,7.818
0827-BK2-01-34,Salto C,16.594,12.056,167.328,-7.682,12.062,167.027,-7.839,24.156,337.847,-15.427,24.156,337.847,15.427,41.911,369.5,42.265,2.587,19.677,-2.426,8.021,201.937,-9.184,7.712,53.222,2.188,5.836,63.011,-6.004,2.587,19.677,2.426,8.021,201.937,9.184,7.712,53.222,-2.188,5.836,63.011,6.004,9.731,51.331,15.956,17.739,201.937,13.387,8.387,53.222,4.534,6.053,63.011,8.388
0827-BK2-01-37,Salto C,17.14,-0.551,168.155,-12.606,-0.628,168.048,-12.699,-1.128,339.912,-25.452,1.128,339.912,25.452,24.472,371.06,42.939,2.504,28.272,-2.577,3.311,202.989,-9.806,-1.944,56.059,-9.732,-4.999,52.592,-3.337,2.504,28.272,2.577,3.311,202.989,9.806,-1.944,56.059,9.732,-2.742,52.592,3.337,8.561,59.42,15.964,6.91,202.989,10.957,3.145,56.059,9.732,5.856,52.592,6.286
0827-BK2-01-40,Salto C,16.987,1.98,165.988,-9.863,1.986,165.762,-9.781,3.955,335.515,-19.96,3.955,335.515,19.96,30.393,358.96,35.763,2.549,25.299,-5.985,4.396,200.157,-4.434,2.065,56.936,-7.998,-5.056,53.123,-1.544,2.549,25.299,5.985,4.396,200.157,4.434,2.065,56.936,7.998,-5.056,53.123,1.544,10.529,48.744,15.596,8.216,200.157,7.295,4.502,56.936,8.018,7.146,53.123,4.854
0827-BK2-01-43,Salto C,16.318,0.612,166.685,-9.955,0.685,166.386,-10.156,1.139,339.86,-20.315,1.139,339.86,20.315,28.499,371.937,39.984,2.088,24.673,-2.941,4.732,213.539,-11.905,-5.306,39.523,-5.211,-0.376,62.126,-0.259,2.088,24.673,2.941,4.732,213.539,11.905,-5.306,39.523,5.211,-0.376,62.126,0.259,6.363,56.749,15.817,9.938,213.539,12.672,5.928,39.523,6.521,6.27,62.126,4.973
0827-BK2-01-46,Salto C,16.988,-5.807,168.603,-12.256,-5.731,168.352,-12.184,-11.938,341.449,-24.963,11.938,341.449,24.963,40.185,382.606,51.974,4.606,22.776,-4.21,2.457,198.894,-9.859,-8.344,61.465,-15.508,-10.657,58.314,4.614,4.606,22.776,4.21,2.457,198.894,9.859,-5.783,61.465,15.508,10.657,58.314,-4.614,10.59,63.933,13.856,6.98,198.894,12.932,10.256,61.465,15.508,12.358,58.314,9.678
0827-BK2-01-57,Salto B,17.137,-0.307,167.32,-7.429,-0.254,167.225,-7.509,-0.614,342.934,-15.148,0.614,342.934,15.148,19.915,431.755,35.336,2.802,-14.978,-0.225,0.149,241.008,-2.273,-1.074,50.358,-8.579,-2.493,66.547,-4.071,2.802,14.978,0.225,0.149,211.051,2.273,-1.074,50.358,8.579,-1.264,66.547,4.071,7.899,73.77,7.352,4.995,241.08,11.524,3.544,50.358,8.579,3.477,66.547,7.881
0827-BK2-01-59,Salto B,16.29,0.2,169.355,-20.273,0.341,168.966,-20.327,0.378,339.65,-40.681,0.378,339.65,40.681,31.77,413.625,56.939,1.832,-11.677,-3.424,8.713,237.632,-15.224,-2.547,51.722,-18.363,-7.62,61.973,-3.67,1.832,11.677,3.424,8.713,214.278,15.224,-2.547,51.722,18.363,-7.62,61.973,3.67,7.178,62.298,14.694,11.048,237.632,17.944,5.876,51.722,18.363,7.668,61.973,5.938
0827-BK2-01-61,Salto B,17.017,6.662,166.074,-6.361,6.668,165.943,-6.272,13.637,340.719,-13.143,13.637,340.719,13.143,31.86,408.597,37.092,4.806,-9.803,1.75,8.587,229.393,-9.078,-0.897,65.911,-2.409,1.141,55.218,-3.406,4.806,9.803,1.75,8.587,209.786,5.577,-0.897,65.911,2.409,1.141,55.218,3.406,9.933,58.059,8.555,11.706,229.393,13.794,7.28,65.911,8.021,2.941,55.234,6.721
0827-BK2-01-63,Salto B,17.432,4.556,168.007,-13.06,4.516,167.866,-12.809,9.047,340.104,-26.341,9.047,340.104,26.341,38.985,410.294,45.642,-0.295,-9.09,-4.518,4.522,224.123,-7.903,4.401,57.194,-8.742,0.418,67.877,-5.177,0.295,9.09,4.518,3.933,205.943,7.903,4.401,57.194,8.742,0.418,67.877,5.177,14.834,59.924,11.895,7.159,225.299,13.531,8.496,57.194,9.3,8.496,67.877,10.916
0827-BK2-01-65,Salto B,17.207,0.106,167.836,-2.575,0.276,167.617,-2.795,0.119,337.803,-5.277,0.119,337.803,5.277,27.719,400.917,28.376,3.17,-9.227,-1.845,-1.418,229.109,-0.342,-2.127,60.789,-0.845,0.494,57.131,-2.244,3.17,9.227,1.845,-1.418,210.656,0.342,-1.378,60.789,0.845,-0.256,57.131,2.244,8.699,53.888,7.591,7.006,229.109,7.712,6.873,60.789,6.821,5.141,57.131,6.252
0827-BK2-01-67,Salto B,17.476,6.991,167.462,-14.399,6.901,167.22,-14.433,14.006,337.835,-29.041,14.006,337.835,29.041,42.419,404.135,50.74,4.584,-7.597,-4.413,13.095,221.183,-3.481,3.375,65.058,-17.636,-7.048,59.192,-3.511,4.584,7.597,4.413,13.095,205.988,3.481,3.375,65.058,17.636,-7.048,59.192,3.511,8.979,58.467,14.535,15.663,221.418,11.979,8.614,65.058,18.096,9.162,59.192,6.129
0827-BK2-01-69,Salto B,16.575,-2.899,173.254,-9.573,-2.709,172.483,-9.643,-5.621,341.53,-18.826,5.621,341.53,18.826,34.429,392.469,36.282,0.131,5.075,-1.852,3.964,211.779,-3.128,-4.263,58.306,-6.067,-5.453,66.37,-7.779,0.131,5.075,1.852,3.964,211.779,3.128,-3.925,58.306,6.067,5.453,66.37,7.779,14.407,55.894,10.099,6.838,211.899,10.393,4.424,58.306,7.293,8.76,66.37,8.497
0827-BK2-01-71,Salto B,17.748,-7.514,170.05,-16.002,-7.521,169.864,-16.095,-15.082,339.292,-31.876,15.082,339.292,31.876,39.973,418.45,54.791,0.958,-14.485,-4.316,-8.147,231.604,-13.649,-2.868,56.516,-12.686,-5.025,65.656,-1.226,0.958,14.485,4.316,6.23,202.635,13.649,2.868,56.516,12.686,5.025,65.656,1.226,8.371,64.51,20.262,9.94,231.768,14.478,13.548,56.516,14.76,8.115,65.656,5.291
0827-BK2-01-73,Salto B,16.211,-10.84,172.524,-13.876,-10.728,172.377,-13.833,-21.234,336.676,-27.055,21.234,336.676,27.055,35.702,407.456,43.186,0.657,-12.725,-7.804,-5.241,228.284,-14.204,-7.67,54.303,-7.349,-8.98,66.814,2.302,0.657,12.725,7.804,3.927,202.833,14.204,7.67,54.303,7.349,8.98,66.814,-2.302,8.178,58.055,13.411,9.349,228.284,14.857,7.67,54.303,8.19,10.504,66.814,6.729
0827-BK2-01-75,Salto B,17.421,-6.652,167.705,-12.125,-6.48,167.537,-11.979,-13.265,334.716,-24.091,13.265,334.716,24.091,38.182,409.714,59.103,1.132,-12.331,-1.098,-11.844,217.396,-16.937,1.094,62.653,-0.913,-3.647,66.998,-5.144,1.132,12.331,1.098,9.58,192.735,16.937,-1.094,62.653,0.913,3.647,66.998,5.144,9.033,62.483,15.251,19.364,217.58,26.442,4.631,62.653,9.446,5.154,66.998,7.965
0827-BK2-01-77,Salto B,16.84,2.402,169.877,-9.267,2.41,169.478,-9.09,4.684,331.54,-18.133,4.684,331.54,18.133,25.737,387.763,36.741,2.942,-6.928,-5.225,5.312,215.479,-2.21,-0.134,34.534,-8.694,-3.436,88.454,-2.004,2.942,6.928,5.225,5.312,201.624,2.21,-0.134,34.534,8.694,-3.436,88.454,2.004,7.574,49.295,9.103,8.13,215.479,10.143,5.337,34.534,11.842,4.696,88.454,5.653
0827-BK2-01-79,Salto B,19.337,3.839,172.162,-4.664,3.714,172.251,-4.693,7.531,341.838,-9.284,7.531,341.838,9.284,31.582,406.116,41.531,4.139,1.013,0.468,6.354,204.266,-4.442,-1.185,65.981,-5.551,-1.777,70.578,0.241,4.139,1.013,0.468,6.354,204.266,3.506,-1.185,65.981,5.551,-1.777,70.578,-0.241,8.379,51.749,13.775,10.628,217.809,10.433,5.387,65.981,9.424,7.188,70.578,7.899
0827-BK2-01-81,Salto B,15.608,7.422,172.96,-13.642,7.501,172.552,-13.673,14.138,331.784,-26.273,14.138,331.784,26.273,34.019,390.567,43.397,3.248,-8.47,-5.444,10.419,215.338,-6.07,1.7,58.017,-8.542,-1.229,66.899,-6.216,3.248,8.47,5.444,10.419,198.398,6.07,1.7,58.017,8.542,-1.229,66.899,6.216,11.721,50.313,13.0,10.455,215.338,10.825,4.243,58.017,8.616,7.6,66.899,10.957
0827-BK2-01-83,Salto B,19.466,7.432,165.446,-5.283,7.538,165.742,-5.296,14.615,331.224,-10.644,14.615,331.224,10.644,48.44,382.296,41.21,2.843,5.476,-2.698,10.938,182.883,-10.974,-8.311,58.333,3.622,9.146,84.533,-0.594,2.843,5.476,2.698,10.938,182.883,10.974,-8.311,58.333,-3.622,9.146,84.533,0.594,5.835,44.29,9.117,13.497,195.14,11.103,19.309,58.333,12.403,9.799,84.533,8.587
0827-BK2-01-85,Salto B,17.237,0.37,170.327,-11.552,0.427,170.022,-11.493,0.587,331.304,-22.524,0.587,331.304,22.524,36.455,384.778,48.086,-0.355,4.57,-2.599,7.585,213.004,-5.119,1.418,54.674,-15.359,-8.06,59.056,0.553,0.355,4.57,2.599,6.874,213.004,5.119,1.418,54.674,15.359,-8.06,59.056,-0.553,10.745,55.646,14.791,8.932,215.403,11.22,7.363,54.674,15.359,9.414,59.056,6.716
0827-BK2-01-93,Strecksprung,9.542,-0.977,-10.396,-16.154,-1.085,-10.552,-16.025,-1.732,-19.405,-29.675,1.732,19.405,29.675,18.589,80.146,38.245,4.763,3.125,-3.852,-5.951,-14.337,-13.361,-0.686,-17.536,-6.597,0.143,9.343,-5.865,4.763,3.125,3.852,-3.574,8.088,13.361,0.686,17.536,6.597,-0.143,-9.343,5.865,6.327,15.845,9.172,5.964,14.337,13.361,3.338,17.536,6.866,2.959,32.428,8.846
0827-BK2-01-96,Salto A,13.454,-0.532,172.523,-13.96,-0.419,171.994,-13.939,-1.032,341.14,-27.604,1.032,341.14,27.604,29.26,341.14,34.021,6.746,65.201,-2.509,0.074,117.06,-12.617,-1.075,88.91,-5.386,-6.778,69.969,-7.092,6.746,65.201,2.509,0.074,117.06,12.617,-1.075,88.91,5.386,-4.713,69.969,7.092,7.962,65.201,7.299,5.313,117.06,12.617,8.977,88.91,5.386,7.008,69.969,8.719
0827-BK2-01-98,Salto A,13.952,1.754,169.459,-8.49,1.731,168.888,-8.34,3.521,339.176,-16.974,3.521,339.176,16.974,25.662,339.259,30.719,7.819,61.38,-1.35,-2.342,109.91,-7.379,2.358,90.981,-4.9,-4.314,76.906,-3.345,7.819,61.38,1.35,-2.342,109.91,7.379,2.358,90.981,4.9,-4.314,76.906,3.345,7.878,61.463,9.464,7.244,109.91,10.667,6.106,90.981,5.562,4.434,76.906,5.026
0827-BK2-01-100,Salto A,13.343,-1.0,166.41,-18.537,-0.967,166.165,-18.285,-2.068,333.689,-37.17,2.068,333.689,37.17,28.181,333.689,46.956,6.986,67.268,-6.037,2.23,111.978,-11.69,-3.653,85.412,-11.384,-7.63,69.032,-8.058,6.986,67.268,6.037,2.23,111.978,11.69,-3.653,85.412,11.384,-3.494,69.032,8.058,8.045,67.268,13.667,5.847,111.978,11.694,5.363,85.412,11.384,8.926,69.032,10.211
0827-BK2-01-102,Salto A,13.884,0.443,169.09,-14.464,0.623,168.425,-14.676,0.959,340.813,-29.088,0.959,340.813,29.088,28.501,340.813,41.777,8.582,61.43,-5.486,1.931,118.383,-12.638,-4.972,78.923,-8.37,-4.582,82.076,-2.595,8.582,61.43,5.486,1.931,118.383,12.638,-4.972,78.923,8.37,-4.582,82.076,2.595,12.602,61.43,13.155,5.269,118.383,12.638,5.988,78.923,8.42,4.643,82.076,7.565
0827-BK2-01-104,Salto A,12.968,7.992,169.0,-8.682,7.945,168.445,-8.668,15.936,338.245,-17.379,15.936,338.245,17.379,33.56,339.925,35.453,6.734,61.605,-4.251,1.77,112.002,-2.748,3.399,79.107,-3.978,4.033,85.531,-6.402,6.734,61.605,4.251,1.77,112.002,2.748,3.399,79.107,3.978,4.033,85.531,6.402,8.695,63.285,14.911,10.847,112.002,5.137,7.832,79.107,5.973,6.186,85.531,9.433
0827-BK2-01-106,Salto A,14.512,12.069,170.59,-3.422,12.011,170.095,-3.286,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033
0827-BK2-01-108,Salto A,13.968,4.97,170.946,-9.858,5.188,170.334,-10.075,9.791,336.88,-19.3,9.791,336.88,19.3,17.768,336.88,28.736,2.305,61.253,-0.662,4.799,114.734,-8.552,-1.102,81.702,-5.887,3.789,79.192,-4.198,2.305,61.253,0.662,4.799,114.734,8.552,-1.102,81.702,5.887,3.789,79.192,4.198,5.31,61.253,8.413,5.436,114.734,8.757,1.608,81.702,6.238,5.414,79.192,5.328
0827-BK2-01-109,Strecksprung,13.01,-4.903,-2.783,-12.421,-5.066,-2.142,-12.355,-10.131,-5.942,-25.533,10.131,5.942,25.533,23.338,55.86,49.264,-1.46,7.248,-0.91,-1.734,-15.47,-17.329,-4.696,-5.901,-5.733,-2.241,8.182,-1.561,1.46,7.248,0.91,1.734,0.975,17.329,4.696,5.901,5.733,2.241,-8.182,1.561,3.74,16.936,7.014,6.125,15.47,23.432,6.931,8.094,11.05,6.542,15.36,7.767
0827-BK2-01-110,Salto A,12.385,6.013,172.94,-12.601,6.164,172.177,-12.545,11.585,335.533,-24.56,11.585,335.533,24.56,24.403,335.533,32.694,7.432,69.609,-3.722,2.271,101.078,-12.552,-0.934,89.689,-3.913,2.816,75.158,-4.373,7.432,69.609,3.722,2.271,101.078,12.552,-0.934,89.689,3.913,2.816,75.158,4.373,8.117,69.609,7.706,6.373,101.078,13.234,3.939,89.689,5.488,5.975,75.158,6.265
0827-BK2-01-112,Salto A,14.317,5.995,171.436,-17.282,5.981,170.83,-17.198,11.796,337.995,-34.086,11.796,337.995,34.086,22.226,338.777,39.305,6.818,56.361,-10.174,2.447,121.719,-10.036,-0.356,87.992,-7.446,2.887,71.924,-6.43,6.818,56.361,10.174,2.447,121.719,10.036,-0.356,87.992,7.446,2.887,71.924,6.43,10.607,57.142,14.394,4.878,121.719,10.036,2.756,87.992,7.446,3.985,71.924,7.429
0827-BK2-01-114,Salto A,13.964,11.461,172.042,-12.462,11.474,171.6,-12.704,22.307,334.464,-24.31,22.307,334.464,24.31,29.847,334.5,39.48,10.258,62.137,-7.449,2.008,109.056,-6.301,7.201,91.449,-2.29,2.841,71.822,-8.27,10.258,62.137,7.449,2.008,109.056,6.301,7.201,91.449,2.29,2.841,71.822,8.27,11.69,62.137,15.239,5.212,109.056,9.461,7.201,91.449,4.288,5.744,71.858,10.492
0827-BK2-01-116,Salto A,14.678,6.215,173.453,-9.55,6.349,173.458,-9.366,12.075,338.466,-18.571,12.075,338.466,18.571,27.786,338.52,28.446,5.068,60.593,-4.159,6.099,109.037,-7.598,-1.09,86.486,-4.605,1.998,82.35,-2.209,5.068,60.593,4.159,6.099,109.037,7.598,-1.09,86.486,4.605,1.998,82.35,2.209,8.592,60.593,10.142,7.29,109.037,9.042,6.221,86.486,4.605,5.683,82.403,4.658
0827-BK2-01-118,Salto A,14.833,6.143,168.938,-11.982,6.095,168.426,-12.067,11.91,329.114,-23.343,11.91,329.114,23.343,24.598,329.123,33.607,7.639,56.667,-3.376,6.466,104.152,-11.966,-0.319,86.733,-6.95,-1.877,81.562,-1.052,7.639,56.667,3.376,6.466,104.152,11.966,-0.319,86.733,6.95,-1.877,81.562,1.052,9.074,56.667,8.367,6.889,104.152,12.058,3.792,86.733,7.305,4.842,81.571,5.877
0827-BK2-01-120,Salto A,14.937,5.285,174.207,-13.306,5.275,173.78,-13.353,10.082,339.892,-25.638,10.082,339.892,25.638,29.245,339.892,38.34,6.072,54.678,-3.704,4.914,107.969,-12.44,-5.01,90.537,-4.119,4.106,86.709,-5.374,6.072,54.678,3.704,4.914,107.969,12.44,-5.01,90.537,4.119,4.106,86.709,5.374,9.636,54.678,8.767,6.544,107.969,12.615,7.067,90.537,6.614,5.999,86.709,10.343
0827-BK2-01-122,Salto A,13.896,2.558,170.226,-15.447,2.684,169.829,-15.361,4.95,331.959,-30.266,4.95,331.959,30.266,28.971,331.959,41.075,5.205,56.374,-7.58,2.916,111.466,-8.088,3.235,86.909,-10.652,-6.406,77.211,-3.945,5.205,56.374,7.58,2.916,111.466,8.088,3.235,86.909,10.652,-6.406,77.211,3.945,10.325,56.374,13.323,6.823,111.466,8.826,4.892,86.909,10.652,6.931,77.211,8.273
0827-BK2-01-124,Salto A,13.218,-1.645,165.965,-18.19,-1.331,165.28,-18.059,-3.195,324.697,-35.608,3.195,324.697,35.608,43.955,326.559,48.659,11.972,57.554,-5.33,-2.656,105.598,-8.704,4.467,83.16,-5.806,-16.979,78.386,-15.768,11.972,57.554,5.33,-2.656,105.598,8.704,4.467,83.16,5.806,-10.589,78.386,15.768,12.474,59.415,15.045,5.303,105.598,10.554,5.54,83.16,5.812,20.638,78.386,17.248
0827-BK2-02-2,Strecksprung,9.661,-5.146,-7.834,-10.817,-5.128,-7.798,-10.873,-9.576,-14.804,-20.119,9.576,14.804,20.119,18.997,86.438,38.029,-6.594,24.117,-9.97,0.957,-18.88,0.802,-3.69,-17.951,-5.371,-0.248,-2.089,-5.58,6.594,24.117,9.97,-0.957,-18.88,-0.802,3.69,7.477,5.371,0.248,2.089,5.58,8.611,25.162,14.025,3.097,20.458,9.191,3.69,17.951,6.632,3.598,22.867,8.18
0827-BK2-02-7,Salto C,15.858,0.251,181.99,-36.37,0.325,181.651,-36.412,0.421,339.256,-67.902,0.421,339.256,67.902,29.67,362.582,82.667,5.446,26.247,-15.664,0.401,214.909,-27.361,2.431,44.322,-17.702,-7.857,53.778,-7.175,5.446,26.247,15.664,0.401,214.909,27.361,2.431,44.322,17.702,-7.857,53.778,7.175,7.669,49.573,22.146,9.249,214.909,27.405,3.313,44.322,17.702,9.439,53.778,15.415
0827-BK2-02-10,Salto C,15.077,15.307,176.247,-26.244,15.3,175.747,-26.204,28.79,332.01,-49.691,28.79,332.01,49.691,36.888,354.261,59.568,3.49,21.788,-15.002,13.502,210.026,-12.65,8.632,49.202,-11.488,3.166,50.994,-10.552,3.49,21.788,15.002,13.502,210.026,12.65,8.632,49.202,11.488,3.166,50.994,10.552,9.428,44.039,17.655,13.536,210.026,15.879,8.632,49.202,11.488,5.292,50.994,14.545
0827-BK2-02-13,Salto C,15.103,1.175,178.732,-32.188,1.166,178.713,-32.035,2.165,331.236,-59.689,2.165,331.236,59.689,29.894,360.371,61.456,4.018,20.028,-11.688,1.029,219.985,-22.788,2.853,44.486,-15.036,-5.735,46.737,-10.178,4.018,20.028,11.688,1.029,219.985,22.788,2.853,44.486,15.036,-5.735,46.737,10.178,10.39,49.163,13.355,7.929,219.985,22.809,4.974,44.486,15.036,6.6,46.737,10.256
0827-BK2-02-16,Salto C,16.531,6.395,182.699,-29.896,6.241,182.446,-29.733,11.936,342.199,-56.003,11.936,342.199,56.003,34.292,366.62,61.659,2.986,26.641,-16.037,7.67,220.089,-17.16,4.493,51.346,-14.794,-3.212,44.124,-8.011,2.986,26.641,16.037,7.67,220.089,17.16,4.493,51.346,14.794,-3.212,44.124,8.011,11.834,51.061,16.801,10.684,220.089,17.459,4.493,51.346,14.794,7.282,44.124,12.605
