ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
33.396,42.309,3.054,-0.175,17.624,6.664,173.936,-28.167,0609-1-01-687,Doppelsalto C,28.045,720.824,-20.525,56.442,726.123,56.283
45.474,38.456,-39.848,-1.082,-19.304,-19.083,629.889,5.668,0609-1-01-687,Doppelsalto C,28.045,720.824,-20.525,56.442,726.123,56.283
54.919,58.287,-43.514,1.115,-31.037,60.645,809.389,-23.034,0609-1-01-687,Doppelsalto C,28.045,720.824,-20.525,56.442,726.123,56.283
15.77,19.959,-8.066,-0.114,-10.737,32.014,305.058,-15.454,0609-1-01-687,Doppelsalto C,28.045,720.824,-20.525,56.442,726.123,56.283
26.325,15.053,1.101,0.16,19.261,0.65,159.629,1.48,0609-1-01-687,Doppelsalto C,28.045,720.824,-20.525,56.442,726.123,56.283
30.301,42.816,6.844,-0.627,21.859,14.601,107.49,-17.528,0827-BK2-01-112,Salto A,12.392,336.655,-34.215,22.742,337.437,39.317
8.347,8.669,-5.326,0.731,-5.44,1.834,240.361,-26.147,0827-BK2-01-112,Salto A,12.392,336.655,-34.215,22.742,337.437,39.317
6.142,5.432,-2.773,0.483,-4.614,7.01,205.289,-14.989,0827-BK2-01-112,Salto A,12.392,336.655,-34.215,22.742,337.437,39.317
5.958,5.319,-2.934,0.442,-4.318,0.876,160.954,-20.148,0827-BK2-01-112,Salto A,12.392,336.655,-34.215,22.742,337.437,39.317
26.721,13.343,4.882,0.488,19.809,6.087,135.622,-7.496,0827-BK2-01-112,Salto A,12.392,336.655,-34.215,22.742,337.437,39.317
27.307,41.941,-2.273,2.798,21.456,4.391,117.017,-19.577,20191008-1207-FRANKFURT_2-01-11,Salto A,8.592,340.122,-48.909,27.463,368.814,74.758
11.048,10.028,-4.835,-1.463,-8.272,-6.803,169.595,-23.777,20191008-1207-FRANKFURT_2-01-11,Salto A,8.592,340.122,-48.909,27.463,368.814,74.758
6.495,7.473,-5.057,-1.328,-3.708,5.326,248.239,-33.89,20191008-1207-FRANKFURT_2-01-11,Salto A,8.592,340.122,-48.909,27.463,368.814,74.758
6.501,6.232,-4.072,-1.007,-4.959,-6.817,157.525,-13.401,20191008-1207-FRANKFURT_2-01-11,Salto A,8.592,340.122,-48.909,27.463,368.814,74.758
34.147,17.896,1.298,2.633,24.603,29.086,298.551,-51.673,20191008-1207-FRANKFURT_2-01-11,Salto A,8.592,340.122,-48.909,27.463,368.814,74.758
33.56,48.349,23.644,1.037,14.997,20.705,-26.286,1.712,0609-1-01-282,Von Bauch in Stand,3.87,40.039,2.17,30.602,78.784,52.8
2.097,2.21,-0.142,-0.228,-0.529,-12.283,40.426,27.991,0609-1-01-282,Von Bauch in Stand,3.87,40.039,2.17,30.602,78.784,52.8
2.085,2.05,-1.004,0.141,0.213,8.74,7.691,13.429,0609-1-01-282,Von Bauch in Stand,3.87,40.039,2.17,30.602,78.784,52.8
2.32,1.795,1.101,-0.636,-0.732,-0.787,-4.275,-34.471,0609-1-01-282,Von Bauch in Stand,3.87,40.039,2.17,30.602,78.784,52.8
24.574,12.303,8.36,0.69,18.559,-6.453,96.985,-1.401,0609-1-01-282,Von Bauch in Stand,3.87,40.039,2.17,30.602,78.784,52.8
29.69,41.809,4.318,0.316,24.094,7.569,175.195,-4.533,20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314
8.054,7.11,-3.081,-0.65,-7.135,-11.709,203.332,12.231,20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314
6.516,7.086,-2.738,-0.604,-5.769,1.691,272.538,7.725,20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314
8.4,7.664,-2.943,-0.296,-7.698,-5.775,157.766,-6.309,20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314
24.988,13.944,0.821,-0.445,15.599,-17.419,266.859,10.849,20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314
32.197,44.608,3.039,0.204,20.712,-1.702,31.176,18.405,20190930-1616-FRANKFURT_1-01-56,Salto C,-7.955,353.89,8.626,33.31,372.909,43.773
18.042,15.696,-11.736,-0.417,-12.071,-3.234,412.039,8.662,20190930-1616-FRANKFURT_1-01-56,Salto C,-7.955,353.89,8.626,33.31,372.909,43.773
13.285,16.715,-8.061,-0.487,-4.53,-5.941,276.483,-15.868,20190930-1616-FRANKFURT_1-01-56,Salto C,-7.955,353.89,8.626,33.31,372.909,43.773
4.783,4.691,-2.053,-1.045,-4.047,-14.693,115.003,3.385,20190930-1616-FRANKFURT_1-01-56,Salto C,-7.955,353.89,8.626,33.31,372.909,43.773
26.464,13.201,5.455,1.108,20.535,2.661,159.195,10.597,20190930-1616-FRANKFURT_1-01-56,Salto C,-7.955,353.89,8.626,33.31,372.909,43.773
33.863,48.542,-4.92,1.505,19.838,42.196,163.875,-52.812,20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324
21.172,17.921,-16.504,-0.037,-8.247,23.206,231.764,-4.275,20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324
38.949,36.045,-36.284,4.487,-11.006,120.361,738.664,-39.843,20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324
37.229,41.498,-31.119,3.313,-18.774,119.156,588.312,-71.316,20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324
31.165,19.838,1.6,1.119,12.997,72.735,318.05,-39.249,20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324
35.248,46.805,4.572,1.039,23.865,2.181,-239.915,60.718,0609-4-01-586,Barani C,-4.822,-84.206,233.035,43.921,319.395,237.722
14.697,15.694,-11.91,1.012,-6.186,-1.251,-294.661,152.758,0609-4-01-586,Barani C,-4.822,-84.206,233.035,43.921,319.395,237.722
9.037,9.408,-5.818,-0.171,-5.65,-8.808,32.975,277.102,0609-4-01-586,Barani C,-4.822,-84.206,233.035,43.921,319.395,237.722
4.859,5.509,-2.803,-1.273,-3.641,-18.296,121.887,132.878,0609-4-01-586,Barani C,-4.822,-84.206,233.035,43.921,319.395,237.722
25.604,12.419,7.231,-1.007,18.006,12.448,158.81,30.341,0609-4-01-586,Barani C,-4.822,-84.206,233.035,43.921,319.395,237.722
41.697,54.834,-31.807,4.648,10.745,-12.62,-206.534,29.991,20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-72.192,-128.336,234.75,97.47,407.744,261.771
28.746,27.842,-23.058,-0.375,-15.479,-36.311,-501.961,165.935,20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-72.192,-128.336,234.75,97.47,407.744,261.771
15.805,17.504,-4.675,-1.325,-10.697,-94.994,-21.517,209.453,20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-72.192,-128.336,234.75,97.47,407.744,261.771
8.673,9.974,-3.934,-3.435,-6.259,-97.164,116.453,239.216,20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-72.192,-128.336,234.75,97.47,407.744,261.771
26.583,13.424,-0.214,0.735,18.696,24.211,239.808,57.94,20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,-72.192,-128.336,234.75,97.47,407.744,261.771
28.641,41.773,1.468,-0.147,23.264,0.05,144.979,13.055,20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,14.302,309.057,-14.28,26.437,313.203,39.295
3.855,3.796,0.112,-0.632,-3.448,6.187,139.13,-8.704,20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,14.302,309.057,-14.28,26.437,313.203,39.295
4.117,4.141,-0.573,-0.844,-3.735,5.054,145.754,-6.448,20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,14.302,309.057,-14.28,26.437,313.203,39.295
4.678,4.426,-1.586,-0.729,-3.989,-2.043,168.985,-0.75,20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,14.302,309.057,-14.28,26.437,313.203,39.295
27.317,12.658,20.431,-0.264,11.344,26.651,163.074,-18.937,20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,14.302,309.057,-14.28,26.437,313.203,39.295
34.934,46.719,2.75,1.434,23.902,3.961,-247.463,38.501,0609-4-01-550,Barani C,-15.608,-87.712,228.541,45.646,301.314,235.092
13.333,14.086,-10.011,0.787,-6.936,-3.013,-242.812,140.908,0609-4-01-550,Barani C,-15.608,-87.712,228.541,45.646,301.314,235.092
8.304,9.102,-4.937,-0.25,-5.98,-51.692,-13.521,268.21,0609-4-01-550,Barani C,-15.608,-87.712,228.541,45.646,301.314,235.092
5.346,5.84,-3.167,-1.453,-4.055,-12.512,114.83,165.175,0609-4-01-550,Barani C,-15.608,-87.712,228.541,45.646,301.314,235.092
26.279,13.116,6.336,-0.535,18.754,20.507,158.655,28.355,0609-4-01-550,Barani C,-15.608,-87.712,228.541,45.646,301.314,235.092
33.481,47.16,3.077,1.997,22.62,-42.909,-125.762,44.14,20190930-1616-FRANKFURT_1-01-242,Barani A,-124.402,22.416,158.003,140.769,252.031,181.047
6.569,6.434,-2.439,1.228,-5.674,-103.803,-125.405,86.002,20190930-1616-FRANKFURT_1-01-242,Barani A,-124.402,22.416,158.003,140.769,252.031,181.047
7.919,7.89,-0.787,-0.74,-7.503,-164.257,-31.538,175.47,20190930-1616-FRANKFURT_1-01-242,Barani A,-124.402,22.416,158.003,140.769,252.031,181.047
6.587,6.824,-2.033,-2.526,-5.581,-40.117,102.946,132.347,20190930-1616-FRANKFURT_1-01-242,Barani A,-124.402,22.416,158.003,140.769,252.031,181.047
27.086,15.344,4.95,0.127,17.903,16.335,236.747,6.665,20190930-1616-FRANKFURT_1-01-242,Barani A,-124.402,22.416,158.003,140.769,252.031,181.047
35.965,49.791,22.207,0.448,17.721,-2.074,-55.841,6.694,0609-1-01-901,Von Bauch in Stand,1.259,34.818,5.692,23.263,102.16,41.606
2.683,3.954,-0.287,-0.07,-0.843,7.611,-17.453,10.84,0609-1-01-901,Von Bauch in Stand,1.259,34.818,5.692,23.263,102.16,41.606
2.024,1.809,0.592,-0.371,-0.497,-7.419,-10.087,-5.916,0609-1-01-901,Von Bauch in Stand,1.259,34.818,5.692,23.263,102.16,41.606
2.207,1.542,0.065,-0.418,-0.952,10.109,68.895,-13.216,0609-1-01-901,Von Bauch in Stand,1.259,34.818,5.692,23.263,102.16,41.606
23.79,11.837,8.816,-0.704,18.563,-4.46,120.571,16.966,0609-1-01-901,Von Bauch in Stand,1.259,34.818,5.692,23.263,102.16,41.606
31.347,43.393,2.677,0.662,22.065,16.662,47.212,-13.747,0609-1-01-374,Salto C,12.387,363.151,-21.178,34.092,388.148,45.01
18.288,15.822,-10.3,-0.645,-12.449,-2.193,447.603,-14.896,0609-1-01-374,Salto C,12.387,363.151,-21.178,34.092,388.148,45.01
6.507,9.646,-4.365,-0.05,-2.697,18.187,242.017,-18.567,0609-1-01-374,Salto C,12.387,363.151,-21.178,34.092,388.148,45.01
3.806,3.089,-0.489,-0.436,-2.959,4.406,84.752,-12.623,0609-1-01-374,Salto C,12.387,363.151,-21.178,34.092,388.148,45.01
25.891,12.785,6.235,-0.3,19.508,-4.412,144.789,4.098,0609-1-01-374,Salto C,12.387,363.151,-21.178,34.092,388.148,45.01
28.463,42.853,-0.201,6.087,22.946,75.618,235.382,88.372,20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,31.866,185.187,335.602,142.204,304.987,362.292
5.903,5.513,-3.669,-2.794,-2.582,135.32,-8.354,271.087,20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,31.866,185.187,335.602,142.204,304.987,362.292
12.053,10.919,-6.267,-3.94,-8.699,-30.244,-114.304,390.366,20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,31.866,185.187,335.602,142.204,304.987,362.292
9.463,10.288,-3.875,-4.774,-6.747,-84.525,148.695,209.243,20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,31.866,185.187,335.602,142.204,304.987,362.292
32.122,16.566,1.726,0.551,24.038,-2.628,274.825,10.148,20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,31.866,185.187,335.602,142.204,304.987,362.292
42.792,56.786,-21.427,-3.829,-0.874,-21.744,49.133,38.898,20191001-1202-FRANKFURT_2-01-43,Cody C,-51.703,-394.323,-25.257,56.954,458.127,82.479
29.758,26.773,24.491,-2.423,-15.195,-58.282,-624.847,-50.255,20191001-1202-FRANKFURT_2-01-43,Cody C,-51.703,-394.323,-25.257,56.954,458.127,82.479
18.252,23.225,10.652,-0.844,-8.156,-42.277,-374.064,-10.581,20191001-1202-FRANKFURT_2-01-43,Cody C,-51.703,-394.323,-25.257,56.954,458.127,82.479
7.551,7.265,4.133,-0.714,-5.984,-15.708,-110.456,-5.427,20191001-1202-FRANKFURT_2-01-43,Cody C,-51.703,-394.323,-25.257,56.954,458.127,82.479
29.538,15.177,-9.301,-2.03,19.139,-23.187,-186.976,-38.063,20191001-1202-FRANKFURT_2-01-43,Cody C,-51.703,-394.323,-25.257,56.954,458.127,82.479
29.47,43.104,-0.13,0.857,23.055,-6.266,256.084,-28.335,20191008-1157-FRANKFURT_1-01-201,Salto A,-18.25,339.858,-20.604,25.67,341.066,38.87
8.115,7.623,1.11,-0.794,-7.474,-16.126,195.952,3.849,20191008-1157-FRANKFURT_1-01-201,Salto A,-18.25,339.858,-20.604,25.67,341.066,38.87
6.293,6.565,-1.388,-0.964,-5.93,-1.057,179.048,-8.77,20191008-1157-FRANKFURT_1-01-201,Salto A,-18.25,339.858,-20.604,25.67,341.066,38.87
7.111,6.744,-3.584,-0.921,-5.944,-0.625,149.191,-3.267,20191008-1157-FRANKFURT_1-01-201,Salto A,-18.25,339.858,-20.604,25.67,341.066,38.87
29.367,15.055,2.88,0.177,22.734,-29.98,235.886,-25.529,20191008-1157-FRANKFURT_1-01-201,Salto A,-18.25,339.858,-20.604,25.67,341.066,38.87
35.243,49.27,-7.536,-2.94,20.868,27.939,126.501,44.807,20191001-1202-FRANKFURT_2-01-29,Barani A,107.101,-54.75,169.343,126.478,271.193,207.046
9.665,9.22,4.377,-2.96,-7.267,108.401,156.685,118.792,20191001-1202-FRANKFURT_2-01-29,Barani A,107.101,-54.75,169.343,126.478,271.193,207.046
11.592,11.792,2.524,0.582,-10.839,154.682,-0.98,257.926,20191001-1202-FRANKFURT_2-01-29,Barani A,107.101,-54.75,169.343,126.478,271.193,207.046
10.61,10.542,6.78,2.441,-7.458,48.905,-197.192,92.694,20191001-1202-FRANKFURT_2-01-29,Barani A,107.101,-54.75,169.343,126.478,271.193,207.046
32.037,18.437,-3.392,-1.556,22.99,-14.238,-250.423,14.742,20191001-1202-FRANKFURT_2-01-29,Barani A,107.101,-54.75,169.343,126.478,271.193,207.046
30.921,42.392,8.208,-0.304,17.538,-9.235,88.521,7.739,0609-4-01-304,Salto C,0.092,366.667,5.189,25.876,392.211,28.497
15.698,15.386,-11.196,-0.758,-7.166,-4.292,420.537,10.532,0609-4-01-304,Salto C,0.092,366.667,5.189,25.876,392.211,28.497
4.901,6.519,-1.034,-0.646,-2.547,2.258,154.127,10.685,0609-4-01-304,Salto C,0.092,366.667,5.189,25.876,392.211,28.497
3.069,3.114,-1.507,-0.552,-2.584,7.586,105.545,1.514,0609-4-01-304,Salto C,0.092,366.667,5.189,25.876,392.211,28.497
28.158,13.722,9.54,-0.136,19.426,4.595,135.432,-3.782,0609-4-01-304,Salto C,0.092,366.667,5.189,25.876,392.211,28.497
25.25,38.165,9.72,-0.665,17.093,-10.856,261.112,35.907,0609-4-01-436,Salto C,18.061,338.615,18.862,37.912,338.615,32.4
3.877,4.121,-1.859,-0.1,-3.28,-5.675,124.488,21.591,0609-4-01-436,Salto C,18.061,338.615,18.862,37.912,338.615,32.4
5.485,5.143,-3.291,-0.057,-4.177,39.238,99.906,11.367,0609-4-01-436,Salto C,18.061,338.615,18.862,37.912,338.615,32.4
7.349,6.771,-5.836,0.197,-4.357,17.338,242.538,-1.925,0609-4-01-436,Salto C,18.061,338.615,18.862,37.912,338.615,32.4
24.992,13.679,10.836,-0.824,9.7,13.157,278.166,3.743,0609-4-01-436,Salto C,18.061,338.615,18.862,37.912,338.615,32.4
31.872,41.069,2.467,-1.085,19.068,21.091,148.218,-15.533,0609-1-01-891,Doppelsalto C,24.756,708.578,-31.82,45.599,708.918,50.275
38.033,32.158,-33.59,-0.393,-14.917,-11.888,555.062,-11.197,0609-1-01-891,Doppelsalto C,24.756,708.578,-31.82,45.599,708.918,50.275
49.538,50.208,-41.746,-0.088,-24.96,32.758,775.953,-14.265,0609-1-01-891,Doppelsalto C,24.756,708.578,-31.82,45.599,708.918,50.275
15.865,21.454,-12.053,0.116,-9.352,28.893,344.608,-23.495,0609-1-01-891,Doppelsalto C,24.756,708.578,-31.82,45.599,708.918,50.275
29.602,16.45,2.867,0.798,18.234,1.193,201.31,-26.685,0609-1-01-891,Doppelsalto C,24.756,708.578,-31.82,45.599,708.918,50.275
31.643,45.561,-7.966,-2.963,21.292,19.088,163.291,54.626,20191001-1202-FRANKFURT_2-01-109,Barani A,87.323,-46.6,193.436,105.78,270.863,208.097
9.708,9.128,5.261,-3.042,-6.274,87.596,132.472,129.65,20191001-1202-FRANKFURT_2-01-109,Barani A,87.323,-46.6,193.436,105.78,270.863,208.097
11.268,11.175,3.292,-0.156,-9.974,148.825,26.056,273.611,20191001-1202-FRANKFURT_2-01-109,Barani A,87.323,-46.6,193.436,105.78,270.863,208.097
10.346,10.436,6.498,1.701,-7.648,26.296,-195.629,129.603,20191001-1202-FRANKFURT_2-01-109,Barani A,87.323,-46.6,193.436,105.78,270.863,208.097
25.473,14.27,-0.018,-0.69,14.551,-10.156,-271.38,33.103,20191001-1202-FRANKFURT_2-01-109,Barani A,87.323,-46.6,193.436,105.78,270.863,208.097
33.79,45.671,3.093,0.016,23.455,0.681,-6.48,-5.01,0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403
15.829,13.507,-5.591,-0.235,-10.998,0.979,347.417,-49.824,0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403
9.902,13.089,-7.722,0.435,-3.54,-26.204,245.267,15.346,0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403
4.087,3.543,-2.092,0.859,-2.68,-1.392,112.148,-9.187,0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403
26.698,12.652,7.329,-0.965,19.793,-9.368,139.735,-14.774,0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403
30.255,42.688,2.407,-0.322,22.424,0.785,73.77,-16.669,0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332
14.132,12.317,-6.881,-0.2,-10.575,16.286,384.707,-3.241,0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332
7.02,9.244,-4.212,0.221,-2.652,19.1,217.935,-7.533,0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332
4.659,3.714,-0.905,-0.457,-3.721,18.87,97.127,3.92,0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332
26.904,13.901,4.367,1.241,20.522,14.424,192.9,-24.116,0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332
33.7,44.377,-0.714,1.282,20.663,10.574,89.381,10.401,20191008-1157-FRANKFURT_1-01-243,Salto C,8.294,340.896,-19.711,27.683,373.195,60.831
13.644,13.462,-2.342,-1.196,-12.228,15.755,443.159,-34.768,20191008-1157-FRANKFURT_1-01-243,Salto C,8.294,340.896,-19.711,27.683,373.195,60.831
20.379,23.593,-4.086,-0.751,-3.784,3.51,198.031,-12.12,20191008-1157-FRANKFURT_1-01-243,Salto C,8.294,340.896,-19.711,27.683,373.195,60.831
4.868,4.657,-1.541,-0.95,-4.357,-0.736,98.622,-13.796,20191008-1157-FRANKFURT_1-01-243,Salto C,8.294,340.896,-19.711,27.683,373.195,60.831
27.836,13.293,3.356,1.246,23.309,-4.001,175.199,-6.409,20191008-1157-FRANKFURT_1-01-243,Salto C,8.294,340.896,-19.711,27.683,373.195,60.831
54.798,64.573,-17.372,7.114,15.604,-111.075,-522.61,87.054,20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209
55.72,51.993,-48.022,2.835,-25.653,-64.357,-670.645,67.153,20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209
40.215,44.54,-30.234,8.547,-19.337,53.478,-222.927,658.469,20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209
44.486,45.831,-36.263,-12.555,-2.251,320.814,-33.613,938.479,20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209
42.065,31.302,-8.497,0.684,13.244,79.697,407.492,133.328,20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209
30.907,45.6,-1.688,1.914,20.764,1.611,74.664,-2.844,20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339
15.731,13.246,-3.997,-0.909,-11.944,0.955,254.233,-26.327,20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339
17.697,21.395,-12.992,0.669,-8.533,41.817,390.33,-7.78,20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339
6.372,5.911,-2.106,-0.283,-5.509,18.527,146.295,8.302,20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339
30.244,15.308,4.123,1.96,23.535,53.109,140.999,2.33,20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339
31.788,46.959,23.815,2.583,13.144,-17.961,-9.88,16.456,0609-1-01-896,Von Bauch in Stand,3.323,44.502,5.745,32.332,86.613,60.355
2.232,2.498,-0.599,-0.236,-0.718,6.757,-24.23,-8.138,0609-1-01-896,Von Bauch in Stand,3.323,44.502,5.745,32.332,86.613,60.355
2.085,1.569,0.552,-0.339,-0.775,22.7,-14.239,36.474,0609-1-01-896,Von Bauch in Stand,3.323,44.502,5.745,32.332,86.613,60.355
2.98,2.625,-0.155,-0.291,-0.69,1.989,82.305,-39.096,0609-1-01-896,Von Bauch in Stand,3.323,44.502,5.745,32.332,86.613,60.355
23.166,11.66,8.817,-1.633,17.788,-4.491,100.019,12.014,0609-1-01-896,Von Bauch in Stand,3.323,44.502,5.745,32.332,86.613,60.355
31.36,44.274,5.481,1.614,21.223,-1.475,74.347,-22.34,0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975
14.443,12.76,-7.405,-0.234,-10.689,16.577,410.673,2.68,0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975
5.605,7.5,-3.327,-0.236,-2.827,19.959,212.589,-10.288,0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975
4.714,3.762,-0.801,-0.324,-3.91,8.204,106.443,-24.031,0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975
25.712,12.839,5.618,0.932,19.21,17.239,161.044,-2.799,0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975
26.258,38.721,3.549,1.057,22.646,-7.777,104.932,10.176,20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-22.044,319.199,6.374,26.93,319.535,25.404
4.604,3.883,-1.687,-0.662,-3.972,-10.953,101.591,9.69,20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-22.044,319.199,6.374,26.93,319.535,25.404
4.887,5.372,-2.781,-0.447,-3.488,-1.906,282.679,7.423,20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-22.044,319.199,6.374,26.93,319.535,25.404
5.218,5.043,-0.589,-0.499,-4.586,-18.702,207.679,-3.793,20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-22.044,319.199,6.374,26.93,319.535,25.404
25.984,12.035,15.708,1.01,13.438,-20.685,175.708,13.685,20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,-22.044,319.199,6.374,26.93,319.535,25.404
31.734,41.071,2.514,-1.148,19.229,17.586,169.281,-13.396,0609-1-01-838,Doppelsalto C,37.153,707.975,-22.441,48.629,710.292,59.512
38.447,31.002,-32.857,-0.518,-16.455,-8.645,506.578,-12.283,0609-1-01-838,Doppelsalto C,37.153,707.975,-22.441,48.629,710.292,59.512
56.821,56.079,-48.197,-0.66,-28.123,27.244,826.258,-37.109,0609-1-01-838,Doppelsalto C,37.153,707.975,-22.441,48.629,710.292,59.512
22.3,30.11,-17.162,0.661,-12.914,39.698,411.029,8.962,0609-1-01-838,Doppelsalto C,37.153,707.975,-22.441,48.629,710.292,59.512
29.641,18.146,2.981,0.779,15.583,37.453,234.633,-14.299,0609-1-01-838,Doppelsalto C,37.153,707.975,-22.441,48.629,710.292,59.512
28.732,42.11,-3.115,-0.955,23.108,2.768,71.017,10.548,20191008-1157-FRANKFURT_1-01-19,Salto B,30.188,342.693,-10.569,45.367,397.47,40.349
12.708,11.389,-1.509,-0.694,-7.661,4.892,145.549,-3.265,20191008-1157-FRANKFURT_1-01-19,Salto B,30.188,342.693,-10.569,45.367,397.47,40.349
18.741,18.77,-11.23,-0.365,-13.666,45.65,478.632,-21.452,20191008-1157-FRANKFURT_1-01-19,Salto B,30.188,342.693,-10.569,45.367,397.47,40.349
6.175,8.591,-4.073,-0.396,-2.555,12.797,133.757,-4.15,20191008-1157-FRANKFURT_1-01-19,Salto B,30.188,342.693,-10.569,45.367,397.47,40.349
25.315,11.376,3.079,0.422,21.269,24.241,194.689,-13.84,20191008-1157-FRANKFURT_1-01-19,Salto B,30.188,342.693,-10.569,45.367,397.47,40.349
27.269,39.078,10.594,-0.013,15.64,-20.418,229.81,3.717,0609-4-01-329,Salto C,-8.805,345.775,21.559,26.426,345.775,29.241
7.801,8.709,-5.343,-0.546,-5.044,-21.088,211.296,15.379,0609-4-01-329,Salto C,-8.805,345.775,21.559,26.426,345.775,29.241
8.019,7.658,-5.04,-0.341,-5.686,-2.068,196.14,23.331,0609-4-01-329,Salto C,-8.805,345.775,21.559,26.426,345.775,29.241
8.018,7.901,-6.016,-0.45,-5.279,-2.433,235.358,24.97,0609-4-01-329,Salto C,-8.805,345.775,21.559,26.426,345.775,29.241
25.635,14.333,7.564,-0.529,14.592,18.109,229.006,14.393,0609-4-01-329,Salto C,-8.805,345.775,21.559,26.426,345.775,29.241
29.393,43.03,0.498,0.3,20.449,7.387,184.623,19.883,20190930-1247-FRANKFURT_2-01-30,Salto A,26.113,352.414,-3.721,35.151,352.414,37.336
7.969,7.816,-1.573,-0.415,-7.649,27.841,202.696,-11.464,20190930-1247-FRANKFURT_2-01-30,Salto A,26.113,352.414,-3.721,35.151,352.414,37.336
8.016,8.02,-3.044,-0.745,-7.154,10.976,219.803,-4.635,20190930-1247-FRANKFURT_2-01-30,Salto A,26.113,352.414,-3.721,35.151,352.414,37.336
