SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil
0609-1-01-569,Doppelsalto B,16.555,705.903,-22.061,72.608,733.206,65.115,34.061,31.327,44.635,32.461,0.169,9.92,1.96,3.879,18.708,37.416,11.494,35.312,142.498,151.568,-39.02,31.422,25.917,9.684,23.468,7.382,-23.986,10.461,-2.195,1.325,-4.057,3.293,-48.636,14.165,437.372,270.558,-10.891,25.827,43.025,6.491,41.041,5.448,-34.262,2.307,-0.648,1.74,-22.434,9.691,1.983,31.791,758.577,64.255,7.831,22.371,14.398,8.149,19.691,12.685,-8.973,7.568,0.442,0.912,-9.57,4.382,51.237,9.37,309.452,153.992,-5.862,15.811,31.694,32.552,18.94,12.559,2.517,16.582,0.437,2.416,16.639,36.35,27.732,14.765,231.486,84.127,-8.817,23.894
0609-1-01-572,Salto C,22.792,362.544,-19.36,36.55,386.64,50.433,29.917,33.483,42.271,35.099,2.906,10.533,-0.16,1.434,21.86,35.407,11.455,12.553,62.965,113.175,-14.899,18.677,17.305,5.52,14.589,4.373,-9.592,6.993,-0.171,0.595,-12.227,2.268,9.063,21.469,426.017,186.83,-12.66,24.456,6.489,5.195,9.814,7.292,-4.005,4.845,0.215,1.083,-1.64,3.288,22.782,8.562,228.791,110.332,-7.807,8.938,3.853,0.937,2.986,0.543,-0.518,0.344,-0.363,0.296,-2.989,0.758,13.789,4.26,66.062,26.341,-17.098,10.787,25.039,34.179,11.88,13.807,5.082,12.334,0.446,2.15,19.716,32.934,3.182,22.925,171.064,83.949,2.349,38.458
0609-1-01-573,Doppelsalto B,1.602,706.616,-36.967,64.982,735.774,73.585,31.385,32.616,42.617,34.106,1.182,11.039,1.6,3.056,18.524,36.015,9.467,25.66,166.216,163.044,-30.366,50.698,26.002,10.693,23.028,8.26,-24.161,11.021,-1.912,1.458,-4.119,4.579,-41.76,20.86,407.295,300.475,-22.451,15.148,43.593,5.887,41.441,5.224,-36.147,1.877,-2.104,1.251,-20.549,10.881,-17.421,35.672,774.569,74.687,-5.759,25.307,15.667,10.684,21.277,14.455,-9.133,9.603,-0.799,1.096,-10.405,6.092,47.233,28.941,347.364,194.853,-34.082,27.152,29.556,32.891,16.982,12.36,5.467,17.674,0.08,1.695,15.928,34.285,6.621,13.46,181.283,77.067,-6.02,25.273
0609-1-01-576,Salto C,27.372,361.063,-14.374,39.177,372.061,34.694,30.69,32.928,42.962,34.5,4.032,11.13,-1.047,1.537,20.899,35.704,8.103,24.845,70.164,85.272,-18.22,17.086,14.296,3.844,12.818,2.941,-6.758,4.703,-0.007,1.07,-10.966,1.657,16.474,15.644,419.586,101.1,-0.485,14.461,4.794,3.621,6.825,5.344,-2.458,3.114,-0.068,0.504,-2.744,1.99,32.098,8.696,215.89,82.417,-3.779,13.532,4.393,0.596,3.548,0.352,-0.607,0.5,-0.337,0.24,-3.633,0.341,8.487,4.944,94.224,8.089,-17.786,3.98,25.107,32.704,12.362,13.126,6.072,13.244,0.52,1.905,18.541,31.545,8.856,27.15,159.046,89.357,2.189,12.124
0609-1-01-577,Doppelsalto B,0.195,705.745,-30.783,74.172,738.26,62.535,32.109,31.205,42.568,32.497,-0.969,10.458,1.359,2.719,18.052,35.666,14.615,23.658,180.499,183.442,-36.785,29.524,27.628,10.148,24.629,7.431,-25.224,10.979,-2.686,1.845,-5.473,3.604,-58.84,13.276,434.564,300.138,-5.668,22.907,44.3,7.834,42.247,4.709,-34.606,2.366,-2.162,1.975,-23.532,10.272,-10.45,56.701,757.472,66.126,5.181,17.109,15.682,9.024,21.681,13.819,-9.341,8.708,0.192,0.971,-11.074,4.816,45.21,29.851,350.852,179.352,-32.862,10.145,30.473,32.193,17.766,12.044,3.352,17.025,-0.68,1.142,15.802,35.056,10.504,8.432,198.207,77.015,-11.564,19.032
0609-1-01-583,Salto C,21.667,358.667,-16.467,33.312,378.666,48.014,31.234,32.441,43.25,33.612,3.848,11.476,0.665,1.076,21.112,35.651,7.777,12.153,46.423,84.276,-12.8,15.025,19.435,5.89,17.303,5.472,-12.788,7.891,-0.321,1.259,-11.751,2.236,1.253,13.021,471.09,199.327,-12.332,23.806,5.214,4.158,8.052,6.742,-3.514,3.763,-0.059,0.748,-2.124,2.416,37.114,16.389,230.582,95.621,1.019,22.819,3.774,0.717,3.034,0.33,-0.335,0.275,-0.193,0.387,-2.99,0.381,11.333,3.366,87.632,8.738,-25.485,4.933,26.09,32.879,12.927,14.533,7.167,14.627,-0.303,1.693,19.722,31.295,0.253,14.003,118.527,65.378,5.939,18.5
0609-1-01-584,Doppelsalto B,11.353,722.899,-8.197,64.995,768.344,66.723,33.717,31.463,43.521,32.547,0.145,11.217,0.065,1.95,18.168,36.949,11.864,6.798,155.348,178.127,-13.224,20.736,27.194,11.568,24.97,8.781,-25.962,11.791,-1.675,1.103,-3.863,4.024,-35.641,16.469,460.642,284.033,-7.076,23.858,45.785,8.156,43.586,6.084,-36.657,3.155,-0.804,1.862,-23.242,12.051,-13.945,45.881,782.724,83.05,19.542,18.701,15.859,11.456,21.649,14.786,-9.131,10.631,-0.36,1.106,-10.158,4.028,54.845,30.819,359.626,189.894,-23.864,20.218,28.294,32.239,16.384,12.639,-0.333,9.887,0.326,1.614,18.625,34.457,12.955,17.984,161.183,85.78,1.573,30.286
0609-1-01-588,Salto C,0.364,361.767,-25.573,28.244,378.013,40.834,30.711,32.997,42.844,34.078,3.865,10.984,0.068,1.063,21.572,35.447,9.685,11.889,53.626,88.581,-20.756,29.374,18.566,5.698,15.747,5.058,-11.676,7.125,-1.293,0.858,-11.993,2.205,-16.932,9.557,452.465,214.187,-23.729,11.98,6.467,5.973,9.821,8.048,-4.503,5.158,-0.22,0.755,-2.189,3.739,13.388,8.625,244.407,120.339,-18.329,8.89,3.958,0.789,3.071,0.402,-0.099,0.362,-0.501,0.373,-3.005,0.405,0.069,4.66,83.118,12.456,-8.138,2.127,25.357,32.926,12.432,13.681,7.017,14.396,-0.573,1.157,18.992,31.206,-4.89,19.424,124.934,82.608,2.709,17.677
0609-1-01-589,Doppelsalto B,19.443,716.005,-8.638,59.296,751.981,60.588,35.56,30.97,44.937,31.535,0.053,12.278,0.175,1.736,18.153,37.166,18.126,14.583,149.011,174.842,-28.953,25.987,27.273,11.29,25.465,8.479,-25.69,11.474,-1.722,1.149,-5.111,2.831,-38.561,15.169,479.406,274.709,-0.139,29.372,45.047,6.785,43.869,5.109,-34.849,2.757,0.723,1.649,-25.559,9.179,30.77,27.595,768.88,77.378,6.706,27.909,12.434,5.208,17.177,11.459,-5.915,6.4,-0.267,0.612,-9.347,2.858,34.056,8.426,304.359,165.658,-5.703,9.613,28.23,33.037,16.039,11.916,0.784,11.48,0.167,1.415,17.585,35.507,7.066,17.063,196.552,86.453,5.166,23.306
0609-1-01-591,Salto C,21.689,360.268,-18.871,34.108,369.587,39.686,30.182,33.702,43.003,34.888,4.092,11.303,0.788,1.293,21.63,35.579,-0.602,8.328,57.76,71.471,-9.831,19.618,15.022,4.316,13.195,4.337,-8.864,6.392,-0.106,1.211,-9.5,2.218,14.071,18.76,395.323,180.968,-7.932,21.171,6.926,5.262,8.943,5.358,-4.827,3.899,0.059,0.612,-2.778,3.496,25.83,9.267,234.739,114.672,-15.921,7.383,4.001,0.953,3.087,0.404,-0.757,0.443,-0.302,0.307,-3.067,0.589,12.601,2.658,86.651,23.835,-15.369,5.683,24.127,33.847,11.213,13.61,4.51,11.227,0.736,2.328,19.443,32.519,5.238,22.262,177.211,63.723,-0.439,17.745
0609-1-01-592,Doppelsalto B,-8.352,705.915,-28.089,77.152,741.72,67.131,33.175,32.421,43.583,33.326,0.08,9.698,1.433,3.37,18.6,37.319,4.768,18.01,153.001,173.999,-36.65,26.708,27.308,9.52,24.815,6.803,-24.711,10.667,-2.937,1.869,-4.181,3.4,-62.427,24.349,436.722,290.176,-5.958,18.337,43.086,6.218,41.435,4.735,-35.173,2.333,-2.683,2.093,-21.216,10.023,-28.907,53.946,766.282,61.116,8.52,19.093,16.774,10.135,22.239,13.195,-10.269,8.842,0.024,0.541,-11.578,5.563,53.569,41.389,358.08,177.46,-39.198,17.727,29.644,31.419,17.361,10.764,3.407,16.806,-0.755,0.929,13.852,34.209,10.914,14.403,206.432,68.303,-2.343,29.131
0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817,31.079,33.956,43.274,35.038,4.666,12.618,0.179,1.104,21.634,36.002,11.89,16.282,45.63,83.069,-15.55,19.093,18.128,5.97,15.687,5.352,-10.27,7.595,-0.254,0.726,-12.354,2.436,2.981,18.082,449.968,172.271,-20.199,24.748,4.899,3.968,7.914,6.875,-2.992,3.482,-0.094,0.58,-1.334,2.275,14.467,9.796,216.268,103.304,-14.305,9.245,4.23,1.244,3.167,0.62,-0.474,0.381,-0.446,0.482,-3.355,0.751,5.818,3.477,65.355,24.92,-11.215,8.168,24.839,34.074,11.906,13.804,5.087,12.375,-0.287,1.079,19.531,32.77,0.015,18.513,181.511,66.48,4.654,25.509
0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211,34.075,31.505,44.534,32.706,0.204,10.977,0.461,2.086,18.124,37.534,10.422,10.606,143.075,180.788,-19.051,13.115,27.261,11.375,24.718,8.75,-25.774,11.303,-2.421,1.605,-4.766,2.916,-53.183,16.803,472.026,268.033,-11.083,19.397,43.833,8.837,43.498,5.496,-33.998,4.13,0.233,2.587,-24.398,9.156,24.656,55.494,766.977,83.163,15.978,16.726,11.772,3.543,15.419,9.572,-4.824,5.004,-0.599,0.866,-9.234,2.466,46.025,27.521,272.475,140.183,-28.437,4.483,28.986,32.482,16.997,11.081,3.526,18.31,-0.01,0.725,14.724,33.875,1.796,15.206,217.045,64.295,-9.184,16.638
0609-1-01-597,Salto C,23.066,361.314,-11.722,32.99,384.821,40.197,30.396,33.752,42.992,34.873,2.691,9.474,0.29,1.095,22.228,36.011,11.441,10.796,59.254,106.838,-5.219,15.519,16.674,3.878,14.308,3.668,-8.566,6.794,-0.25,0.929,-11.47,1.136,14.572,13.536,411.593,151.923,-16.765,14.349,4.945,3.412,7.505,5.88,-3.348,3.117,-0.041,0.517,-1.711,2.11,17.007,7.829,209.568,109.507,-6.727,8.289,4.155,0.8,3.287,0.351,-0.543,0.384,-0.229,0.344,-3.384,0.483,-2.698,11.334,75.56,22.677,5.715,20.521,25.697,33.574,12.644,13.759,4.214,12.124,0.155,1.575,19.697,32.953,20.368,12.487,195.047,59.043,-7.507,17.009
0609-1-01-598,Doppelsalto B,13.295,699.115,-18.838,55.355,736.002,57.277,33.064,31.016,43.557,32.617,-0.613,9.756,0.778,2.116,18.562,36.379,16.491,9.596,159.666,188.807,-18.994,23.903,26.401,10.618,23.941,7.82,-24.353,11.358,-1.574,0.973,-5.153,3.856,-40.961,15.508,423.251,290.986,-15.372,18.754,44.689,8.147,42.053,5.837,-35.147,2.306,0.215,2.201,-23.494,10.239,26.51,43.837,755.558,76.965,12.073,24.858,12.856,6.3,19.255,13.716,-7.583,7.519,0.033,0.723,-8.993,2.811,31.122,17.706,324.023,180.224,-26.194,17.897,28.173,29.884,16.493,10.727,5.866,15.836,-0.24,1.474,10.537,32.807,2.18,5.382,212.934,67.127,-1.745,22.526
0609-1-01-605,Salto C,24.374,356.542,-18.606,36.084,378.925,40.594,30.762,33.321,42.956,34.494,2.545,9.511,-0.304,0.804,21.81,36.241,9.931,8.391,49.91,101.961,-4.499,12.776,17.533,5.705,15.289,4.872,-11.228,7.179,-0.343,0.694,-10.951,2.145,7.949,7.063,442.782,209.507,-28.228,23.899,6.185,5.275,9.114,6.977,-4.331,4.169,0.2,0.5,-2.793,3.591,31.218,9.379,239.236,115.241,-2.189,15.518,3.664,0.728,2.806,0.35,-0.394,0.326,-0.487,0.252,-2.793,0.377,12.758,8.742,85.063,15.11,-16.887,8.325,25.962,33.217,12.808,14.372,7.302,14.186,0.531,2.149,19.451,31.663,2.406,26.911,131.676,80.323,2.922,15.851
0609-1-01-606,Doppelsalto B,6.138,711.673,-22.336,75.752,756.834,66.256,33.885,31.469,43.961,32.624,0.203,11.335,0.949,2.519,18.23,36.953,6.997,15.17,142.999,180.605,-23.494,24.248,26.51,10.6,24.676,7.967,-24.598,10.934,-2.236,1.548,-4.111,3.195,-48.912,19.368,465.65,258.037,-3.984,25.067,44.137,6.706,41.757,5.963,-36.115,2.243,-1.879,1.645,-21.817,10.311,-12.175,48.786,770.832,83.516,8.018,6.409,15.073,9.801,20.684,13.435,-8.633,9.175,-0.259,1.059,-10.016,3.495,59.835,34.889,345.961,185.446,-30.924,11.389,28.599,34.072,15.867,13.543,3.446,14.855,0.385,1.432,18.696,34.876,11.283,18.113,153.239,78.904,-8.927,19.369
0609-1-01-608,Salto C,15.082,360.498,-24.531,41.502,394.265,46.989,31.556,31.912,43.565,33.202,2.791,10.905,-0.764,2.619,21.087,35.38,9.52,18.766,48.687,124.457,-27.161,26.487,19.23,6.368,16.898,5.409,-12.13,7.76,-0.674,0.622,-12.421,2.538,-8.153,16.179,462.838,200.85,-7.316,21.181,6.157,5.703,9.296,7.724,-3.873,4.727,0.144,0.72,-1.809,3.57,36.048,9.949,226.926,111.284,-10.984,4.592,3.996,1.156,3.296,0.394,-0.644,0.509,-0.719,0.364,-2.98,0.533,7.479,7.177,87.555,14.853,-24.033,7.167,25.466,33.394,12.317,14.029,7.438,14.468,0.262,1.278,19.181,31.516,-5.396,23.984,128.073,77.243,4.042,16.123
0609-1-01-609,Doppelsalto B,22.581,709.868,-11.005,63.412,738.238,64.71,34.103,32.042,44.261,32.994,1.268,12.956,0.157,2.177,18.294,37.151,7.526,10.702,149.218,156.632,-28.614,22.929,27.246,11.003,24.897,8.283,-25.611,11.058,-1.358,1.288,-4.98,3.205,-31.349,13.387,474.702,272.73,-4.191,27.572,45.049,10.025,44.707,6.815,-34.153,4.422,1.412,2.72,-26.325,10.598,25.294,48.146,758.365,95.08,30.928,29.662,11.616,2.765,15.271,9.182,-4.433,4.718,-0.375,0.944,-9.043,2.446,50.383,19.9,279.624,134.373,-14.245,20.99,30.758,33.251,18.156,12.148,2.865,16.744,-0.246,1.324,17.184,35.821,7.43,17.21,210.007,54.722,-11.627,27.572
0609-1-01-611,Salto C,3.976,362.366,-16.839,29.155,391.063,45.271,30.862,34.27,43.302,35.654,3.198,10.861,0.071,0.818,21.987,36.532,1.437,8.695,47.996,108.997,-9.264,11.796,18.089,4.826,15.842,4.395,-11.605,7.378,-0.667,0.832,-10.913,1.999,-0.157,13.66,450.833,212.035,-14.975,13.757,7.166,6.641,9.904,7.45,-4.486,5.129,-0.092,0.771,-2.064,4.657,10.782,11.803,228.051,134.625,-13.181,8.811,3.619,0.91,2.843,0.329,-0.319,0.387,-0.34,0.307,-2.768,0.705,6.079,11.078,62.468,15.832,-24.234,13.354,24.701,34.051,11.684,13.999,6.294,13.646,-0.468,0.575,19.371,32.102,-7.092,25.739,151.159,60.619,17.242,33.858
0609-1-01-612,Doppelsalto B,2.708,708.808,-23.975,73.867,739.358,53.605,33.628,32.495,44.405,33.784,0.425,11.312,-0.24,1.882,19.366,37.575,15.713,8.423,128.333,165.914,-30.618,24.862,23.221,10.192,21.142,7.621,-21.631,10.427,-2.344,1.373,-3.216,3.076,-54.261,24.805,430.682,252.935,-14.4,19.128,37.153,4.318,35.763,3.374,-31.686,1.921,-1.335,1.904,-16.246,8.045,-16.207,50.616,720.844,56.923,15.115,22.286,16.301,9.688,20.649,11.228,-10.173,8.466,-0.077,1.106,-10.15,4.743,50.932,23.295,326.532,177.827,-17.838,8.889,32.079,33.079,19.039,13.044,2.109,17.309,0.736,1.687,16.419,36.645,11.172,11.967,260.785,83.323,-15.942,23.088
0609-1-01-614,Salto C,25.831,361.266,-17.836,38.272,378.94,39.332,30.255,33.037,42.688,34.425,2.407,9.075,-0.322,1.947,22.424,35.391,0.785,15.404,73.77,110.431,-16.669,16.233,14.132,4.06,12.317,3.141,-6.881,5.525,-0.2,0.691,-10.575,1.372,16.286,17.142,384.707,131.695,-3.241,21.957,7.02,5.626,9.244,6.157,-4.212,3.696,0.221,1.268,-2.652,3.815,19.1,13.514,217.935,108.022,-7.533,13.823,4.659,1.121,3.714,0.362,-0.905,0.632,-0.457,0.418,-3.721,0.6,18.87,7.242,97.127,18.987,3.92,5.138,26.904,33.221,13.901,13.842,4.367,12.853,1.241,3.073,20.522,32.862,14.424,19.315,192.9,55.731,-24.116,16.592
0609-1-01-615,Doppelsalto B,-2.159,701.557,-33.426,77.53,733.723,71.175,34.064,30.559,44.847,31.491,0.363,10.406,0.594,2.852,17.546,36.401,3.736,27.717,157.404,185.596,-23.846,15.275,26.951,9.718,24.31,6.881,-24.679,10.241,-3.125,1.871,-5.077,3.106,-58.255,31.73,440.235,287.113,-16.49,21.493,45.265,8.152,43.933,6.485,-34.149,3.774,-1.789,2.206,-26.401,9.527,8.352,75.237,753.597,81.632,7.978,30.916,14.034,4.363,18.739,10.247,-6.051,5.896,-0.257,1.178,-9.814,2.874,36.426,25.185,295.787,151.912,-47.508,21.153,31.69,29.776,19.922,10.004,0.764,17.933,-0.421,0.668,11.758,34.341,3.867,12.834,274.642,79.579,-12.514,21.849
0609-1-01-617,Salto C,21.785,353.472,-20.578,37.256,356.056,49.975,31.36,34.076,44.274,34.861,5.481,12.871,1.614,2.996,21.223,35.98,-1.475,15.267,74.347,61.039,-22.34,17.394,14.443,4.008,12.76,3.461,-7.405,5.112,-0.234,0.842,-10.689,1.427,16.577,33.261,410.673,106.858,2.68,31.021,5.605,3.68,7.5,5.054,-3.327,2.744,-0.236,0.768,-2.827,2.491,19.959,20.541,212.589,90.391,-10.288,17.89,4.714,0.949,3.762,0.447,-0.801,0.362,-0.324,0.331,-3.91,0.573,8.204,4.295,106.443,13.164,-24.031,19.953,25.712,33.262,12.839,12.691,5.618,14.036,0.932,2.076,19.21,31.486,17.239,22.303,161.044,74.259,-2.799,28.631
0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814,32.617,32.006,43.375,33.224,2.723,13.516,2.279,4.538,17.801,36.127,-8.399,33.07,161.18,128.669,-44.909,41.248,26.913,9.171,23.958,6.906,-25.28,9.426,-2.769,2.332,-4.875,3.16,-61.106,20.891,447.263,268.915,-0.8,32.803,43.871,6.408,41.515,4.786,-35.004,1.624,-1.988,2.196,-23.323,9.252,-3.858,50.425,744.655,71.608,4.684,19.654,16.873,10.335,22.444,14.092,-10.644,9.891,-0.397,0.683,-11.034,4.636,34.786,21.542,351.331,177.591,-48.834,15.65,28.793,28.838,17.698,9.498,1.701,14.67,0.397,3.719,11.63,33.25,-5.457,20.788,242.349,57.616,-7.977,25.909
0609-1-01-624,Bauchsprung,-9.057,-41.704,-5.447,18.078,115.083,34.256,26.504,29.666,38.428,29.506,4.004,5.597,-0.269,0.429,23.119,29.959,0.316,6.611,-5.557,51.774,-0.527,14.973,1.213,0.471,1.253,0.806,-0.073,0.238,-0.214,0.277,-0.023,0.317,2.803,3.715,-57.6,10.078,1.565,3.973,1.847,0.994,1.215,0.464,-0.255,0.565,-0.084,0.399,-0.352,0.394,-8.767,6.729,-75.704,15.268,-8.126,8.027,1.723,0.438,1.397,0.412,-0.067,0.447,-0.359,0.338,-0.651,0.237,0.011,1.657,-51.959,11.806,6.152,14.506,27.763,33.618,13.853,20.21,23.473,28.306,-0.902,1.558,10.597,17.299,-19.488,21.467,75.569,54.063,-11.523,23.098
0609-1-01-625,Von Bauch in Stand,5.806,42.637,7.611,25.184,85.189,45.209,33.937,31.248,47.686,30.088,23.119,27.404,-0.58,1.769,14.016,21.292,8.043,9.714,-24.318,43.001,-6.733,17.559,2.144,0.815,2.664,1.036,-1.051,0.465,-0.135,0.443,0.262,0.888,7.214,4.568,24.643,9.568,18.187,19.889,2.57,0.915,2.301,0.283,0.614,0.464,-0.293,0.647,-0.894,1.105,-1.562,15.588,-10.072,34.586,-6.975,24.201,2.104,0.914,1.576,0.278,0.069,0.888,-0.187,0.424,-0.96,0.669,5.161,4.53,41.033,6.302,-6.209,14.35,25.283,28.002,13.138,13.765,10.573,14.45,-0.286,1.298,18.798,25.304,-1.316,26.008,96.158,101.401,20.811,20.834
0609-1-01-626,Doppelsalto C,17.395,698.613,-38.26,41.915,701.482,55.821,32.5,25.657,41.684,26.246,2.634,9.331,-0.845,0.969,15.259,34.916,16.882,15.966,179.66,100.536,-15.931,24.372,46.822,12.676,39.491,12.925,-41.252,12.42,-1.333,0.811,-20.027,4.596,-17.309,12.797,648.388,242.367,-28.122,15.588,45.263,15.547,51.138,10.449,-35.04,11.812,0.157,0.941,-25.695,9.392,29.599,27.686,706.116,166.089,-8.107,22.33,12.908,3.15,14.159,4.521,-5.193,2.555,-1.546,0.816,-10.356,2.024,25.337,29.56,263.467,101.557,-35.81,21.855,28.554,27.489,18.174,8.608,0.273,16.421,0.035,0.64,11.389,31.08,-3.583,7.892,264.743,73.667,-22.946,6.692
0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113,25.44,28.914,37.737,28.849,4.051,6.137,-0.811,1.343,22.645,28.544,-5.589,6.387,2.002,49.784,12.509,7.328,1.179,0.505,1.201,0.554,-0.548,0.301,-0.041,0.306,0.109,0.322,-11.496,2.353,-78.865,25.541,-5.971,10.476,1.535,0.44,1.064,0.117,-0.53,0.477,-0.142,0.333,-0.407,0.36,6.057,5.593,-81.086,13.206,2.176,10.484,2.652,1.443,1.747,0.744,0.034,0.984,-0.515,0.65,-0.998,0.81,-0.934,9.516,-41.801,8.657,-6.642,11.801,29.177,34.365,14.93,18.306,19.488,25.347,3.208,4.65,16.674,24.046,-15.348,17.979,98.966,90.302,-48.787,53.395
0609-1-01-632,Von Bauch in Stand,7.446,36.705,18.265,22.644,105.144,37.129,34.897,33.239,48.529,32.684,20.799,25.7,5.202,6.618,16.878,24.496,-0.731,21.761,-53.69,48.319,15.207,24.402,3.07,1.75,4.892,3.647,-0.25,0.63,-0.377,0.57,-0.605,0.456,7.207,6.8,5.009,15.544,11.004,9.138,1.698,0.443,1.164,0.134,0.183,0.299,-0.247,0.256,-0.728,0.106,3.755,9.003,-19.313,20.176,4.058,4.761,1.525,0.457,1.183,0.173,0.511,0.716,0.031,0.305,-0.438,0.412,-3.165,4.056,49.999,16.302,21.131,15.544,23.651,27.744,11.489,13.385,8.463,12.079,-0.918,1.101,18.572,25.717,13.563,11.547,128.988,64.505,0.668,15.265
0609-1-01-633,Doppelsalto C,21.379,697.26,-27.783,40.405,697.587,53.306,30.85,26.275,40.524,26.458,2.46,7.474,-0.092,1.229,17.908,33.609,7.109,13.68,161.341,99.358,-23.918,17.876,38.817,10.984,32.564,11.727,-33.533,13.018,-0.549,0.824,-16.71,1.315,-12.123,7.604,564.479,239.737,1.476,16.122,43.404,10.206,46.892,5.075,-35.355,8.638,0.638,1.239,-23.55,5.341,40.984,28.728,727.404,124.587,-2.188,16.262,15.868,4.3,17.951,4.762,-7.939,4.49,-0.423,0.943,-10.175,1.312,24.177,17.091,296.699,102.576,-31.3,15.745,30.755,26.52,19.871,9.765,3.758,19.12,0.519,2.246,11.953,31.133,2.828,14.23,280.51,90.831,-24.185,23.299
0609-1-01-638,Bauchsprung,0.079,-35.261,-5.321,19.546,117.85,31.916,26.501,29.714,38.362,28.993,5.093,7.347,-0.469,1.266,23.93,28.881,4.266,11.431,5.316,51.185,-5.144,10.182,1.145,0.398,1.113,0.527,-0.416,0.15,-0.16,0.199,0.059,0.267,-2.704,2.486,-64.968,17.413,2.295,3.84,1.478,0.498,0.924,0.227,-0.785,0.49,-0.169,0.268,-0.236,0.22,0.093,9.24,-65.119,10.432,-12.562,6.022,2.472,0.972,1.878,0.289,0.47,0.652,-0.299,0.326,-1.224,0.585,12.576,3.98,-53.084,14.838,18.099,28.147,27.052,33.737,12.996,17.194,20.387,27.152,0.24,1.367,12.874,20.49,-13.783,11.503,77.68,76.226,-17.522,19.809
0609-1-01-639,Von Bauch in Stand,4.059,38.251,5.662,23.021,77.139,39.151,36.612,33.059,49.488,31.841,24.255,29.741,0.799,1.579,15.269,21.528,-2.433,10.797,-32.064,22.848,2.454,12.132,2.254,0.92,4.029,3.984,-0.039,0.433,-0.12,0.506,-0.982,0.326,1.187,7.346,-7.433,7.347,-8.238,11.014,1.276,0.353,0.877,0.131,0.199,0.171,-0.237,0.202,-0.204,0.477,2.672,2.601,6.72,10.854,14.299,3.379,1.85,0.717,1.019,0.231,-0.151,0.683,-0.395,0.31,-0.783,0.28,17.246,10.836,42.082,5.467,-14.233,20.715,24.161,27.921,12.11,13.685,10.162,13.137,-0.365,0.744,18.71,25.323,-6.82,23.075,105.237,95.395,22.314,20.254
