SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil
20191008-1157-FRANKFURT_1-01-299,3/4 Salto vw A,12.117,22.841,12.448,17.284,-159.523,125.025,12.868,53.91,12.293,12.48,-159.088,114.294,12.823,25.66
20191008-1157-FRANKFURT_1-01-300,Baby- Fliffis C,24.438,23.452,3.694,46.543,-65.771,340.205,115.539,174.835,3.652,33.619,-66.012,317.068,115.303,158.249
20191008-1157-FRANKFURT_1-01-318,Strecksprung,9.21,20.376,-1.016,19.478,12.111,68.524,5.989,30.115,-1.034,15.883,12.373,64.714,6.299,24.433
20191008-1157-FRANKFURT_1-01-319,Salto B,17.446,21.245,-6.64,30.483,196.793,195.515,-13.422,46.36,-6.409,26.092,195.859,184.295,-13.428,31.192
20191008-1157-FRANKFURT_1-01-320,Barani A,18.079,24.079,-41.341,57.688,55.349,198.184,93.809,125.296,-41.454,54.894,56.212,192.77,94.014,121.235
20191008-1157-FRANKFURT_1-01-321,Salto A,14.261,20.84,-10.531,32.565,203.445,79.575,-4.303,43.52,-10.565,21.532,203.113,67.485,-4.224,21.156
20191008-1157-FRANKFURT_1-01-322,Grätschwinkel,13.246,25.162,-5.294,20.483,0.537,131.878,-0.412,40.369,-5.222,14.501,1.375,125.848,-0.011,24.853
20191008-1157-FRANKFURT_1-01-328,Strecksprung,9.416,20.221,-5.31,14.593,-1.502,84.667,7.027,29.259,-5.283,12.098,-1.487,81.603,6.797,26.051
20191008-1157-FRANKFURT_1-01-332,Salto B,17.52,22.306,14.504,43.425,192.366,222.658,-16.543,42.342,14.53,40.193,191.917,205.943,-16.068,28.68
20191008-1157-FRANKFURT_1-01-333,Barani A,16.935,22.275,-50.968,76.68,67.143,184.13,105.538,120.528,-51.15,74.594,66.226,180.616,104.847,117.782
20191008-1157-FRANKFURT_1-01-334,Salto A,15.353,22.382,-5.224,20.953,198.669,81.511,-13.463,31.155,-5.495,15.951,198.934,65.714,-13.614,22.067
20191008-1157-FRANKFURT_1-01-335,Rudi,19.204,17.677,106.098,120.723,35.29,250.632,325.618,324.774,106.207,117.239,34.919,242.629,325.752,320.049
20191008-1157-FRANKFURT_1-01-336,Grätschwinkel,15.589,23.336,-1.447,18.268,-5.015,174.392,-1.022,32.809,-1.37,12.196,-5.192,166.506,-0.011,14.213
20191008-1157-FRANKFURT_1-01-354,Salto B,18.793,23.086,7.071,35.764,193.283,203.141,-3.548,51.379,7.365,29.066,194.15,188.046,-3.537,30.142
20191008-1157-FRANKFURT_1-01-355,Barani A,14.871,19.807,-21.434,82.351,47.783,182.565,112.294,135.25,-21.655,80.006,45.992,177.983,112.414,130.398
20191008-1157-FRANKFURT_1-01-367,Salto B,18.114,23.152,-8.154,26.375,195.482,205.386,-9.049,37.682,-7.987,21.741,194.838,194.901,-8.746,22.331
20191008-1157-FRANKFURT_1-01-368,Barani A,16.81,22.227,-48.331,63.53,39.481,201.064,101.942,115.483,-48.328,61.854,40.315,197.1,102.156,112.906
20191008-1157-FRANKFURT_1-01-369,Salto A,15.87,24.106,-8.092,21.346,194.606,82.462,-8.989,42.07,-8.435,16.587,194.265,70.263,-9.429,21.548
20191008-1157-FRANKFURT_1-01-370,Rudi,18.542,17.158,63.52,98.874,21.186,237.618,341.405,329.779,63.301,94.937,20.912,231.499,341.524,324.63
20191008-1157-FRANKFURT_1-01-371,Grätschwinkel,15.643,22.523,-1.738,22.841,1.435,170.906,5.269,40.011,-1.472,14.355,3.398,158.213,5.024,25.845
20191008-1157-FRANKFURT_1-01-375,Strecksprung,12.475,23.869,1.24,47.847,-1.484,63.63,30.077,66.264,1.735,44.343,-1.084,57.513,30.148,61.636
20191008-1157-FRANKFURT_1-01-386,Salto B,17.545,21.734,0.308,46.281,194.984,192.86,-13.327,53.853,0.851,40.761,194.454,180.728,-13.119,46.058
20191008-1157-FRANKFURT_1-01-387,Barani A,17.82,24.873,-38.238,67.86,53.072,188.609,102.464,120.434,-38.251,66.262,53.891,185.25,102.508,117.374
20191008-1157-FRANKFURT_1-01-388,Salto A,15.607,23.963,-10.164,27.389,192.19,83.298,-13.49,34.136,-9.862,20.65,192.065,71.727,-13.5,21.029
20191008-1157-FRANKFURT_1-01-389,Rudi,21.637,19.156,80.483,113.061,44.28,240.135,333.028,319.402,80.259,109.826,43.784,233.908,332.807,315.097
20191008-1157-FRANKFURT_1-01-390,Grätschwinkel,14.551,21.747,1.403,28.045,-2.381,159.038,5.172,41.1,1.193,20.46,-0.165,149.619,5.198,23.039
20191008-1207-FRANKFURT_2-01-3,Strecksprung,9.459,19.449,-1.843,14.998,-1.296,83.031,-4.13,42.826,-1.9,11.638,-1.856,75.475,-3.192,27.068
20191008-1207-FRANKFURT_2-01-7,Salto A,13.693,19.222,-2.199,19.982,199.049,98.768,-32.422,47.414,-2.054,17.064,199.297,84.843,-29.98,21.507
20191008-1207-FRANKFURT_2-01-9,Salto B,18.849,24.068,6.763,28.458,205.486,225.504,-12.764,54.483,6.722,22.96,204.674,214.642,-13.126,29.543
20191008-1207-FRANKFURT_2-01-11,Salto A,14.515,20.423,5.32,25.586,198.451,137.94,-32.451,68.917,4.932,18.585,199.598,117.194,-29.094,33.647
20191008-1207-FRANKFURT_2-01-24,Salto A,13.852,21.212,6.287,25.962,199.335,100.973,-17.346,41.928,6.039,19.233,199.535,85.837,-17.195,16.977
20191008-1207-FRANKFURT_2-01-26,Salto B,19.386,25.435,15.912,34.048,195.165,220.121,-10.984,60.962,15.808,29.338,196.556,207.337,-12.529,31.338
20191008-1207-FRANKFURT_2-01-28,Salto A,15.631,23.623,15.871,29.348,197.138,85.757,-17.956,50.693,15.716,23.252,196.777,73.758,-17.88,31.305
20191008-1207-FRANKFURT_2-01-33,Strecksprung,9.786,22.26,-0.245,19.351,-0.376,57.919,5.237,28.012,-0.326,16.275,-0.71,53.065,5.534,20.295
20191008-1207-FRANKFURT_2-01-35,Salto A,16.327,24.152,14.129,24.947,196.641,84.515,-20.667,53.085,13.512,18.264,197.729,67.045,-21.293,24.247
20191008-1207-FRANKFURT_2-01-37,Salto B,17.663,22.507,22.225,32.554,200.813,214.062,-4.769,50.426,22.315,28.337,200.355,204.735,-4.955,34.41
20191008-1207-FRANKFURT_2-01-38,Strecksprung,11.362,25.183,-0.059,18.235,6.067,56.614,2.332,44.945,-0.165,15.345,6.512,50.62,2.213,31.707
20191008-1207-FRANKFURT_2-01-39,Salto A,13.968,19.091,24.089,27.878,207.589,81.661,-19.233,43.71,23.848,23.843,207.164,70.057,-18.166,23.57
20191008-1207-FRANKFURT_2-01-45,Salto A,17.137,24.77,16.995,25.588,198.537,108.551,-19.947,46.435,16.546,19.681,199.541,91.891,-20.423,22.474
20191008-1207-FRANKFURT_2-01-47,Salto B,21.203,26.291,23.618,36.379,199.461,242.819,-11.984,63.916,23.161,32.136,200.525,229.488,-12.944,31.946
20191008-1207-FRANKFURT_2-01-49,Salto A,16.274,23.056,8.864,27.949,210.044,123.425,-32.925,49.286,8.747,20.296,209.198,85.321,-32.65,28.398
20191008-1207-FRANKFURT_2-01-59,Barani A,17.264,23.548,-96.75,81.622,29.027,175.144,115.104,97.671,-96.834,74.101,28.744,167.258,115.179,74.076
20191008-1207-FRANKFURT_2-01-60,Salto A,15.543,23.697,11.279,30.19,198.273,109.856,-43.165,82.922,11.402,22.91,199.376,94.085,-40.292,48.527
20191008-1207-FRANKFURT_2-01-61,Strecksprung,9.225,21.033,2.068,29.685,6.958,61.755,11.453,64.33,2.405,24.439,5.588,54.882,9.022,30.854
20191008-1207-FRANKFURT_2-01-62,Barani A,19.195,26.347,-74.657,74.355,39.953,195.543,102.286,103.083,-74.85,69.017,39.808,182.035,101.87,78.841
20191008-1207-FRANKFURT_2-01-63,Schraubensalto A,15.497,21.88,18.408,94.786,104.565,179.923,194.692,155.958,18.48,91.901,106.973,168.544,195.925,146.193
20191008-1207-FRANKFURT_2-01-75,Barani A,16.613,21.827,-63.558,49.016,27.688,208.587,129.904,125.511,-61.983,45.768,26.416,199.912,128.784,108.971
20191008-1207-FRANKFURT_2-01-76,Salto A,17.332,24.828,24.848,30.353,202.775,114.063,-34.419,56.664,23.455,16.866,203.71,97.625,-33.227,25.141
20191008-1207-FRANKFURT_2-01-78,Barani A,18.845,24.436,-80.535,90.817,31.052,197.172,111.728,110.915,-79.84,87.093,29.702,184.218,111.47,78.689
20191008-1207-FRANKFURT_2-01-79,Schraubensalto A,16.262,20.65,43.572,86.342,102.817,184.677,207.658,153.802,43.033,83.888,102.648,179.027,207.045,150.634
20191008-1207-FRANKFURT_2-01-88,Barani A,17.845,25.072,-89.878,90.256,32.516,186.248,93.522,88.546,-90.218,85.869,33.99,169.806,94.886,60.804
20191008-1207-FRANKFURT_2-01-89,Salto A,14.713,22.899,22.415,30.591,201.953,108.174,-22.577,49.645,22.685,20.134,201.013,78.58,-22.532,24.086
20191008-1207-FRANKFURT_2-01-91,Barani A,17.423,23.643,-60.245,67.074,14.125,211.634,122.83,109.086,-60.834,62.01,15.869,199.498,121.672,84.141
20191008-1207-FRANKFURT_2-01-92,Schraubensalto A,16.595,22.603,39.352,85.353,86.605,200.497,200.075,160.358,39.315,81.651,85.673,186.402,199.533,145.228
20191008-1207-FRANKFURT_2-01-97,Strecksprung,12.475,25.844,5.017,26.99,6.657,70.017,9.953,44.638,4.916,22.104,7.109,54.215,10.026,34.136
20191008-1207-FRANKFURT_2-01-98,Barani A,16.337,21.864,-74.721,81.377,23.134,197.635,113.192,111.827,-75.312,74.842,25.157,180.59,112.534,87.248
20191008-1207-FRANKFURT_2-01-99,Salto A,15.185,23.196,15.063,25.592,203.584,113.53,-25.173,62.827,15.974,18.664,201.866,80.92,-22.302,20.162
20191008-1207-FRANKFURT_2-01-101,Barani A,16.481,22.48,-79.527,84.593,26.424,196.446,98.687,100.806,-80.164,79.263,28.227,183.338,97.744,68.557
20191008-1207-FRANKFURT_2-01-102,Schraubensalto A,14.698,19.875,60.278,95.217,93.681,179.021,222.913,151.19,60.996,91.854,90.672,171.055,225.88,136.776
20191008-1207-FRANKFURT_2-01-114,3/4 Salto rw A,14.022,25.485,-3.614,16.08,160.857,66.08,-33.188,45.91,-3.252,13.257,159.942,62.214,-31.299,33.037
20191008-1207-FRANKFURT_2-01-115,Cody C,21.252,25.47,1.201,57.755,235.481,260.8,-15.307,90.083,0.129,42.018,237.639,237.05,-15.538,55.389
20191008-1207-FRANKFURT_2-01-116,Grätschwinkel,13.602,22.051,-5.68,27.467,12.456,142.008,10.85,54.078,-4.997,22.624,11.407,133.276,9.075,26.78
20191008-1207-FRANKFURT_2-01-117,Salto B,18.897,22.691,15.508,28.18,200.39,232.414,-30.339,51.193,15.606,22.429,201.312,219.351,-27.099,30.57
20191008-1207-FRANKFURT_2-01-118,Barani A,18.258,24.054,-50.19,67.463,22.231,212.16,129.431,141.386,-50.153,63.722,22.162,197.014,129.192,123.826
20191008-1207-FRANKFURT_2-01-119,Salto A,15.736,22.808,18.151,36.177,209.185,124.467,-21.953,66.997,17.506,23.616,211.178,86.623,-23.962,29.196
20191008-1207-FRANKFURT_2-01-120,Schraubensalto A,16.18,22.455,15.802,95.963,101.748,199.993,180.535,161.85,16.023,92.572,100.747,179.167,181.862,143.427
20191008-1207-FRANKFURT_2-01-121,Salto C,16.127,22.533,16.317,41.512,210.077,170.079,-18.261,65.331,16.379,32.447,207.507,154.786,-19.697,32.932
20191008-1207-FRANKFURT_2-01-122,3/4 Salto vw A,12.206,23.436,-16.717,23.442,-152.914,123.911,35.027,92.697,-16.309,22.082,-152.083,107.936,34.374,26.1
20191008-1207-FRANKFURT_2-01-123,Baby- Fliffis C,23.042,23.643,-42.563,64.826,-73.779,292.934,139.37,117.808,-43.009,55.594,-73.118,277.505,139.233,97.541
20191008-1207-FRANKFURT_2-01-133,Strecksprung,10.442,23.446,0.679,16.72,4.588,72.698,7.357,38.45,0.561,14.217,4.266,68.006,7.364,30.511
20191008-1207-FRANKFURT_2-01-135,Strecksprung,10.6,24.074,-1.557,18.297,0.078,70.969,5.231,25.389,-1.427,16.036,0.212,65.116,5.05,19.194
20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,12.572,22.903,10.358,20.919,159.725,69.456,-32.276,42.99,10.476,18.068,158.44,65.122,-30.735,32.982
20191008-1207-FRANKFURT_2-01-139,Cody C,20.815,23.603,11.592,50.543,239.481,256.938,-10.149,74.347,11.402,31.007,240.289,244.142,-11.767,49.24
20191008-1207-FRANKFURT_2-01-140,Grätschwinkel,14.366,23.703,-0.293,26.29,8.084,156.619,5.602,54.811,-0.462,19.115,9.339,149.917,5.147,33.375
20191008-1207-FRANKFURT_2-01-141,Salto B,19.849,23.647,16.125,32.21,202.221,250.621,-16.801,44.591,15.852,26.104,200.528,240.698,-15.414,26.701
20191008-1207-FRANKFURT_2-01-142,Barani A,16.154,20.689,-75.629,55.008,7.024,217.69,125.456,124.856,-74.277,54.344,6.769,205.353,125.359,95.653
20191008-1207-FRANKFURT_2-01-143,Salto A,17.265,25.021,37.257,41.34,201.097,123.177,-20.251,76.15,35.792,26.668,204.14,95.993,-19.848,32.723
20191008-1207-FRANKFURT_2-01-144,Schraubensalto A,16.139,22.863,49.336,89.836,105.213,195.082,211.272,163.398,49.476,83.946,104.354,179.247,210.559,148.166
20191008-1207-FRANKFURT_2-01-145,Salto C,16.483,22.962,12.411,38.756,209.03,165.455,-22.754,62.335,12.659,32.658,206.991,153.457,-21.464,35.904
20191008-1207-FRANKFURT_2-01-146,3/4 Salto vw A,14.0,27.226,-12.795,34.204,-149.073,155.692,27.461,106.446,-12.356,25.749,-148.747,104.02,26.297,35.249
20191008-1207-FRANKFURT_2-01-147,Baby- Fliffis C,21.398,20.872,-48.644,84.67,-17.813,290.328,128.625,137.212,-48.843,78.665,-16.884,271.41,130.574,112.631
20191008-1207-FRANKFURT_2-01-159,Salto C,15.959,17.651,22.68,49.629,204.477,224.376,-24.705,50.834,22.382,46.29,203.162,216.262,-23.146,36.344
20191008-1207-FRANKFURT_2-01-160,Barani A,18.305,23.38,-59.179,67.732,21.428,216.954,124.523,122.796,-58.516,65.137,21.676,207.122,123.591,97.82
20191008-1207-FRANKFURT_2-01-161,Salto A,15.653,21.83,32.306,23.266,212.298,81.426,-17.032,35.284,32.468,18.52,212.009,72.888,-17.089,24.229
20191008-1207-FRANKFURT_2-01-162,Schraubensalto A,16.43,21.493,60.469,79.705,85.466,203.385,194.59,148.019,59.343,76.302,84.96,198.726,196.642,132.077
20191008-1207-FRANKFURT_2-01-168,Strecksprung,12.07,24.958,1.995,19.027,4.721,80.122,3.858,42.712,2.108,13.071,4.966,74.397,3.971,33.349
20191008-1207-FRANKFURT_2-01-171,Salto C,17.739,20.707,16.311,38.061,202.491,237.194,-19.17,50.831,16.714,33.597,201.573,228.993,-18.566,31.27
20191008-1207-FRANKFURT_2-01-172,Barani A,16.94,23.267,-73.627,93.117,17.997,198.163,110.97,101.831,-73.834,90.488,18.676,183.317,110.511,79.467
20191008-1207-FRANKFURT_2-01-173,Salto A,17.616,25.83,35.382,34.879,203.834,95.506,-26.262,42.847,35.082,25.819,204.368,84.601,-26.412,28.787
20191008-1207-FRANKFURT_2-01-174,Schraubensalto A,15.532,22.388,41.942,103.35,92.307,171.502,209.41,130.915,41.789,100.401,91.359,164.5,209.776,124.085
20191008-1207-FRANKFURT_2-01-185,Salto C,16.777,18.649,2.649,20.182,203.763,242.766,-9.648,41.337,2.909,14.894,202.368,234.15,-9.363,28.555
20191008-1207-FRANKFURT_2-01-186,Barani A,16.979,24.737,-70.511,86.305,18.515,195.077,99.738,85.339,-70.599,84.307,18.586,185.04,100.169,69.999
20191008-1207-FRANKFURT_2-01-187,Salto A,15.756,23.643,30.919,20.869,204.054,87.426,-16.168,40.001,31.144,17.607,203.882,76.678,-16.811,26.338
20191008-1207-FRANKFURT_2-01-188,Schraubensalto A,17.554,25.532,36.247,88.021,88.253,181.754,205.473,141.068,35.942,84.795,88.421,177.161,205.463,135.265
20191008-1207-FRANKFURT_2-01-192,Strecksprung,10.092,19.267,-2.643,19.433,-0.728,88.563,1.979,37.305,-2.63,16.647,-0.852,83.772,1.721,31.608
20191008-1207-FRANKFURT_2-01-202,Salto C,19.258,22.96,14.468,33.852,201.205,237.281,8.74,44.419,14.543,29.687,200.974,228.818,9.221,29.759
20191008-1207-FRANKFURT_2-01-203,Barani A,18.986,26.757,-79.538,80.611,34.723,193.486,102.401,88.098,-79.471,78.13,34.762,183.193,100.963,76.54
20191008-1207-FRANKFURT_2-01-204,Salto A,15.445,23.898,28.811,25.104,208.992,96.932,-12.548,46.623,28.788,18.816,209.161,88.615,-11.988,19.396
20191008-1207-FRANKFURT_2-01-205,Schraubensalto A,13.957,17.896,30.6,99.221,80.999,193.307,220.838,138.063,31.195,94.7,80.333,183.609,221.233,130.986
20191008-1207-FRANKFURT_2-01-214,Salto C,18.459,22.946,4.489,27.205,205.406,232.22,-14.02,45.821,4.39,19.214,204.198,224.783,-13.919,30.723
20191008-1207-FRANKFURT_2-01-215,Barani A,16.605,22.211,-79.695,71.778,15.669,207.649,108.024,82.836,-79.773,67.536,16.716,201.537,107.522,73.163
20191008-1207-FRANKFURT_2-01-216,Salto A,15.312,21.705,18.232,21.393,213.102,95.221,-14.722,35.39,18.607,14.086,212.8,86.957,-14.104,23.663
20191008-1207-FRANKFURT_2-01-217,Schraubensalto A,16.205,21.832,25.587,113.54,90.984,162.765,205.137,133.669,25.563,111.244,90.401,158.853,205.433,129.021
20191008-1207-FRANKFURT_2-01-227,Salto C,18.634,23.047,10.342,31.134,205.969,226.004,-5.206,37.278,10.211,26.228,204.996,218.66,-4.69,28.256
20191008-1207-FRANKFURT_2-01-228,Barani A,16.294,21.525,-71.268,63.759,5.125,220.466,116.576,116.469,-71.047,60.176,5.632,212.285,115.865,102.547
20191008-1207-FRANKFURT_2-01-229,Salto A,15.521,22.647,10.507,17.983,209.826,78.149,-19.363,29.555,10.551,11.35,210.045,71.162,-19.042,18.387
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,16.607,23.239,15.732,113.015,88.071,166.498,203.867,137.438,15.495,110.526,87.658,161.885,203.713,133.7
20191008-1207-FRANKFURT_2-01-240,Salto B,19.114,24.209,17.645,37.755,196.004,245.128,-10.086,37.339,17.574,34.322,194.506,237.059,-9.951,23.849
20191008-1207-FRANKFURT_2-01-241,Fliffis B,32.4,19.576,-21.643,57.714,-216.254,464.696,153.487,161.466,-21.454,51.879,-214.977,456.019,153.413,153.39
20191008-1207-FRANKFURT_2-01-242,Doppelsalto C,34.854,20.267,23.866,30.479,438.593,256.06,-12.529,76.14,23.324,24.491,438.049,241.317,-12.786,35.702
20191008-1207-FRANKFURT_2-01-251,Strecksprung,11.812,24.742,-1.236,16.516,16.211,75.078,5.537,31.5,-1.108,12.614,16.175,69.844,5.247,26.522
20191008-1207-FRANKFURT_2-01-252,Salto B,17.285,21.021,21.151,31.937,197.904,229.284,-10.955,33.426,21.101,28.498,196.564,221.442,-10.591,23.389
20191008-1207-FRANKFURT_2-01-253,Fliffis B,33.985,22.523,-5.04,56.896,-212.104,446.854,142.683,163.482,-5.036,53.028,-210.417,441.534,142.141,158.042
20191008-1207-FRANKFURT_2-01-254,Doppelsalto C,32.716,21.089,8.723,30.061,421.267,255.311,-22.106,57.206,8.767,24.04,419.498,248.384,-21.016,36.447
20191008-1207-FRANKFURT_2-01-255,Fliffis C,35.449,17.611,-4.797,78.583,-230.706,430.227,136.163,192.335,-5.11,70.516,-230.03,421.319,135.784,175.592
20191008-1207-FRANKFURT_2-01-262,Strecksprung,11.173,24.179,3.331,19.088,14.511,81.993,2.424,42.015,3.238,16.91,14.953,76.744,2.053,34.926
20191008-1207-FRANKFURT_2-01-263,Salto B,19.044,23.953,21.496,29.719,197.712,229.503,-6.129,39.445,21.231,25.075,195.813,220.99,-5.755,23.86
20191008-1207-FRANKFURT_2-01-264,Fliffis B,32.05,19.059,-68.959,97.058,-222.441,447.783,153.968,153.948,-68.425,90.477,-221.786,436.872,153.991,143.839
20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,33.738,22.134,32.394,33.046,423.325,252.058,-34.379,59.616,32.219,28.017,422.286,244.54,-34.492,32.981
20191008-1207-FRANKFURT_2-01-266,Fliffis C,34.355,19.499,-14.138,100.774,-239.126,420.295,131.264,199.85,-14.999,92.185,-238.973,406.613,134.208,161.837
20191008-1207-FRANKFURT_2-01-271,Strecksprung,10.124,19.213,1.184,18.733,-0.393,89.834,4.051,33.623,1.084,15.921,-0.435,86.288,3.639,22.382
20191008-1207-FRANKFURT_2-01-276,Strecksprung,11.454,24.361,-0.14,20.888,3.375,78.415,1.593,45.102,-0.145,18.035,3.178,72.61,1.449,36.455
20191008-1207-FRANKFURT_2-01-287,Fliffis- Rudi C,39.751,19.854,37.254,204.906,-140.156,411.398,381.387,383.677,37.056,194.424,-139.379,403.411,380.173,375.699
20191008-1207-FRANKFURT_2-01-288,Salto B,19.015,22.432,25.41,47.231,201.048,247.932,-34.153,63.319,25.546,42.972,200.043,239.819,-32.851,47.615
20191008-1207-FRANKFURT_2-01-289,Fliffis B,34.672,19.518,-61.83,124.485,-178.661,446.427,175.729,187.028,-61.531,115.686,-178.297,440.465,175.581,165.702
20191008-1207-FRANKFURT_2-01-290,Doppelsalto C,33.002,21.446,67.038,74.894,416.659,253.249,-91.268,69.284,67.047,71.488,416.653,242.483,-91.623,43.517
20191008-1207-FRANKFURT_2-01-298,Strecksprung,11.444,24.42,3.761,23.695,0.176,78.681,2.118,58.189,3.735,20.458,0.263,74.117,2.348,45.056
20191008-1207-FRANKFURT_2-01-301,Strecksprung,10.702,23.901,-2.546,28.261,-1.322,71.287,1.855,38.616,-2.356,25.014,-1.285,67.405,1.964,33.497
20191008-1207-FRANKFURT_2-01-305,Fliffis- Rudi C,42.046,23.264,23.67,176.052,-159.709,394.9,369.037,367.372,22.831,162.915,-158.332,387.141,368.894,356.286
20191008-1207-FRANKFURT_2-01-306,Salto B,17.983,22.03,16.258,46.725,201.7,229.196,-44.896,61.154,16.828,41.971,199.6,221.58,-44.48,44.507
20191008-1207-FRANKFURT_2-01-307,Fliffis B,33.341,19.617,-66.569,101.84,-195.383,439.715,173.463,171.411,-66.334,90.405,-194.412,434.374,173.544,150.303
20191008-1207-FRANKFURT_2-01-308,Doppelsalto C,32.051,20.641,77.926,93.094,413.479,256.273,-70.016,66.183,78.013,89.955,412.875,248.165,-70.572,45.672
20191008-1207-FRANKFURT_2-01-309,Fliffis C,36.6,22.528,-57.299,113.778,-193.514,404.748,164.69,183.002,-57.666,104.813,-192.507,399.066,165.443,157.235
20191008-1207-FRANKFURT_2-01-310,Salto A,14.961,21.335,14.823,31.903,216.429,83.383,-52.381,49.479,14.671,27.509,216.594,74.932,-53.415,40.143
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,15.417,20.667,43.316,109.121,117.856,166.609,191.929,173.33,43.666,106.145,116.912,159.752,192.65,166.027
20191008-1207-FRANKFURT_2-01-312,Salto C,17.108,23.292,31.937,47.131,201.48,196.686,-46.097,55.829,32.112,42.828,201.501,187.182,-46.731,41.75
20191008-1207-FRANKFURT_2-01-313,1 3/4 Salto vw B,25.859,23.239,-73.248,97.063,-326.121,250.043,102.432,142.124,-73.423,81.657,-325.485,220.63,101.975,81.753
20191008-1207-FRANKFURT_2-01-314,Baby- Fliffis C,24.354,23.965,-36.578,77.262,-34.714,302.854,139.197,156.889,-36.882,70.103,-34.57,285.685,140.136,124.877
20191008-1207-FRANKFURT_2-01-318,Strecksprung,11.645,23.026,-1.784,22.302,-0.14,94.253,3.518,48.067,-1.643,18.323,0.184,87.57,3.634,38.713
20191008-1207-FRANKFURT_2-01-320,Strecksprung,10.747,22.939,2.871,24.862,2.769,87.877,2.082,47.51,2.846,17.077,2.485,79.576,2.048,38.152
20191008-1207-FRANKFURT_2-01-323,Strecksprung,12.199,26.317,1.139,21.313,0.113,68.89,3.212,45.594,1.192,16.927,0.228,65.534,3.263,37.434
20191008-1207-FRANKFURT_2-01-336,Fliffis- Rudi C,39.007,18.969,17.924,194.348,-170.151,404.967,384.556,351.178,17.848,182.039,-170.572,396.069,385.478,338.822
20191008-1207-FRANKFURT_2-01-337,Salto B,20.045,24.199,20.588,54.439,205.536,227.858,-33.232,61.547,20.703,49.106,205.511,218.626,-33.914,40.484
20191008-1207-FRANKFURT_2-01-338,Fliffis B,36.245,21.204,-66.522,122.257,-198.813,439.241,184.305,179.716,-66.407,113.598,-197.018,435.081,183.891,158.731
20191008-1207-FRANKFURT_2-01-339,Doppelsalto C,33.087,21.027,95.698,89.204,414.739,260.317,-65.408,83.622,95.12,85.911,413.407,252.45,-64.251,60.097
20191008-1207-FRANKFURT_2-01-340,Fliffis C,35.822,20.501,-67.887,107.775,-208.087,404.092,175.775,164.556,-67.423,100.491,-207.33,399.0,175.144,144.994
20191008-1207-FRANKFURT_2-01-341,Salto A,16.232,22.953,40.346,30.716,208.838,78.659,-53.347,49.975,40.403,26.32,209.408,70.775,-53.667,39.416
20191008-1207-FRANKFURT_2-01-342,Schraubensalto A,13.972,18.041,63.005,90.272,112.083,166.333,193.468,166.422,62.995,87.862,111.223,162.088,194.036,161.485
20191008-1207-FRANKFURT_2-01-343,Salto C,18.814,25.272,38.64,56.94,204.322,184.614,-36.752,47.965,38.413,52.812,204.108,175.878,-36.916,34.556
20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,25.333,21.805,-55.835,68.662,-349.355,263.242,77.38,138.742,-55.296,60.961,-349.134,230.104,76.719,75.78
20191008-1207-FRANKFURT_2-01-345,Baby- Fliffis C,26.032,24.959,-24.083,92.662,-3.633,286.649,138.909,193.325,-24.619,87.173,-1.975,269.147,140.474,151.841
20191008-1207-FRANKFURT_2-01-359,Fliffis- Rudi C,39.967,21.845,-2.15,187.215,-154.709,395.349,366.427,376.685,-1.768,172.301,-153.82,387.026,365.669,363.727
20191008-1207-FRANKFURT_2-01-360,Salto B,19.152,24.172,47.432,66.54,189.431,218.649,-31.168,63.783,47.475,61.74,188.148,208.997,-29.909,43.943
20191008-1207-FRANKFURT_2-01-361,Fliffis B,33.33,18.538,-77.908,110.044,-201.51,431.805,182.464,167.527,-77.869,101.036,-200.685,427.48,180.09,148.06
20191008-1207-FRANKFURT_2-01-362,Doppelsalto C,32.009,19.229,83.145,84.095,422.147,248.971,-67.243,85.617,83.016,80.828,421.059,240.512,-65.835,61.556
20191008-1207-FRANKFURT_2-01-363,Fliffis C,39.561,22.727,-41.946,116.936,-215.074,403.119,176.485,185.929,-41.887,105.468,-213.985,396.485,175.182,158.56
20191008-1207-FRANKFURT_2-01-364,Salto A,16.535,22.807,30.415,35.159,212.655,91.741,-56.415,65.229,30.262,27.196,213.684,73.686,-54.275,37.135
20191008-1207-FRANKFURT_2-01-365,Schraubensalto A,16.21,21.193,75.132,85.097,100.134,195.302,188.909,153.295,74.971,81.214,99.687,188.219,187.641,147.287
20191008-1207-FRANKFURT_2-01-366,Salto C,15.04,19.802,19.679,45.579,202.967,181.465,-39.366,58.449,20.429,42.075,201.628,173.75,-38.67,39.996
20191008-1207-FRANKFURT_2-01-367,1 3/4 Salto vw B,28.935,26.934,-60.21,87.993,-328.047,264.393,90.667,160.937,-60.0,75.164,-327.73,238.372,89.662,89.822
